geography,time,genus,species,serotype,meat_source,antimicrobial,pct_resistant,n_resistant,n_tested,mic50,mic90
45,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Ciprofloxacin,0,0,3,0.5,0.5
46,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Ciprofloxacin,0,0,6,0.5,0.5
47,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Ciprofloxacin,0,0,9,0.5,0.5
48,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Ciprofloxacin,0,0,2,0.375,0.475
06,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Erythromycin,0,0,3,0.25,0.25
13,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Erythromycin,0,0,1,0.25,0.25
19,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Erythromycin,12.5,1,8,0.25,5.199999999999999
20,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Erythromycin,20,1,5,0.25,4.899999999999997
24,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Erythromycin,0,0,6,0.25,0.25
37,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Erythromycin,25,1,4,0.25,5.675000000000002
41,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Erythromycin,12.5,1,8,0.25,2.5749999999999984
45,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Erythromycin,0,0,3,0.25,0.25
46,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Erythromycin,16.666666666666664,1,6,0.25,4.125
47,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Erythromycin,0,0,9,0.25,0.25
48,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Erythromycin,0,0,2,0.25,0.25
06,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Gentamicin,0,0,3,16,16
13,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Gentamicin,0,0,1,16,16
19,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Gentamicin,0,0,8,16,16
20,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Gentamicin,0,0,5,16,16
24,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Gentamicin,0,0,6,16,24
37,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Gentamicin,0,0,4,16,16
41,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Gentamicin,0,0,8,16,16
45,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Gentamicin,0,0,3,16,16
46,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Gentamicin,0,0,6,16,16
47,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Gentamicin,0,0,9,16,16
48,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Gentamicin,0,0,2,16,16
06,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Linezolid,0,0,3,2,2
13,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Linezolid,0,0,1,2,2
19,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Linezolid,0,0,8,2,2
20,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Linezolid,0,0,5,2,2
24,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Linezolid,0,0,6,2,2
37,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Linezolid,0,0,4,2,2
41,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Linezolid,0,0,8,1.5,2
45,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Linezolid,0,0,3,2,2
46,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Linezolid,0,0,6,2,2
47,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Linezolid,0,0,9,2,2
48,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Linezolid,0,0,2,2,2
06,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Nitrofurantoin,0,0,3,32,32
13,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Nitrofurantoin,0,0,1,32,32
19,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Nitrofurantoin,0,0,8,32,64
20,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Nitrofurantoin,0,0,5,32,32
24,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Nitrofurantoin,0,0,6,32,64
37,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Nitrofurantoin,0,0,4,32,32
41,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Nitrofurantoin,0,0,8,32,64
45,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Nitrofurantoin,0,0,3,32,57.599999999999994
46,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Nitrofurantoin,0,0,6,32,64
47,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Nitrofurantoin,0,0,9,32,64
48,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Nitrofurantoin,0,0,2,32,32
06,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Quinupristin-dalfopristin,66.66666666666666,2,3,4,4
13,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Quinupristin-dalfopristin,100,1,1,4,4
19,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Quinupristin-dalfopristin,100,8,8,4,4
20,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Quinupristin-dalfopristin,100,5,5,4,6.399999999999999
24,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Quinupristin-dalfopristin,83.33333333333334,5,6,4,4
37,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Quinupristin-dalfopristin,100,4,4,4,4
41,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Quinupristin-dalfopristin,37.5,3,8,2,5.199999999999999
45,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Quinupristin-dalfopristin,100,3,3,4,4
46,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Quinupristin-dalfopristin,100,6,6,4,6
47,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Quinupristin-dalfopristin,100,9,9,4,4
48,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Quinupristin-dalfopristin,100,2,2,4,4
06,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Streptomycin,0,0,3,64,64
13,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Streptomycin,0,0,1,64,64
19,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Streptomycin,0,0,8,64,64
20,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Streptomycin,20,1,5,64,639.9999999999997
24,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Streptomycin,0,0,6,64,64
37,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Streptomycin,0,0,4,64,64
41,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Streptomycin,0,0,8,64,64
45,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Streptomycin,0,0,3,64,64
46,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Streptomycin,0,0,6,64,64
47,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Streptomycin,0,0,9,64,128
48,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Streptomycin,0,0,2,64,64
06,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Tetracycline,33.33333333333333,1,3,1,25.799999999999994
13,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Tetracycline,100,1,1,32,32
19,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Tetracycline,37.5,3,8,1,32
20,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Tetracycline,20,1,5,1,19.599999999999987
24,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Tetracycline,16.666666666666664,1,6,1,16.5
37,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Tetracycline,50,2,4,16.5,32
41,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Tetracycline,0,0,8,1,1
45,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Tetracycline,0,0,3,1,1
46,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Tetracycline,16.666666666666664,1,6,1,16.5
47,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Tetracycline,11.11111111111111,1,9,1,7.199999999999978
48,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Tetracycline,100,2,2,32,32
06,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Vancomycin,0,0,3,1,1
13,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Vancomycin,0,0,1,1,1
19,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Vancomycin,0,0,8,1,1
20,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Vancomycin,0,0,5,1,1
24,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Vancomycin,0,0,6,1,1
37,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Vancomycin,0,0,4,0.75,1
41,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Vancomycin,0,0,8,1,1
45,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Vancomycin,0,0,3,1,1
46,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Vancomycin,0,0,6,1,1
47,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Vancomycin,0,0,9,1,1
48,2018-12-31,Enterococcus,hirae,NA,Retail Ground Beef,Vancomycin,0,0,2,1,1
20,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Ampicillin,0,0,1,1,1
24,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Ampicillin,0,0,1,2,2
47,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Ampicillin,0,0,2,0.625,0.9249999999999999
20,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Chloramphenicol,0,0,1,4,4
24,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Chloramphenicol,0,0,1,4,4
47,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Chloramphenicol,0,0,2,4,4
20,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Ciprofloxacin,0,0,1,0.5,0.5
24,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Ciprofloxacin,0,0,1,0.5,0.5
47,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Ciprofloxacin,0,0,2,0.375,0.475
20,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Erythromycin,0,0,1,0.25,0.25
24,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Erythromycin,0,0,1,0.25,0.25
47,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Erythromycin,0,0,2,2.125,3.6249999999999996
20,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Gentamicin,0,0,1,16,16
24,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Gentamicin,0,0,1,16,16
47,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Gentamicin,0,0,2,16,16
20,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Linezolid,0,0,1,2,2
24,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Linezolid,0,0,1,2,2
47,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Linezolid,0,0,2,1.5,1.9
20,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Nitrofurantoin,0,0,1,16,16
24,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Nitrofurantoin,0,0,1,32,32
47,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Nitrofurantoin,0,0,2,48,60.8
20,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Quinupristin-dalfopristin,100,1,1,4,4
24,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Quinupristin-dalfopristin,100,1,1,4,4
47,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Quinupristin-dalfopristin,100,2,2,4,4
20,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Streptomycin,0,0,1,64,64
24,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Streptomycin,0,0,1,64,64
47,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Streptomycin,0,0,2,64,64
20,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Tetracycline,0,0,1,1,1
24,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Tetracycline,0,0,1,1,1
47,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Tetracycline,50,1,2,17,28.999999999999996
20,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Vancomycin,0,0,1,2,2
24,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Vancomycin,0,0,1,1,1
47,2018-12-31,Enterococcus,hirae,NA,Retail Pork Chops,Vancomycin,0,0,2,0.5,0.5
19,2018-12-31,Enterococcus,other,NA,Retail Chickens,Ampicillin,0,0,2,0.5,0.5
20,2018-12-31,Enterococcus,other,NA,Retail Chickens,Ampicillin,0,0,1,1,1
41,2018-12-31,Enterococcus,other,NA,Retail Chickens,Ampicillin,0,0,1,1,1
46,2018-12-31,Enterococcus,other,NA,Retail Chickens,Ampicillin,0,0,2,1.5,1.9
47,2018-12-31,Enterococcus,other,NA,Retail Chickens,Ampicillin,0,0,1,0.25,0.25
48,2018-12-31,Enterococcus,other,NA,Retail Chickens,Ampicillin,0,0,1,0.25,0.25
19,2018-12-31,Enterococcus,other,NA,Retail Chickens,Chloramphenicol,0,0,2,8,8
20,2018-12-31,Enterococcus,other,NA,Retail Chickens,Chloramphenicol,0,0,1,8,8
41,2018-12-31,Enterococcus,other,NA,Retail Chickens,Chloramphenicol,0,0,1,8,8
46,2018-12-31,Enterococcus,other,NA,Retail Chickens,Chloramphenicol,0,0,2,6,7.6
47,2018-12-31,Enterococcus,other,NA,Retail Chickens,Chloramphenicol,0,0,1,4,4
48,2018-12-31,Enterococcus,other,NA,Retail Chickens,Chloramphenicol,0,0,1,8,8
19,2018-12-31,Enterococcus,other,NA,Retail Chickens,Ciprofloxacin,0,0,2,1,1
20,2018-12-31,Enterococcus,other,NA,Retail Chickens,Ciprofloxacin,0,0,1,2,2
41,2018-12-31,Enterococcus,other,NA,Retail Chickens,Ciprofloxacin,0,0,1,1,1
46,2018-12-31,Enterococcus,other,NA,Retail Chickens,Ciprofloxacin,0,0,2,0.25,0.25
47,2018-12-31,Enterococcus,other,NA,Retail Chickens,Ciprofloxacin,0,0,1,0.25,0.25
48,2018-12-31,Enterococcus,other,NA,Retail Chickens,Ciprofloxacin,0,0,1,0.25,0.25
19,2018-12-31,Enterococcus,other,NA,Retail Chickens,Erythromycin,0,0,2,1.125,1.8249999999999997
20,2018-12-31,Enterococcus,other,NA,Retail Chickens,Erythromycin,100,1,1,8,8
41,2018-12-31,Enterococcus,other,NA,Retail Chickens,Erythromycin,100,1,1,8,8
46,2018-12-31,Enterococcus,other,NA,Retail Chickens,Erythromycin,50,1,2,4.125,7.225
47,2018-12-31,Enterococcus,other,NA,Retail Chickens,Erythromycin,0,0,1,0.25,0.25
48,2018-12-31,Enterococcus,other,NA,Retail Chickens,Erythromycin,0,0,1,0.25,0.25
19,2018-12-31,Enterococcus,other,NA,Retail Chickens,Gentamicin,0,0,2,16,16
20,2018-12-31,Enterococcus,other,NA,Retail Chickens,Gentamicin,0,0,1,16,16
41,2018-12-31,Enterococcus,other,NA,Retail Chickens,Gentamicin,0,0,1,16,16
46,2018-12-31,Enterococcus,other,NA,Retail Chickens,Gentamicin,0,0,2,16,16
47,2018-12-31,Enterococcus,other,NA,Retail Chickens,Gentamicin,0,0,1,16,16
48,2018-12-31,Enterococcus,other,NA,Retail Chickens,Gentamicin,0,0,1,16,16
19,2018-12-31,Enterococcus,other,NA,Retail Chickens,Linezolid,0,0,2,1,1
20,2018-12-31,Enterococcus,other,NA,Retail Chickens,Linezolid,0,0,1,1,1
41,2018-12-31,Enterococcus,other,NA,Retail Chickens,Linezolid,0,0,1,1,1
46,2018-12-31,Enterococcus,other,NA,Retail Chickens,Linezolid,0,0,2,1,1
47,2018-12-31,Enterococcus,other,NA,Retail Chickens,Linezolid,0,0,1,1,1
48,2018-12-31,Enterococcus,other,NA,Retail Chickens,Linezolid,0,0,1,2,2
19,2018-12-31,Enterococcus,other,NA,Retail Chickens,Nitrofurantoin,0,0,2,12,15.2
20,2018-12-31,Enterococcus,other,NA,Retail Chickens,Nitrofurantoin,0,0,1,8,8
41,2018-12-31,Enterococcus,other,NA,Retail Chickens,Nitrofurantoin,0,0,1,8,8
46,2018-12-31,Enterococcus,other,NA,Retail Chickens,Nitrofurantoin,0,0,2,64,64
47,2018-12-31,Enterococcus,other,NA,Retail Chickens,Nitrofurantoin,0,0,1,32,32
48,2018-12-31,Enterococcus,other,NA,Retail Chickens,Nitrofurantoin,0,0,1,1,1
19,2018-12-31,Enterococcus,other,NA,Retail Chickens,Quinupristin-dalfopristin,100,2,2,4,4
20,2018-12-31,Enterococcus,other,NA,Retail Chickens,Quinupristin-dalfopristin,100,1,1,4,4
41,2018-12-31,Enterococcus,other,NA,Retail Chickens,Quinupristin-dalfopristin,100,1,1,4,4
46,2018-12-31,Enterococcus,other,NA,Retail Chickens,Quinupristin-dalfopristin,50,1,2,3,3.8
47,2018-12-31,Enterococcus,other,NA,Retail Chickens,Quinupristin-dalfopristin,100,1,1,4,4
48,2018-12-31,Enterococcus,other,NA,Retail Chickens,Quinupristin-dalfopristin,100,1,1,4,4
19,2018-12-31,Enterococcus,other,NA,Retail Chickens,Streptomycin,0,0,2,64,64
20,2018-12-31,Enterococcus,other,NA,Retail Chickens,Streptomycin,100,1,1,2048,2048
41,2018-12-31,Enterococcus,other,NA,Retail Chickens,Streptomycin,100,1,1,2048,2048
46,2018-12-31,Enterococcus,other,NA,Retail Chickens,Streptomycin,0,0,2,64,64
47,2018-12-31,Enterococcus,other,NA,Retail Chickens,Streptomycin,0,0,1,64,64
48,2018-12-31,Enterococcus,other,NA,Retail Chickens,Streptomycin,0,0,1,64,64
19,2018-12-31,Enterococcus,other,NA,Retail Chickens,Tetracycline,50,1,2,16.5,28.9
20,2018-12-31,Enterococcus,other,NA,Retail Chickens,Tetracycline,100,1,1,32,32
41,2018-12-31,Enterococcus,other,NA,Retail Chickens,Tetracycline,100,1,1,32,32
46,2018-12-31,Enterococcus,other,NA,Retail Chickens,Tetracycline,50,1,2,16.5,28.9
47,2018-12-31,Enterococcus,other,NA,Retail Chickens,Tetracycline,0,0,1,1,1
48,2018-12-31,Enterococcus,other,NA,Retail Chickens,Tetracycline,0,0,1,1,1
19,2018-12-31,Enterococcus,other,NA,Retail Chickens,Vancomycin,0,0,2,4,4
20,2018-12-31,Enterococcus,other,NA,Retail Chickens,Vancomycin,0,0,1,4,4
41,2018-12-31,Enterococcus,other,NA,Retail Chickens,Vancomycin,0,0,1,8,8
46,2018-12-31,Enterococcus,other,NA,Retail Chickens,Vancomycin,0,0,2,0.75,0.95
47,2018-12-31,Enterococcus,other,NA,Retail Chickens,Vancomycin,0,0,1,0.5,0.5
48,2018-12-31,Enterococcus,other,NA,Retail Chickens,Vancomycin,0,0,1,0.5,0.5
13,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Ampicillin,0,0,1,1,1
19,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Ampicillin,0,0,2,0.375,0.475
24,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Ampicillin,0,0,1,1,1
37,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Ampicillin,0,0,2,0.5,0.5
41,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Ampicillin,0,0,1,1,1
46,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Ampicillin,0,0,1,0.5,0.5
47,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Ampicillin,0,0,1,0.5,0.5
13,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Chloramphenicol,0,0,1,8,8
19,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Chloramphenicol,0,0,2,4,4
24,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Chloramphenicol,0,0,1,4,4
37,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Chloramphenicol,0,0,2,8,8
41,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Chloramphenicol,0,0,1,4,4
46,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Chloramphenicol,0,0,1,8,8
47,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Chloramphenicol,0,0,1,4,4
13,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Ciprofloxacin,0,0,1,1,1
19,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Ciprofloxacin,0,0,2,0.5,0.5
24,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Ciprofloxacin,0,0,1,0.25,0.25
37,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Ciprofloxacin,0,0,2,0.5,0.5
41,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Ciprofloxacin,0,0,1,0.5,0.5
46,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Ciprofloxacin,0,0,1,0.5,0.5
47,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Ciprofloxacin,0,0,1,1,1
13,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Erythromycin,0,0,1,0.25,0.25
19,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Erythromycin,0,0,2,1.125,1.8249999999999997
24,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Erythromycin,0,0,1,0.25,0.25
37,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Erythromycin,0,0,2,0.375,0.475
41,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Erythromycin,0,0,1,0.25,0.25
46,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Erythromycin,0,0,1,0.25,0.25
47,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Erythromycin,0,0,1,1,1
13,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Gentamicin,0,0,1,16,16
19,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Gentamicin,0,0,2,16,16
24,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Gentamicin,0,0,1,16,16
37,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Gentamicin,0,0,2,16,16
41,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Gentamicin,0,0,1,16,16
46,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Gentamicin,0,0,1,16,16
47,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Gentamicin,0,0,1,16,16
13,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Linezolid,0,0,1,2,2
19,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Linezolid,0,0,2,1.5,1.9
24,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Linezolid,0,0,1,2,2
37,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Linezolid,0,0,2,2,2
41,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Linezolid,0,0,1,1,1
46,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Linezolid,0,0,1,1,1
47,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Linezolid,0,0,1,1,1
13,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Nitrofurantoin,0,0,1,8,8
19,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Nitrofurantoin,0,0,2,48,60.8
24,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Nitrofurantoin,0,0,1,64,64
37,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Nitrofurantoin,0,0,2,64,64
41,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Nitrofurantoin,0,0,1,64,64
46,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Nitrofurantoin,0,0,1,64,64
47,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Nitrofurantoin,0,0,1,32,32
13,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Quinupristin-dalfopristin,100,1,1,4,4
19,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Quinupristin-dalfopristin,100,2,2,4,4
24,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Quinupristin-dalfopristin,100,1,1,4,4
37,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Quinupristin-dalfopristin,100,2,2,4,4
41,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Quinupristin-dalfopristin,100,1,1,4,4
46,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Quinupristin-dalfopristin,100,1,1,4,4
47,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Quinupristin-dalfopristin,0,0,1,1,1
13,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Streptomycin,0,0,1,64,64
19,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Streptomycin,0,0,2,64,64
24,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Streptomycin,0,0,1,64,64
37,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Streptomycin,0,0,2,64,64
41,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Streptomycin,0,0,1,64,64
46,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Streptomycin,0,0,1,64,64
47,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Streptomycin,0,0,1,64,64
13,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Tetracycline,0,0,1,1,1
19,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Tetracycline,100,2,2,32,32
24,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Tetracycline,0,0,1,1,1
37,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Tetracycline,50,1,2,16.5,28.9
41,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Tetracycline,0,0,1,1,1
46,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Tetracycline,100,1,1,32,32
47,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Tetracycline,0,0,1,1,1
13,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Vancomycin,0,0,1,8,8
19,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Vancomycin,0,0,2,0.5,0.5
24,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Vancomycin,0,0,1,0.5,0.5
37,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Vancomycin,0,0,2,0.5,0.5
41,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Vancomycin,0,0,1,0.5,0.5
46,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Vancomycin,0,0,1,0.5,0.5
47,2018-12-31,Enterococcus,other,NA,Retail Ground Beef,Vancomycin,0,0,1,0.5,0.5
06,2018-12-31,Enterococcus,other,NA,Retail Ground Turkey,Ampicillin,0,0,1,1,1
13,2018-12-31,Enterococcus,other,NA,Retail Ground Turkey,Ampicillin,0,0,1,1,1
24,2018-12-31,Enterococcus,other,NA,Retail Ground Turkey,Ampicillin,0,0,1,1,1
37,2018-12-31,Enterococcus,other,NA,Retail Ground Turkey,Ampicillin,0,0,1,1,1
