"Age Group","Mechanism","Year","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"5 to 9","Cut/Pierce","2023","Iowa","--","202,391","--","--","--"
"5 to 9","Drowning (includes water transport)","2023","Alabama","--","312,594","--","--","--"
"5 to 9","Drowning (includes water transport)","2023","Arizona","--","435,999","--","--","--"
"5 to 9","Drowning (includes water transport)","2023","Arkansas","--","195,742","--","--","--"
"5 to 9","Drowning (includes water transport)","2023","California","11**","2,334,129","0.47**","--","646"
"5 to 9","Drowning (includes water transport)","2023","Colorado","--","332,412","--","--","--"
"5 to 9","Drowning (includes water transport)","2023","Connecticut","--","195,555","--","--","--"
"5 to 9","Drowning (includes water transport)","2023","Florida","13**","1,213,256","1.07**","--","766"
"5 to 9","Drowning (includes water transport)","2023","Georgia","--","695,568","--","--","--"
"5 to 9","Drowning (includes water transport)","2023","Illinois","--","749,735","--","--","--"
"5 to 9","Drowning (includes water transport)","2023","Indiana","--","439,941","--","--","--"
"5 to 9","Drowning (includes water transport)","2023","Iowa","--","202,391","--","--","--"
"5 to 9","Drowning (includes water transport)","2023","Kentucky","--","282,087","--","--","--"
"5 to 9","Drowning (includes water transport)","2023","Louisiana","--","298,458","--","--","--"
"5 to 9","Drowning (includes water transport)","2023","Michigan","--","586,540","--","--","--"
"5 to 9","Drowning (includes water transport)","2023","Minnesota","--","363,183","--","--","--"
"5 to 9","Drowning (includes water transport)","2023","Mississippi","--","183,294","--","--","--"
"5 to 9","Drowning (includes water transport)","2023","Missouri","--","380,727","--","--","--"
"5 to 9","Drowning (includes water transport)","2023","Nevada","--","190,295","--","--","--"
"5 to 9","Drowning (includes water transport)","2023","New Jersey","--","553,028","--","--","--"
"5 to 9","Drowning (includes water transport)","2023","New Mexico","--","123,012","--","--","--"
"5 to 9","Drowning (includes water transport)","2023","New York","--","1,100,000","--","--","--"
"5 to 9","Drowning (includes water transport)","2023","North Carolina","--","639,000","--","--","--"
"5 to 9","Drowning (includes water transport)","2023","Ohio","--","717,092","--","--","--"
"5 to 9","Drowning (includes water transport)","2023","Oklahoma","--","270,101","--","--","--"
"5 to 9","Drowning (includes water transport)","2023","Pennsylvania","--","726,342","--","--","--"
"5 to 9","Drowning (includes water transport)","2023","Rhode Island","--","56,349","--","--","--"
"5 to 9","Drowning (includes water transport)","2023","South Carolina","--","313,144","--","--","--"
"5 to 9","Drowning (includes water transport)","2023","Tennessee","--","432,891","--","--","--"
"5 to 9","Drowning (includes water transport)","2023","Texas","22","2,108,286","1.04","--","1,299"
"5 to 9","Drowning (includes water transport)","2023","Utah","--","255,057","--","--","--"
"5 to 9","Drowning (includes water transport)","2023","Virginia","--","523,016","--","--","--"
"5 to 9","Drowning (includes water transport)","2023","Washington","--","461,780","--","--","--"
"5 to 9","Fall","2023","Alabama","--","312,594","--","--","--"
"5 to 9","Fall","2023","Georgia","--","695,568","--","--","--"
"5 to 9","Fall","2023","Illinois","--","749,735","--","--","--"
"5 to 9","Fall","2023","Louisiana","--","298,458","--","--","--"
"5 to 9","Fall","2023","Missouri","--","380,727","--","--","--"
"5 to 9","Fall","2023","Nebraska","--","134,844","--","--","--"
"5 to 9","Fall","2023","New Jersey","--","553,028","--","--","--"
"5 to 9","Fall","2023","New York","--","1,100,000","--","--","--"
"5 to 9","Fall","2023","Pennsylvania","--","726,342","--","--","--"
"5 to 9","Fall","2023","Utah","--","255,057","--","--","--"
"5 to 9","Fall","2023","Washington","--","461,780","--","--","--"
"5 to 9","Fire/Flame","2023","Alabama","--","312,594","--","--","--"
"5 to 9","Fire/Flame","2023","Arizona","--","435,999","--","--","--"
"5 to 9","Fire/Flame","2023","Arkansas","--","195,742","--","--","--"
"5 to 9","Fire/Flame","2023","California","--","2,334,129","--","--","--"
"5 to 9","Fire/Flame","2023","Florida","--","1,213,256","--","--","--"
"5 to 9","Fire/Flame","2023","Georgia","--","695,568","--","--","--"
"5 to 9","Fire/Flame","2023","Hawaii","--","84,275","--","--","--"
"5 to 9","Fire/Flame","2023","Illinois","--","749,735","--","--","--"
"5 to 9","Fire/Flame","2023","Indiana","--","439,941","--","--","--"
"5 to 9","Fire/Flame","2023","Kentucky","--","282,087","--","--","--"
"5 to 9","Fire/Flame","2023","Louisiana","--","298,458","--","--","--"
"5 to 9","Fire/Flame","2023","Maryland","--","377,983","--","--","--"
"5 to 9","Fire/Flame","2023","Massachusetts","--","365,200","--","--","--"
"5 to 9","Fire/Flame","2023","Michigan","--","586,540","--","--","--"
"5 to 9","Fire/Flame","2023","Mississippi","--","183,294","--","--","--"
"5 to 9","Fire/Flame","2023","Montana","--","66,059","--","--","--"
"5 to 9","Fire/Flame","2023","Nevada","--","190,295","--","--","--"
"5 to 9","Fire/Flame","2023","New Jersey","--","553,028","--","--","--"
"5 to 9","Fire/Flame","2023","New York","--","1,100,000","--","--","--"
"5 to 9","Fire/Flame","2023","North Carolina","--","639,000","--","--","--"
"5 to 9","Fire/Flame","2023","Ohio","--","717,092","--","--","--"
"5 to 9","Fire/Flame","2023","Oklahoma","--","270,101","--","--","--"
"5 to 9","Fire/Flame","2023","Oregon","--","230,120","--","--","--"
"5 to 9","Fire/Flame","2023","Pennsylvania","--","726,342","--","--","--"
"5 to 9","Fire/Flame","2023","South Carolina","--","313,144","--","--","--"
"5 to 9","Fire/Flame","2023","Tennessee","--","432,891","--","--","--"
"5 to 9","Fire/Flame","2023","Texas","--","2,108,286","--","--","--"
"5 to 9","Fire/Flame","2023","Virginia","--","523,016","--","--","--"
"5 to 9","Fire/Flame","2023","Washington","--","461,780","--","--","--"
"5 to 9","Fire/Flame","2023","West Virginia","--","96,085","--","--","--"
"5 to 9","Fire/Flame","2023","Wisconsin","--","342,533","--","--","--"
"5 to 9","Fire/Flame","2023","Wyoming","--","35,635","--","--","--"
"5 to 9","Firearm","2023","Alabama","--","312,594","--","--","--"
"5 to 9","Firearm","2023","Arkansas","--","195,742","--","--","--"
"5 to 9","Firearm","2023","Illinois","--","749,735","--","--","--"
"5 to 9","Firearm","2023","Indiana","--","439,941","--","--","--"
"5 to 9","Firearm","2023","Iowa","--","202,391","--","--","--"
"5 to 9","Firearm","2023","Louisiana","--","298,458","--","--","--"
"5 to 9","Firearm","2023","North Carolina","--","639,000","--","--","--"
"5 to 9","Firearm","2023","Ohio","--","717,092","--","--","--"
"5 to 9","Firearm","2023","South Carolina","--","313,144","--","--","--"
"5 to 9","Firearm","2023","Texas","--","2,108,286","--","--","--"
"5 to 9","Firearm","2023","Wisconsin","--","342,533","--","--","--"
"5 to 9","Machinery","2023","California","--","2,334,129","--","--","--"
"5 to 9","Machinery","2023","Florida","--","1,213,256","--","--","--"
"5 to 9","Machinery","2023","New York","--","1,100,000","--","--","--"
"5 to 9","Machinery","2023","Pennsylvania","--","726,342","--","--","--"
"5 to 9","Machinery","2023","Wisconsin","--","342,533","--","--","--"
"5 to 9","Natural/Environmental","2023","Arizona","--","435,999","--","--","--"
"5 to 9","Natural/Environmental","2023","Florida","--","1,213,256","--","--","--"
"5 to 9","Natural/Environmental","2023","Georgia","--","695,568","--","--","--"
"5 to 9","Natural/Environmental","2023","Idaho","--","128,907","--","--","--"
"5 to 9","Natural/Environmental","2023","Louisiana","--","298,458","--","--","--"
"5 to 9","Natural/Environmental","2023","Michigan","--","586,540","--","--","--"
"5 to 9","Natural/Environmental","2023","New Jersey","--","553,028","--","--","--"
"5 to 9","Natural/Environmental","2023","Oregon","--","230,120","--","--","--"
"5 to 9","Natural/Environmental","2023","South Carolina","--","313,144","--","--","--"
"5 to 9","Natural/Environmental","2023","Tennessee","--","432,891","--","--","--"
"5 to 9","Natural/Environmental","2023","Texas","--","2,108,286","--","--","--"
"5 to 9","Natural/Environmental","2023","West Virginia","--","96,085","--","--","--"
"5 to 9","Drug Poisoning","2023","Delaware","--","58,192","--","--","--"
"5 to 9","Drug Poisoning","2023","Iowa","--","202,391","--","--","--"
"5 to 9","Drug Poisoning","2023","Maryland","--","377,983","--","--","--"
"5 to 9","Drug Poisoning","2023","Minnesota","--","363,183","--","--","--"
"5 to 9","Drug Poisoning","2023","Nevada","--","190,295","--","--","--"
"5 to 9","Drug Poisoning","2023","Oregon","--","230,120","--","--","--"
"5 to 9","Drug Poisoning","2023","Pennsylvania","--","726,342","--","--","--"
"5 to 9","Drug Poisoning","2023","South Carolina","--","313,144","--","--","--"
"5 to 9","Drug Poisoning","2023","Texas","--","2,108,286","--","--","--"
"5 to 9","Drug Poisoning","2023","Washington","--","461,780","--","--","--"
"5 to 9","Non-Drug Poisoning","2023","Illinois","--","749,735","--","--","--"
"5 to 9","Non-Drug Poisoning","2023","North Carolina","--","639,000","--","--","--"
"5 to 9","Non-Drug Poisoning","2023","Ohio","--","717,092","--","--","--"
"5 to 9","Non-Drug Poisoning","2023","Pennsylvania","--","726,342","--","--","--"
"5 to 9","Non-Drug Poisoning","2023","South Carolina","--","313,144","--","--","--"
"5 to 9","Non-Drug Poisoning","2023","Texas","--","2,108,286","--","--","--"
"5 to 9","Non-Drug Poisoning","2023","Washington","--","461,780","--","--","--"
"5 to 9","Struck by / against","2023","Colorado","--","332,412","--","--","--"
"5 to 9","Struck by / against","2023","Florida","--","1,213,256","--","--","--"
"5 to 9","Struck by / against","2023","Idaho","--","128,907","--","--","--"
"5 to 9","Struck by / against","2023","Illinois","--","749,735","--","--","--"
"5 to 9","Struck by / against","2023","Kansas","--","191,193","--","--","--"
"5 to 9","Struck by / against","2023","Kentucky","--","282,087","--","--","--"
"5 to 9","Struck by / against","2023","Missouri","--","380,727","--","--","--"
"5 to 9","Struck by / against","2023","Oklahoma","--","270,101","--","--","--"
"5 to 9","Struck by / against","2023","Pennsylvania","--","726,342","--","--","--"
"5 to 9","Struck by / against","2023","Tennessee","--","432,891","--","--","--"
"5 to 9","Suffocation","2023","Alabama","--","312,594","--","--","--"
"5 to 9","Suffocation","2023","Arizona","--","435,999","--","--","--"
"5 to 9","Suffocation","2023","California","--","2,334,129","--","--","--"
"5 to 9","Suffocation","2023","Colorado","--","332,412","--","--","--"
"5 to 9","Suffocation","2023","Georgia","--","695,568","--","--","--"
"5 to 9","Suffocation","2023","Illinois","--","749,735","--","--","--"
"5 to 9","Suffocation","2023","Louisiana","--","298,458","--","--","--"
"5 to 9","Suffocation","2023","Maine","--","68,303","--","--","--"
"5 to 9","Suffocation","2023","Massachusetts","--","365,200","--","--","--"
"5 to 9","Suffocation","2023","Michigan","--","586,540","--","--","--"
"5 to 9","Suffocation","2023","Minnesota","--","363,183","--","--","--"
"5 to 9","Suffocation","2023","Nebraska","--","134,844","--","--","--"
"5 to 9","Suffocation","2023","New Jersey","--","553,028","--","--","--"
"5 to 9","Suffocation","2023","New York","--","1,100,000","--","--","--"
"5 to 9","Suffocation","2023","North Carolina","--","639,000","--","--","--"
"5 to 9","Suffocation","2023","Ohio","--","717,092","--","--","--"
"5 to 9","Suffocation","2023","Oregon","--","230,120","--","--","--"
"5 to 9","Suffocation","2023","South Carolina","--","313,144","--","--","--"
"5 to 9","Suffocation","2023","Tennessee","--","432,891","--","--","--"
"5 to 9","Suffocation","2023","Texas","--","2,108,286","--","--","--"
"5 to 9","Suffocation","2023","Virginia","--","523,016","--","--","--"
"5 to 9","Suffocation","2023","Washington","--","461,780","--","--","--"
"5 to 9","Suffocation","2023","Wisconsin","--","342,533","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","Alabama","--","312,594","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","Alaska","--","49,782","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","Arizona","--","435,999","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","Arkansas","--","195,742","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","California","27","2,334,129","1.16","--","1,564"
"5 to 9","Motor vehicle, traffic","2023","Colorado","--","332,412","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","Connecticut","--","195,555","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","Delaware","--","58,192","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","Florida","27","1,213,256","2.23","--","1,571"
"5 to 9","Motor vehicle, traffic","2023","Georgia","16**","695,568","2.30**","--","927"
"5 to 9","Motor vehicle, traffic","2023","Idaho","--","128,907","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","Illinois","--","749,735","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","Indiana","--","439,941","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","Iowa","--","202,391","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","Kansas","--","191,193","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","Kentucky","--","282,087","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","Louisiana","12**","298,458","4.02**","--","687"
"5 to 9","Motor vehicle, traffic","2023","Maryland","--","377,983","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","Massachusetts","--","365,200","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","Michigan","--","586,540","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","Minnesota","--","363,183","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","Mississippi","--","183,294","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","Missouri","--","380,727","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","Montana","--","66,059","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","Nebraska","--","134,844","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","Nevada","--","190,295","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","New Jersey","--","553,028","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","New Mexico","--","123,012","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","New York","--","1,100,000","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","North Carolina","13**","639,000","2.03**","--","754"
"5 to 9","Motor vehicle, traffic","2023","North Dakota","--","53,378","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","Ohio","10**","717,092","1.40**","--","576"
"5 to 9","Motor vehicle, traffic","2023","Oklahoma","--","270,101","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","Oregon","--","230,120","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","Pennsylvania","--","726,342","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","South Carolina","--","313,144","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","Tennessee","--","432,891","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","Texas","29","2,108,286","1.38","--","1,675"
"5 to 9","Motor vehicle, traffic","2023","Utah","--","255,057","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","Vermont","--","31,648","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","Virginia","--","523,016","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","Washington","--","461,780","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","West Virginia","--","96,085","--","--","--"
"5 to 9","Motor vehicle, traffic","2023","Wisconsin","--","342,533","--","--","--"
