"Age Group","Mechanism","Year","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"10 to 14","Drowning (includes water transport)","2023","Iowa","--","207,207","--","--","--"
"10 to 14","Drowning (includes water transport)","2023","Kansas","--","201,373","--","--","--"
"10 to 14","Drowning (includes water transport)","2023","Kentucky","--","287,377","--","--","--"
"10 to 14","Drowning (includes water transport)","2023","Louisiana","--","298,538","--","--","--"
"10 to 14","Drowning (includes water transport)","2023","Maryland","--","388,516","--","--","--"
"10 to 14","Drowning (includes water transport)","2023","Minnesota","--","372,675","--","--","--"
"10 to 14","Drowning (includes water transport)","2023","Mississippi","--","192,883","--","--","--"
"10 to 14","Drowning (includes water transport)","2023","New York","--","1,120,494","--","--","--"
"10 to 14","Drowning (includes water transport)","2023","North Carolina","--","662,550","--","--","--"
"10 to 14","Drowning (includes water transport)","2023","Ohio","--","732,950","--","--","--"
"10 to 14","Drowning (includes water transport)","2023","Oklahoma","--","278,120","--","--","--"
"10 to 14","Drowning (includes water transport)","2023","Oregon","--","243,152","--","--","--"
"10 to 14","Drowning (includes water transport)","2023","Pennsylvania","--","753,881","--","--","--"
"10 to 14","Drowning (includes water transport)","2023","South Carolina","--","327,903","--","--","--"
"10 to 14","Drowning (includes water transport)","2023","Tennessee","--","441,736","--","--","--"
"10 to 14","Drowning (includes water transport)","2023","Texas","--","2,158,268","--","--","--"
"10 to 14","Drowning (includes water transport)","2023","Utah","--","271,784","--","--","--"
"10 to 14","Drowning (includes water transport)","2023","Virginia","--","533,403","--","--","--"
"10 to 14","Drowning (includes water transport)","2023","Washington","--","471,988","--","--","--"
"10 to 14","Drowning (includes water transport)","2023","Wisconsin","--","361,106","--","--","--"
"10 to 14","Fall","2023","Arizona","--","456,089","--","--","--"
"10 to 14","Fall","2023","California","--","2,444,811","--","--","--"
"10 to 14","Fall","2023","Idaho","--","136,658","--","--","--"
"10 to 14","Fall","2023","Illinois","--","781,468","--","--","--"
"10 to 14","Fall","2023","Massachusetts","--","382,761","--","--","--"
"10 to 14","Fall","2023","New York","--","1,120,494","--","--","--"
"10 to 14","Fall","2023","North Carolina","--","662,550","--","--","--"
"10 to 14","Fall","2023","Ohio","--","732,950","--","--","--"
"10 to 14","Fall","2023","Texas","--","2,158,268","--","--","--"
"10 to 14","Fall","2023","Washington","--","471,988","--","--","--"
"10 to 14","Fire/Flame","2023","Arizona","--","456,089","--","--","--"
"10 to 14","Fire/Flame","2023","Arkansas","--","199,783","--","--","--"
"10 to 14","Fire/Flame","2023","California","--","2,444,811","--","--","--"
"10 to 14","Fire/Flame","2023","Connecticut","--","207,870","--","--","--"
"10 to 14","Fire/Flame","2023","Delaware","--","60,700","--","--","--"
"10 to 14","Fire/Flame","2023","Florida","--","1,244,006","--","--","--"
"10 to 14","Fire/Flame","2023","Georgia","--","731,329","--","--","--"
"10 to 14","Fire/Flame","2023","Hawaii","--","83,620","--","--","--"
"10 to 14","Fire/Flame","2023","Idaho","--","136,658","--","--","--"
"10 to 14","Fire/Flame","2023","Illinois","--","781,468","--","--","--"
"10 to 14","Fire/Flame","2023","Indiana","--","452,321","--","--","--"
"10 to 14","Fire/Flame","2023","Iowa","--","207,207","--","--","--"
"10 to 14","Fire/Flame","2023","Maryland","--","388,516","--","--","--"
"10 to 14","Fire/Flame","2023","Michigan","--","604,635","--","--","--"
"10 to 14","Fire/Flame","2023","Mississippi","--","192,883","--","--","--"
"10 to 14","Fire/Flame","2023","Missouri","--","391,232","--","--","--"
"10 to 14","Fire/Flame","2023","Nevada","--","197,957","--","--","--"
"10 to 14","Fire/Flame","2023","New Jersey","--","572,245","--","--","--"
"10 to 14","Fire/Flame","2023","New York","--","1,120,494","--","--","--"
"10 to 14","Fire/Flame","2023","North Carolina","--","662,550","--","--","--"
"10 to 14","Fire/Flame","2023","Ohio","--","732,950","--","--","--"
"10 to 14","Fire/Flame","2023","Oklahoma","--","278,120","--","--","--"
"10 to 14","Fire/Flame","2023","Pennsylvania","--","753,881","--","--","--"
"10 to 14","Fire/Flame","2023","Tennessee","--","441,736","--","--","--"
"10 to 14","Fire/Flame","2023","Texas","--","2,158,268","--","--","--"
"10 to 14","Fire/Flame","2023","Washington","--","471,988","--","--","--"
"10 to 14","Fire/Flame","2023","West Virginia","--","102,617","--","--","--"
"10 to 14","Firearm","2023","Alabama","--","319,834","--","--","--"
"10 to 14","Firearm","2023","Alaska","--","50,389","--","--","--"
"10 to 14","Firearm","2023","Arkansas","--","199,783","--","--","--"
"10 to 14","Firearm","2023","California","--","2,444,811","--","--","--"
"10 to 14","Firearm","2023","Florida","--","1,244,006","--","--","--"
"10 to 14","Firearm","2023","Illinois","--","781,468","--","--","--"
"10 to 14","Firearm","2023","Indiana","--","452,321","--","--","--"
"10 to 14","Firearm","2023","Kentucky","--","287,377","--","--","--"
"10 to 14","Firearm","2023","Maine","--","71,627","--","--","--"
"10 to 14","Firearm","2023","Maryland","--","388,516","--","--","--"
"10 to 14","Firearm","2023","Michigan","--","604,635","--","--","--"
"10 to 14","Firearm","2023","Mississippi","--","192,883","--","--","--"
"10 to 14","Firearm","2023","Missouri","--","391,232","--","--","--"
"10 to 14","Firearm","2023","North Carolina","--","662,550","--","--","--"
"10 to 14","Firearm","2023","Oklahoma","--","278,120","--","--","--"
"10 to 14","Firearm","2023","Pennsylvania","--","753,881","--","--","--"
"10 to 14","Firearm","2023","South Carolina","--","327,903","--","--","--"
"10 to 14","Firearm","2023","South Dakota","--","62,707","--","--","--"
"10 to 14","Firearm","2023","Tennessee","--","441,736","--","--","--"
"10 to 14","Firearm","2023","Texas","--","2,158,268","--","--","--"
"10 to 14","Firearm","2023","Washington","--","471,988","--","--","--"
"10 to 14","Firearm","2023","Wisconsin","--","361,106","--","--","--"
"10 to 14","Machinery","2023","Georgia","--","731,329","--","--","--"
"10 to 14","Machinery","2023","Wisconsin","--","361,106","--","--","--"
"10 to 14","Natural/Environmental","2023","Alaska","--","50,389","--","--","--"
"10 to 14","Natural/Environmental","2023","Florida","--","1,244,006","--","--","--"
"10 to 14","Natural/Environmental","2023","Georgia","--","731,329","--","--","--"
"10 to 14","Natural/Environmental","2023","Kentucky","--","287,377","--","--","--"
"10 to 14","Natural/Environmental","2023","Mississippi","--","192,883","--","--","--"
"10 to 14","Natural/Environmental","2023","Missouri","--","391,232","--","--","--"
"10 to 14","Natural/Environmental","2023","Montana","--","68,426","--","--","--"
"10 to 14","Natural/Environmental","2023","Nevada","--","197,957","--","--","--"
"10 to 14","Natural/Environmental","2023","Ohio","--","732,950","--","--","--"
"10 to 14","Natural/Environmental","2023","Oklahoma","--","278,120","--","--","--"
"10 to 14","Natural/Environmental","2023","Tennessee","--","441,736","--","--","--"
"10 to 14","Natural/Environmental","2023","Texas","--","2,158,268","--","--","--"
"10 to 14","Drug Poisoning","2023","Alabama","--","319,834","--","--","--"
"10 to 14","Drug Poisoning","2023","Arizona","--","456,089","--","--","--"
"10 to 14","Drug Poisoning","2023","Arkansas","--","199,783","--","--","--"
"10 to 14","Drug Poisoning","2023","California","11**","2,444,811","0.45**","--","568"
"10 to 14","Drug Poisoning","2023","District of Columbia","--","32,975","--","--","--"
"10 to 14","Drug Poisoning","2023","Georgia","--","731,329","--","--","--"
"10 to 14","Drug Poisoning","2023","Illinois","--","781,468","--","--","--"
"10 to 14","Drug Poisoning","2023","Indiana","--","452,321","--","--","--"
"10 to 14","Drug Poisoning","2023","Kentucky","--","287,377","--","--","--"
"10 to 14","Drug Poisoning","2023","Maine","--","71,627","--","--","--"
"10 to 14","Drug Poisoning","2023","Maryland","--","388,516","--","--","--"
"10 to 14","Drug Poisoning","2023","Massachusetts","--","382,761","--","--","--"
"10 to 14","Drug Poisoning","2023","Michigan","--","604,635","--","--","--"
"10 to 14","Drug Poisoning","2023","Minnesota","--","372,675","--","--","--"
"10 to 14","Drug Poisoning","2023","Missouri","--","391,232","--","--","--"
"10 to 14","Drug Poisoning","2023","New Jersey","--","572,245","--","--","--"
"10 to 14","Drug Poisoning","2023","New Mexico","--","133,814","--","--","--"
"10 to 14","Drug Poisoning","2023","New York","--","1,120,494","--","--","--"
"10 to 14","Drug Poisoning","2023","North Carolina","--","662,550","--","--","--"
"10 to 14","Drug Poisoning","2023","Ohio","--","732,950","--","--","--"
"10 to 14","Drug Poisoning","2023","Oklahoma","--","278,120","--","--","--"
"10 to 14","Drug Poisoning","2023","Oregon","--","243,152","--","--","--"
"10 to 14","Drug Poisoning","2023","South Carolina","--","327,903","--","--","--"
"10 to 14","Drug Poisoning","2023","Tennessee","--","441,736","--","--","--"
"10 to 14","Drug Poisoning","2023","Texas","--","2,158,268","--","--","--"
"10 to 14","Drug Poisoning","2023","Virginia","--","533,403","--","--","--"
"10 to 14","Drug Poisoning","2023","Washington","--","471,988","--","--","--"
"10 to 14","Drug Poisoning","2023","Wisconsin","--","361,106","--","--","--"
"10 to 14","Non-Drug Poisoning","2023","Indiana","--","452,321","--","--","--"
"10 to 14","Non-Drug Poisoning","2023","Kansas","--","201,373","--","--","--"
"10 to 14","Non-Drug Poisoning","2023","Missouri","--","391,232","--","--","--"
"10 to 14","Non-Drug Poisoning","2023","Nevada","--","197,957","--","--","--"
"10 to 14","Non-Drug Poisoning","2023","Ohio","--","732,950","--","--","--"
"10 to 14","Non-Drug Poisoning","2023","Oklahoma","--","278,120","--","--","--"
"10 to 14","Non-Drug Poisoning","2023","Texas","--","2,158,268","--","--","--"
"10 to 14","Struck by / against","2023","Indiana","--","452,321","--","--","--"
"10 to 14","Struck by / against","2023","Minnesota","--","372,675","--","--","--"
"10 to 14","Struck by / against","2023","Ohio","--","732,950","--","--","--"
"10 to 14","Struck by / against","2023","Oregon","--","243,152","--","--","--"
"10 to 14","Struck by / against","2023","Pennsylvania","--","753,881","--","--","--"
"10 to 14","Struck by / against","2023","Texas","--","2,158,268","--","--","--"
"10 to 14","Struck by / against","2023","Virginia","--","533,403","--","--","--"
"10 to 14","Suffocation","2023","California","--","2,444,811","--","--","--"
"10 to 14","Suffocation","2023","Colorado","--","348,587","--","--","--"
"10 to 14","Suffocation","2023","Delaware","--","60,700","--","--","--"
"10 to 14","Suffocation","2023","Florida","--","1,244,006","--","--","--"
"10 to 14","Suffocation","2023","Hawaii","--","83,620","--","--","--"
"10 to 14","Suffocation","2023","Idaho","--","136,658","--","--","--"
"10 to 14","Suffocation","2023","Massachusetts","--","382,761","--","--","--"
"10 to 14","Suffocation","2023","Michigan","--","604,635","--","--","--"
"10 to 14","Suffocation","2023","Minnesota","--","372,675","--","--","--"
"10 to 14","Suffocation","2023","Missouri","--","391,232","--","--","--"
"10 to 14","Suffocation","2023","New Jersey","--","572,245","--","--","--"
"10 to 14","Suffocation","2023","New York","--","1,120,494","--","--","--"
"10 to 14","Suffocation","2023","North Carolina","--","662,550","--","--","--"
"10 to 14","Suffocation","2023","Ohio","--","732,950","--","--","--"
"10 to 14","Suffocation","2023","South Dakota","--","62,707","--","--","--"
"10 to 14","Suffocation","2023","Texas","--","2,158,268","--","--","--"
"10 to 14","Suffocation","2023","Utah","--","271,784","--","--","--"
"10 to 14","Suffocation","2023","Virginia","--","533,403","--","--","--"
"10 to 14","Suffocation","2023","Wisconsin","--","361,106","--","--","--"
"10 to 14","Motor vehicle, traffic","2023","Alabama","10**","319,834","3.13**","--","526"
"10 to 14","Motor vehicle, traffic","2023","Arizona","22","456,089","4.82","--","1,162"
"10 to 14","Motor vehicle, traffic","2023","Arkansas","12**","199,783","6.01**","--","637"
"10 to 14","Motor vehicle, traffic","2023","California","40","2,444,811","1.64","--","2,108"
"10 to 14","Motor vehicle, traffic","2023","Colorado","--","348,587","--","--","--"
"10 to 14","Motor vehicle, traffic","2023","Connecticut","--","207,870","--","--","--"
"10 to 14","Motor vehicle, traffic","2023","Florida","35","1,244,006","2.81","--","1,840"
"10 to 14","Motor vehicle, traffic","2023","Georgia","17**","731,329","2.33**","--","893"
"10 to 14","Motor vehicle, traffic","2023","Idaho","--","136,658","--","--","--"
"10 to 14","Motor vehicle, traffic","2023","Illinois","11**","781,468","1.41**","--","577"
"10 to 14","Motor vehicle, traffic","2023","Indiana","--","452,321","--","--","--"
"10 to 14","Motor vehicle, traffic","2023","Iowa","--","207,207","--","--","--"
"10 to 14","Motor vehicle, traffic","2023","Kansas","--","201,373","--","--","--"
"10 to 14","Motor vehicle, traffic","2023","Kentucky","--","287,377","--","--","--"
"10 to 14","Motor vehicle, traffic","2023","Louisiana","--","298,538","--","--","--"
"10 to 14","Motor vehicle, traffic","2023","Maine","--","71,627","--","--","--"
"10 to 14","Motor vehicle, traffic","2023","Maryland","--","388,516","--","--","--"
"10 to 14","Motor vehicle, traffic","2023","Massachusetts","--","382,761","--","--","--"
"10 to 14","Motor vehicle, traffic","2023","Michigan","12**","604,635","1.99**","--","623"
"10 to 14","Motor vehicle, traffic","2023","Minnesota","--","372,675","--","--","--"
"10 to 14","Motor vehicle, traffic","2023","Mississippi","--","192,883","--","--","--"
"10 to 14","Motor vehicle, traffic","2023","Missouri","--","391,232","--","--","--"
"10 to 14","Motor vehicle, traffic","2023","Montana","--","68,426","--","--","--"
"10 to 14","Motor vehicle, traffic","2023","Nebraska","--","136,625","--","--","--"
"10 to 14","Motor vehicle, traffic","2023","Nevada","--","197,957","--","--","--"
"10 to 14","Motor vehicle, traffic","2023","New Jersey","--","572,245","--","--","--"
"10 to 14","Motor vehicle, traffic","2023","New Mexico","--","133,814","--","--","--"
"10 to 14","Motor vehicle, traffic","2023","New York","17**","1,120,494","1.52**","--","885"
"10 to 14","Motor vehicle, traffic","2023","North Carolina","19**","662,550","2.87**","--","1,001"
"10 to 14","Motor vehicle, traffic","2023","North Dakota","--","51,206","--","--","--"
"10 to 14","Motor vehicle, traffic","2023","Ohio","14**","732,950","1.91**","--","738"
"10 to 14","Motor vehicle, traffic","2023","Oklahoma","--","278,120","--","--","--"
"10 to 14","Motor vehicle, traffic","2023","Oregon","--","243,152","--","--","--"
"10 to 14","Motor vehicle, traffic","2023","Pennsylvania","12**","753,881","1.59**","--","626"
"10 to 14","Motor vehicle, traffic","2023","South Carolina","12**","327,903","3.66**","--","626"
"10 to 14","Motor vehicle, traffic","2023","South Dakota","--","62,707","--","--","--"
"10 to 14","Motor vehicle, traffic","2023","Tennessee","12**","441,736","2.72**","--","624"
"10 to 14","Motor vehicle, traffic","2023","Texas","53","2,158,268","2.46","--","2,794"
"10 to 14","Motor vehicle, traffic","2023","Utah","--","271,784","--","--","--"
"10 to 14","Motor vehicle, traffic","2023","Vermont","--","33,552","--","--","--"
"10 to 14","Motor vehicle, traffic","2023","Virginia","--","533,403","--","--","--"
"10 to 14","Motor vehicle, traffic","2023","Washington","11**","471,988","2.33**","--","581"
"10 to 14","Motor vehicle, traffic","2023","West Virginia","--","102,617","--","--","--"
"10 to 14","Motor vehicle, traffic","2023","Wisconsin","12**","361,106","3.32**","--","627"
"10 to 14","Motor vehicle, traffic","2023","Wyoming","--","38,215","--","--","--"
"10 to 14","Pedal cyclist, other","2023","Alabama","--","319,834","--","--","--"
"10 to 14","Pedal cyclist, other","2023","Arizona","--","456,089","--","--","--"
"10 to 14","Pedal cyclist, other","2023","Colorado","--","348,587","--","--","--"
"10 to 14","Pedal cyclist, other","2023","Florida","--","1,244,006","--","--","--"
"10 to 14","Pedal cyclist, other","2023","Indiana","--","452,321","--","--","--"
"10 to 14","Pedal cyclist, other","2023","Minnesota","--","372,675","--","--","--"
"10 to 14","Pedal cyclist, other","2023","New York","--","1,120,494","--","--","--"
"10 to 14","Pedal cyclist, other","2023","North Dakota","--","51,206","--","--","--"
"10 to 14","Pedal cyclist, other","2023","South Carolina","--","327,903","--","--","--"
"10 to 14","Pedal cyclist, other","2023","Texas","--","2,158,268","--","--","--"
"10 to 14","Pedal cyclist, other","2023","Washington","--","471,988","--","--","--"
"10 to 14","Pedestrian, other","2023","Alabama","--","319,834","--","--","--"
"10 to 14","Pedestrian, other","2023","California","--","2,444,811","--","--","--"
"10 to 14","Pedestrian, other","2023","Florida","--","1,244,006","--","--","--"
"10 to 14","Pedestrian, other","2023","Idaho","--","136,658","--","--","--"
"10 to 14","Pedestrian, other","2023","Louisiana","--","298,538","--","--","--"
"10 to 14","Pedestrian, other","2023","New York","--","1,120,494","--","--","--"
"10 to 14","Pedestrian, other","2023","North Carolina","--","662,550","--","--","--"
"10 to 14","Pedestrian, other","2023","Oklahoma","--","278,120","--","--","--"
"10 to 14","Pedestrian, other","2023","Pennsylvania","--","753,881","--","--","--"
"10 to 14","Pedestrian, other","2023","Utah","--","271,784","--","--","--"
"10 to 14","Pedestrian, other","2023","Washington","--","471,988","--","--","--"
"10 to 14","Transport, other land","2023","Alabama","--","319,834","--","--","--"
"10 to 14","Transport, other land","2023","Arkansas","--","199,783","--","--","--"
"10 to 14","Transport, other land","2023","California","--","2,444,811","--","--","--"
"10 to 14","Transport, other land","2023","Florida","--","1,244,006","--","--","--"
"10 to 14","Transport, other land","2023","Georgia","--","731,329","--","--","--"
"10 to 14","Transport, other land","2023","Illinois","--","781,468","--","--","--"
"10 to 14","Transport, other land","2023","Indiana","--","452,321","--","--","--"
"10 to 14","Transport, other land","2023","Iowa","--","207,207","--","--","--"
"10 to 14","Transport, other land","2023","Kansas","--","201,373","--","--","--"
"10 to 14","Transport, other land","2023","Kentucky","--","287,377","--","--","--"
"10 to 14","Transport, other land","2023","Louisiana","--","298,538","--","--","--"
"10 to 14","Transport, other land","2023","Michigan","--","604,635","--","--","--"
"10 to 14","Transport, other land","2023","Minnesota","--","372,675","--","--","--"
"10 to 14","Transport, other land","2023","Mississippi","--","192,883","--","--","--"
"10 to 14","Transport, other land","2023","Missouri","--","391,232","--","--","--"
"10 to 14","Transport, other land","2023","Montana","--","68,426","--","--","--"
"10 to 14","Transport, other land","2023","New Jersey","--","572,245","--","--","--"
"10 to 14","Transport, other land","2023","New Mexico","--","133,814","--","--","--"
"10 to 14","Transport, other land","2023","New York","--","1,120,494","--","--","--"
"10 to 14","Transport, other land","2023","North Carolina","--","662,550","--","--","--"
"10 to 14","Transport, other land","2023","Ohio","--","732,950","--","--","--"
"10 to 14","Transport, other land","2023","Oklahoma","--","278,120","--","--","--"
"10 to 14","Transport, other land","2023","Pennsylvania","--","753,881","--","--","--"
"10 to 14","Transport, other land","2023","South Carolina","--","327,903","--","--","--"
"10 to 14","Transport, other land","2023","South Dakota","--","62,707","--","--","--"
"10 to 14","Transport, other land","2023","Tennessee","--","441,736","--","--","--"
"10 to 14","Transport, other land","2023","Texas","11**","2,158,268","0.51**","--","577"
"10 to 14","Transport, other land","2023","Utah","--","271,784","--","--","--"
"10 to 14","Transport, other land","2023","Virginia","--","533,403","--","--","--"
"10 to 14","Transport, other land","2023","Washington","--","471,988","--","--","--"
"10 to 14","Transport, other land","2023","Wisconsin","--","361,106","--","--","--"
"10 to 14","Transport, other (excl. drown by water transp)","2023","California","--","2,444,811","--","--","--"
"10 to 14","Transport, other (excl. drown by water transp)","2023","Florida","--","1,244,006","--","--","--"
"10 to 14","Transport, other (excl. drown by water transp)","2023","Kentucky","--","287,377","--","--","--"
"10 to 14","Transport, other (excl. drown by water transp)","2023","Maryland","--","388,516","--","--","--"
"10 to 14","Transport, other (excl. drown by water transp)","2023","Massachusetts","--","382,761","--","--","--"
"10 to 14","Transport, other (excl. drown by water transp)","2023","Minnesota","--","372,675","--","--","--"
"10 to 14","Transport, other (excl. drown by water transp)","2023","New Jersey","--","572,245","--","--","--"
"10 to 14","Transport, other (excl. drown by water transp)","2023","New Mexico","--","133,814","--","--","--"
"10 to 14","Transport, other (excl. drown by water transp)","2023","North Dakota","--","51,206","--","--","--"
"10 to 14","Transport, other (excl. drown by water transp)","2023","Texas","--","2,158,268","--","--","--"
"10 to 14","Other specified and classifiable","2023","Arkansas","--","199,783","--","--","--"
"10 to 14","Other specified and classifiable","2023","California","--","2,444,811","--","--","--"
"10 to 14","Other specified and classifiable","2023","Delaware","--","60,700","--","--","--"
"10 to 14","Other specified and classifiable","2023","Florida","--","1,244,006","--","--","--"
"10 to 14","Other specified and classifiable","2023","New York","--","1,120,494","--","--","--"
"10 to 14","Other specified and classifiable","2023","Pennsylvania","--","753,881","--","--","--"
"10 to 14","Other specified / NEC","2023","California","--","2,444,811","--","--","--"
"10 to 14","Other specified / NEC","2023","Kansas","--","201,373","--","--","--"
"10 to 14","Other specified / NEC","2023","Michigan","--","604,635","--","--","--"
"10 to 14","Other specified / NEC","2023","North Carolina","--","662,550","--","--","--"
"10 to 14","Other specified / NEC","2023","Ohio","--","732,950","--","--","--"
"10 to 14","Other specified / NEC","2023","Texas","--","2,158,268","--","--","--"
"10 to 14","Unspecified","2023","California","--","2,444,811","--","--","--"
"10 to 14","Unspecified","2023","Illinois","--","781,468","--","--","--"
"10 to 14","Unspecified","2023","Kentucky","--","287,377","--","--","--"
"10 to 14","Unspecified","2023","New Jersey","--","572,245","--","--","--"
"10 to 14","Unspecified","2023","New York","--","1,120,494","--","--","--"
"10 to 14","Unspecified","2023","Texas","--","2,158,268","--","--","--"
"15 to 19","Cut/Pierce","2023","Colorado","--","378,651","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","Alabama","--","344,879","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","Alaska","--","45,874","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","Arizona","--","496,686","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","Arkansas","--","209,658","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","California","16**","2,608,439","0.61**","--","754"
"15 to 19","Drowning (includes water transport)","2023","Colorado","--","378,651","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","Connecticut","--","238,693","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","Florida","15**","1,311,854","1.14**","--","711"
"15 to 19","Drowning (includes water transport)","2023","Georgia","11**","773,868","1.42**","--","533"
"15 to 19","Drowning (includes water transport)","2023","Hawaii","--","77,928","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","Idaho","--","150,978","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","Illinois","--","831,508","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","Indiana","--","473,594","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","Iowa","--","226,641","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","Kansas","--","210,573","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","Kentucky","--","294,384","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","Louisiana","--","307,295","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","Maine","--","81,175","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","Maryland","--","398,626","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","Massachusetts","--","452,152","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","Michigan","--","647,110","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","Minnesota","--","384,467","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","Mississippi","--","212,430","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","Missouri","--","408,991","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","Montana","--","70,607","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","Nevada","--","195,757","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","New Hampshire","--","83,141","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","New Jersey","--","585,843","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","New Mexico","--","144,463","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","New York","--","1,198,301","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","North Carolina","11**","723,674","1.52**","--","522"
"15 to 19","Drowning (includes water transport)","2023","Ohio","--","768,073","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","Oklahoma","--","285,539","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","Oregon","10**","255,011","3.92**","--","475"
"15 to 19","Drowning (includes water transport)","2023","Pennsylvania","--","842,623","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","South Carolina","--","355,001","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","South Dakota","--","63,291","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","Tennessee","--","456,880","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","Texas","24","2,205,154","1.09","--","1,143"
"15 to 19","Drowning (includes water transport)","2023","Utah","--","282,689","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","Virginia","--","568,664","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","Washington","--","469,367","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","West Virginia","--","109,796","--","--","--"
"15 to 19","Drowning (includes water transport)","2023","Wisconsin","--","390,420","--","--","--"
"15 to 19","Fall","2023","Arkansas","--","209,658","--","--","--"
"15 to 19","Fall","2023","California","--","2,608,439","--","--","--"
"15 to 19","Fall","2023","Colorado","--","378,651","--","--","--"
"15 to 19","Fall","2023","Florida","--","1,311,854","--","--","--"
"15 to 19","Fall","2023","Georgia","--","773,868","--","--","--"
"15 to 19","Fall","2023","Hawaii","--","77,928","--","--","--"
"15 to 19","Fall","2023","Idaho","--","150,978","--","--","--"
"15 to 19","Fall","2023","Illinois","--","831,508","--","--","--"
"15 to 19","Fall","2023","Indiana","--","473,594","--","--","--"
"15 to 19","Fall","2023","Kentucky","--","294,384","--","--","--"
"15 to 19","Fall","2023","Massachusetts","--","452,152","--","--","--"
"15 to 19","Fall","2023","Michigan","--","647,110","--","--","--"
"15 to 19","Fall","2023","Minnesota","--","384,467","--","--","--"
"15 to 19","Fall","2023","Missouri","--","408,991","--","--","--"
"15 to 19","Fall","2023","Nevada","--","195,757","--","--","--"
"15 to 19","Fall","2023","New Hampshire","--","83,141","--","--","--"
"15 to 19","Fall","2023","New York","--","1,198,301","--","--","--"
"15 to 19","Fall","2023","North Carolina","--","723,674","--","--","--"
"15 to 19","Fall","2023","Ohio","--","768,073","--","--","--"
"15 to 19","Fall","2023","Oklahoma","--","285,539","--","--","--"
"15 to 19","Fall","2023","Pennsylvania","--","842,623","--","--","--"
"15 to 19","Fall","2023","South Carolina","--","355,001","--","--","--"
"15 to 19","Fall","2023","Tennessee","--","456,880","--","--","--"
"15 to 19","Fall","2023","Texas","--","2,205,154","--","--","--"
"15 to 19","Fall","2023","Utah","--","282,689","--","--","--"
"15 to 19","Fall","2023","Washington","--","469,367","--","--","--"
"15 to 19","Fall","2023","Wisconsin","--","390,420","--","--","--"
"15 to 19","Fire/Flame","2023","Arizona","--","496,686","--","--","--"
"15 to 19","Fire/Flame","2023","Arkansas","--","209,658","--","--","--"
"15 to 19","Fire/Flame","2023","California","--","2,608,439","--","--","--"
"15 to 19","Fire/Flame","2023","Florida","--","1,311,854","--","--","--"
"15 to 19","Fire/Flame","2023","Georgia","--","773,868","--","--","--"
"15 to 19","Fire/Flame","2023","Indiana","--","473,594","--","--","--"
"15 to 19","Fire/Flame","2023","Kentucky","--","294,384","--","--","--"
"15 to 19","Fire/Flame","2023","Louisiana","--","307,295","--","--","--"
"15 to 19","Fire/Flame","2023","Maine","--","81,175","--","--","--"
"15 to 19","Fire/Flame","2023","Maryland","--","398,626","--","--","--"
"15 to 19","Fire/Flame","2023","Missouri","--","408,991","--","--","--"
"15 to 19","Fire/Flame","2023","New Jersey","--","585,843","--","--","--"
"15 to 19","Fire/Flame","2023","New York","--","1,198,301","--","--","--"
"15 to 19","Fire/Flame","2023","North Carolina","--","723,674","--","--","--"
"15 to 19","Fire/Flame","2023","Ohio","--","768,073","--","--","--"
"15 to 19","Fire/Flame","2023","Oklahoma","--","285,539","--","--","--"
"15 to 19","Fire/Flame","2023","Oregon","--","255,011","--","--","--"
