"Mechanism","State","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"Transport, other land","New Mexico","2022","--","2,113,476","--","--","--"
"Transport, other land","New Mexico","2021","--","2,116,950","--","--","--"
"Transport, other land","New Mexico","2020","--","2,118,488","--","--","--"
"Transport, other land","New Mexico","2019","--","2,099,634","--","--","--"
"Transport, other land","New Mexico","2018","--","2,093,754","--","--","--"
"Transport, other land","New York","2023","--","19,571,216","--","--","--"
"Transport, other land","New York","2022","11**","19,673,200","0.06**","0.05**","260"
"Transport, other land","New York","2021","--","19,854,526","--","--","--"
"Transport, other land","New York","2020","--","20,104,710","--","--","--"
"Transport, other land","New York","2019","--","19,463,131","--","--","--"
"Transport, other land","New York","2018","12**","19,544,098","0.06**","0.06**","333"
"Transport, other land","North Carolina","2023","--","10,835,491","--","--","--"
"Transport, other land","North Carolina","2022","--","10,695,965","--","--","--"
"Transport, other land","North Carolina","2021","--","10,567,100","--","--","--"
"Transport, other land","North Carolina","2020","--","10,453,812","--","--","--"
"Transport, other land","North Carolina","2019","--","10,501,384","--","--","--"
"Transport, other land","North Carolina","2018","--","10,391,358","--","--","--"
"Transport, other land","North Dakota","2023","--","783,926","--","--","--"
"Transport, other land","North Dakota","2022","--","778,912","--","--","--"
"Transport, other land","North Dakota","2021","--","777,982","--","--","--"
"Transport, other land","North Dakota","2020","--","779,563","--","--","--"
"Transport, other land","North Dakota","2019","--","763,724","--","--","--"
"Transport, other land","North Dakota","2018","--","760,062","--","--","--"
"Transport, other land","Ohio","2023","--","11,785,935","--","--","--"
"Transport, other land","Ohio","2022","13**","11,759,697","0.11**","0.12**","403"
"Transport, other land","Ohio","2021","--","11,765,227","--","--","--"
"Transport, other land","Ohio","2020","10**","11,798,292","0.09**","0.09**","257"
"Transport, other land","Ohio","2019","--","11,696,507","--","--","--"
"Transport, other land","Ohio","2018","18**","11,680,892","0.15**","0.15**","430"
"Transport, other land","Oklahoma","2023","--","4,053,824","--","--","--"
"Transport, other land","Oklahoma","2022","--","4,019,271","--","--","--"
"Transport, other land","Oklahoma","2021","--","3,991,634","--","--","--"
"Transport, other land","Oklahoma","2020","--","3,965,234","--","--","--"
"Transport, other land","Oklahoma","2018","--","3,943,488","--","--","--"
"Transport, other land","Oregon","2023","--","4,233,358","--","--","--"
"Transport, other land","Oregon","2022","--","4,239,379","--","--","--"
"Transport, other land","Oregon","2021","10**","4,256,465","0.24**","0.23**","146"
"Transport, other land","Oregon","2020","--","4,245,044","--","--","--"
"Transport, other land","Oregon","2019","--","4,216,116","--","--","--"
"Transport, other land","Oregon","2018","--","4,183,538","--","--","--"
"Transport, other land","Pennsylvania","2023","13**","12,961,683","0.10**","0.11**","396"
"Transport, other land","Pennsylvania","2022","--","12,972,091","--","--","--"
"Transport, other land","Pennsylvania","2021","--","13,013,614","--","--","--"
"Transport, other land","Pennsylvania","2020","--","12,995,477","--","--","--"
"Transport, other land","Pennsylvania","2019","--","12,798,883","--","--","--"
"Transport, other land","Pennsylvania","2018","--","12,809,107","--","--","--"
"Transport, other land","Rhode Island","2022","--","1,093,842","--","--","--"
"Transport, other land","Rhode Island","2021","--","1,097,092","--","--","--"
"Transport, other land","Rhode Island","2020","--","1,096,444","--","--","--"
"Transport, other land","Rhode Island","2019","--","1,058,158","--","--","--"
"Transport, other land","South Carolina","2023","--","5,373,555","--","--","--"
"Transport, other land","South Carolina","2022","--","5,282,955","--","--","--"
"Transport, other land","South Carolina","2021","--","5,193,848","--","--","--"
"Transport, other land","South Carolina","2020","--","5,132,151","--","--","--"
"Transport, other land","South Carolina","2019","--","5,157,702","--","--","--"
"Transport, other land","South Carolina","2018","--","5,091,702","--","--","--"
"Transport, other land","South Dakota","2023","--","919,318","--","--","--"
"Transport, other land","South Dakota","2022","--","909,869","--","--","--"
"Transport, other land","South Dakota","2021","--","896,299","--","--","--"
"Transport, other land","South Dakota","2019","--","887,127","--","--","--"
"Transport, other land","Tennessee","2023","--","7,126,489","--","--","--"
"Transport, other land","Tennessee","2022","--","7,048,976","--","--","--"
"Transport, other land","Tennessee","2021","--","6,963,709","--","--","--"
"Transport, other land","Tennessee","2020","--","6,926,091","--","--","--"
"Transport, other land","Tennessee","2019","--","6,830,325","--","--","--"
"Transport, other land","Tennessee","2018","--","6,778,180","--","--","--"
"Transport, other land","Texas","2023","30","30,503,301","0.10","0.10","779"
"Transport, other land","Texas","2022","18**","30,029,848","0.06**","0.06**","544"
"Transport, other land","Texas","2021","27","29,561,286","0.09","0.09","858"
"Transport, other land","Texas","2020","27","29,234,361","0.09","0.09","736"
"Transport, other land","Texas","2019","26","28,986,794","0.09","0.09","540"
"Transport, other land","Texas","2018","19**","28,624,564","0.07**","0.06**","556"
"Transport, other land","Utah","2023","--","3,417,734","--","--","--"
"Transport, other land","Utah","2022","--","3,381,236","--","--","--"
"Transport, other land","Utah","2020","--","3,283,982","--","--","--"
"Transport, other land","Utah","2019","--","3,203,383","--","--","--"
"Transport, other land","Utah","2018","--","3,155,153","--","--","--"
"Transport, other land","Vermont","2023","--","647,464","--","--","--"
"Transport, other land","Vermont","2020","--","642,936","--","--","--"
"Transport, other land","Vermont","2019","--","624,046","--","--","--"
"Transport, other land","Virginia","2023","--","8,715,698","--","--","--"
"Transport, other land","Virginia","2022","--","8,679,099","--","--","--"
"Transport, other land","Virginia","2021","--","8,657,348","--","--","--"
"Transport, other land","Virginia","2020","--","8,637,193","--","--","--"
"Transport, other land","Virginia","2019","--","8,556,642","--","--","--"
"Transport, other land","Virginia","2018","--","8,510,920","--","--","--"
"Transport, other land","Washington","2023","--","7,812,880","--","--","--"
"Transport, other land","Washington","2022","--","7,784,477","--","--","--"
"Transport, other land","Washington","2021","--","7,741,433","--","--","--"
"Transport, other land","Washington","2020","--","7,724,566","--","--","--"
"Transport, other land","Washington","2018","14**","7,526,793","0.19**","0.19**","446"
"Transport, other land","West Virginia","2023","--","1,770,071","--","--","--"
"Transport, other land","West Virginia","2021","--","1,785,249","--","--","--"
"Transport, other land","West Virginia","2020","--","1,791,562","--","--","--"
"Transport, other land","West Virginia","2018","--","1,805,953","--","--","--"
"Transport, other land","Wisconsin","2023","--","5,910,955","--","--","--"
"Transport, other land","Wisconsin","2022","--","5,890,543","--","--","--"
"Transport, other land","Wisconsin","2021","--","5,879,978","--","--","--"
"Transport, other land","Wisconsin","2020","--","5,896,700","--","--","--"
"Transport, other land","Wisconsin","2019","--","5,824,581","--","--","--"
"Transport, other land","Wisconsin","2018","--","5,809,319","--","--","--"
"Transport, other land","Wyoming","2023","--","584,057","--","--","--"
"Transport, other land","Wyoming","2022","--","581,629","--","--","--"
"Transport, other land","Wyoming","2020","--","577,664","--","--","--"
"Transport, other land","Wyoming","2018","--","579,054","--","--","--"
"Other specified and classifiable","Alabama","2023","--","5,108,468","--","--","--"
"Other specified and classifiable","Alabama","2022","--","5,073,903","--","--","--"
"Other specified and classifiable","Alabama","2021","--","5,050,380","--","--","--"
"Other specified and classifiable","Alabama","2020","--","5,031,864","--","--","--"
"Other specified and classifiable","Alabama","2019","13**","4,907,965","0.27**","0.31**","353"
"Other specified and classifiable","Alabama","2018","--","4,891,628","--","--","--"
"Other specified and classifiable","Alaska","2023","--","733,406","--","--","--"
"Other specified and classifiable","Alaska","2022","--","733,276","--","--","--"
"Other specified and classifiable","Alaska","2021","--","734,923","--","--","--"
"Other specified and classifiable","Alaska","2018","--","736,624","--","--","--"
"Other specified and classifiable","Arizona","2023","17**","7,431,344","0.23**","0.24**","492"
"Other specified and classifiable","Arizona","2022","21","7,365,684","0.29","0.28","420"
"Other specified and classifiable","Arizona","2021","18**","7,272,487","0.25**","0.26**","523"
"Other specified and classifiable","Arizona","2020","15**","7,186,683","0.21**","0.24**","529"
"Other specified and classifiable","Arizona","2019","15**","7,291,843","0.21**","0.22**","513"
"Other specified and classifiable","Arizona","2018","16**","7,164,228","0.22**","0.24**","552"
"Other specified and classifiable","Arkansas","2023","--","3,067,732","--","--","--"
"Other specified and classifiable","Arkansas","2022","11**","3,046,404","0.36**","0.38**","247"
"Other specified and classifiable","Arkansas","2021","--","3,028,443","--","--","--"
"Other specified and classifiable","Arkansas","2019","--","3,020,985","--","--","--"
"Other specified and classifiable","Arkansas","2018","--","3,012,161","--","--","--"
"Other specified and classifiable","California","2023","137","38,965,193","0.35","0.35","3,915"
"Other specified and classifiable","California","2022","145","39,040,616","0.37","0.37","3,623"
"Other specified and classifiable","California","2021","143","39,145,060","0.37","0.36","3,972"
"Other specified and classifiable","California","2020","148","39,503,200","0.38","0.37","4,140"
"Other specified and classifiable","California","2019","165","39,437,610","0.42","0.41","4,690"
"Other specified and classifiable","California","2018","140","39,437,463","0.36","0.35","3,925"
"Other specified and classifiable","Colorado","2023","15**","5,877,610","0.26**","0.24**","307"
"Other specified and classifiable","Colorado","2022","18**","5,841,039","0.31**","0.31**","617"
"Other specified and classifiable","Colorado","2021","20**","5,811,596","0.34**","0.34**","470"
"Other specified and classifiable","Colorado","2020","11**","5,785,219","0.19**","0.19**","328"
"Other specified and classifiable","Colorado","2019","21","5,758,486","0.37","0.35","544"
"Other specified and classifiable","Colorado","2018","20**","5,697,155","0.35**","0.36**","793"
"Other specified and classifiable","Connecticut","2023","11**","3,617,176","0.30**","0.32**","325"
"Other specified and classifiable","Connecticut","2022","11**","3,608,706","0.31**","0.34**","350"
"Other specified and classifiable","Connecticut","2021","--","3,603,691","--","--","--"
"Other specified and classifiable","Connecticut","2020","10**","3,577,586","0.28**","0.30**","296"
"Other specified and classifiable","Connecticut","2019","--","3,566,022","--","--","--"
"Other specified and classifiable","Connecticut","2018","--","3,574,561","--","--","--"
"Other specified and classifiable","Delaware","2023","--","1,031,890","--","--","--"
"Other specified and classifiable","Delaware","2022","--","1,019,459","--","--","--"
"Other specified and classifiable","Delaware","2021","--","1,004,881","--","--","--"
"Other specified and classifiable","Delaware","2020","--","991,862","--","--","--"
"Other specified and classifiable","Delaware","2019","--","976,668","--","--","--"
"Other specified and classifiable","Delaware","2018","--","966,985","--","--","--"
"Other specified and classifiable","District of Columbia","2023","--","678,972","--","--","--"
"Other specified and classifiable","District of Columbia","2022","--","670,949","--","--","--"
"Other specified and classifiable","District of Columbia","2021","--","669,037","--","--","--"
"Other specified and classifiable","District of Columbia","2020","--","670,839","--","--","--"
"Other specified and classifiable","District of Columbia","2019","--","708,253","--","--","--"
"Other specified and classifiable","District of Columbia","2018","--","704,147","--","--","--"
"Other specified and classifiable","Florida","2023","70","22,610,726","0.31","0.31","1,717"
"Other specified and classifiable","Florida","2022","59","22,245,521","0.27","0.29","1,657"
"Other specified and classifiable","Florida","2021","46","21,830,708","0.21","0.24","1,496"
"Other specified and classifiable","Florida","2020","47","21,591,299","0.22","0.23","1,328"
"Other specified and classifiable","Florida","2019","62","21,492,056","0.29","0.29","1,541"
"Other specified and classifiable","Florida","2018","50","21,254,926","0.24","0.23","1,099"
"Other specified and classifiable","Georgia","2023","20**","11,029,227","0.18**","0.18**","677"
"Other specified and classifiable","Georgia","2022","25","10,913,150","0.23","0.24","785"
"Other specified and classifiable","Georgia","2021","22","10,790,385","0.20","0.21","737"
"Other specified and classifiable","Georgia","2020","21","10,732,390","0.20","0.20","636"
"Other specified and classifiable","Georgia","2019","27","10,628,020","0.25","0.27","729"
"Other specified and classifiable","Georgia","2018","17**","10,519,389","0.16**","0.17**","411"
"Other specified and classifiable","Hawaii","2023","--","1,435,138","--","--","--"
"Other specified and classifiable","Hawaii","2022","--","1,439,399","--","--","--"
"Other specified and classifiable","Hawaii","2021","--","1,446,745","--","--","--"
"Other specified and classifiable","Hawaii","2020","--","1,451,181","--","--","--"
"Other specified and classifiable","Idaho","2023","--","1,964,726","--","--","--"
"Other specified and classifiable","Idaho","2022","--","1,938,996","--","--","--"
"Other specified and classifiable","Idaho","2021","--","1,904,537","--","--","--"
"Other specified and classifiable","Idaho","2020","--","1,849,339","--","--","--"
"Other specified and classifiable","Idaho","2019","--","1,789,060","--","--","--"
"Other specified and classifiable","Idaho","2018","--","1,752,074","--","--","--"
"Other specified and classifiable","Illinois","2023","59","12,549,689","0.47","0.46","1,569"
"Other specified and classifiable","Illinois","2022","71","12,582,515","0.56","0.58","2,271"
"Other specified and classifiable","Illinois","2021","53","12,690,341","0.42","0.41","1,393"
"Other specified and classifiable","Illinois","2020","54","12,790,357","0.42","0.43","1,773"
"Other specified and classifiable","Illinois","2019","59","12,667,017","0.47","0.47","1,853"
"Other specified and classifiable","Illinois","2018","55","12,724,685","0.43","0.42","1,523"
"Other specified and classifiable","Indiana","2023","15**","6,862,199","0.22**","0.24**","516"
"Other specified and classifiable","Indiana","2022","17**","6,832,274","0.25**","0.29**","774"
"Other specified and classifiable","Indiana","2021","22","6,813,798","0.32","0.33","701"
"Other specified and classifiable","Indiana","2020","27","6,789,098","0.40","0.43","832"
"Other specified and classifiable","Indiana","2019","10**","6,731,010","0.15**","0.16**","370"
"Other specified and classifiable","Indiana","2018","20**","6,698,481","0.30**","0.31**","731"
"Other specified and classifiable","Iowa","2023","--","3,207,004","--","--","--"
"Other specified and classifiable","Iowa","2022","--","3,199,693","--","--","--"
"Other specified and classifiable","Iowa","2021","--","3,197,944","--","--","--"
"Other specified and classifiable","Iowa","2020","--","3,190,904","--","--","--"
"Other specified and classifiable","Iowa","2019","--","3,159,596","--","--","--"
"Other specified and classifiable","Iowa","2018","--","3,149,900","--","--","--"
"Other specified and classifiable","Kansas","2023","15**","2,940,546","0.51**","0.55**","532"
"Other specified and classifiable","Kansas","2022","--","2,936,716","--","--","--"
"Other specified and classifiable","Kansas","2021","11**","2,937,946","0.37**","0.36**","356"
"Other specified and classifiable","Kansas","2020","10**","2,938,124","0.34**","0.38**","264"
"Other specified and classifiable","Kansas","2019","11**","2,912,635","0.38**","0.38**","430"
"Other specified and classifiable","Kansas","2018","--","2,912,748","--","--","--"
"Other specified and classifiable","Kentucky","2023","--","4,526,154","--","--","--"
"Other specified and classifiable","Kentucky","2022","--","4,511,563","--","--","--"
"Other specified and classifiable","Kentucky","2021","--","4,507,600","--","--","--"
"Other specified and classifiable","Kentucky","2020","--","4,508,155","--","--","--"
"Other specified and classifiable","Kentucky","2019","--","4,472,345","--","--","--"
"Other specified and classifiable","Kentucky","2018","11**","4,464,273","0.25**","0.25**","418"
"Other specified and classifiable","Louisiana","2023","--","4,573,749","--","--","--"
"Other specified and classifiable","Louisiana","2022","--","4,588,023","--","--","--"
"Other specified and classifiable","Louisiana","2021","10**","4,627,047","0.22**","0.23**","404"
"Other specified and classifiable","Louisiana","2020","10**","4,652,022","0.22**","0.22**","325"
"Other specified and classifiable","Louisiana","2019","--","4,658,285","--","--","--"
"Other specified and classifiable","Louisiana","2018","12**","4,664,450","0.26**","0.25**","357"
"Other specified and classifiable","Maine","2023","--","1,395,722","--","--","--"
"Other specified and classifiable","Maine","2022","--","1,389,338","--","--","--"
"Other specified and classifiable","Maine","2021","--","1,378,787","--","--","--"
"Other specified and classifiable","Maine","2020","--","1,364,517","--","--","--"
"Other specified and classifiable","Maine","2019","--","1,345,770","--","--","--"
"Other specified and classifiable","Maine","2018","--","1,340,123","--","--","--"
"Other specified and classifiable","Maryland","2023","12**","6,180,253","0.19**","0.21**","388"
"Other specified and classifiable","Maryland","2022","--","6,163,981","--","--","--"
"Other specified and classifiable","Maryland","2021","--","6,175,045","--","--","--"
"Other specified and classifiable","Maryland","2020","13**","6,173,689","0.21**","0.20**","423"
"Other specified and classifiable","Maryland","2019","13**","6,054,954","0.22**","0.21**","453"
"Other specified and classifiable","Maryland","2018","11**","6,042,153","0.18**","0.18**","293"
"Other specified and classifiable","Massachusetts","2023","19**","7,001,399","0.27**","0.27**","534"
"Other specified and classifiable","Massachusetts","2022","15**","6,982,740","0.22**","0.20**","331"
"Other specified and classifiable","Massachusetts","2021","16**","6,991,951","0.23**","0.20**","335"
"Other specified and classifiable","Massachusetts","2020","14**","6,997,713","0.20**","0.18**","369"
"Other specified and classifiable","Massachusetts","2019","12**","6,894,883","0.17**","0.15**","271"
"Other specified and classifiable","Massachusetts","2018","22","6,885,720","0.32","0.31","576"
"Other specified and classifiable","Michigan","2023","18**","10,037,261","0.18**","0.19**","564"
"Other specified and classifiable","Michigan","2022","23","10,033,281","0.23","0.27","978"
"Other specified and classifiable","Michigan","2021","17**","10,038,117","0.17**","0.18**","535"
"Other specified and classifiable","Michigan","2020","29","10,070,627","0.29","0.32","854"
"Other specified and classifiable","Michigan","2019","17**","9,984,795","0.17**","0.19**","596"
"Other specified and classifiable","Michigan","2018","21","9,987,286","0.21","0.23","907"
"Other specified and classifiable","Minnesota","2023","--","5,737,915","--","--","--"
"Other specified and classifiable","Minnesota","2022","15**","5,714,300","0.26**","0.25**","458"
"Other specified and classifiable","Minnesota","2021","15**","5,717,968","0.26**","0.27**","540"
"Other specified and classifiable","Minnesota","2020","--","5,710,578","--","--","--"
"Other specified and classifiable","Minnesota","2019","--","5,640,053","--","--","--"
"Other specified and classifiable","Minnesota","2018","13**","5,608,762","0.23**","0.26**","520"
"Other specified and classifiable","Mississippi","2023","--","2,939,690","--","--","--"
"Other specified and classifiable","Mississippi","2022","--","2,938,928","--","--","--"
"Other specified and classifiable","Mississippi","2021","10**","2,949,582","0.34**","0.33**","305"
"Other specified and classifiable","Mississippi","2020","--","2,958,409","--","--","--"
"Other specified and classifiable","Mississippi","2019","--","2,978,227","--","--","--"
"Other specified and classifiable","Mississippi","2018","--","2,982,879","--","--","--"
"Other specified and classifiable","Missouri","2023","18**","6,196,156","0.29**","0.32**","514"
"Other specified and classifiable","Missouri","2022","18**","6,177,168","0.29**","0.31**","675"
"Other specified and classifiable","Missouri","2021","16**","6,170,393","0.26**","0.26**","456"
"Other specified and classifiable","Missouri","2020","16**","6,154,426","0.26**","0.28**","550"
"Other specified and classifiable","Missouri","2019","19**","6,140,475","0.31**","0.32**","728"
"Other specified and classifiable","Missouri","2018","16**","6,125,986","0.26**","0.28**","604"
"Other specified and classifiable","Montana","2023","--","1,132,812","--","--","--"
"Other specified and classifiable","Montana","2022","--","1,122,878","--","--","--"
"Other specified and classifiable","Montana","2021","--","1,106,366","--","--","--"
"Other specified and classifiable","Montana","2020","--","1,087,211","--","--","--"
"Other specified and classifiable","Montana","2019","--","1,070,123","--","--","--"
"Other specified and classifiable","Nebraska","2023","--","1,978,379","--","--","--"
"Other specified and classifiable","Nebraska","2022","--","1,968,060","--","--","--"
"Other specified and classifiable","Nebraska","2021","--","1,964,253","--","--","--"
"Other specified and classifiable","Nebraska","2020","--","1,963,273","--","--","--"
"Other specified and classifiable","Nebraska","2019","--","1,932,571","--","--","--"
"Other specified and classifiable","Nebraska","2018","--","1,925,512","--","--","--"
"Other specified and classifiable","Nevada","2023","--","3,194,176","--","--","--"
"Other specified and classifiable","Nevada","2022","12**","3,177,421","0.38**","0.38**","361"
"Other specified and classifiable","Nevada","2021","11**","3,146,632","0.35**","0.37**","351"
"Other specified and classifiable","Nevada","2020","--","3,115,840","--","--","--"
"Other specified and classifiable","Nevada","2019","--","3,090,771","--","--","--"
"Other specified and classifiable","Nevada","2018","--","3,030,725","--","--","--"
"Other specified and classifiable","New Hampshire","2023","--","1,402,054","--","--","--"
"Other specified and classifiable","New Hampshire","2022","--","1,399,003","--","--","--"
"Other specified and classifiable","New Hampshire","2021","--","1,387,494","--","--","--"
"Other specified and classifiable","New Hampshire","2020","--","1,378,702","--","--","--"
"Other specified and classifiable","New Hampshire","2019","--","1,360,783","--","--","--"
"Other specified and classifiable","New Jersey","2023","24","9,290,841","0.26","0.27","609"
"Other specified and classifiable","New Jersey","2022","22","9,260,817","0.24","0.25","622"
"Other specified and classifiable","New Jersey","2021","29","9,269,175","0.31","0.32","945"
"Other specified and classifiable","New Jersey","2020","21","9,272,392","0.23","0.23","548"
"Other specified and classifiable","New Jersey","2019","27","8,891,258","0.30","0.30","618"
"Other specified and classifiable","New Jersey","2018","22","8,891,730","0.25","0.25","743"
"Other specified and classifiable","New Mexico","2023","--","2,114,371","--","--","--"
"Other specified and classifiable","New Mexico","2022","10**","2,113,476","0.47**","0.52**","323"
"Other specified and classifiable","New Mexico","2021","10**","2,116,950","0.47**","0.51**","328"
"Other specified and classifiable","New Mexico","2020","--","2,118,488","--","--","--"
"Other specified and classifiable","New Mexico","2019","--","2,099,634","--","--","--"
"Other specified and classifiable","New Mexico","2018","10**","2,093,754","0.48**","0.45**","287"
"Other specified and classifiable","New York","2023","80","19,571,216","0.41","0.42","2,162"
"Other specified and classifiable","New York","2022","72","19,673,200","0.37","0.38","1,968"
"Other specified and classifiable","New York","2021","67","19,854,526","0.34","0.32","1,360"
"Other specified and classifiable","New York","2020","53","20,104,710","0.26","0.26","1,462"
"Other specified and classifiable","New York","2019","59","19,463,131","0.30","0.29","1,365"
"Other specified and classifiable","New York","2018","89","19,544,098","0.46","0.44","2,581"
"Other specified and classifiable","North Carolina","2023","32","10,835,491","0.30","0.32","1,059"
"Other specified and classifiable","North Carolina","2022","24","10,695,965","0.22","0.25","930"
"Other specified and classifiable","North Carolina","2021","14**","10,567,100","0.13**","0.13**","392"
"Other specified and classifiable","North Carolina","2020","30","10,453,812","0.29","0.32","1,116"
"Other specified and classifiable","North Carolina","2019","16**","10,501,384","0.15**","0.17**","639"
"Other specified and classifiable","North Carolina","2018","14**","10,391,358","0.14**","0.13**","472"
"Other specified and classifiable","North Dakota","2023","--","783,926","--","--","--"
"Other specified and classifiable","North Dakota","2022","--","778,912","--","--","--"
"Other specified and classifiable","North Dakota","2021","--","777,982","--","--","--"
"Other specified and classifiable","North Dakota","2020","--","779,563","--","--","--"
"Other specified and classifiable","North Dakota","2019","--","763,724","--","--","--"
"Other specified and classifiable","Ohio","2023","31","11,785,935","0.26","0.28","1,128"
"Other specified and classifiable","Ohio","2022","28","11,759,697","0.24","0.28","1,156"
"Other specified and classifiable","Ohio","2021","28","11,765,227","0.24","0.24","712"
"Other specified and classifiable","Ohio","2020","30","11,798,292","0.25","0.28","1,089"
"Other specified and classifiable","Ohio","2019","27","11,696,507","0.23","0.25","902"
"Other specified and classifiable","Ohio","2018","40","11,680,892","0.34","0.38","1,458"
"Other specified and classifiable","Oklahoma","2023","14**","4,053,824","0.35**","0.36**","325"
"Other specified and classifiable","Oklahoma","2022","12**","4,019,271","0.30**","0.32**","243"
"Other specified and classifiable","Oklahoma","2021","12**","3,991,634","0.30**","0.32**","387"
"Other specified and classifiable","Oklahoma","2020","12**","3,965,234","0.30**","0.34**","425"
"Other specified and classifiable","Oklahoma","2019","13**","3,960,676","0.33**","0.36**","538"
"Other specified and classifiable","Oklahoma","2018","--","3,943,488","--","--","--"
"Other specified and classifiable","Oregon","2023","--","4,233,358","--","--","--"
"Other specified and classifiable","Oregon","2022","14**","4,239,379","0.33**","0.34**","417"
"Other specified and classifiable","Oregon","2021","17**","4,256,465","0.40**","0.41**","481"
"Other specified and classifiable","Oregon","2020","10**","4,245,044","0.24**","0.24**","261"
"Other specified and classifiable","Oregon","2019","10**","4,216,116","0.24**","0.25**","332"
"Other specified and classifiable","Oregon","2018","--","4,183,538","--","--","--"
"Other specified and classifiable","Pennsylvania","2023","26","12,961,683","0.20","0.22","721"
"Other specified and classifiable","Pennsylvania","2022","32","12,972,091","0.25","0.26","1,009"
"Other specified and classifiable","Pennsylvania","2021","35","13,013,614","0.27","0.28","932"
"Other specified and classifiable","Pennsylvania","2020","26","12,995,477","0.20","0.22","923"
"Other specified and classifiable","Pennsylvania","2019","29","12,798,883","0.23","0.23","682"
"Other specified and classifiable","Pennsylvania","2018","41","12,809,107","0.32","0.34","1,251"
"Other specified and classifiable","Rhode Island","2022","--","1,093,842","--","--","--"
"Other specified and classifiable","Rhode Island","2021","--","1,097,092","--","--","--"
"Other specified and classifiable","Rhode Island","2020","--","1,096,444","--","--","--"
"Other specified and classifiable","Rhode Island","2019","--","1,058,158","--","--","--"
"Other specified and classifiable","South Carolina","2023","15**","5,373,555","0.28**","0.25**","303"
"Other specified and classifiable","South Carolina","2022","11**","5,282,955","0.21**","0.23**","347"
"Other specified and classifiable","South Carolina","2021","--","5,193,848","--","--","--"
"Other specified and classifiable","South Carolina","2020","--","5,132,151","--","--","--"
"Other specified and classifiable","South Carolina","2019","13**","5,157,702","0.25**","0.28**","558"
"Other specified and classifiable","South Carolina","2018","13**","5,091,702","0.26**","0.27**","453"
"Other specified and classifiable","South Dakota","2023","--","919,318","--","--","--"
"Other specified and classifiable","South Dakota","2022","--","909,869","--","--","--"
"Other specified and classifiable","South Dakota","2021","--","896,299","--","--","--"
"Other specified and classifiable","South Dakota","2020","--","887,852","--","--","--"
"Other specified and classifiable","South Dakota","2019","--","887,127","--","--","--"
"Other specified and classifiable","South Dakota","2018","--","879,386","--","--","--"
"Other specified and classifiable","Tennessee","2023","14**","7,126,489","0.20**","0.21**","344"
"Other specified and classifiable","Tennessee","2022","--","7,048,976","--","--","--"
"Other specified and classifiable","Tennessee","2021","14**","6,963,709","0.20**","0.21**","511"
"Other specified and classifiable","Tennessee","2020","22","6,926,091","0.32","0.32","662"
"Other specified and classifiable","Tennessee","2019","16**","6,830,325","0.23**","0.23**","361"
"Other specified and classifiable","Tennessee","2018","15**","6,778,180","0.22**","0.23**","446"
"Other specified and classifiable","Texas","2023","84","30,503,301","0.28","0.28","2,434"
"Other specified and classifiable","Texas","2022","88","30,029,848","0.29","0.30","2,819"
"Other specified and classifiable","Texas","2021","65","29,561,286","0.22","0.23","2,282"
"Other specified and classifiable","Texas","2020","69","29,234,361","0.24","0.24","2,571"
"Other specified and classifiable","Texas","2019","66","28,986,794","0.23","0.23","2,076"
"Other specified and classifiable","Texas","2018","77","28,624,564","0.27","0.26","2,470"
"Other specified and classifiable","Utah","2023","--","3,417,734","--","--","--"
"Other specified and classifiable","Utah","2022","--","3,381,236","--","--","--"
"Other specified and classifiable","Utah","2021","14**","3,339,284","0.42**","0.41**","465"
"Other specified and classifiable","Utah","2020","11**","3,283,982","0.34**","0.31**","403"
"Other specified and classifiable","Utah","2019","14**","3,203,383","0.44**","0.45**","530"
"Other specified and classifiable","Utah","2018","--","3,155,153","--","--","--"
"Other specified and classifiable","Vermont","2023","--","647,464","--","--","--"
"Other specified and classifiable","Vermont","2021","--","647,093","--","--","--"
"Other specified and classifiable","Vermont","2020","--","642,936","--","--","--"
"Other specified and classifiable","Virginia","2023","13**","8,715,698","0.15**","0.16**","409"
"Other specified and classifiable","Virginia","2022","11**","8,679,099","0.13**","0.13**","389"
"Other specified and classifiable","Virginia","2021","11**","8,657,348","0.13**","0.13**","420"
"Other specified and classifiable","Virginia","2020","10**","8,637,193","0.12**","0.13**","429"
"Other specified and classifiable","Virginia","2019","22","8,556,642","0.26","0.28","872"
"Other specified and classifiable","Virginia","2018","10**","8,510,920","0.12**","0.13**","395"
"Other specified and classifiable","Washington","2023","17**","7,812,880","0.22**","0.21**","456"
"Other specified and classifiable","Washington","2022","23","7,784,477","0.30","0.30","700"
"Other specified and classifiable","Washington","2021","27","7,741,433","0.35","0.37","898"
"Other specified and classifiable","Washington","2020","26","7,724,566","0.34","0.34","826"
"Other specified and classifiable","Washington","2019","17**","7,614,024","0.22**","0.23**","508"
"Other specified and classifiable","Washington","2018","24","7,526,793","0.32","0.33","822"
"Other specified and classifiable","West Virginia","2023","--","1,770,071","--","--","--"
"Other specified and classifiable","West Virginia","2022","--","1,774,035","--","--","--"
"Other specified and classifiable","West Virginia","2021","--","1,785,249","--","--","--"
"Other specified and classifiable","West Virginia","2020","--","1,791,562","--","--","--"
"Other specified and classifiable","West Virginia","2019","--","1,795,263","--","--","--"
"Other specified and classifiable","West Virginia","2018","--","1,805,953","--","--","--"
