"Mechanism","Age Group","State","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"Firearm","15 to 19","Oregon","2021","29","252,778","11.47","--","1,375"
"Firearm","15 to 19","Oregon","2020","34","251,318","13.53","--","1,605"
"Firearm","15 to 19","Oregon","2019","19**","246,193","7.72**","--","891"
"Firearm","15 to 19","Oregon","2018","29","246,417","11.77","--","1,383"
"Firearm","15 to 19","Pennsylvania","2023","110","842,623","13.05","--","5,223"
"Firearm","15 to 19","Pennsylvania","2022","148","840,208","17.62","--","7,025"
"Firearm","15 to 19","Pennsylvania","2021","144","842,332","17.10","--","6,876"
"Firearm","15 to 19","Pennsylvania","2020","144","824,053","17.48","--","6,822"
"Firearm","15 to 19","Pennsylvania","2019","77","801,600","9.61","--","3,657"
"Firearm","15 to 19","Pennsylvania","2018","99","809,570","12.23","--","4,683"
"Firearm","15 to 19","Rhode Island","2023","--","72,385","--","--","--"
"Firearm","15 to 19","Rhode Island","2022","--","72,504","--","--","--"
"Firearm","15 to 19","Rhode Island","2021","--","73,359","--","--","--"
"Firearm","15 to 19","Rhode Island","2020","--","74,009","--","--","--"
"Firearm","15 to 19","Rhode Island","2019","--","70,648","--","--","--"
"Firearm","15 to 19","Rhode Island","2018","--","71,443","--","--","--"
"Firearm","15 to 19","South Carolina","2023","74","355,001","20.85","--","3,502"
"Firearm","15 to 19","South Carolina","2022","101","346,035","29.19","--","4,817"
"Firearm","15 to 19","South Carolina","2021","98","337,038","29.08","--","4,655"
"Firearm","15 to 19","South Carolina","2020","96","331,931","28.92","--","4,554"
"Firearm","15 to 19","South Carolina","2019","71","325,238","21.83","--","3,372"
"Firearm","15 to 19","South Carolina","2018","71","323,794","21.93","--","3,349"
"Firearm","15 to 19","South Dakota","2023","--","63,291","--","--","--"
"Firearm","15 to 19","South Dakota","2022","11**","61,758","17.81**","--","521"
"Firearm","15 to 19","South Dakota","2021","12**","60,154","19.95**","--","566"
"Firearm","15 to 19","South Dakota","2020","--","58,756","--","--","--"
"Firearm","15 to 19","South Dakota","2019","10**","58,206","17.18**","--","481"
"Firearm","15 to 19","South Dakota","2018","--","57,404","--","--","--"
"Firearm","15 to 19","Tennessee","2023","121","456,880","26.48","--","5,765"
"Firearm","15 to 19","Tennessee","2022","128","447,939","28.58","--","6,082"
"Firearm","15 to 19","Tennessee","2021","119","438,876","27.12","--","5,676"
"Firearm","15 to 19","Tennessee","2020","92","438,708","20.97","--","4,381"
"Firearm","15 to 19","Tennessee","2019","81","424,541","19.08","--","3,820"
"Firearm","15 to 19","Tennessee","2018","115","425,729","27.01","--","5,444"
"Firearm","15 to 19","Texas","2023","396","2,205,154","17.96","--","18,826"
"Firearm","15 to 19","Texas","2022","438","2,163,792","20.24","--","20,825"
"Firearm","15 to 19","Texas","2021","424","2,127,730","19.93","--","20,131"
"Firearm","15 to 19","Texas","2020","406","2,096,483","19.37","--","19,292"
"Firearm","15 to 19","Texas","2019","321","2,054,752","15.62","--","15,257"
"Firearm","15 to 19","Texas","2018","277","2,032,026","13.63","--","13,170"
"Firearm","15 to 19","Utah","2023","33","282,689","11.67","--","1,585"
"Firearm","15 to 19","Utah","2022","21","277,681","7.56","--","1,001"
"Firearm","15 to 19","Utah","2021","34","272,687","12.47","--","1,614"
"Firearm","15 to 19","Utah","2020","38","267,280","14.22","--","1,823"
"Firearm","15 to 19","Utah","2019","29","254,050","11.42","--","1,386"
"Firearm","15 to 19","Utah","2018","40","248,676","16.09","--","1,913"
"Firearm","15 to 19","Vermont","2023","--","41,828","--","--","--"
"Firearm","15 to 19","Vermont","2022","--","41,782","--","--","--"
"Firearm","15 to 19","Vermont","2021","--","41,980","--","--","--"
"Firearm","15 to 19","Vermont","2020","--","41,934","--","--","--"
"Firearm","15 to 19","Vermont","2019","--","41,335","--","--","--"
"Firearm","15 to 19","Vermont","2018","--","41,644","--","--","--"
"Firearm","15 to 19","Virginia","2023","93","568,664","16.35","--","4,411"
"Firearm","15 to 19","Virginia","2022","104","563,253","18.46","--","4,958"
"Firearm","15 to 19","Virginia","2021","114","560,562","20.34","--","5,415"
"Firearm","15 to 19","Virginia","2020","95","558,217","17.02","--","4,492"
"Firearm","15 to 19","Virginia","2019","74","543,837","13.61","--","3,507"
"Firearm","15 to 19","Virginia","2018","84","541,916","15.50","--","3,972"
"Firearm","15 to 19","Washington","2023","57","469,367","12.14","--","2,723"
"Firearm","15 to 19","Washington","2022","46","464,138","9.91","--","2,196"
"Firearm","15 to 19","Washington","2021","58","452,010","12.83","--","2,763"
"Firearm","15 to 19","Washington","2020","52","461,020","11.28","--","2,453"
"Firearm","15 to 19","Washington","2019","49","447,613","10.95","--","2,330"
"Firearm","15 to 19","Washington","2018","58","445,752","13.01","--","2,751"
"Firearm","15 to 19","West Virginia","2023","--","109,796","--","--","--"
"Firearm","15 to 19","West Virginia","2022","11**","109,026","10.09**","--","527"
"Firearm","15 to 19","West Virginia","2021","--","108,945","--","--","--"
"Firearm","15 to 19","West Virginia","2020","--","108,734","--","--","--"
"Firearm","15 to 19","West Virginia","2019","17**","106,345","15.99**","--","802"
"Firearm","15 to 19","West Virginia","2018","11**","106,837","10.30**","--","520"
"Firearm","15 to 19","Wisconsin","2023","57","390,420","14.60","--","2,733"
"Firearm","15 to 19","Wisconsin","2022","61","387,717","15.73","--","2,918"
"Firearm","15 to 19","Wisconsin","2021","72","380,347","18.93","--","3,417"
"Firearm","15 to 19","Wisconsin","2020","51","389,638","13.09","--","2,427"
"Firearm","15 to 19","Wisconsin","2019","40","378,304","10.57","--","1,894"
"Firearm","15 to 19","Wisconsin","2018","31","378,609","8.19","--","1,473"
"Firearm","15 to 19","Wyoming","2023","12**","40,349","29.74**","--","571"
"Firearm","15 to 19","Wyoming","2022","--","39,579","--","--","--"
"Firearm","15 to 19","Wyoming","2021","13**","38,585","33.69**","--","622"
"Firearm","15 to 19","Wyoming","2020","--","37,484","--","--","--"
"Firearm","15 to 19","Wyoming","2019","12**","36,502","32.88**","--","573"
"Firearm","15 to 19","Wyoming","2018","--","36,319","--","--","--"
"Firearm","20 to 24","Alabama","2023","159","340,723","46.67","--","6,790"
"Firearm","20 to 24","Alabama","2022","166","339,214","48.94","--","7,141"
"Firearm","20 to 24","Alabama","2021","167","337,428","49.49","--","7,178"
"Firearm","20 to 24","Alabama","2020","156","331,674","47.03","--","6,696"
"Firearm","20 to 24","Alabama","2019","109","322,396","33.81","--","4,703"
"Firearm","20 to 24","Alabama","2018","123","325,400","37.80","--","5,261"
"Firearm","20 to 24","Alaska","2023","22","49,836","44.15","--","947"
"Firearm","20 to 24","Alaska","2022","22","49,896","44.09","--","951"
"Firearm","20 to 24","Alaska","2021","31","50,677","61.17","--","1,336"
"Firearm","20 to 24","Alaska","2020","22","50,077","43.93","--","947"
"Firearm","20 to 24","Alaska","2019","16**","51,519","31.06**","--","670"
"Firearm","20 to 24","Alaska","2018","21","52,751","39.81","--","904"
"Firearm","20 to 24","Arizona","2023","116","505,128","22.96","--","4,967"
"Firearm","20 to 24","Arizona","2022","144","499,125","28.85","--","6,202"
"Firearm","20 to 24","Arizona","2021","145","488,837","29.66","--","6,230"
"Firearm","20 to 24","Arizona","2020","117","482,585","24.24","--","5,043"
"Firearm","20 to 24","Arizona","2019","102","496,960","20.53","--","4,365"
"Firearm","20 to 24","Arizona","2018","135","492,429","27.42","--","5,769"
"Firearm","20 to 24","Arkansas","2023","53","205,062","25.85","--","2,283"
"Firearm","20 to 24","Arkansas","2022","69","203,107","33.97","--","2,979"
"Firearm","20 to 24","Arkansas","2021","90","201,872","44.58","--","3,882"
"Firearm","20 to 24","Arkansas","2020","83","199,014","41.71","--","3,556"
"Firearm","20 to 24","Arkansas","2019","76","200,279","37.95","--","3,268"
"Firearm","20 to 24","Arkansas","2018","59","201,386","29.30","--","2,548"
"Firearm","20 to 24","California","2023","292","2,522,898","11.57","--","12,560"
"Firearm","20 to 24","California","2022","340","2,522,550","13.48","--","14,616"
"Firearm","20 to 24","California","2021","425","2,509,423","16.94","--","18,227"
"Firearm","20 to 24","California","2020","387","2,582,007","14.99","--","16,611"
"Firearm","20 to 24","California","2019","305","2,639,873","11.55","--","13,047"
"Firearm","20 to 24","California","2018","360","2,698,781","13.34","--","15,526"
"Firearm","20 to 24","Colorado","2023","106","386,605","27.42","--","4,548"
"Firearm","20 to 24","Colorado","2022","100","383,146","26.10","--","4,311"
"Firearm","20 to 24","Colorado","2021","113","378,385","29.86","--","4,844"
"Firearm","20 to 24","Colorado","2020","98","376,459","26.03","--","4,202"
"Firearm","20 to 24","Colorado","2019","82","378,813","21.65","--","3,524"
"Firearm","20 to 24","Colorado","2018","88","378,056","23.28","--","3,772"
"Firearm","20 to 24","Connecticut","2023","24","235,520","10.19","--","1,028"
"Firearm","20 to 24","Connecticut","2022","33","235,452","14.02","--","1,422"
"Firearm","20 to 24","Connecticut","2021","35","236,787","14.78","--","1,500"
"Firearm","20 to 24","Connecticut","2020","27","228,894","11.80","--","1,157"
"Firearm","20 to 24","Connecticut","2019","16**","240,213","6.66**","--","685"
"Firearm","20 to 24","Connecticut","2018","13**","243,016","5.35**","--","553"
"Firearm","20 to 24","Delaware","2023","18**","60,151","29.93**","--","779"
"Firearm","20 to 24","Delaware","2022","18**","59,357","30.33**","--","782"
"Firearm","20 to 24","Delaware","2021","27","58,323","46.29","--","1,164"
"Firearm","20 to 24","Delaware","2020","21","57,195","36.72","--","893"
"Firearm","20 to 24","Delaware","2019","--","57,408","--","--","--"
"Firearm","20 to 24","Delaware","2018","17**","57,898","29.36**","--","732"
"Firearm","20 to 24","District of Columbia","2023","35","47,661","73.44","--","1,488"
"Firearm","20 to 24","District of Columbia","2022","24","46,529","51.58","--","1,029"
"Firearm","20 to 24","District of Columbia","2021","32","45,891","69.73","--","1,377"
"Firearm","20 to 24","District of Columbia","2020","37","41,071","90.09","--","1,597"
"Firearm","20 to 24","District of Columbia","2019","42","51,529","81.51","--","1,800"
"Firearm","20 to 24","District of Columbia","2018","32","53,075","60.29","--","1,364"
"Firearm","20 to 24","Florida","2023","297","1,301,996","22.81","--","12,736"
"Firearm","20 to 24","Florida","2022","323","1,286,130","25.11","--","13,902"
"Firearm","20 to 24","Florida","2021","330","1,268,387","26.02","--","14,189"
"Firearm","20 to 24","Florida","2020","349","1,250,598","27.91","--","15,007"
"Firearm","20 to 24","Florida","2019","283","1,259,012","22.48","--","12,111"
"Firearm","20 to 24","Florida","2018","278","1,266,014","21.96","--","11,960"
"Firearm","20 to 24","Georgia","2023","279","747,368","37.33","--","11,982"
"Firearm","20 to 24","Georgia","2022","292","737,625","39.59","--","12,504"
"Firearm","20 to 24","Georgia","2021","295","724,578","40.71","--","12,714"
"Firearm","20 to 24","Georgia","2020","254","716,548","35.45","--","10,951"
"Firearm","20 to 24","Georgia","2019","204","719,377","28.36","--","8,768"
"Firearm","20 to 24","Georgia","2018","192","715,244","26.84","--","8,238"
"Firearm","20 to 24","Hawaii","2023","--","85,552","--","--","--"
"Firearm","20 to 24","Hawaii","2022","--","86,038","--","--","--"
"Firearm","20 to 24","Hawaii","2021","--","87,765","--","--","--"
"Firearm","20 to 24","Hawaii","2020","--","87,864","--","--","--"
"Firearm","20 to 24","Hawaii","2019","--","88,822","--","--","--"
"Firearm","20 to 24","Idaho","2023","35","131,089","26.70","--","1,513"
"Firearm","20 to 24","Idaho","2022","33","128,400","25.70","--","1,416"
"Firearm","20 to 24","Idaho","2021","23","125,997","18.25","--","988"
"Firearm","20 to 24","Idaho","2020","28","121,381","23.07","--","1,201"
"Firearm","20 to 24","Idaho","2019","25","117,137","21.34","--","1,074"
"Firearm","20 to 24","Idaho","2018","38","115,228","32.98","--","1,629"
"Firearm","20 to 24","Illinois","2023","211","816,368","25.85","--","9,058"
"Firearm","20 to 24","Illinois","2022","225","810,780","27.75","--","9,688"
"Firearm","20 to 24","Illinois","2021","297","815,568","36.42","--","12,776"
"Firearm","20 to 24","Illinois","2020","269","820,248","32.80","--","11,532"
"Firearm","20 to 24","Illinois","2019","203","829,516","24.47","--","8,690"
"Firearm","20 to 24","Illinois","2018","217","844,896","25.68","--","9,329"
"Firearm","20 to 24","Indiana","2023","142","476,798","29.78","--","6,091"
"Firearm","20 to 24","Indiana","2022","142","473,436","29.99","--","6,131"
"Firearm","20 to 24","Indiana","2021","174","472,783","36.80","--","7,486"
"Firearm","20 to 24","Indiana","2020","157","467,269","33.60","--","6,767"
"Firearm","20 to 24","Indiana","2019","121","472,094","25.63","--","5,178"
"Firearm","20 to 24","Indiana","2018","116","473,238","24.51","--","4,992"
"Firearm","20 to 24","Iowa","2023","31","226,968","13.66","--","1,329"
"Firearm","20 to 24","Iowa","2022","46","226,207","20.34","--","1,982"
"Firearm","20 to 24","Iowa","2021","32","226,512","14.13","--","1,385"
"Firearm","20 to 24","Iowa","2020","36","224,748","16.02","--","1,540"
"Firearm","20 to 24","Iowa","2019","33","225,261","14.65","--","1,406"
"Firearm","20 to 24","Iowa","2018","29","226,648","12.80","--","1,249"
"Firearm","20 to 24","Kansas","2023","58","215,870","26.87","--","2,505"
"Firearm","20 to 24","Kansas","2022","59","214,738","27.48","--","2,516"
"Firearm","20 to 24","Kansas","2021","60","214,350","27.99","--","2,611"
"Firearm","20 to 24","Kansas","2020","62","212,888","29.12","--","2,670"
"Firearm","20 to 24","Kansas","2019","44","211,456","20.81","--","1,898"
"Firearm","20 to 24","Kansas","2018","55","213,873","25.72","--","2,355"
"Firearm","20 to 24","Kentucky","2023","90","296,611","30.34","--","3,868"
"Firearm","20 to 24","Kentucky","2022","84","294,906","28.48","--","3,631"
"Firearm","20 to 24","Kentucky","2021","114","295,202","38.62","--","4,897"
"Firearm","20 to 24","Kentucky","2020","101","295,027","34.23","--","4,336"
"Firearm","20 to 24","Kentucky","2019","63","298,982","21.07","--","2,707"
"Firearm","20 to 24","Kentucky","2018","65","300,761","21.61","--","2,780"
"Firearm","20 to 24","Louisiana","2023","184","299,956","61.34","--","7,937"
"Firearm","20 to 24","Louisiana","2022","198","299,712","66.06","--","8,516"
"Firearm","20 to 24","Louisiana","2021","183","302,955","60.41","--","7,907"
"Firearm","20 to 24","Louisiana","2020","197","302,127","65.20","--","8,497"
"Firearm","20 to 24","Louisiana","2019","137","304,332","45.02","--","5,894"
"Firearm","20 to 24","Louisiana","2018","142","308,876","45.97","--","6,111"
"Firearm","20 to 24","Maine","2023","20**","77,028","25.97**","--","853"
"Firearm","20 to 24","Maine","2022","11**","77,033","14.28**","--","471"
"Firearm","20 to 24","Maine","2021","10**","76,593","13.06**","--","427"
"Firearm","20 to 24","Maine","2020","--","74,857","--","--","--"
"Firearm","20 to 24","Maine","2019","11**","74,855","14.70**","--","472"
"Firearm","20 to 24","Maine","2018","--","75,632","--","--","--"
"Firearm","20 to 24","Maryland","2023","100","366,688","27.27","--","4,326"
"Firearm","20 to 24","Maryland","2022","129","366,027","35.24","--","5,568"
"Firearm","20 to 24","Maryland","2021","147","369,420","39.79","--","6,325"
"Firearm","20 to 24","Maryland","2020","140","367,650","38.08","--","6,033"
"Firearm","20 to 24","Maryland","2019","114","371,722","30.67","--","4,902"
"Firearm","20 to 24","Maryland","2018","89","375,877","23.68","--","3,808"
"Firearm","20 to 24","Massachusetts","2023","36","478,952","7.52","--","1,535"
"Firearm","20 to 24","Massachusetts","2022","33","475,627","6.94","--","1,411"
"Firearm","20 to 24","Massachusetts","2021","31","476,375","6.51","--","1,339"
"Firearm","20 to 24","Massachusetts","2020","45","469,833","9.58","--","1,923"
"Firearm","20 to 24","Massachusetts","2019","30","485,921","6.17","--","1,273"
"Firearm","20 to 24","Massachusetts","2018","33","490,167","6.73","--","1,399"
"Firearm","20 to 24","Michigan","2023","143","666,771","21.45","--","6,153"
"Firearm","20 to 24","Michigan","2022","166","667,066","24.89","--","7,122"
"Firearm","20 to 24","Michigan","2021","210","666,640","31.50","--","9,005"
"Firearm","20 to 24","Michigan","2020","184","673,688","27.31","--","7,894"
"Firearm","20 to 24","Michigan","2019","137","681,510","20.10","--","5,898"
"Firearm","20 to 24","Michigan","2018","152","693,846","21.91","--","6,509"
"Firearm","20 to 24","Minnesota","2023","55","358,972","15.32","--","2,359"
"Firearm","20 to 24","Minnesota","2022","63","353,083","17.84","--","2,704"
