"Mechanism","Age Group","State","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"Firearm","35 to 39","Kansas","2023","42","189,596","22.15","--","1,161"
"Firearm","35 to 39","Kansas","2022","44","191,635","22.96","--","1,232"
"Firearm","35 to 39","Kansas","2021","40","193,882","20.63","--","1,121"
"Firearm","35 to 39","Kansas","2020","45","194,587","23.13","--","1,267"
"Firearm","35 to 39","Kansas","2019","34","191,455","17.76","--","953"
"Firearm","35 to 39","Kansas","2018","52","190,303","27.33","--","1,456"
"Firearm","35 to 39","Kentucky","2023","62","279,185","22.21","--","1,762"
"Firearm","35 to 39","Kentucky","2022","75","278,974","26.88","--","2,101"
"Firearm","35 to 39","Kentucky","2021","76","280,644","27.08","--","2,130"
"Firearm","35 to 39","Kentucky","2020","81","283,172","28.61","--","2,265"
"Firearm","35 to 39","Kentucky","2019","52","280,876","18.51","--","1,453"
"Firearm","35 to 39","Kentucky","2018","76","282,796","26.87","--","2,127"
"Firearm","35 to 39","Louisiana","2023","114","305,795","37.28","--","3,173"
"Firearm","35 to 39","Louisiana","2022","102","310,308","32.87","--","2,843"
"Firearm","35 to 39","Louisiana","2021","110","315,965","34.81","--","3,088"
"Firearm","35 to 39","Louisiana","2020","99","318,951","31.04","--","2,807"
"Firearm","35 to 39","Louisiana","2019","96","315,790","30.40","--","2,710"
"Firearm","35 to 39","Louisiana","2018","84","313,860","26.76","--","2,349"
"Firearm","35 to 39","Maine","2023","16**","88,353","18.11**","--","450"
"Firearm","35 to 39","Maine","2022","17**","86,481","19.66**","--","473"
"Firearm","35 to 39","Maine","2021","13**","84,653","15.36**","--","362"
"Firearm","35 to 39","Maine","2020","11**","82,366","13.36**","--","309"
"Firearm","35 to 39","Maine","2019","--","79,363","--","--","--"
"Firearm","35 to 39","Maine","2018","--","78,255","--","--","--"
"Firearm","35 to 39","Maryland","2023","72","429,568","16.76","--","2,018"
"Firearm","35 to 39","Maryland","2022","71","427,922","16.59","--","1,994"
"Firearm","35 to 39","Maryland","2021","89","427,555","20.82","--","2,504"
"Firearm","35 to 39","Maryland","2020","80","426,014","18.78","--","2,247"
"Firearm","35 to 39","Maryland","2019","59","411,204","14.35","--","1,657"
"Firearm","35 to 39","Maryland","2018","65","407,285","15.96","--","1,799"
"Firearm","35 to 39","Massachusetts","2023","21","479,944","4.38","--","587"
"Firearm","35 to 39","Massachusetts","2022","25","474,086","5.27","--","699"
"Firearm","35 to 39","Massachusetts","2021","28","469,797","5.96","--","774"
"Firearm","35 to 39","Massachusetts","2020","12**","464,831","2.58**","--","336"
"Firearm","35 to 39","Massachusetts","2019","19**","444,438","4.28**","--","537"
"Firearm","35 to 39","Massachusetts","2018","14**","438,839","3.19**","--","391"
"Firearm","35 to 39","Michigan","2023","131","614,397","21.32","--","3,691"
"Firearm","35 to 39","Michigan","2022","132","611,490","21.59","--","3,722"
"Firearm","35 to 39","Michigan","2021","136","611,866","22.23","--","3,815"
"Firearm","35 to 39","Michigan","2020","122","611,779","19.94","--","3,445"
"Firearm","35 to 39","Michigan","2019","89","599,571","14.84","--","2,518"
"Firearm","35 to 39","Michigan","2018","98","599,101","16.36","--","2,787"
"Firearm","35 to 39","Minnesota","2023","49","392,898","12.47","--","1,385"
"Firearm","35 to 39","Minnesota","2022","46","395,206","11.64","--","1,280"
"Firearm","35 to 39","Minnesota","2021","51","398,458","12.80","--","1,412"
"Firearm","35 to 39","Minnesota","2020","45","399,172","11.27","--","1,242"
"Firearm","35 to 39","Minnesota","2019","32","389,484","8.22","--","881"
"Firearm","35 to 39","Minnesota","2018","30","383,876","7.82","--","845"
"Firearm","35 to 39","Mississippi","2023","83","179,132","46.34","--","2,332"
"Firearm","35 to 39","Mississippi","2022","77","180,724","42.61","--","2,146"
"Firearm","35 to 39","Mississippi","2021","93","183,815","50.59","--","2,585"
"Firearm","35 to 39","Mississippi","2020","83","186,641","44.47","--","2,334"
"Firearm","35 to 39","Mississippi","2019","53","189,249","28.01","--","1,470"
"Firearm","35 to 39","Mississippi","2018","63","190,409","33.09","--","1,767"
"Firearm","35 to 39","Missouri","2023","98","401,184","24.43","--","2,761"
"Firearm","35 to 39","Missouri","2022","129","402,671","32.04","--","3,604"
"Firearm","35 to 39","Missouri","2021","126","403,901","31.20","--","3,534"
"Firearm","35 to 39","Missouri","2020","143","402,637","35.52","--","4,028"
"Firearm","35 to 39","Missouri","2019","100","397,081","25.18","--","2,794"
"Firearm","35 to 39","Missouri","2018","123","394,284","31.20","--","3,442"
"Firearm","35 to 39","Montana","2023","27","73,542","36.71","--","760"
"Firearm","35 to 39","Montana","2022","35","73,083","47.89","--","981"
"Firearm","35 to 39","Montana","2021","19**","72,162","26.33**","--","542"
"Firearm","35 to 39","Montana","2020","14**","70,744","19.79**","--","390"
"Firearm","35 to 39","Montana","2019","--","68,904","--","--","--"
"Firearm","35 to 39","Montana","2018","18**","67,525","26.66**","--","515"
"Firearm","35 to 39","Nebraska","2023","15**","129,648","11.57**","--","413"
"Firearm","35 to 39","Nebraska","2022","21","130,996","16.03","--","580"
"Firearm","35 to 39","Nebraska","2021","14**","132,539","10.56**","--","388"
"Firearm","35 to 39","Nebraska","2020","20**","133,233","15.01**","--","569"
"Firearm","35 to 39","Nebraska","2019","21","129,981","16.16","--","589"
"Firearm","35 to 39","Nebraska","2018","--","128,442","--","--","--"
"Firearm","35 to 39","Nevada","2023","54","228,294","23.65","--","1,518"
"Firearm","35 to 39","Nevada","2022","59","226,213","26.08","--","1,645"
"Firearm","35 to 39","Nevada","2021","50","223,238","22.40","--","1,381"
"Firearm","35 to 39","Nevada","2020","41","220,372","18.61","--","1,146"
"Firearm","35 to 39","Nevada","2019","38","216,042","17.59","--","1,064"
"Firearm","35 to 39","Nevada","2018","48","210,354","22.82","--","1,336"
"Firearm","35 to 39","New Hampshire","2023","17**","91,068","18.67**","--","479"
"Firearm","35 to 39","New Hampshire","2022","11**","89,287","12.32**","--","302"
"Firearm","35 to 39","New Hampshire","2021","--","87,362","--","--","--"
"Firearm","35 to 39","New Hampshire","2020","13**","84,813","15.33**","--","370"
"Firearm","35 to 39","New Hampshire","2019","11**","81,513","13.50**","--","310"
"Firearm","35 to 39","New Hampshire","2018","10**","80,088","12.49**","--","284"
"Firearm","35 to 39","New Jersey","2023","39","619,097","6.30","--","1,099"
"Firearm","35 to 39","New Jersey","2022","36","616,793","5.84","--","1,005"
"Firearm","35 to 39","New Jersey","2021","44","616,729","7.13","--","1,252"
"Firearm","35 to 39","New Jersey","2020","36","613,927","5.86","--","1,012"
"Firearm","35 to 39","New Jersey","2019","31","580,198","5.34","--","862"
"Firearm","35 to 39","New Jersey","2018","42","579,077","7.25","--","1,167"
"Firearm","35 to 39","New Mexico","2023","58","139,372","41.62","--","1,632"
"Firearm","35 to 39","New Mexico","2022","54","139,743","38.64","--","1,529"
"Firearm","35 to 39","New Mexico","2021","58","139,678","41.52","--","1,618"
"Firearm","35 to 39","New Mexico","2020","43","138,788","30.98","--","1,205"
"Firearm","35 to 39","New Mexico","2019","40","135,932","29.43","--","1,112"
"Firearm","35 to 39","New Mexico","2018","31","133,674","23.19","--","884"
"Firearm","35 to 39","New York","2023","85","1,313,216","6.47","--","2,390"
"Firearm","35 to 39","New York","2022","113","1,315,042","8.59","--","3,177"
"Firearm","35 to 39","New York","2021","88","1,325,557","6.64","--","2,470"
"Firearm","35 to 39","New York","2020","103","1,341,791","7.68","--","2,903"
"Firearm","35 to 39","New York","2019","52","1,272,689","4.09","--","1,474"
"Firearm","35 to 39","New York","2018","72","1,272,129","5.66","--","2,040"
"Firearm","35 to 39","North Carolina","2023","154","699,745","22.01","--","4,327"
"Firearm","35 to 39","North Carolina","2022","145","684,713","21.18","--","4,072"
"Firearm","35 to 39","North Carolina","2021","120","673,785","17.81","--","3,384"
"Firearm","35 to 39","North Carolina","2020","129","667,630","19.32","--","3,604"
"Firearm","35 to 39","North Carolina","2019","103","662,966","15.54","--","2,877"
"Firearm","35 to 39","North Carolina","2018","98","658,642","14.88","--","2,760"
"Firearm","35 to 39","North Dakota","2023","12**","53,072","22.61**","--","334"
"Firearm","35 to 39","North Dakota","2022","12**","53,134","22.58**","--","334"
"Firearm","35 to 39","North Dakota","2021","--","53,390","--","--","--"
"Firearm","35 to 39","North Dakota","2020","13**","53,281","24.40**","--","359"
"Firearm","35 to 39","North Dakota","2019","--","50,947","--","--","--"
"Firearm","35 to 39","North Dakota","2018","--","49,786","--","--","--"
"Firearm","35 to 39","Ohio","2023","139","750,097","18.53","--","3,905"
"Firearm","35 to 39","Ohio","2022","141","743,730","18.96","--","3,948"
"Firearm","35 to 39","Ohio","2021","179","742,720","24.10","--","4,990"
"Firearm","35 to 39","Ohio","2020","128","741,158","17.27","--","3,553"
"Firearm","35 to 39","Ohio","2019","125","725,422","17.23","--","3,495"
"Firearm","35 to 39","Ohio","2018","121","723,828","16.72","--","3,414"
"Firearm","35 to 39","Oklahoma","2023","75","268,739","27.91","--","2,112"
"Firearm","35 to 39","Oklahoma","2022","77","268,859","28.64","--","2,142"
"Firearm","35 to 39","Oklahoma","2021","78","269,285","28.97","--","2,170"
"Firearm","35 to 39","Oklahoma","2020","63","267,899","23.52","--","1,764"
"Firearm","35 to 39","Oklahoma","2019","59","265,144","22.25","--","1,635"
"Firearm","35 to 39","Oklahoma","2018","57","261,895","21.76","--","1,613"
"Firearm","35 to 39","Oregon","2023","48","300,501","15.97","--","1,345"
"Firearm","35 to 39","Oregon","2022","57","301,555","18.90","--","1,596"
"Firearm","35 to 39","Oregon","2021","45","304,261","14.79","--","1,259"
"Firearm","35 to 39","Oregon","2020","37","303,519","12.19","--","1,034"
"Firearm","35 to 39","Oregon","2019","41","298,058","13.76","--","1,144"
"Firearm","35 to 39","Oregon","2018","29","294,255","9.86","--","805"
"Firearm","35 to 39","Pennsylvania","2023","173","847,760","20.41","--","4,850"
"Firearm","35 to 39","Pennsylvania","2022","172","837,984","20.53","--","4,844"
"Firearm","35 to 39","Pennsylvania","2021","150","831,016","18.05","--","4,215"
"Firearm","35 to 39","Pennsylvania","2020","135","821,687","16.43","--","3,744"
"Firearm","35 to 39","Pennsylvania","2019","121","791,738","15.28","--","3,409"
"Firearm","35 to 39","Pennsylvania","2018","113","783,250","14.43","--","3,175"
"Firearm","35 to 39","Rhode Island","2023","--","73,568","--","--","--"
"Firearm","35 to 39","Rhode Island","2022","--","71,811","--","--","--"
"Firearm","35 to 39","Rhode Island","2021","--","71,031","--","--","--"
"Firearm","35 to 39","Rhode Island","2020","--","69,968","--","--","--"
"Firearm","35 to 39","Rhode Island","2019","--","66,268","--","--","--"
"Firearm","35 to 39","Rhode Island","2018","--","65,528","--","--","--"
"Firearm","35 to 39","South Carolina","2023","78","338,375","23.05","--","2,178"
"Firearm","35 to 39","South Carolina","2022","75","330,721","22.68","--","2,120"
"Firearm","35 to 39","South Carolina","2021","90","325,540","27.65","--","2,527"
"Firearm","35 to 39","South Carolina","2020","72","321,939","22.36","--","2,023"
"Firearm","35 to 39","South Carolina","2019","77","321,320","23.96","--","2,152"
"Firearm","35 to 39","South Carolina","2018","75","317,167","23.65","--","2,068"
"Firearm","35 to 39","South Dakota","2023","--","58,960","--","--","--"
"Firearm","35 to 39","South Dakota","2022","14**","58,582","23.90**","--","397"
"Firearm","35 to 39","South Dakota","2021","--","58,113","--","--","--"
"Firearm","35 to 39","South Dakota","2020","11**","57,617","19.09**","--","301"
"Firearm","35 to 39","South Dakota","2019","10**","57,059","17.53**","--","278"
"Firearm","35 to 39","South Dakota","2018","--","55,945","--","--","--"
"Firearm","35 to 39","Tennessee","2023","127","460,184","27.60","--","3,566"
"Firearm","35 to 39","Tennessee","2022","112","452,967","24.73","--","3,145"
"Firearm","35 to 39","Tennessee","2021","138","447,207","30.86","--","3,865"
"Firearm","35 to 39","Tennessee","2020","126","444,899","28.32","--","3,526"
"Firearm","35 to 39","Tennessee","2019","107","435,283","24.58","--","3,013"
"Firearm","35 to 39","Tennessee","2018","91","433,430","21.00","--","2,555"
"Firearm","35 to 39","Texas","2023","402","2,187,529","18.38","--","11,236"
"Firearm","35 to 39","Texas","2022","414","2,159,547","19.17","--","11,633"
"Firearm","35 to 39","Texas","2021","437","2,129,528","20.52","--","12,247"
"Firearm","35 to 39","Texas","2020","377","2,102,748","17.93","--","10,583"
"Firearm","35 to 39","Texas","2019","317","2,065,579","15.35","--","8,856"
"Firearm","35 to 39","Texas","2018","315","2,027,110","15.54","--","8,835"
"Firearm","35 to 39","Utah","2023","58","226,098","25.65","--","1,630"
"Firearm","35 to 39","Utah","2022","47","228,324","20.59","--","1,317"
"Firearm","35 to 39","Utah","2021","44","231,695","18.99","--","1,224"
"Firearm","35 to 39","Utah","2020","39","233,445","16.71","--","1,093"
"Firearm","35 to 39","Utah","2019","49","231,278","21.19","--","1,372"
"Firearm","35 to 39","Utah","2018","52","231,644","22.45","--","1,465"
"Firearm","35 to 39","Vermont","2023","12**","40,632","29.53**","--","335"
"Firearm","35 to 39","Vermont","2022","12**","40,352","29.74**","--","330"
"Firearm","35 to 39","Vermont","2021","--","39,814","--","--","--"
"Firearm","35 to 39","Vermont","2020","--","39,041","--","--","--"
"Firearm","35 to 39","Vermont","2019","--","37,059","--","--","--"
"Firearm","35 to 39","Vermont","2018","--","36,693","--","--","--"
"Firearm","35 to 39","Virginia","2023","97","598,913","16.20","--","2,719"
"Firearm","35 to 39","Virginia","2022","119","597,852","19.91","--","3,347"
"Firearm","35 to 39","Virginia","2021","112","596,946","18.76","--","3,130"
"Firearm","35 to 39","Virginia","2020","84","594,870","14.12","--","2,352"
"Firearm","35 to 39","Virginia","2019","84","583,248","14.40","--","2,349"
"Firearm","35 to 39","Virginia","2018","83","577,867","14.36","--","2,321"
"Firearm","35 to 39","Washington","2023","86","586,826","14.66","--","2,394"
"Firearm","35 to 39","Washington","2022","84","581,649","14.44","--","2,357"
"Firearm","35 to 39","Washington","2021","79","577,577","13.68","--","2,208"
"Firearm","35 to 39","Washington","2020","87","570,632","15.25","--","2,461"
"Firearm","35 to 39","Washington","2019","67","551,529","12.15","--","1,878"
"Firearm","35 to 39","Washington","2018","62","536,899","11.55","--","1,759"
"Firearm","35 to 39","West Virginia","2023","21","101,091","20.77","--","583"
"Firearm","35 to 39","West Virginia","2022","24","101,987","23.53","--","677"
"Firearm","35 to 39","West Virginia","2021","24","103,639","23.16","--","666"
"Firearm","35 to 39","West Virginia","2020","30","105,373","28.47","--","827"
"Firearm","35 to 39","West Virginia","2019","22","106,510","20.66","--","604"
"Firearm","35 to 39","West Virginia","2018","26","109,146","23.82","--","733"
"Firearm","35 to 39","Wisconsin","2023","60","371,239","16.16","--","1,682"
"Firearm","35 to 39","Wisconsin","2022","58","374,737","15.48","--","1,641"
"Firearm","35 to 39","Wisconsin","2021","67","378,830","17.69","--","1,887"
"Firearm","35 to 39","Wisconsin","2020","69","380,873","18.12","--","1,931"
"Firearm","35 to 39","Wisconsin","2019","47","373,775","12.57","--","1,333"
"Firearm","35 to 39","Wisconsin","2018","47","371,694","12.65","--","1,321"
"Firearm","35 to 39","Wyoming","2023","14**","39,018","35.88**","--","392"
"Firearm","35 to 39","Wyoming","2022","15**","39,621","37.86**","--","417"
"Firearm","35 to 39","Wyoming","2021","10**","39,843","25.10**","--","283"
"Firearm","35 to 39","Wyoming","2020","15**","39,727","37.76**","--","418"
"Firearm","35 to 39","Wyoming","2019","11**","39,804","27.64**","--","300"
"Firearm","35 to 39","Wyoming","2018","17**","39,268","43.29**","--","468"
"Firearm","40 to 44","Alabama","2023","104","315,601","32.95","--","2,390"
"Firearm","40 to 44","Alabama","2022","97","312,217","31.07","--","2,232"
"Firearm","40 to 44","Alabama","2021","83","308,323","26.92","--","1,920"
"Firearm","40 to 44","Alabama","2020","95","302,837","31.37","--","2,206"
"Firearm","40 to 44","Alabama","2019","94","289,340","32.49","--","2,163"
"Firearm","40 to 44","Alabama","2018","73","287,921","25.35","--","1,693"
"Firearm","40 to 44","Alaska","2023","15**","49,940","30.04**","--","350"
"Firearm","40 to 44","Alaska","2022","12**","48,199","24.90**","--","280"
"Firearm","40 to 44","Alaska","2021","14**","46,710","29.97**","--","327"
"Firearm","40 to 44","Alaska","2020","--","45,158","--","--","--"
"Firearm","40 to 44","Alaska","2019","10**","43,447","23.02**","--","240"
"Firearm","40 to 44","Alaska","2018","--","42,830","--","--","--"
"Firearm","40 to 44","Arizona","2023","121","464,932","26.03","--","2,801"
"Firearm","40 to 44","Arizona","2022","122","455,818","26.77","--","2,814"
"Firearm","40 to 44","Arizona","2021","93","444,749","20.91","--","2,147"
"Firearm","40 to 44","Arizona","2020","86","432,028","19.91","--","1,997"
"Firearm","40 to 44","Arizona","2019","68","428,972","15.85","--","1,567"
"Firearm","40 to 44","Arizona","2018","59","421,227","14.01","--","1,335"
"Firearm","40 to 44","Arkansas","2023","56","194,134","28.85","--","1,280"
"Firearm","40 to 44","Arkansas","2022","51","191,239","26.67","--","1,190"
"Firearm","40 to 44","Arkansas","2021","58","187,524","30.93","--","1,339"
"Firearm","40 to 44","Arkansas","2020","53","182,905","28.98","--","1,233"
"Firearm","40 to 44","Arkansas","2019","40","178,278","22.44","--","927"
"Firearm","40 to 44","Arkansas","2018","42","176,657","23.78","--","973"
"Firearm","40 to 44","California","2023","293","2,648,821","11.06","--","6,728"
"Firearm","40 to 44","California","2022","294","2,615,677","11.24","--","6,814"
"Firearm","40 to 44","California","2021","293","2,588,659","11.32","--","6,754"
"Firearm","40 to 44","California","2020","249","2,561,370","9.72","--","5,716"
"Firearm","40 to 44","California","2019","205","2,496,802","8.21","--","4,725"
"Firearm","40 to 44","California","2018","188","2,489,933","7.55","--","4,326"
"Firearm","40 to 44","Colorado","2023","89","415,754","21.41","--","2,054"
"Firearm","40 to 44","Colorado","2022","74","406,084","18.22","--","1,699"
"Firearm","40 to 44","Colorado","2021","75","396,615","18.91","--","1,727"
"Firearm","40 to 44","Colorado","2020","69","385,184","17.91","--","1,601"
"Firearm","40 to 44","Colorado","2019","64","372,814","17.17","--","1,494"
"Firearm","40 to 44","Colorado","2018","69","365,318","18.89","--","1,606"
"Firearm","40 to 44","Connecticut","2023","21","228,909","9.17","--","481"
"Firearm","40 to 44","Connecticut","2022","--","224,953","--","--","--"
"Firearm","40 to 44","Connecticut","2021","12**","220,272","5.45**","--","275"
"Firearm","40 to 44","Connecticut","2020","13**","215,261","6.04**","--","297"
"Firearm","40 to 44","Connecticut","2019","19**","207,218","9.17**","--","438"
"Firearm","40 to 44","Connecticut","2018","14**","205,583","6.81**","--","319"
"Firearm","40 to 44","Delaware","2023","--","61,923","--","--","--"
"Firearm","40 to 44","Delaware","2022","--","60,436","--","--","--"
"Firearm","40 to 44","Delaware","2021","13**","58,650","22.17**","--","296"
"Firearm","40 to 44","Delaware","2020","--","56,547","--","--","--"
"Firearm","40 to 44","Delaware","2019","--","53,902","--","--","--"
"Firearm","40 to 44","Delaware","2018","--","52,570","--","--","--"
"Firearm","40 to 44","District of Columbia","2023","19**","50,656","37.51**","--","435"
"Firearm","40 to 44","District of Columbia","2022","--","48,722","--","--","--"
"Firearm","40 to 44","District of Columbia","2021","15**","47,220","31.77**","--","340"
"Firearm","40 to 44","District of Columbia","2020","12**","46,463","25.83**","--","276"
"Firearm","40 to 44","District of Columbia","2019","--","45,128","--","--","--"
"Firearm","40 to 44","District of Columbia","2018","--","43,179","--","--","--"
"Firearm","40 to 44","Florida","2023","222","1,419,495","15.64","--","5,122"
"Firearm","40 to 44","Florida","2022","213","1,376,590","15.47","--","4,898"
"Firearm","40 to 44","Florida","2021","198","1,331,062","14.88","--","4,590"
"Firearm","40 to 44","Florida","2020","204","1,298,764","15.71","--","4,711"
"Firearm","40 to 44","Florida","2019","167","1,264,424","13.21","--","3,847"
"Firearm","40 to 44","Florida","2018","182","1,247,893","14.59","--","4,181"
"Firearm","40 to 44","Georgia","2023","144","734,303","19.61","--","3,330"
"Firearm","40 to 44","Georgia","2022","162","720,899","22.47","--","3,699"
"Firearm","40 to 44","Georgia","2021","170","706,295","24.07","--","3,921"
"Firearm","40 to 44","Georgia","2020","128","693,096","18.47","--","2,976"
"Firearm","40 to 44","Georgia","2019","126","672,349","18.74","--","2,919"
"Firearm","40 to 44","Georgia","2018","123","666,743","18.45","--","2,813"
"Firearm","40 to 44","Hawaii","2023","--","94,767","--","--","--"
"Firearm","40 to 44","Hawaii","2022","--","93,447","--","--","--"
"Firearm","40 to 44","Hawaii","2021","--","91,886","--","--","--"
"Firearm","40 to 44","Hawaii","2020","--","90,366","--","--","--"
"Firearm","40 to 44","Hawaii","2019","--","84,728","--","--","--"
"Firearm","40 to 44","Hawaii","2018","--","83,953","--","--","--"
"Firearm","40 to 44","Idaho","2023","35","129,511","27.03","--","828"
"Firearm","40 to 44","Idaho","2022","23","126,476","18.19","--","530"
"Firearm","40 to 44","Idaho","2021","23","121,996","18.85","--","534"
"Firearm","40 to 44","Idaho","2020","31","115,382","26.87","--","721"
"Firearm","40 to 44","Idaho","2019","14**","109,259","12.81**","--","320"
"Firearm","40 to 44","Idaho","2018","14**","104,974","13.34**","--","323"
"Firearm","40 to 44","Illinois","2023","134","834,813","16.05","--","3,090"
"Firearm","40 to 44","Illinois","2022","137","829,857","16.51","--","3,205"
"Firearm","40 to 44","Illinois","2021","126","826,086","15.25","--","2,908"
"Firearm","40 to 44","Illinois","2020","117","817,276","14.32","--","2,686"
"Firearm","40 to 44","Illinois","2019","93","786,072","11.83","--","2,152"
"Firearm","40 to 44","Illinois","2018","101","783,210","12.90","--","2,329"
"Firearm","40 to 44","Indiana","2023","91","436,801","20.83","--","2,112"
"Firearm","40 to 44","Indiana","2022","76","431,879","17.60","--","1,736"
"Firearm","40 to 44","Indiana","2021","71","425,893","16.67","--","1,635"
"Firearm","40 to 44","Indiana","2020","76","416,490","18.25","--","1,732"
"Firearm","40 to 44","Indiana","2019","59","401,850","14.68","--","1,353"
"Firearm","40 to 44","Indiana","2018","76","396,374","19.17","--","1,763"
"Firearm","40 to 44","Iowa","2023","30","206,174","14.55","--","684"
"Firearm","40 to 44","Iowa","2022","18**","202,901","8.87**","--","420"
"Firearm","40 to 44","Iowa","2021","23","198,481","11.59","--","539"
"Firearm","40 to 44","Iowa","2020","28","191,916","14.59","--","648"
"Firearm","40 to 44","Iowa","2019","19**","183,077","10.38**","--","435"
"Firearm","40 to 44","Iowa","2018","16**","177,606","9.01**","--","370"
"Firearm","40 to 44","Kansas","2023","36","189,883","18.96","--","821"
"Firearm","40 to 44","Kansas","2022","43","186,297","23.08","--","980"
"Firearm","40 to 44","Kansas","2021","42","182,471","23.02","--","984"
"Firearm","40 to 44","Kansas","2020","29","177,344","16.35","--","672"
"Firearm","40 to 44","Kansas","2019","27","169,646","15.92","--","618"
"Firearm","40 to 44","Kansas","2018","29","166,397","17.43","--","673"
"Firearm","40 to 44","Kentucky","2023","73","286,815","25.45","--","1,670"
"Firearm","40 to 44","Kentucky","2022","87","285,657","30.46","--","2,007"
"Firearm","40 to 44","Kentucky","2021","63","283,765","22.20","--","1,466"
"Firearm","40 to 44","Kentucky","2020","62","279,650","22.17","--","1,439"
"Firearm","40 to 44","Kentucky","2019","58","270,704","21.43","--","1,351"
"Firearm","40 to 44","Kentucky","2018","56","268,781","20.84","--","1,282"
"Firearm","40 to 44","Louisiana","2023","111","301,747","36.79","--","2,553"
"Firearm","40 to 44","Louisiana","2022","101","297,632","33.94","--","2,337"
"Firearm","40 to 44","Louisiana","2021","91","293,639","30.99","--","2,122"
"Firearm","40 to 44","Louisiana","2020","79","286,288","27.60","--","1,829"
"Firearm","40 to 44","Louisiana","2019","92","275,183","33.43","--","2,118"
"Firearm","40 to 44","Louisiana","2018","79","270,026","29.26","--","1,802"
"Firearm","40 to 44","Maine","2023","22","84,752","25.96","--","505"
"Firearm","40 to 44","Maine","2022","13**","82,798","15.70**","--","297"
"Firearm","40 to 44","Maine","2021","17**","80,765","21.05**","--","381"
"Firearm","40 to 44","Maine","2020","10**","78,146","12.80**","--","234"
"Firearm","40 to 44","Maine","2019","15**","74,953","20.01**","--","344"
"Firearm","40 to 44","Maine","2018","--","74,254","--","--","--"
"Firearm","40 to 44","Maryland","2023","55","418,024","13.16","--","1,282"
"Firearm","40 to 44","Maryland","2022","66","410,565","16.08","--","1,515"
"Firearm","40 to 44","Maryland","2021","77","403,208","19.10","--","1,781"
"Firearm","40 to 44","Maryland","2020","43","393,335","10.93","--","976"
"Firearm","40 to 44","Maryland","2019","47","371,921","12.64","--","1,076"
"Firearm","40 to 44","Maryland","2018","44","366,192","12.02","--","1,014"
"Firearm","40 to 44","Massachusetts","2023","20**","443,717","4.51**","--","462"
"Firearm","40 to 44","Massachusetts","2022","21","435,746","4.82","--","486"
"Firearm","40 to 44","Massachusetts","2021","11**","428,528","2.57**","--","253"
"Firearm","40 to 44","Massachusetts","2020","22","421,687","5.22","--","506"
"Firearm","40 to 44","Massachusetts","2019","14**","403,500","3.47**","--","308"
"Firearm","40 to 44","Massachusetts","2018","14**","400,114","3.50**","--","321"
"Firearm","40 to 44","Michigan","2023","91","610,010","14.92","--","2,098"
"Firearm","40 to 44","Michigan","2022","117","604,457","19.36","--","2,685"
"Firearm","40 to 44","Michigan","2021","113","597,109","18.93","--","2,590"
"Firearm","40 to 44","Michigan","2020","98","586,383","16.71","--","2,266"
"Firearm","40 to 44","Michigan","2019","86","566,322","15.19","--","1,994"
"Firearm","40 to 44","Michigan","2018","95","562,602","16.89","--","2,190"
"Firearm","40 to 44","Minnesota","2023","44","388,578","11.32","--","1,008"
"Firearm","40 to 44","Minnesota","2022","33","379,658","8.69","--","769"
"Firearm","40 to 44","Minnesota","2021","45","369,278","12.19","--","1,052"
"Firearm","40 to 44","Minnesota","2020","31","355,896","8.71","--","716"
"Firearm","40 to 44","Minnesota","2019","36","336,944","10.68","--","833"
"Firearm","40 to 44","Minnesota","2018","34","326,545","10.41","--","775"
"Firearm","40 to 44","Mississippi","2023","57","185,635","30.71","--","1,315"
"Firearm","40 to 44","Mississippi","2022","79","184,650","42.78","--","1,822"
"Firearm","40 to 44","Mississippi","2021","94","183,166","51.32","--","2,163"
"Firearm","40 to 44","Mississippi","2020","61","180,274","33.84","--","1,421"
"Firearm","40 to 44","Mississippi","2019","60","176,901","33.92","--","1,393"
"Firearm","40 to 44","Mississippi","2018","38","175,579","21.64","--","895"
"Firearm","40 to 44","Missouri","2023","118","398,042","29.65","--","2,694"
"Firearm","40 to 44","Missouri","2022","115","390,639","29.44","--","2,656"
"Firearm","40 to 44","Missouri","2021","97","381,837","25.40","--","2,259"
"Firearm","40 to 44","Missouri","2020","104","370,257","28.09","--","2,396"
"Firearm","40 to 44","Missouri","2019","93","356,560","26.08","--","2,147"
"Firearm","40 to 44","Missouri","2018","89","350,301","25.41","--","2,064"
"Firearm","40 to 44","Montana","2023","20**","73,788","27.11**","--","447"
"Firearm","40 to 44","Montana","2022","14**","71,664","19.54**","--","326"
"Firearm","40 to 44","Montana","2021","22","68,507","32.11","--","515"
"Firearm","40 to 44","Montana","2020","15**","65,165","23.02**","--","342"
"Firearm","40 to 44","Montana","2019","19**","61,289","31.00**","--","435"
"Firearm","40 to 44","Montana","2018","12**","59,224","20.26**","--","270"
"Firearm","40 to 44","Nebraska","2023","12**","129,987","9.23**","--","281"
"Firearm","40 to 44","Nebraska","2022","16**","127,011","12.60**","--","367"
"Firearm","40 to 44","Nebraska","2021","12**","123,519","9.72**","--","284"
"Firearm","40 to 44","Nebraska","2020","10**","119,271","8.38**","--","225"
"Firearm","40 to 44","Nebraska","2019","--","113,034","--","--","--"
"Firearm","40 to 44","Nebraska","2018","--","110,905","--","--","--"
