"Notes","State of Residence","State of Residence Code","Infant Birth Weight 12","Infant Birth Weight 12 Code",Births
,"Washington","53","2000 - 2499 grams","05",3750
,"Washington","53","2500 - 2999 grams","06",13908
,"Washington","53","3000 - 3499 grams","07",32935
,"Washington","53","3500 - 3999 grams","08",25802
,"Washington","53","4000 - 4499 grams","09",7688
,"Washington","53","4500 - 4999 grams","10",1236
,"Washington","53","5000 - 8165 grams","11",134
,"Washington","53","Unknown or Not Stated","12",83
,"West Virginia","54","499 grams or less","01",20
,"West Virginia","54","500 - 999 grams","02",110
,"West Virginia","54","1000 - 1499 grams","03",165
,"West Virginia","54","1500 - 1999 grams","04",343
,"West Virginia","54","2000 - 2499 grams","05",1143
,"West Virginia","54","2500 - 2999 grams","06",3602
,"West Virginia","54","3000 - 3499 grams","07",7079
,"West Virginia","54","3500 - 3999 grams","08",4771
,"West Virginia","54","4000 - 4499 grams","09",1230
,"West Virginia","54","4500 - 4999 grams","10",185
,"West Virginia","54","5000 - 8165 grams","11",23
,"West Virginia","54","Unknown or Not Stated","12",Suppressed
,"Wisconsin","55","499 grams or less","01",98
,"Wisconsin","55","500 - 999 grams","02",292
,"Wisconsin","55","1000 - 1499 grams","03",405
,"Wisconsin","55","1500 - 1999 grams","04",1040
,"Wisconsin","55","2000 - 2499 grams","05",3133
,"Wisconsin","55","2500 - 2999 grams","06",10793
,"Wisconsin","55","3000 - 3499 grams","07",23946
,"Wisconsin","55","3500 - 3999 grams","08",18901
,"Wisconsin","55","4000 - 4499 grams","09",5408
,"Wisconsin","55","4500 - 4999 grams","10",827
,"Wisconsin","55","5000 - 8165 grams","11",88
,"Wisconsin","55","Unknown or Not Stated","12",44
,"Wyoming","56","499 grams or less","01",Suppressed
,"Wyoming","56","500 - 999 grams","02",24
,"Wyoming","56","1000 - 1499 grams","03",35
,"Wyoming","56","1500 - 1999 grams","04",114
,"Wyoming","56","2000 - 2499 grams","05",423
,"Wyoming","56","2500 - 2999 grams","06",1533
,"Wyoming","56","3000 - 3499 grams","07",2912
,"Wyoming","56","3500 - 3999 grams","08",1533
,"Wyoming","56","4000 - 4499 grams","09",290
,"Wyoming","56","4500 - 4999 grams","10",30
,"Wyoming","56","5000 - 8165 grams","11",Suppressed
,"Wyoming","56","Unknown or Not Stated","12",0
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"Year: 2017"
"Group By: State of Residence; Infant Birth Weight 12"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 15, 2026 8:17:00 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 15, 2026 8:17:00 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
