"Intent or Manner","Age Group","State","Race","Death Count","Population","Crude Rate"
"Homicide","85+","Georgia","White","--","116,451","--"
"Homicide","85+","Georgia","Black","--","31,876","--"
"Homicide","85+","Hawaii","White","--","8,280","--"
"Homicide","85+","Hawaii","Black","--","204","--"
"Homicide","85+","Idaho","White","--","30,197","--"
"Homicide","85+","Idaho","Black","--","71","--"
"Homicide","85+","Illinois","White","--","215,666","--"
"Homicide","85+","Illinois","Black","--","27,388","--"
"Homicide","85+","Indiana","White","--","117,409","--"
"Homicide","85+","Indiana","Black","--","6,727","--"
"Homicide","85+","Iowa","White","--","74,664","--"
"Homicide","85+","Iowa","Black","--","627","--"
"Homicide","85+","Kansas","White","--","57,732","--"
"Homicide","85+","Kansas","Black","--","1,872","--"
"Homicide","85+","Kentucky","White","--","72,950","--"
"Homicide","85+","Kentucky","Black","--","4,037","--"
"Homicide","85+","Louisiana","White","--","59,282","--"
"Homicide","85+","Louisiana","Black","--","16,910","--"
"Homicide","85+","Maine","White","--","32,771","--"
"Homicide","85+","Maine","Black","--","163","--"
"Homicide","85+","Maryland","White","--","86,120","--"
"Homicide","85+","Maryland","Black","--","25,536","--"
"Homicide","85+","Massachusetts","White","--","136,401","--"
"Homicide","85+","Massachusetts","Black","--","6,846","--"
"Homicide","85+","Michigan","White","--","174,193","--"
"Homicide","85+","Michigan","Black","--","18,886","--"
"Homicide","85+","Minnesota","White","--","116,597","--"
"Homicide","85+","Minnesota","Black","--","1,982","--"
"Homicide","85+","Mississippi","White","--","38,975","--"
"Homicide","85+","Mississippi","Black","--","11,845","--"
"Homicide","85+","Missouri","White","--","115,067","--"
"Homicide","85+","Missouri","Black","--","8,621","--"
"Homicide","85+","Montana","White","--","21,673","--"
"Homicide","85+","Montana","Black","--","35","--"
"Homicide","85+","Nebraska","White","--","39,212","--"
"Homicide","85+","Nebraska","Black","--","747","--"
"Homicide","85+","Nevada","White","--","37,663","--"
"Homicide","85+","Nevada","Black","--","2,916","--"
"Homicide","85+","New Hampshire","White","--","29,437","--"
"Homicide","85+","New Hampshire","Black","--","126","--"
"Homicide","85+","New Jersey","White","--","163,370","--"
"Homicide","85+","New Jersey","Black","--","18,968","--"
"Homicide","85+","New Mexico","White","--","36,506","--"
"Homicide","85+","New Mexico","Black","--","567","--"
"Homicide","85+","New York","White","--","357,100","--"
"Homicide","85+","New York","Black","--","58,879","--"
"Homicide","85+","North Carolina","White","--","153,825","--"
"Homicide","85+","North Carolina","Black","--","27,478","--"
"Homicide","85+","North Dakota","White","--","17,891","--"
"Homicide","85+","North Dakota","Black","--","35","--"
"Homicide","85+","Ohio","White","--","214,237","--"
"Homicide","85+","Ohio","Black","--","21,021","--"
"Homicide","85+","Oklahoma","White","--","62,111","--"
"Homicide","85+","Oklahoma","Black","--","2,781","--"
"Homicide","85+","Oregon","White","--","77,219","--"
"Homicide","85+","Oregon","Black","--","755","--"
"Homicide","85+","Pennsylvania","White","--","283,200","--"
"Homicide","85+","Pennsylvania","Black","--","19,606","--"
"Homicide","85+","Rhode Island","White","--","24,191","--"
"Homicide","85+","Rhode Island","Black","--","1,124","--"
"Homicide","85+","South Carolina","White","--","74,055","--"
"Homicide","85+","South Carolina","Black","--","16,459","--"
"Homicide","85+","South Dakota","White","--","19,141","--"
"Homicide","85+","South Dakota","Black","--","36","--"
"Homicide","85+","Tennessee","White","--","104,678","--"
"Homicide","85+","Tennessee","Black","--","11,564","--"
"Homicide","85+","Texas","White","--","180,669","--"
"Homicide","85+","Texas","Black","--","21,581","--"
"Homicide","85+","Utah","White","--","37,176","--"
"Homicide","85+","Utah","Black","--","180","--"
"Homicide","85+","Vermont","White","--","14,067","--"
"Homicide","85+","Vermont","Black","--","60","--"
"Homicide","85+","Virginia","White","--","124,985","--"
"Homicide","85+","Virginia","Black","--","21,837","--"
"Homicide","85+","Washington","White","--","118,907","--"
"Homicide","85+","Washington","Black","--","2,387","--"
"Homicide","85+","West Virginia","White","--","37,099","--"
"Homicide","85+","West Virginia","Black","--","789","--"
"Homicide","85+","Wisconsin","White","--","117,313","--"
"Homicide","85+","Wisconsin","Black","--","2,800","--"
"Homicide","85+","Wyoming","White","--","10,036","--"
"Homicide","85+","Wyoming","Black","--","59","--"
"Homicide","Unknown","Alabama","White","-","-","-"
"Homicide","Unknown","Alabama","Black","-","-","-"
"Homicide","Unknown","Alaska","White","-","-","-"
"Homicide","Unknown","Alaska","Black","-","-","-"
"Homicide","Unknown","Arizona","White","-","-","-"
"Homicide","Unknown","Arizona","Black","-","-","-"
"Homicide","Unknown","Arkansas","White","-","-","-"
"Homicide","Unknown","Arkansas","Black","-","-","-"
"Homicide","Unknown","California","White","-","-","-"
"Homicide","Unknown","California","Black","-","-","-"
"Homicide","Unknown","Colorado","White","-","-","-"
"Homicide","Unknown","Colorado","Black","-","-","-"
"Homicide","Unknown","Connecticut","White","-","-","-"
"Homicide","Unknown","Connecticut","Black","-","-","-"
"Homicide","Unknown","Delaware","White","-","-","-"
"Homicide","Unknown","Delaware","Black","-","-","-"
"Homicide","Unknown","District of Columbia","White","-","-","-"
"Homicide","Unknown","District of Columbia","Black","-","-","-"
"Homicide","Unknown","Florida","White","-","-","-"
"Homicide","Unknown","Florida","Black","-","-","-"
"Homicide","Unknown","Georgia","White","-","-","-"
"Homicide","Unknown","Georgia","Black","-","-","-"
"Homicide","Unknown","Hawaii","White","-","-","-"
"Homicide","Unknown","Hawaii","Black","-","-","-"
"Homicide","Unknown","Idaho","White","-","-","-"
"Homicide","Unknown","Idaho","Black","-","-","-"
"Homicide","Unknown","Illinois","White","-","-","-"
"Homicide","Unknown","Illinois","Black","-","-","-"
"Homicide","Unknown","Indiana","White","-","-","-"
"Homicide","Unknown","Indiana","Black","-","-","-"
"Homicide","Unknown","Iowa","White","-","-","-"
"Homicide","Unknown","Iowa","Black","-","-","-"
"Homicide","Unknown","Kansas","White","-","-","-"
"Homicide","Unknown","Kansas","Black","-","-","-"
"Homicide","Unknown","Kentucky","White","-","-","-"
"Homicide","Unknown","Kentucky","Black","-","-","-"
"Homicide","Unknown","Louisiana","White","-","-","-"
"Homicide","Unknown","Louisiana","Black","-","-","-"
"Homicide","Unknown","Maine","White","-","-","-"
"Homicide","Unknown","Maine","Black","-","-","-"
"Homicide","Unknown","Maryland","White","-","-","-"
"Homicide","Unknown","Maryland","Black","-","-","-"
"Homicide","Unknown","Massachusetts","White","-","-","-"
"Homicide","Unknown","Massachusetts","Black","-","-","-"
"Homicide","Unknown","Michigan","White","-","-","-"
"Homicide","Unknown","Michigan","Black","-","-","-"
"Homicide","Unknown","Minnesota","White","-","-","-"
"Homicide","Unknown","Minnesota","Black","-","-","-"
"Homicide","Unknown","Mississippi","White","-","-","-"
"Homicide","Unknown","Mississippi","Black","-","-","-"
"Homicide","Unknown","Missouri","White","-","-","-"
"Homicide","Unknown","Missouri","Black","-","-","-"
"Homicide","Unknown","Montana","White","-","-","-"
"Homicide","Unknown","Montana","Black","-","-","-"
"Homicide","Unknown","Nebraska","White","-","-","-"
"Homicide","Unknown","Nebraska","Black","-","-","-"
"Homicide","Unknown","Nevada","White","-","-","-"
"Homicide","Unknown","Nevada","Black","-","-","-"
"Homicide","Unknown","New Hampshire","White","-","-","-"
"Homicide","Unknown","New Hampshire","Black","-","-","-"
"Homicide","Unknown","New Jersey","White","-","-","-"
"Homicide","Unknown","New Jersey","Black","-","-","-"
"Homicide","Unknown","New Mexico","White","-","-","-"
"Homicide","Unknown","New Mexico","Black","-","-","-"
"Homicide","Unknown","New York","White","-","-","-"
"Homicide","Unknown","New York","Black","-","-","-"
"Homicide","Unknown","North Carolina","White","-","-","-"
"Homicide","Unknown","North Carolina","Black","-","-","-"
"Homicide","Unknown","North Dakota","White","-","-","-"
"Homicide","Unknown","North Dakota","Black","-","-","-"
"Homicide","Unknown","Ohio","White","-","-","-"
"Homicide","Unknown","Ohio","Black","-","-","-"
"Homicide","Unknown","Oklahoma","White","-","-","-"
"Homicide","Unknown","Oklahoma","Black","-","-","-"
"Homicide","Unknown","Oregon","White","-","-","-"
"Homicide","Unknown","Oregon","Black","-","-","-"
"Homicide","Unknown","Pennsylvania","White","-","-","-"
"Homicide","Unknown","Pennsylvania","Black","-","-","-"
"Homicide","Unknown","Rhode Island","White","-","-","-"
"Homicide","Unknown","Rhode Island","Black","-","-","-"
"Homicide","Unknown","South Carolina","White","-","-","-"
"Homicide","Unknown","South Carolina","Black","-","-","-"
"Homicide","Unknown","South Dakota","White","-","-","-"
"Homicide","Unknown","South Dakota","Black","-","-","-"
"Homicide","Unknown","Tennessee","White","-","-","-"
"Homicide","Unknown","Tennessee","Black","-","-","-"
"Homicide","Unknown","Texas","White","-","-","-"
"Homicide","Unknown","Texas","Black","-","-","-"
"Homicide","Unknown","Utah","White","-","-","-"
"Homicide","Unknown","Utah","Black","-","-","-"
"Homicide","Unknown","Vermont","White","-","-","-"
"Homicide","Unknown","Vermont","Black","-","-","-"
"Homicide","Unknown","Virginia","White","-","-","-"
"Homicide","Unknown","Virginia","Black","-","-","-"
"Homicide","Unknown","Washington","White","-","-","-"
"Homicide","Unknown","Washington","Black","-","-","-"
"Homicide","Unknown","West Virginia","White","-","-","-"
"Homicide","Unknown","West Virginia","Black","-","-","-"
"Homicide","Unknown","Wisconsin","White","-","-","-"
"Homicide","Unknown","Wisconsin","Black","-","-","-"
"Homicide","Unknown","Wyoming","White","-","-","-"
"Homicide","Unknown","Wyoming","Black","-","-","-"
"Undetermined Intent","0 to 4","Alabama","White","--","180,341","--"
"Undetermined Intent","0 to 4","Alabama","Black","--","89,099","--"
"Undetermined Intent","0 to 4","Alaska","White","--","23,352","--"
"Undetermined Intent","0 to 4","Alaska","Black","--","1,810","--"
"Undetermined Intent","0 to 4","Arizona","White","--","296,789","--"
"Undetermined Intent","0 to 4","Arizona","Black","--","27,145","--"
"Undetermined Intent","0 to 4","Arkansas","White","--","127,187","--"
"Undetermined Intent","0 to 4","Arkansas","Black","--","35,259","--"
"Undetermined Intent","0 to 4","California","White","--","918,284","--"
"Undetermined Intent","0 to 4","California","Black","--","84,896","--"
"Undetermined Intent","0 to 4","Colorado","White","--","241,393","--"
"Undetermined Intent","0 to 4","Colorado","Black","--","20,295","--"
"Undetermined Intent","0 to 4","Connecticut","White","--","124,676","--"
"Undetermined Intent","0 to 4","Connecticut","Black","--","30,095","--"
"Undetermined Intent","0 to 4","Delaware","White","--","30,969","--"
"Undetermined Intent","0 to 4","Delaware","Black","--","15,323","--"
"Undetermined Intent","0 to 4","District of Columbia","White","--","15,627","--"
"Undetermined Intent","0 to 4","District of Columbia","Black","--","18,658","--"
"Undetermined Intent","0 to 4","Florida","White","--","533,690","--"
"Undetermined Intent","0 to 4","Florida","Black","--","178,163","--"
"Undetermined Intent","0 to 4","Georgia","White","--","335,064","--"
"Undetermined Intent","0 to 4","Georgia","Black","--","227,140","--"
"Undetermined Intent","0 to 4","Hawaii","White","--","15,012","--"
"Undetermined Intent","0 to 4","Hawaii","Black","--","1,896","--"
"Undetermined Intent","0 to 4","Idaho","White","--","100,323","--"
"Undetermined Intent","0 to 4","Idaho","Black","--","1,752","--"
"Undetermined Intent","0 to 4","Illinois","White","--","481,889","--"
"Undetermined Intent","0 to 4","Illinois","Black","--","116,710","--"
"Undetermined Intent","0 to 4","Indiana","White","15**","313,669","4.78"
"Undetermined Intent","0 to 4","Indiana","Black","10**","53,660","18.64"
"Undetermined Intent","0 to 4","Iowa","White","--","154,058","--"
"Undetermined Intent","0 to 4","Iowa","Black","--","13,703","--"
"Undetermined Intent","0 to 4","Kansas","White","--","141,473","--"
"Undetermined Intent","0 to 4","Kansas","Black","--","13,238","--"
"Undetermined Intent","0 to 4","Kentucky","White","--","213,657","--"
"Undetermined Intent","0 to 4","Kentucky","Black","--","27,248","--"
"Undetermined Intent","0 to 4","Louisiana","White","--","153,492","--"
"Undetermined Intent","0 to 4","Louisiana","Black","--","106,289","--"
"Undetermined Intent","0 to 4","Maine","White","--","54,442","--"
"Undetermined Intent","0 to 4","Maine","Black","--","2,822","--"
"Undetermined Intent","0 to 4","Maryland","White","--","181,975","--"
"Undetermined Intent","0 to 4","Maryland","Black","--","113,480","--"
"Undetermined Intent","0 to 4","Massachusetts","White","--","236,165","--"
"Undetermined Intent","0 to 4","Massachusetts","Black","--","52,496","--"
"Undetermined Intent","0 to 4","Michigan","White","22","380,098","5.79"
"Undetermined Intent","0 to 4","Michigan","Black","12**","98,116","12.23"
"Undetermined Intent","0 to 4","Minnesota","White","--","237,344","--"
"Undetermined Intent","0 to 4","Minnesota","Black","--","40,249","--"
"Undetermined Intent","0 to 4","Mississippi","White","--","89,424","--"
"Undetermined Intent","0 to 4","Mississippi","Black","--","75,092","--"
"Undetermined Intent","0 to 4","Missouri","White","--","266,780","--"
"Undetermined Intent","0 to 4","Missouri","Black","--","52,085","--"
"Undetermined Intent","0 to 4","Montana","White","--","47,093","--"
"Undetermined Intent","0 to 4","Montana","Black","--","490","--"
"Undetermined Intent","0 to 4","Nebraska","White","--","99,031","--"
"Undetermined Intent","0 to 4","Nebraska","Black","--","9,179","--"
"Undetermined Intent","0 to 4","Nevada","White","--","109,375","--"
"Undetermined Intent","0 to 4","Nevada","Black","--","25,766","--"
"Undetermined Intent","0 to 4","New Hampshire","White","--","55,451","--"
"Undetermined Intent","0 to 4","New Hampshire","Black","--","2,002","--"
"Undetermined Intent","0 to 4","New Jersey","White","--","332,263","--"
"Undetermined Intent","0 to 4","New Jersey","Black","--","94,492","--"
"Undetermined Intent","0 to 4","New Mexico","White","--","81,687","--"
"Undetermined Intent","0 to 4","New Mexico","Black","--","3,549","--"
"Undetermined Intent","0 to 4","New York","White","--","657,477","--"
"Undetermined Intent","0 to 4","New York","Black","--","219,142","--"
"Undetermined Intent","0 to 4","North Carolina","White","--","365,980","--"
"Undetermined Intent","0 to 4","North Carolina","Black","--","151,185","--"
"Undetermined Intent","0 to 4","North Dakota","White","--","37,635","--"
"Undetermined Intent","0 to 4","North Dakota","Black","--","3,388","--"
"Undetermined Intent","0 to 4","Ohio","White","--","482,242","--"
"Undetermined Intent","0 to 4","Ohio","Black","--","112,281","--"
"Undetermined Intent","0 to 4","Oklahoma","White","--","149,184","--"
"Undetermined Intent","0 to 4","Oklahoma","Black","--","23,449","--"
"Undetermined Intent","0 to 4","Oregon","White","--","161,587","--"
"Undetermined Intent","0 to 4","Oregon","Black","--","6,167","--"
"Undetermined Intent","0 to 4","Pennsylvania","White","--","482,785","--"
"Undetermined Intent","0 to 4","Pennsylvania","Black","--","108,552","--"
"Undetermined Intent","0 to 4","Rhode Island","White","--","37,347","--"
"Undetermined Intent","0 to 4","Rhode Island","Black","--","7,223","--"
"Undetermined Intent","0 to 4","South Carolina","White","--","174,248","--"
"Undetermined Intent","0 to 4","South Carolina","Black","--","86,126","--"
