"Intent or Manner","Age Group","State","Race","Death Count","Population","Crude Rate"
"Legal Intervention","20 to 24","Indiana","Black","--","56,280","--"
"Legal Intervention","20 to 24","Iowa","White","--","203,529","--"
"Legal Intervention","20 to 24","Iowa","Black","--","13,181","--"
"Legal Intervention","20 to 24","Kansas","White","--","184,291","--"
"Legal Intervention","20 to 24","Kansas","Black","--","16,483","--"
"Legal Intervention","20 to 24","Kentucky","White","--","258,883","--"
"Legal Intervention","20 to 24","Kentucky","Black","--","32,644","--"
"Legal Intervention","20 to 24","Louisiana","White","--","178,463","--"
"Legal Intervention","20 to 24","Louisiana","Black","--","119,461","--"
"Legal Intervention","20 to 24","Maine","White","--","71,385","--"
"Legal Intervention","20 to 24","Maine","Black","--","2,480","--"
"Legal Intervention","20 to 24","Maryland","White","--","208,301","--"
"Legal Intervention","20 to 24","Maryland","Black","--","130,750","--"
"Legal Intervention","20 to 24","Massachusetts","White","--","375,819","--"
"Legal Intervention","20 to 24","Massachusetts","Black","--","51,126","--"
"Legal Intervention","20 to 24","Michigan","White","--","525,093","--"
"Legal Intervention","20 to 24","Michigan","Black","--","107,139","--"
"Legal Intervention","20 to 24","Minnesota","White","--","289,837","--"
"Legal Intervention","20 to 24","Minnesota","Black","--","34,188","--"
"Legal Intervention","20 to 24","Mississippi","White","--","113,911","--"
"Legal Intervention","20 to 24","Mississippi","Black","--","87,800","--"
"Legal Intervention","20 to 24","Missouri","White","--","334,793","--"
"Legal Intervention","20 to 24","Missouri","Black","--","55,686","--"
"Legal Intervention","20 to 24","Montana","White","--","66,748","--"
"Legal Intervention","20 to 24","Montana","Black","--","890","--"
"Legal Intervention","20 to 24","Nebraska","White","--","122,100","--"
"Legal Intervention","20 to 24","Nebraska","Black","--","8,495","--"
"Legal Intervention","20 to 24","Nevada","White","--","137,404","--"
"Legal Intervention","20 to 24","Nevada","Black","--","23,445","--"
"Legal Intervention","20 to 24","New Hampshire","White","--","78,484","--"
"Legal Intervention","20 to 24","New Hampshire","Black","--","2,355","--"
"Legal Intervention","20 to 24","New Jersey","White","--","397,324","--"
"Legal Intervention","20 to 24","New Jersey","Black","--","100,941","--"
"Legal Intervention","20 to 24","New Mexico","White","--","118,089","--"
"Legal Intervention","20 to 24","New Mexico","Black","--","5,172","--"
"Legal Intervention","20 to 24","New York","White","--","865,371","--"
"Legal Intervention","20 to 24","New York","Black","--","248,202","--"
"Legal Intervention","20 to 24","North Carolina","White","--","499,730","--"
"Legal Intervention","20 to 24","North Carolina","Black","--","180,717","--"
"Legal Intervention","20 to 24","North Dakota","White","--","54,872","--"
"Legal Intervention","20 to 24","North Dakota","Black","--","2,593","--"
"Legal Intervention","20 to 24","Ohio","White","--","602,331","--"
"Legal Intervention","20 to 24","Ohio","Black","--","116,570","--"
"Legal Intervention","20 to 24","Oklahoma","White","--","200,949","--"
"Legal Intervention","20 to 24","Oklahoma","Black","--","27,499","--"
"Legal Intervention","20 to 24","Oregon","White","--","221,973","--"
"Legal Intervention","20 to 24","Oregon","Black","--","7,756","--"
"Legal Intervention","20 to 24","Pennsylvania","White","--","643,288","--"
"Legal Intervention","20 to 24","Pennsylvania","Black","--","123,305","--"
"Legal Intervention","20 to 24","Rhode Island","White","--","60,888","--"
"Legal Intervention","20 to 24","Rhode Island","Black","--","8,507","--"
"Legal Intervention","20 to 24","South Carolina","White","--","226,532","--"
"Legal Intervention","20 to 24","South Carolina","Black","--","104,775","--"
"Legal Intervention","20 to 24","South Dakota","White","--","50,224","--"
"Legal Intervention","20 to 24","South Dakota","Black","--","1,926","--"
"Legal Intervention","20 to 24","Tennessee","White","--","357,420","--"
"Legal Intervention","20 to 24","Tennessee","Black","--","91,576","--"
"Legal Intervention","20 to 24","Texas","White","--","968,701","--"
"Legal Intervention","20 to 24","Texas","Black","--","222,580","--"
"Legal Intervention","20 to 24","Utah","White","--","265,862","--"
"Legal Intervention","20 to 24","Utah","Black","--","5,181","--"
"Legal Intervention","20 to 24","Vermont","White","--","41,427","--"
"Legal Intervention","20 to 24","Vermont","Black","--","1,168","--"
"Legal Intervention","20 to 24","Virginia","White","--","392,248","--"
"Legal Intervention","20 to 24","Virginia","Black","--","127,737","--"
"Legal Intervention","20 to 24","Washington","White","--","366,738","--"
"Legal Intervention","20 to 24","Washington","Black","--","28,153","--"
"Legal Intervention","20 to 24","West Virginia","White","--","104,864","--"
"Legal Intervention","20 to 24","West Virginia","Black","--","5,565","--"
"Legal Intervention","20 to 24","Wisconsin","White","--","341,260","--"
"Legal Intervention","20 to 24","Wisconsin","Black","--","32,637","--"
"Legal Intervention","20 to 24","Wyoming","White","--","35,389","--"
"Legal Intervention","20 to 24","Wyoming","Black","--","755","--"
"Legal Intervention","25 to 29","Alabama","White","--","208,303","--"
"Legal Intervention","25 to 29","Alabama","Black","--","97,392","--"
"Legal Intervention","25 to 29","Alaska","White","--","33,722","--"
"Legal Intervention","25 to 29","Alaska","Black","--","2,657","--"
"Legal Intervention","25 to 29","Arizona","White","--","398,591","--"
"Legal Intervention","25 to 29","Arizona","Black","--","34,860","--"
"Legal Intervention","25 to 29","Arkansas","White","--","146,268","--"
"Legal Intervention","25 to 29","Arkansas","Black","--","35,042","--"
"Legal Intervention","25 to 29","California","White","--","1,308,629","--"
"Legal Intervention","25 to 29","California","Black","--","132,463","--"
"Legal Intervention","25 to 29","Colorado","White","--","374,261","--"
"Legal Intervention","25 to 29","Colorado","Black","--","24,799","--"
"Legal Intervention","25 to 29","Connecticut","White","--","165,033","--"
"Legal Intervention","25 to 29","Connecticut","Black","--","35,425","--"
"Legal Intervention","25 to 29","Delaware","White","--","37,662","--"
"Legal Intervention","25 to 29","Delaware","Black","--","16,633","--"
"Legal Intervention","25 to 29","District of Columbia","White","--","39,791","--"
"Legal Intervention","25 to 29","District of Columbia","Black","--","23,847","--"
"Legal Intervention","25 to 29","Florida","White","--","680,730","--"
"Legal Intervention","25 to 29","Florida","Black","--","200,273","--"
"Legal Intervention","25 to 29","Georgia","White","--","406,681","--"
"Legal Intervention","25 to 29","Georgia","Black","--","272,771","--"
"Legal Intervention","25 to 29","Hawaii","White","--","25,925","--"
"Legal Intervention","25 to 29","Hawaii","Black","--","3,784","--"
"Legal Intervention","25 to 29","Idaho","White","--","112,805","--"
"Legal Intervention","25 to 29","Idaho","Black","--","1,814","--"
"Legal Intervention","25 to 29","Illinois","White","--","605,241","--"
"Legal Intervention","25 to 29","Illinois","Black","--","143,191","--"
"Legal Intervention","25 to 29","Indiana","White","--","358,013","--"
"Legal Intervention","25 to 29","Indiana","Black","--","55,315","--"
"Legal Intervention","25 to 29","Iowa","White","--","171,023","--"
"Legal Intervention","25 to 29","Iowa","Black","--","12,446","--"
"Legal Intervention","25 to 29","Kansas","White","--","154,576","--"
"Legal Intervention","25 to 29","Kansas","Black","--","14,518","--"
"Legal Intervention","25 to 29","Kentucky","White","--","246,636","--"
"Legal Intervention","25 to 29","Kentucky","Black","--","30,715","--"
"Legal Intervention","25 to 29","Louisiana","White","--","170,334","--"
"Legal Intervention","25 to 29","Louisiana","Black","--","106,944","--"
"Legal Intervention","25 to 29","Maine","White","--","73,679","--"
"Legal Intervention","25 to 29","Maine","Black","--","2,389","--"
"Legal Intervention","25 to 29","Maryland","White","--","207,857","--"
"Legal Intervention","25 to 29","Maryland","Black","--","133,479","--"
"Legal Intervention","25 to 29","Massachusetts","White","--","363,319","--"
"Legal Intervention","25 to 29","Massachusetts","Black","--","51,433","--"
"Legal Intervention","25 to 29","Michigan","White","--","484,438","--"
"Legal Intervention","25 to 29","Michigan","Black","--","108,908","--"
"Legal Intervention","25 to 29","Minnesota","White","--","282,348","--"
"Legal Intervention","25 to 29","Minnesota","Black","--","33,390","--"
"Legal Intervention","25 to 29","Mississippi","White","--","100,419","--"
"Legal Intervention","25 to 29","Mississippi","Black","--","78,243","--"
"Legal Intervention","25 to 29","Missouri","White","--","314,942","--"
"Legal Intervention","25 to 29","Missouri","Black","--","55,274","--"
"Legal Intervention","25 to 29","Montana","White","--","62,246","--"
"Legal Intervention","25 to 29","Montana","Black","--","770","--"
"Legal Intervention","25 to 29","Nebraska","White","--","106,372","--"
"Legal Intervention","25 to 29","Nebraska","Black","--","8,554","--"
"Legal Intervention","25 to 29","Nevada","White","--","152,178","--"
"Legal Intervention","25 to 29","Nevada","Black","--","28,186","--"
"Legal Intervention","25 to 29","New Hampshire","White","--","78,533","--"
"Legal Intervention","25 to 29","New Hampshire","Black","--","2,383","--"
"Legal Intervention","25 to 29","New Jersey","White","--","389,303","--"
"Legal Intervention","25 to 29","New Jersey","Black","--","104,093","--"
"Legal Intervention","25 to 29","New Mexico","White","--","107,156","--"
"Legal Intervention","25 to 29","New Mexico","Black","--","4,727","--"
"Legal Intervention","25 to 29","New York","White","--","887,577","--"
"Legal Intervention","25 to 29","New York","Black","--","261,092","--"
"Legal Intervention","25 to 29","North Carolina","White","--","468,805","--"
"Legal Intervention","25 to 29","North Carolina","Black","--","173,348","--"
"Legal Intervention","25 to 29","North Dakota","White","--","44,860","--"
"Legal Intervention","25 to 29","North Dakota","Black","--","2,797","--"
"Legal Intervention","25 to 29","Ohio","White","--","586,432","--"
"Legal Intervention","25 to 29","Ohio","Black","--","119,059","--"
"Legal Intervention","25 to 29","Oklahoma","White","--","183,119","--"
"Legal Intervention","25 to 29","Oklahoma","Black","--","25,642","--"
"Legal Intervention","25 to 29","Oregon","White","--","232,336","--"
"Legal Intervention","25 to 29","Oregon","Black","--","8,915","--"
"Legal Intervention","25 to 29","Pennsylvania","White","--","615,684","--"
"Legal Intervention","25 to 29","Pennsylvania","Black","--","122,841","--"
"Legal Intervention","25 to 29","Rhode Island","White","--","57,055","--"
"Legal Intervention","25 to 29","Rhode Island","Black","--","8,130","--"
"Legal Intervention","25 to 29","South Carolina","White","--","213,793","--"
"Legal Intervention","25 to 29","South Carolina","Black","--","95,617","--"
"Legal Intervention","25 to 29","South Dakota","White","--","45,508","--"
"Legal Intervention","25 to 29","South Dakota","Black","--","1,969","--"
"Legal Intervention","25 to 29","Tennessee","White","--","363,007","--"
"Legal Intervention","25 to 29","Tennessee","Black","--","93,553","--"
"Legal Intervention","25 to 29","Texas","White","--","997,897","--"
"Legal Intervention","25 to 29","Texas","Black","--","247,990","--"
"Legal Intervention","25 to 29","Utah","White","--","226,852","--"
"Legal Intervention","25 to 29","Utah","Black","--","5,355","--"
"Legal Intervention","25 to 29","Vermont","White","--","34,440","--"
"Legal Intervention","25 to 29","Vermont","Black","--","895","--"
"Legal Intervention","25 to 29","Virginia","White","--","377,098","--"
"Legal Intervention","25 to 29","Virginia","Black","--","126,319","--"
"Legal Intervention","25 to 29","Washington","White","--","401,822","--"
"Legal Intervention","25 to 29","Washington","Black","--","30,976","--"
"Legal Intervention","25 to 29","West Virginia","White","--","95,321","--"
"Legal Intervention","25 to 29","West Virginia","Black","--","5,141","--"
"Legal Intervention","25 to 29","Wisconsin","White","--","301,974","--"
"Legal Intervention","25 to 29","Wisconsin","Black","--","32,272","--"
"Legal Intervention","25 to 29","Wyoming","White","--","31,459","--"
"Legal Intervention","25 to 29","Wyoming","Black","--","573","--"
"Legal Intervention","30 to 34","Alabama","White","--","221,016","--"
"Legal Intervention","30 to 34","Alabama","Black","--","101,298","--"
"Legal Intervention","30 to 34","Alaska","White","--","37,587","--"
"Legal Intervention","30 to 34","Alaska","Black","--","2,605","--"
"Legal Intervention","30 to 34","Arizona","White","--","400,296","--"
"Legal Intervention","30 to 34","Arizona","Black","--","36,454","--"
"Legal Intervention","30 to 34","Arkansas","White","--","154,054","--"
"Legal Intervention","30 to 34","Arkansas","Black","--","34,888","--"
"Legal Intervention","30 to 34","California","White","11**","1,394,002","0.79"
"Legal Intervention","30 to 34","California","Black","--","147,840","--"
"Legal Intervention","30 to 34","Colorado","White","--","399,639","--"
"Legal Intervention","30 to 34","Colorado","Black","--","26,098","--"
"Legal Intervention","30 to 34","Connecticut","White","--","167,654","--"
"Legal Intervention","30 to 34","Connecticut","Black","--","37,599","--"
"Legal Intervention","30 to 34","Delaware","White","--","43,963","--"
"Legal Intervention","30 to 34","Delaware","Black","--","17,454","--"
"Legal Intervention","30 to 34","District of Columbia","White","--","40,917","--"
"Legal Intervention","30 to 34","District of Columbia","Black","--","26,733","--"
"Legal Intervention","30 to 34","Florida","White","--","754,132","--"
"Legal Intervention","30 to 34","Florida","Black","--","217,922","--"
"Legal Intervention","30 to 34","Georgia","White","--","421,111","--"
"Legal Intervention","30 to 34","Georgia","Black","--","284,269","--"
"Legal Intervention","30 to 34","Hawaii","White","--","27,147","--"
"Legal Intervention","30 to 34","Hawaii","Black","--","3,551","--"
"Legal Intervention","30 to 34","Idaho","White","--","115,796","--"
"Legal Intervention","30 to 34","Idaho","Black","--","1,751","--"
"Legal Intervention","30 to 34","Illinois","White","--","624,807","--"
"Legal Intervention","30 to 34","Illinois","Black","--","144,191","--"
"Legal Intervention","30 to 34","Indiana","White","--","367,915","--"
"Legal Intervention","30 to 34","Indiana","Black","--","56,145","--"
"Legal Intervention","30 to 34","Iowa","White","--","171,785","--"
"Legal Intervention","30 to 34","Iowa","Black","--","12,583","--"
"Legal Intervention","30 to 34","Kansas","White","--","155,929","--"
"Legal Intervention","30 to 34","Kansas","Black","--","14,363","--"
"Legal Intervention","30 to 34","Kentucky","White","--","255,261","--"
"Legal Intervention","30 to 34","Kentucky","Black","--","30,638","--"
"Legal Intervention","30 to 34","Louisiana","White","--","191,021","--"
"Legal Intervention","30 to 34","Louisiana","Black","--","110,877","--"
"Legal Intervention","30 to 34","Maine","White","--","81,521","--"
"Legal Intervention","30 to 34","Maine","Black","--","2,306","--"
"Legal Intervention","30 to 34","Maryland","White","--","229,640","--"
"Legal Intervention","30 to 34","Maryland","Black","--","147,207","--"
"Legal Intervention","30 to 34","Massachusetts","White","--","370,231","--"
"Legal Intervention","30 to 34","Massachusetts","Black","--","53,899","--"
"Legal Intervention","30 to 34","Michigan","White","--","499,593","--"
"Legal Intervention","30 to 34","Michigan","Black","--","115,573","--"
"Legal Intervention","30 to 34","Minnesota","White","--","294,177","--"
"Legal Intervention","30 to 34","Minnesota","Black","--","36,830","--"
"Legal Intervention","30 to 34","Mississippi","White","--","106,229","--"
"Legal Intervention","30 to 34","Mississippi","Black","--","78,329","--"
"Legal Intervention","30 to 34","Missouri","White","--","329,572","--"
"Legal Intervention","30 to 34","Missouri","Black","--","57,677","--"
"Legal Intervention","30 to 34","Montana","White","--","64,718","--"
"Legal Intervention","30 to 34","Montana","Black","--","725","--"
"Legal Intervention","30 to 34","Nebraska","White","--","106,113","--"
"Legal Intervention","30 to 34","Nebraska","Black","--","8,612","--"
"Legal Intervention","30 to 34","Nevada","White","--","164,879","--"
"Legal Intervention","30 to 34","Nevada","Black","--","31,678","--"
"Legal Intervention","30 to 34","New Hampshire","White","--","83,513","--"
"Legal Intervention","30 to 34","New Hampshire","Black","--","2,547","--"
"Legal Intervention","30 to 34","New Jersey","White","--","404,148","--"
"Legal Intervention","30 to 34","New Jersey","Black","--","111,781","--"
"Legal Intervention","30 to 34","New Mexico","White","--","110,168","--"
"Legal Intervention","30 to 34","New Mexico","Black","--","4,918","--"
"Legal Intervention","30 to 34","New York","White","--","916,555","--"
"Legal Intervention","30 to 34","New York","Black","--","280,002","--"
"Legal Intervention","30 to 34","North Carolina","White","--","489,469","--"
"Legal Intervention","30 to 34","North Carolina","Black","--","180,918","--"
"Legal Intervention","30 to 34","North Dakota","White","--","46,292","--"
"Legal Intervention","30 to 34","North Dakota","Black","--","3,208","--"
"Legal Intervention","30 to 34","Ohio","White","--","614,360","--"
"Legal Intervention","30 to 34","Ohio","Black","--","123,992","--"
"Legal Intervention","30 to 34","Oklahoma","White","--","195,595","--"
"Legal Intervention","30 to 34","Oklahoma","Black","--","25,714","--"
"Legal Intervention","30 to 34","Oregon","White","--","258,032","--"
"Legal Intervention","30 to 34","Oregon","Black","--","9,689","--"
"Legal Intervention","30 to 34","Pennsylvania","White","--","671,746","--"
"Legal Intervention","30 to 34","Pennsylvania","Black","--","131,867","--"
"Legal Intervention","30 to 34","Rhode Island","White","--","62,877","--"
"Legal Intervention","30 to 34","Rhode Island","Black","--","8,564","--"
"Legal Intervention","30 to 34","South Carolina","White","--","232,397","--"
"Legal Intervention","30 to 34","South Carolina","Black","--","103,145","--"
"Legal Intervention","30 to 34","South Dakota","White","--","46,551","--"
"Legal Intervention","30 to 34","South Dakota","Black","--","2,350","--"
"Legal Intervention","30 to 34","Tennessee","White","--","373,704","--"
"Legal Intervention","30 to 34","Tennessee","Black","--","95,251","--"
"Legal Intervention","30 to 34","Texas","White","--","1,022,242","--"
"Legal Intervention","30 to 34","Texas","Black","--","260,691","--"
"Legal Intervention","30 to 34","Utah","White","--","211,442","--"
"Legal Intervention","30 to 34","Utah","Black","--","5,406","--"
"Legal Intervention","30 to 34","Vermont","White","--","36,896","--"
"Legal Intervention","30 to 34","Vermont","Black","--","874","--"
"Legal Intervention","30 to 34","Virginia","White","--","392,756","--"
"Legal Intervention","30 to 34","Virginia","Black","--","133,142","--"
"Legal Intervention","30 to 34","Washington","White","--","447,401","--"
"Legal Intervention","30 to 34","Washington","Black","--","33,773","--"
"Legal Intervention","30 to 34","West Virginia","White","--","99,132","--"
"Legal Intervention","30 to 34","West Virginia","Black","--","5,323","--"
"Legal Intervention","30 to 34","Wisconsin","White","--","301,697","--"
"Legal Intervention","30 to 34","Wisconsin","Black","--","32,048","--"
"Legal Intervention","30 to 34","Wyoming","White","--","34,581","--"
"Legal Intervention","30 to 34","Wyoming","Black","--","662","--"
"Legal Intervention","35 to 39","Alabama","White","--","210,362","--"
"Legal Intervention","35 to 39","Alabama","Black","--","87,181","--"
"Legal Intervention","35 to 39","Alaska","White","--","37,109","--"
"Legal Intervention","35 to 39","Alaska","Black","--","2,130","--"
"Legal Intervention","35 to 39","Arizona","White","--","374,400","--"
"Legal Intervention","35 to 39","Arizona","Black","--","31,202","--"
"Legal Intervention","35 to 39","Arkansas","White","--","148,742","--"
"Legal Intervention","35 to 39","Arkansas","Black","--","30,615","--"
"Legal Intervention","35 to 39","California","White","--","1,293,685","--"
"Legal Intervention","35 to 39","California","Black","--","122,343","--"
"Legal Intervention","35 to 39","Colorado","White","--","379,513","--"
"Legal Intervention","35 to 39","Colorado","Black","--","22,296","--"
"Legal Intervention","35 to 39","Connecticut","White","--","176,238","--"
"Legal Intervention","35 to 39","Connecticut","Black","--","33,636","--"
"Legal Intervention","35 to 39","Delaware","White","--","41,456","--"
"Legal Intervention","35 to 39","Delaware","Black","--","15,689","--"
"Legal Intervention","35 to 39","District of Columbia","White","--","35,137","--"
"Legal Intervention","35 to 39","District of Columbia","Black","--","21,155","--"
"Legal Intervention","35 to 39","Florida","White","--","749,761","--"
"Legal Intervention","35 to 39","Florida","Black","--","194,011","--"
"Legal Intervention","35 to 39","Georgia","White","--","413,541","--"
"Legal Intervention","35 to 39","Georgia","Black","--","249,434","--"
"Legal Intervention","35 to 39","Hawaii","White","--","28,516","--"
"Legal Intervention","35 to 39","Hawaii","Black","--","2,993","--"
"Legal Intervention","35 to 39","Idaho","White","--","116,759","--"
"Legal Intervention","35 to 39","Idaho","Black","--","1,334","--"
"Legal Intervention","35 to 39","Illinois","White","--","634,453","--"
"Legal Intervention","35 to 39","Illinois","Black","--","119,091","--"
"Legal Intervention","35 to 39","Indiana","White","--","356,673","--"
"Legal Intervention","35 to 39","Indiana","Black","--","47,642","--"
"Legal Intervention","35 to 39","Iowa","White","--","177,126","--"
"Legal Intervention","35 to 39","Iowa","Black","--","10,766","--"
"Legal Intervention","35 to 39","Kansas","White","--","162,654","--"
"Legal Intervention","35 to 39","Kansas","Black","--","12,660","--"
"Legal Intervention","35 to 39","Kentucky","White","--","240,004","--"
"Legal Intervention","35 to 39","Kentucky","Black","--","25,285","--"
"Legal Intervention","35 to 39","Louisiana","White","--","192,808","--"
"Legal Intervention","35 to 39","Louisiana","Black","--","101,540","--"
"Legal Intervention","35 to 39","Maine","White","--","80,230","--"
"Legal Intervention","35 to 39","Maine","Black","--","2,114","--"
"Legal Intervention","35 to 39","Maryland","White","--","240,651","--"
"Legal Intervention","35 to 39","Maryland","Black","--","136,369","--"
"Legal Intervention","35 to 39","Massachusetts","White","--","360,258","--"
"Legal Intervention","35 to 39","Massachusetts","Black","--","48,015","--"
"Legal Intervention","35 to 39","Michigan","White","--","477,516","--"
"Legal Intervention","35 to 39","Michigan","Black","--","84,922","--"
"Legal Intervention","35 to 39","Minnesota","White","--","315,090","--"
"Legal Intervention","35 to 39","Minnesota","Black","--","35,488","--"
"Legal Intervention","35 to 39","Mississippi","White","--","103,453","--"
"Legal Intervention","35 to 39","Mississippi","Black","--","70,314","--"
"Legal Intervention","35 to 39","Missouri","White","--","330,128","--"
"Legal Intervention","35 to 39","Missouri","Black","--","47,281","--"
"Legal Intervention","35 to 39","Montana","White","--","64,718","--"
"Legal Intervention","35 to 39","Montana","Black","--","517","--"
"Legal Intervention","35 to 39","Nebraska","White","--","113,460","--"
"Legal Intervention","35 to 39","Nebraska","Black","--","7,344","--"
"Legal Intervention","35 to 39","Nevada","White","--","159,735","--"
"Legal Intervention","35 to 39","Nevada","Black","--","25,614","--"
"Legal Intervention","35 to 39","New Hampshire","White","--","80,710","--"
"Legal Intervention","35 to 39","New Hampshire","Black","--","2,184","--"
"Legal Intervention","35 to 39","New Jersey","White","--","412,694","--"
"Legal Intervention","35 to 39","New Jersey","Black","--","98,614","--"
"Legal Intervention","35 to 39","New Mexico","White","--","111,233","--"
"Legal Intervention","35 to 39","New Mexico","Black","--","4,248","--"
"Legal Intervention","35 to 39","New York","White","--","878,009","--"
"Legal Intervention","35 to 39","New York","Black","--","235,830","--"
"Legal Intervention","35 to 39","North Carolina","White","--","466,483","--"
"Legal Intervention","35 to 39","North Carolina","Black","--","153,597","--"
"Legal Intervention","35 to 39","North Dakota","White","--","45,397","--"
"Legal Intervention","35 to 39","North Dakota","Black","--","2,707","--"
"Legal Intervention","35 to 39","Ohio","White","--","591,610","--"
"Legal Intervention","35 to 39","Ohio","Black","--","101,353","--"
"Legal Intervention","35 to 39","Oklahoma","White","--","197,004","--"
"Legal Intervention","35 to 39","Oklahoma","Black","--","21,974","--"
"Legal Intervention","35 to 39","Oregon","White","--","253,916","--"
"Legal Intervention","35 to 39","Oregon","Black","--","8,196","--"
"Legal Intervention","35 to 39","Pennsylvania","White","--","661,011","--"
"Legal Intervention","35 to 39","Pennsylvania","Black","--","106,037","--"
"Legal Intervention","35 to 39","Rhode Island","White","--","57,478","--"
"Legal Intervention","35 to 39","Rhode Island","Black","--","7,057","--"
"Legal Intervention","35 to 39","South Carolina","White","--","223,851","--"
"Legal Intervention","35 to 39","South Carolina","Black","--","88,168","--"
"Legal Intervention","35 to 39","South Dakota","White","--","48,643","--"
"Legal Intervention","35 to 39","South Dakota","Black","--","2,389","--"
"Legal Intervention","35 to 39","Tennessee","White","--","349,232","--"
"Legal Intervention","35 to 39","Tennessee","Black","--","77,639","--"
"Legal Intervention","35 to 39","Texas","White","--","1,006,051","--"
"Legal Intervention","35 to 39","Texas","Black","--","231,449","--"
"Legal Intervention","35 to 39","Utah","White","--","203,249","--"
"Legal Intervention","35 to 39","Utah","Black","--","3,902","--"
"Legal Intervention","35 to 39","Vermont","White","--","37,412","--"
"Legal Intervention","35 to 39","Vermont","Black","--","770","--"
"Legal Intervention","35 to 39","Virginia","White","--","399,910","--"
"Legal Intervention","35 to 39","Virginia","Black","--","120,537","--"
"Legal Intervention","35 to 39","Washington","White","--","430,046","--"
"Legal Intervention","35 to 39","Washington","Black","--","30,986","--"
"Legal Intervention","35 to 39","West Virginia","White","--","93,540","--"
"Legal Intervention","35 to 39","West Virginia","Black","--","4,615","--"
"Legal Intervention","35 to 39","Wisconsin","White","--","318,452","--"
"Legal Intervention","35 to 39","Wisconsin","Black","--","25,926","--"
"Legal Intervention","35 to 39","Wyoming","White","--","36,601","--"
"Legal Intervention","35 to 39","Wyoming","Black","--","554","--"
"Legal Intervention","40 to 44","Alabama","White","--","210,772","--"
"Legal Intervention","40 to 44","Alabama","Black","--","86,946","--"
"Legal Intervention","40 to 44","Alaska","White","--","32,773","--"
"Legal Intervention","40 to 44","Alaska","Black","--","1,791","--"
"Legal Intervention","40 to 44","Arizona","White","--","365,823","--"
"Legal Intervention","40 to 44","Arizona","Black","--","27,909","--"
"Legal Intervention","40 to 44","Arkansas","White","--","150,009","--"
"Legal Intervention","40 to 44","Arkansas","Black","--","29,998","--"
"Legal Intervention","40 to 44","California","White","--","1,213,797","--"
"Legal Intervention","40 to 44","California","Black","--","109,494","--"
"Legal Intervention","40 to 44","Colorado","White","--","349,810","--"
"Legal Intervention","40 to 44","Colorado","Black","--","19,637","--"
"Legal Intervention","40 to 44","Connecticut","White","--","170,549","--"
"Legal Intervention","40 to 44","Connecticut","Black","--","32,361","--"
"Legal Intervention","40 to 44","Delaware","White","--","39,338","--"
"Legal Intervention","40 to 44","Delaware","Black","--","15,322","--"
"Legal Intervention","40 to 44","District of Columbia","White","--","25,106","--"
"Legal Intervention","40 to 44","District of Columbia","Black","--","18,856","--"
"Legal Intervention","40 to 44","Florida","White","--","740,765","--"
"Legal Intervention","40 to 44","Florida","Black","--","182,808","--"
"Legal Intervention","40 to 44","Georgia","White","--","410,462","--"
"Legal Intervention","40 to 44","Georgia","Black","--","246,676","--"
"Legal Intervention","40 to 44","Hawaii","White","--","25,021","--"
"Legal Intervention","40 to 44","Hawaii","Black","--","2,302","--"
"Legal Intervention","40 to 44","Idaho","White","--","117,558","--"
"Legal Intervention","40 to 44","Idaho","Black","--","1,230","--"
"Legal Intervention","40 to 44","Illinois","White","--","628,418","--"
"Legal Intervention","40 to 44","Illinois","Black","--","115,636","--"
"Legal Intervention","40 to 44","Indiana","White","--","360,585","--"
"Legal Intervention","40 to 44","Indiana","Black","--","45,374","--"
"Legal Intervention","40 to 44","Iowa","White","--","181,479","--"
"Legal Intervention","40 to 44","Iowa","Black","--","9,638","--"
"Legal Intervention","40 to 44","Kansas","White","--","160,215","--"
"Legal Intervention","40 to 44","Kansas","Black","--","11,778","--"
"Legal Intervention","40 to 44","Kentucky","White","--","247,881","--"
"Legal Intervention","40 to 44","Kentucky","Black","--","25,210","--"
"Legal Intervention","40 to 44","Louisiana","White","--","187,793","--"
"Legal Intervention","40 to 44","Louisiana","Black","--","95,351","--"
"Legal Intervention","40 to 44","Maine","White","--","77,317","--"
"Legal Intervention","40 to 44","Maine","Black","--","1,777","--"
"Legal Intervention","40 to 44","Maryland","White","--","228,824","--"
"Legal Intervention","40 to 44","Maryland","Black","--","131,178","--"
"Legal Intervention","40 to 44","Massachusetts","White","--","334,743","--"
"Legal Intervention","40 to 44","Massachusetts","Black","--","43,772","--"
"Legal Intervention","40 to 44","Michigan","White","--","477,344","--"
"Legal Intervention","40 to 44","Michigan","Black","--","81,842","--"
"Legal Intervention","40 to 44","Minnesota","White","--","313,110","--"
"Legal Intervention","40 to 44","Minnesota","Black","--","30,082","--"
"Legal Intervention","40 to 44","Mississippi","White","--","105,833","--"
"Legal Intervention","40 to 44","Mississippi","Black","--","72,580","--"
"Legal Intervention","40 to 44","Missouri","White","--","323,601","--"
"Legal Intervention","40 to 44","Missouri","Black","--","44,866","--"
"Legal Intervention","40 to 44","Montana","White","--","64,191","--"
"Legal Intervention","40 to 44","Montana","Black","--","474","--"
"Legal Intervention","40 to 44","Nebraska","White","--","111,287","--"
"Legal Intervention","40 to 44","Nebraska","Black","--","7,212","--"
"Legal Intervention","40 to 44","Nevada","White","--","152,947","--"
"Legal Intervention","40 to 44","Nevada","Black","--","22,933","--"
