,,Connecticut,Less than 15 Years,10 or fewer,16200,16202
,,,≥ 15 and < 25 Years,10 or fewer,9188,9193
,,,≥ 25 and < 45 Years,35,19493,19528
,,,≥ 45 and < 65 Years,24,17922,17946
,,,65 Years or more,10 or fewer,16144,16149
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,71,78947,79018
,,Indiana,Less than 15 Years,10 or fewer,11736,11736
,,,≥ 15 and < 25 Years,17,8995,9012
,,,≥ 25 and < 45 Years,107,19986,20093
,,,≥ 45 and < 65 Years,34,16861,16895
,,,65 Years or more,10 or fewer,14941,14942
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,159,72519,72678
,,Wisconsin,Less than 15 Years,10 or fewer,16788,16788
,,,≥ 15 and < 25 Years,10 or fewer,8936,8941
,,,≥ 25 and < 45 Years,23,18644,18667
,,,≥ 45 and < 65 Years,12,16742,16754
,,,65 Years or more,10 or fewer,15611,15616
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,45,76721,76766
,,Colorado,Less than 15 Years,10 or fewer,26078,26078
,,,≥ 15 and < 25 Years,12,10802,10814
,,,≥ 25 and < 45 Years,30,19937,19967
,,,≥ 45 and < 65 Years,10 or fewer,13650,13656
,,,65 Years or more,10 or fewer,11107,11111
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,52,81583,81635
,,South Carolina,Less than 15 Years,10 or fewer,11441,11441
,,,≥ 15 and < 25 Years,12,8594,8606
,,,≥ 25 and < 45 Years,40,19775,19815
,,,≥ 45 and < 65 Years,12,17673,17685
,,,65 Years or more,10 or fewer,14889,14892
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,67,72373,72440
,,Louisiana,Less than 15 Years,10 or fewer,10009,10009
,,,≥ 15 and < 25 Years,10 or fewer,7747,7754
,,,≥ 25 and < 45 Years,76,17148,17224
,,,≥ 45 and < 65 Years,22,14290,14312
,,,65 Years or more,10 or fewer,11634,11637
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,108,60828,60936
,,Kentucky,Less than 15 Years,10 or fewer,12725,12725
,,,≥ 15 and < 25 Years,13,7386,7399
,,,≥ 25 and < 45 Years,95,15600,15695
,,,≥ 45 and < 65 Years,25,14935,14960
,,,65 Years or more,10 or fewer,14496,14500
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,137,65142,65279
,,Minnesota,Less than 15 Years,10 or fewer,10852,10853
,,,≥ 15 and < 25 Years,17,7715,7732
,,,≥ 25 and < 45 Years,20,16781,16801
,,,≥ 45 and < 65 Years,14,13895,13909
,,,65 Years or more,10 or fewer,13994,13997
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,55,63237,63292
,,Massachusetts,Less than 15 Years,10 or fewer,11598,11598
,,,≥ 15 and < 25 Years,10 or fewer,8405,8414
,,,≥ 25 and < 45 Years,67,18033,18100
,,,≥ 45 and < 65 Years,23,15707,15730
,,,65 Years or more,10 or fewer,14985,14992
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,106,68728,68834
,,Mississippi,Less than 15 Years,10 or fewer,10013,10013
,,,≥ 15 and < 25 Years,10 or fewer,6860,6863
,,,≥ 25 and < 45 Years,19,14814,14833
,,,≥ 45 and < 65 Years,10 or fewer,13251,13257
,,,65 Years or more,10 or fewer,11003,11006
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,31,55941,55972
,,Maryland,Less than 15 Years,10 or fewer,8458,8458
,,,≥ 15 and < 25 Years,10 or fewer,6106,6108
,,,≥ 25 and < 45 Years,35,14252,14287
,,,≥ 45 and < 65 Years,25,12677,12702
,,,65 Years or more,10 or fewer,11147,11157
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,72,52644,52716
,,New Jersey,Less than 15 Years,10 or fewer,8777,8777
,,,≥ 15 and < 25 Years,10 or fewer,5957,5965
,,,≥ 25 and < 45 Years,31,13212,13243
,,,≥ 45 and < 65 Years,20,12598,12618
,,,65 Years or more,10 or fewer,12524,12526
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,61,53068,53129
,,Oregon,Less than 15 Years,10 or fewer,7860,7862
,,,≥ 15 and < 25 Years,10 or fewer,5490,5495
,,,≥ 25 and < 45 Years,24,12011,12035
,,,≥ 45 and < 65 Years,10 or fewer,10835,10843
,,,65 Years or more,10 or fewer,11783,11784
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,40,47979,48019
,,Tennessee,Less than 15 Years,10 or fewer,7183,7183
,,,≥ 15 and < 25 Years,10 or fewer,4552,4554
,,,≥ 25 and < 45 Years,15,9459,9474
,,,≥ 45 and < 65 Years,10 or fewer,8581,8583
,,,65 Years or more,10 or fewer,7616,7618
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,21,37391,37412
,,Arkansas,Less than 15 Years,10 or fewer,9761,9761
,,,≥ 15 and < 25 Years,10 or fewer,4630,4634
,,,≥ 25 and < 45 Years,14,9135,9149
,,,≥ 45 and < 65 Years,10 or fewer,7712,7717
,,,65 Years or more,10 or fewer,6660,6660
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,23,37898,37921
,,Iowa,Less than 15 Years,10 or fewer,7003,7003
,,,≥ 15 and < 25 Years,10 or fewer,4275,4276
,,,≥ 25 and < 45 Years,10 or fewer,8845,8852
,,,≥ 45 and < 65 Years,10 or fewer,7699,7701
,,,65 Years or more,10 or fewer,7623,7625
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,12,35445,35457
,,Oklahoma,Less than 15 Years,10 or fewer,6520,6520
,,,≥ 15 and < 25 Years,10 or fewer,3244,3245
,,,≥ 25 and < 45 Years,10 or fewer,7041,7045
,,,≥ 45 and < 65 Years,10 or fewer,6476,6480
,,,65 Years or more,10 or fewer,6565,6566
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,29846,29856
,,Arizona,Less than 15 Years,10 or fewer,5806,5807
,,,≥ 15 and < 25 Years,10 or fewer,3096,3100
,,,≥ 25 and < 45 Years,10 or fewer,7027,7035
,,,≥ 45 and < 65 Years,10 or fewer,6862,6866
,,,65 Years or more,10 or fewer,7969,7970
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,18,30760,30778
,,Washington,Less than 15 Years,10 or fewer,4009,4009
,,,≥ 15 and < 25 Years,10 or fewer,3079,3088
,,,≥ 25 and < 45 Years,12,7221,7233
,,,≥ 45 and < 65 Years,10 or fewer,6087,6094
,,,65 Years or more,10 or fewer,6870,6871
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,29,27266,27295
,,West Virginia,Less than 15 Years,10 or fewer,3695,3695
,,,≥ 15 and < 25 Years,10 or fewer,3014,3014
,,,≥ 25 and < 45 Years,10 or fewer,6320,6327
,,,≥ 45 and < 65 Years,10 or fewer,6173,6175
,,,65 Years or more,10 or fewer,5636,5638
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,11,24838,24849
,,Hawaii,Less than 15 Years,10 or fewer,4206,4208
,,,≥ 15 and < 25 Years,10 or fewer,2206,2206
,,,≥ 25 and < 45 Years,10 or fewer,5517,5519
,,,≥ 45 and < 65 Years,10 or fewer,5721,5723
,,,65 Years or more,10 or fewer,5858,5860
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,23508,23516
,,Nebraska,Less than 15 Years,10 or fewer,2954,2954
,,,≥ 15 and < 25 Years,10 or fewer,2811,2813
,,,≥ 25 and < 45 Years,10 or fewer,5512,5515
,,,≥ 45 and < 65 Years,10 or fewer,4564,4565
,,,65 Years or more,10 or fewer,4195,4195
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,20036,20042
,,Nevada,Less than 15 Years,10 or fewer,4862,4864
,,,≥ 15 and < 25 Years,10 or fewer,2424,2425
,,,≥ 25 and < 45 Years,10 or fewer,5559,5567
,,,≥ 45 and < 65 Years,10 or fewer,5056,5057
,,,65 Years or more,10 or fewer,3391,3391
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,12,21292,21304
,,Rhode Island,Less than 15 Years,10 or fewer,5069,5069
,,,≥ 15 and < 25 Years,10 or fewer,2542,2544
,,,≥ 25 and < 45 Years,22,4927,4949
,,,≥ 45 and < 65 Years,10 or fewer,4982,4991
,,,65 Years or more,10 or fewer,5049,5052
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,36,22569,22605
,,Maine,Less than 15 Years,10 or fewer,2502,2502
,,,≥ 15 and < 25 Years,10 or fewer,1976,1978
,,,≥ 25 and < 45 Years,10 or fewer,4703,4712
,,,≥ 45 and < 65 Years,10 or fewer,5103,5108
,,,65 Years or more,10 or fewer,5474,5475
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,17,19758,19775
,,Missouri,Less than 15 Years,10 or fewer,1344,1344
,,,≥ 15 and < 25 Years,10 or fewer,2093,2093
,,,≥ 25 and < 45 Years,10 or fewer,4883,4885
,,,≥ 45 and < 65 Years,10 or fewer,4512,4512
,,,65 Years or more,10 or fewer,4884,4885
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,17716,17719
,,Kansas,Less than 15 Years,10 or fewer,2154,2154
,,,≥ 15 and < 25 Years,10 or fewer,2054,2054
,,,≥ 25 and < 45 Years,10 or fewer,4591,4593
,,,≥ 45 and < 65 Years,10 or fewer,4329,4334
,,,65 Years or more,10 or fewer,4247,4247
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,17375,17382
,,Idaho,Less than 15 Years,10 or fewer,2497,2497
,,,≥ 15 and < 25 Years,10 or fewer,1967,1969
,,,≥ 25 and < 45 Years,10 or fewer,4162,4163
,,,≥ 45 and < 65 Years,10 or fewer,3604,3608
,,,65 Years or more,10 or fewer,3908,3911
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,16138,16148
,,Delaware,Less than 15 Years,10 or fewer,5234,5234
,,,≥ 15 and < 25 Years,10 or fewer,1752,1752
,,,≥ 25 and < 45 Years,10 or fewer,2877,2887
,,,≥ 45 and < 65 Years,10 or fewer,2513,2516
,,,65 Years or more,10 or fewer,2378,2378
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,13,14754,14767
,,North Dakota,Less than 15 Years,10 or fewer,1700,1700
,,,≥ 15 and < 25 Years,10 or fewer,1413,1413
,,,≥ 25 and < 45 Years,10 or fewer,3161,3161
,,,≥ 45 and < 65 Years,10 or fewer,2498,2499
,,,65 Years or more,10 or fewer,2455,2455
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,11227,11228
,,New Mexico,Less than 15 Years,10 or fewer,1225,1225
,,,≥ 15 and < 25 Years,10 or fewer,1090,1092
,,,≥ 25 and < 45 Years,10 or fewer,2933,2941
,,,≥ 45 and < 65 Years,10 or fewer,2215,2220
,,,65 Years or more,10 or fewer,2289,2289
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,15,9752,9767
,,Alabama,Less than 15 Years,10 or fewer,349,349
,,,≥ 15 and < 25 Years,10 or fewer,374,374
,,,≥ 25 and < 45 Years,10 or fewer,813,816
,,,≥ 45 and < 65 Years,10 or fewer,770,770
,,,65 Years or more,10 or fewer,482,482
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,2788,2791
,,New Hampshire,Less than 15 Years,10 or fewer,757,757
,,,≥ 15 and < 25 Years,10 or fewer,740,740
,,,≥ 25 and < 45 Years,10 or fewer,1495,1499
,,,≥ 45 and < 65 Years,10 or fewer,1695,1697
,,,65 Years or more,10 or fewer,2056,2057
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,6743,6750
,,South Dakota,Less than 15 Years,10 or fewer,1305,1305
,,,≥ 15 and < 25 Years,10 or fewer,769,769
,,,≥ 25 and < 45 Years,10 or fewer,1478,1478
,,,≥ 45 and < 65 Years,10 or fewer,1415,1415
,,,65 Years or more,10 or fewer,1452,1452
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,6419,6419
,,Utah,Less than 15 Years,10 or fewer,288,288
,,,≥ 15 and < 25 Years,10 or fewer,743,743
,,,≥ 25 and < 45 Years,10 or fewer,2076,2076
,,,≥ 45 and < 65 Years,10 or fewer,1496,1496
,,,65 Years or more,10 or fewer,1006,1006
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,5609,5609
,,Vermont,Less than 15 Years,10 or fewer,716,716
,,,≥ 15 and < 25 Years,10 or fewer,616,616
,,,≥ 25 and < 45 Years,10 or fewer,1514,1515
,,,≥ 45 and < 65 Years,10 or fewer,1522,1522
,,,65 Years or more,10 or fewer,1711,1711
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,6079,6080
,,Wyoming,Less than 15 Years,10 or fewer,744,744
,,,≥ 15 and < 25 Years,10 or fewer,629,631
,,,≥ 25 and < 45 Years,10 or fewer,1167,1167
,,,≥ 45 and < 65 Years,10 or fewer,1103,1103
,,,65 Years or more,10 or fewer,1030,1030
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,4673,4675
,,Montana,Less than 15 Years,10 or fewer,856,856
,,,≥ 15 and < 25 Years,10 or fewer,632,632
,,,≥ 25 and < 45 Years,10 or fewer,1158,1159
,,,≥ 45 and < 65 Years,10 or fewer,864,865
,,,65 Years or more,10 or fewer,872,872
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,4382,4384
,,District of Columbia,Less than 15 Years,10 or fewer,71,71
,,,≥ 15 and < 25 Years,10 or fewer,206,206
,,,≥ 25 and < 45 Years,10 or fewer,493,494
,,,≥ 45 and < 65 Years,10 or fewer,241,241
,,,65 Years or more,10 or fewer,133,133
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,1144,1145
,,Alaska,Less than 15 Years,10 or fewer,25,25
,,,≥ 15 and < 25 Years,10 or fewer,48,48
,,,≥ 25 and < 45 Years,10 or fewer,52,53
,,,≥ 45 and < 65 Years,10 or fewer,61,61
,,,65 Years or more,10 or fewer,67,67
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,253,254
,,Puerto Rico,Less than 15 Years,10 or fewer,32,32
,,,≥ 15 and < 25 Years,10 or fewer,23,23
,,,≥ 25 and < 45 Years,10 or fewer,44,44
,,,≥ 45 and < 65 Years,10 or fewer,85,85
,,,65 Years or more,10 or fewer,60,60
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,244,244
,,Virgin Islands,Less than 15 Years,10 or fewer,10 or fewer,10 or fewer
,,,≥ 15 and < 25 Years,10 or fewer,10 or fewer,10 or fewer
,,,≥ 25 and < 45 Years,10 or fewer,10 or fewer,10 or fewer
,,,≥ 45 and < 65 Years,10 or fewer,10 or fewer,10 or fewer
,,,65 Years or more,10 or fewer,14,14
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,24,24
,,None of the above,Less than 15 Years,10 or fewer,7726,7727
,,,≥ 15 and < 25 Years,10 or fewer,6555,6563
,,,≥ 25 and < 45 Years,44,14013,14057
,,,≥ 45 and < 65 Years,10 or fewer,10886,10896
,,,65 Years or more,10 or fewer,8707,8708
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,64,47887,47951
,,Total,Less than 15 Years,16,581546,581562
,,,≥ 15 and < 25 Years,316,379335,379651
,,,≥ 25 and < 45 Years,1743,822523,824266
,,,≥ 45 and < 65 Years,693,715720,716413
,,,65 Years or more,184,650281,650465
,,,No value,10 or fewer,23,23
,,,Total,2952,3149428,3152380
,Feb,Ohio,Less than 15 Years,10 or fewer,45323,45325
,,,≥ 15 and < 25 Years,40,34547,34587
,,,≥ 25 and < 45 Years,289,77069,77358
,,,≥ 45 and < 65 Years,94,64742,64836
,,,65 Years or more,13,54641,54654
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,438,276322,276760
,,Texas,Less than 15 Years,10 or fewer,51545,51546
,,,≥ 15 and < 25 Years,10 or fewer,26726,26731
,,,≥ 25 and < 45 Years,22,55270,55292
,,,≥ 45 and < 65 Years,14,49533,49547
,,,65 Years or more,10 or fewer,41633,41641
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,50,224707,224757
,,Pennsylvania,Less than 15 Years,10 or fewer,25219,25220
,,,≥ 15 and < 25 Years,21,20372,20393
,,,≥ 25 and < 45 Years,160,45071,45231
,,,≥ 45 and < 65 Years,60,41264,41324
,,,65 Years or more,10 or fewer,40960,40968
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,250,172886,173136
,,North Carolina,Less than 15 Years,10 or fewer,30998,30998
,,,≥ 15 and < 25 Years,22,20946,20968
,,,≥ 25 and < 45 Years,88,46541,46629
,,,≥ 45 and < 65 Years,35,40030,40065
,,,65 Years or more,11,34960,34971
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,156,173477,173633
,,Virginia,Less than 15 Years,10 or fewer,22530,22530
,,,≥ 15 and < 25 Years,14,17124,17138
,,,≥ 25 and < 45 Years,67,40058,40125
,,,≥ 45 and < 65 Years,55,34552,34607
,,,65 Years or more,10 or fewer,32385,32393
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,144,146652,146796
,,Michigan,Less than 15 Years,10 or fewer,22269,22269
,,,≥ 15 and < 25 Years,16,16983,16999
,,,≥ 25 and < 45 Years,81,35929,36010
,,,≥ 45 and < 65 Years,37,32326,32363
,,,65 Years or more,14,29700,29714
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,148,137207,137355
,,Illinois,Less than 15 Years,10 or fewer,28854,28854
,,,≥ 15 and < 25 Years,12,16095,16107
,,,≥ 25 and < 45 Years,59,30985,31044
,,,≥ 45 and < 65 Years,60,27392,27452
,,,65 Years or more,10 or fewer,28012,28022
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,141,131338,131479
,,New York,Less than 15 Years,10 or fewer,18152,18153
,,,≥ 15 and < 25 Years,15,14619,14634
,,,≥ 25 and < 45 Years,63,31087,31150
,,,≥ 45 and < 65 Years,37,28509,28546
,,,65 Years or more,10 or fewer,27214,27221
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,123,119581,119704
,,Florida,Less than 15 Years,10 or fewer,25288,25288
,,,≥ 15 and < 25 Years,10 or fewer,12263,12269
,,,≥ 25 and < 45 Years,54,25909,25963
,,,≥ 45 and < 65 Years,18,24521,24539
,,,65 Years or more,10 or fewer,19836,19841
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,83,107817,107900
,,California,Less than 15 Years,10 or fewer,12005,12005
,,,≥ 15 and < 25 Years,10 or fewer,11473,11482
,,,≥ 25 and < 45 Years,32,28116,28148
,,,≥ 45 and < 65 Years,15,25735,25750
,,,65 Years or more,10 or fewer,23053,23060
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,63,100383,100446
,,Georgia,Less than 15 Years,10 or fewer,26416,26416
,,,≥ 15 and < 25 Years,10 or fewer,12276,12280
,,,≥ 25 and < 45 Years,22,24850,24872
,,,≥ 45 and < 65 Years,18,21397,21415
,,,65 Years or more,10 or fewer,14259,14264
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,49,99198,99247
,,Connecticut,Less than 15 Years,10 or fewer,14142,14142
,,,≥ 15 and < 25 Years,10 or fewer,8858,8863
,,,≥ 25 and < 45 Years,35,18004,18039
,,,≥ 45 and < 65 Years,26,16555,16581
,,,65 Years or more,10 or fewer,14660,14660
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,66,72219,72285
,,Indiana,Less than 15 Years,10 or fewer,11114,11114
,,,≥ 15 and < 25 Years,17,8237,8254
,,,≥ 25 and < 45 Years,99,18376,18475
,,,≥ 45 and < 65 Years,22,15741,15763
,,,65 Years or more,10 or fewer,13735,13738
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,141,67203,67344
,,Wisconsin,Less than 15 Years,10 or fewer,16308,16308
,,,≥ 15 and < 25 Years,10 or fewer,8622,8628
,,,≥ 25 and < 45 Years,31,17267,17298
,,,≥ 45 and < 65 Years,14,15809,15823
,,,65 Years or more,10 or fewer,14715,14716
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,52,72721,72773
,,Colorado,Less than 15 Years,10 or fewer,22825,22826
,,,≥ 15 and < 25 Years,10 or fewer,9578,9587
,,,≥ 25 and < 45 Years,28,17693,17721
,,,≥ 45 and < 65 Years,10 or fewer,12722,12732
,,,65 Years or more,10 or fewer,9848,9854
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,54,72671,72725
,,South Carolina,Less than 15 Years,10 or fewer,11045,11045
,,,≥ 15 and < 25 Years,10 or fewer,8043,8046
,,,≥ 25 and < 45 Years,31,17856,17887
,,,≥ 45 and < 65 Years,10 or fewer,16105,16113
,,,65 Years or more,10 or fewer,13749,13749
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,42,66798,66840
,,Louisiana,Less than 15 Years,10 or fewer,10399,10399
,,,≥ 15 and < 25 Years,10 or fewer,7252,7256
,,,≥ 25 and < 45 Years,51,16275,16326
,,,≥ 45 and < 65 Years,21,13356,13377
,,,65 Years or more,10 or fewer,11060,11064
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,80,58342,58422
,,Kentucky,Less than 15 Years,10 or fewer,11828,11828
,,,≥ 15 and < 25 Years,22,6810,6832
,,,≥ 25 and < 45 Years,87,14134,14221
,,,≥ 45 and < 65 Years,31,13721,13752
,,,65 Years or more,10 or fewer,13268,13270
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,142,59761,59903
,,Minnesota,Less than 15 Years,10 or fewer,10378,10379
,,,≥ 15 and < 25 Years,29,7131,7160
,,,≥ 25 and < 45 Years,28,15320,15348
,,,≥ 45 and < 65 Years,13,13315,13328
,,,65 Years or more,10 or fewer,13284,13288
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,75,59428,59503
,,Massachusetts,Less than 15 Years,10 or fewer,9947,9948
,,,≥ 15 and < 25 Years,10 or fewer,7489,7494
,,,≥ 25 and < 45 Years,65,16395,16460
,,,≥ 45 and < 65 Years,22,14603,14625
,,,65 Years or more,10 or fewer,13666,13672
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,99,62101,62200
,,Mississippi,Less than 15 Years,10 or fewer,9903,9903
,,,≥ 15 and < 25 Years,10 or fewer,6376,6384
,,,≥ 25 and < 45 Years,27,13957,13984
,,,≥ 45 and < 65 Years,10 or fewer,12530,12540
,,,65 Years or more,10 or fewer,10516,10521
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,50,53282,53332
,,Maryland,Less than 15 Years,10 or fewer,7538,7538
,,,≥ 15 and < 25 Years,10 or fewer,5833,5841
,,,≥ 25 and < 45 Years,22,12712,12734
,,,≥ 45 and < 65 Years,21,11711,11732
,,,65 Years or more,10 or fewer,10106,10109
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,54,47902,47956
,,New Jersey,Less than 15 Years,10 or fewer,8017,8017
,,,≥ 15 and < 25 Years,10 or fewer,5385,5389
,,,≥ 25 and < 45 Years,41,12019,12060
