,,,≥ 45 and < 65 Years,32,36032
,,,65 Years or more,10 or fewer,37109
,,,No value,10 or fewer,10 or fewer
,,,Total,140,151121
,,Illinois,Less than 15 Years,10 or fewer,25272
,,,≥ 15 and < 25 Years,10 or fewer,18614
,,,≥ 25 and < 45 Years,44,40737
,,,≥ 45 and < 65 Years,39,38025
,,,65 Years or more,15,44109
,,,No value,10 or fewer,10 or fewer
,,,Total,104,166757
,,Georgia,Less than 15 Years,10 or fewer,31904
,,,≥ 15 and < 25 Years,17,16896
,,,≥ 25 and < 45 Years,58,37837
,,,≥ 45 and < 65 Years,36,33005
,,,65 Years or more,10 or fewer,29738
,,,No value,10 or fewer,10 or fewer
,,,Total,119,149380
,,South Carolina,Less than 15 Years,10 or fewer,18088
,,,≥ 15 and < 25 Years,16,15697
,,,≥ 25 and < 45 Years,50,36317
,,,≥ 45 and < 65 Years,24,33192
,,,65 Years or more,10 or fewer,33249
,,,No value,10 or fewer,10 or fewer
,,,Total,100,136543
,,New Jersey,Less than 15 Years,10 or fewer,18843
,,,≥ 15 and < 25 Years,10 or fewer,12908
,,,≥ 25 and < 45 Years,52,31011
,,,≥ 45 and < 65 Years,39,27798
,,,65 Years or more,11,28948
,,,No value,10 or fewer,10 or fewer
,,,Total,106,119508
,,Colorado,Less than 15 Years,10 or fewer,25331
,,,≥ 15 and < 25 Years,13,12377
,,,≥ 25 and < 45 Years,46,25177
,,,≥ 45 and < 65 Years,15,17118
,,,65 Years or more,10 or fewer,17415
,,,No value,10 or fewer,10 or fewer
,,,Total,82,97418
,,Connecticut,Less than 15 Years,10 or fewer,12798
,,,≥ 15 and < 25 Years,10 or fewer,9299
,,,≥ 25 and < 45 Years,30,21543
,,,≥ 45 and < 65 Years,32,21273
,,,65 Years or more,10 or fewer,23266
,,,No value,10 or fewer,10 or fewer
,,,Total,69,88179
,,Massachusetts,Less than 15 Years,10 or fewer,10376
,,,≥ 15 and < 25 Years,10 or fewer,8785
,,,≥ 25 and < 45 Years,45,21338
,,,≥ 45 and < 65 Years,25,18560
,,,65 Years or more,10 or fewer,20623
,,,No value,10 or fewer,10 or fewer
,,,Total,79,79683
,,Indiana,Less than 15 Years,10 or fewer,12489
,,,≥ 15 and < 25 Years,11,10297
,,,≥ 25 and < 45 Years,50,24711
,,,≥ 45 and < 65 Years,17,20975
,,,65 Years or more,10 or fewer,21746
,,,No value,10 or fewer,10 or fewer
,,,Total,87,90218
,,Louisiana,Less than 15 Years,10 or fewer,11666
,,,≥ 15 and < 25 Years,10 or fewer,9338
,,,≥ 25 and < 45 Years,41,20307
,,,≥ 45 and < 65 Years,29,17255
,,,65 Years or more,10 or fewer,17066
,,,No value,10 or fewer,10 or fewer
,,,Total,78,75632
,,Mississippi,Less than 15 Years,10 or fewer,8559
,,,≥ 15 and < 25 Years,11,7398
,,,≥ 25 and < 45 Years,16,15902
,,,≥ 45 and < 65 Years,10 or fewer,15439
,,,65 Years or more,10 or fewer,15675
,,,No value,10 or fewer,10 or fewer
,,,Total,38,62973
,,Tennessee,Less than 15 Years,10 or fewer,7490
,,,≥ 15 and < 25 Years,10 or fewer,5267
,,,≥ 25 and < 45 Years,28,11199
,,,≥ 45 and < 65 Years,11,10717
,,,65 Years or more,10 or fewer,11091
,,,No value,10 or fewer,10 or fewer
,,,Total,46,45764
,,Wisconsin,Less than 15 Years,10 or fewer,13918
,,,≥ 15 and < 25 Years,10 or fewer,8372
,,,≥ 25 and < 45 Years,16,17897
,,,≥ 45 and < 65 Years,10 or fewer,17334
,,,65 Years or more,10 or fewer,19382
,,,No value,10 or fewer,10 or fewer
,,,Total,25,76903
,,Minnesota,Less than 15 Years,10 or fewer,12047
,,,≥ 15 and < 25 Years,17,8775
,,,≥ 25 and < 45 Years,31,19808
,,,≥ 45 and < 65 Years,18,16925
,,,65 Years or more,10 or fewer,20144
,,,No value,10 or fewer,10 or fewer
,,,Total,70,77699
,,Kentucky,Less than 15 Years,10 or fewer,13218
,,,≥ 15 and < 25 Years,10 or fewer,7559
,,,≥ 25 and < 45 Years,50,16091
,,,≥ 45 and < 65 Years,16,15545
,,,65 Years or more,10 or fewer,16898
,,,No value,10 or fewer,10 or fewer
,,,Total,78,69311
,,Maryland,Less than 15 Years,10 or fewer,7943
,,,≥ 15 and < 25 Years,10 or fewer,7073
,,,≥ 25 and < 45 Years,36,17718
,,,≥ 45 and < 65 Years,29,16115
,,,65 Years or more,10 or fewer,16806
,,,No value,10 or fewer,10 or fewer
,,,Total,78,65655
,,Oregon,Less than 15 Years,10 or fewer,6270
,,,≥ 15 and < 25 Years,10 or fewer,4959
,,,≥ 25 and < 45 Years,58,11561
,,,≥ 45 and < 65 Years,22,10513
,,,65 Years or more,10 or fewer,12518
,,,No value,10 or fewer,10 or fewer
,,,Total,92,45822
,,Iowa,Less than 15 Years,10 or fewer,6027
,,,≥ 15 and < 25 Years,10 or fewer,3937
,,,≥ 25 and < 45 Years,10 or fewer,8609
,,,≥ 45 and < 65 Years,10 or fewer,7672
,,,65 Years or more,10 or fewer,9130
,,,No value,10 or fewer,10 or fewer
,,,Total,13,35375
,,Oklahoma,Less than 15 Years,10 or fewer,9287
,,,≥ 15 and < 25 Years,10 or fewer,4566
,,,≥ 25 and < 45 Years,15,10208
,,,≥ 45 and < 65 Years,10 or fewer,9406
,,,65 Years or more,10 or fewer,9490
,,,No value,10 or fewer,10 or fewer
,,,Total,23,42957
,,West Virginia,Less than 15 Years,10 or fewer,4601
,,,≥ 15 and < 25 Years,10 or fewer,4040
,,,≥ 25 and < 45 Years,10 or fewer,8636
,,,≥ 45 and < 65 Years,10 or fewer,9108
,,,65 Years or more,10 or fewer,10140
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,36525
,,Arizona,Less than 15 Years,10 or fewer,4436
,,,≥ 15 and < 25 Years,10 or fewer,3393
,,,≥ 25 and < 45 Years,13,8392
,,,≥ 45 and < 65 Years,10 or fewer,7850
,,,65 Years or more,10 or fewer,10032
,,,No value,10 or fewer,10 or fewer
,,,Total,23,34103
,,Arkansas,Less than 15 Years,10 or fewer,8857
,,,≥ 15 and < 25 Years,10 or fewer,4283
,,,≥ 25 and < 45 Years,10 or fewer,8128
,,,≥ 45 and < 65 Years,10 or fewer,7238
,,,65 Years or more,10 or fewer,7130
,,,No value,10 or fewer,10 or fewer
,,,Total,19,35636
,,Washington,Less than 15 Years,10 or fewer,4038
,,,≥ 15 and < 25 Years,10 or fewer,3423
,,,≥ 25 and < 45 Years,28,8950
,,,≥ 45 and < 65 Years,13,7918
,,,65 Years or more,10 or fewer,9792
,,,No value,10 or fewer,10 or fewer
,,,Total,52,34121
,,Idaho,Less than 15 Years,10 or fewer,3986
,,,≥ 15 and < 25 Years,10 or fewer,3339
,,,≥ 25 and < 45 Years,15,7043
,,,≥ 45 and < 65 Years,10 or fewer,6465
,,,65 Years or more,10 or fewer,8142
,,,No value,10 or fewer,10 or fewer
,,,Total,23,28975
,,Kansas,Less than 15 Years,10 or fewer,2237
,,,≥ 15 and < 25 Years,10 or fewer,2631
,,,≥ 25 and < 45 Years,10 or fewer,6454
,,,≥ 45 and < 65 Years,10 or fewer,5877
,,,65 Years or more,10 or fewer,6930
,,,No value,10 or fewer,10 or fewer
,,,Total,19,24129
,,Hawaii,Less than 15 Years,10 or fewer,4198
,,,≥ 15 and < 25 Years,10 or fewer,2403
,,,≥ 25 and < 45 Years,10 or fewer,5899
,,,≥ 45 and < 65 Years,10 or fewer,6071
,,,65 Years or more,10 or fewer,7458
,,,No value,10 or fewer,10 or fewer
,,,Total,18,26029
,,Missouri,Less than 15 Years,10 or fewer,1811
,,,≥ 15 and < 25 Years,10 or fewer,2664
,,,≥ 25 and < 45 Years,14,6686
,,,≥ 45 and < 65 Years,10 or fewer,6276
,,,65 Years or more,10 or fewer,7399
,,,No value,10 or fewer,10 or fewer
,,,Total,26,24836
,,Nebraska,Less than 15 Years,10 or fewer,2363
,,,≥ 15 and < 25 Years,10 or fewer,2699
,,,≥ 25 and < 45 Years,10 or fewer,6094
,,,≥ 45 and < 65 Years,10 or fewer,5158
,,,65 Years or more,10 or fewer,5461
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,21775
,,Maine,Less than 15 Years,10 or fewer,2632
,,,≥ 15 and < 25 Years,10 or fewer,2178
,,,≥ 25 and < 45 Years,13,5374
,,,≥ 45 and < 65 Years,10 or fewer,5508
,,,65 Years or more,10 or fewer,7344
,,,No value,10 or fewer,10 or fewer
,,,Total,20,23036
,,Nevada,Less than 15 Years,10 or fewer,3554
,,,≥ 15 and < 25 Years,10 or fewer,2077
,,,≥ 25 and < 45 Years,18,5103
,,,≥ 45 and < 65 Years,10 or fewer,4698
,,,65 Years or more,10 or fewer,3811
,,,No value,10 or fewer,10 or fewer
,,,Total,30,19243
,,Rhode Island,Less than 15 Years,10 or fewer,3709
,,,≥ 15 and < 25 Years,10 or fewer,1746
,,,≥ 25 and < 45 Years,10 or fewer,3897
,,,≥ 45 and < 65 Years,10 or fewer,4208
,,,65 Years or more,10 or fewer,5515
,,,No value,10 or fewer,10 or fewer
,,,Total,13,19075
,,Alabama,Less than 15 Years,10 or fewer,1771
,,,≥ 15 and < 25 Years,10 or fewer,1996
,,,≥ 25 and < 45 Years,10 or fewer,4780
,,,≥ 45 and < 65 Years,10 or fewer,4802
,,,65 Years or more,10 or fewer,5004
,,,No value,10 or fewer,10 or fewer
,,,Total,13,18353
,,Delaware,Less than 15 Years,10 or fewer,4071
,,,≥ 15 and < 25 Years,10 or fewer,2081
,,,≥ 25 and < 45 Years,11,4420
,,,≥ 45 and < 65 Years,10 or fewer,3821
,,,65 Years or more,10 or fewer,4213
,,,No value,10 or fewer,10 or fewer
,,,Total,20,18606
,,North Dakota,Less than 15 Years,10 or fewer,1918
,,,≥ 15 and < 25 Years,10 or fewer,1599
,,,≥ 25 and < 45 Years,10 or fewer,3852
,,,≥ 45 and < 65 Years,10 or fewer,3075
,,,65 Years or more,10 or fewer,3298
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,13742
,,Utah,Less than 15 Years,10 or fewer,282
,,,≥ 15 and < 25 Years,10 or fewer,839
,,,≥ 25 and < 45 Years,10 or fewer,2317
,,,≥ 45 and < 65 Years,10 or fewer,1810
,,,65 Years or more,10 or fewer,1295
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,6543
,,Vermont,Less than 15 Years,10 or fewer,1086
,,,≥ 15 and < 25 Years,10 or fewer,987
,,,≥ 25 and < 45 Years,10 or fewer,2337
,,,≥ 45 and < 65 Years,10 or fewer,2382
,,,65 Years or more,10 or fewer,3115
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,9907
,,Montana,Less than 15 Years,10 or fewer,1038
,,,≥ 15 and < 25 Years,10 or fewer,882
,,,≥ 25 and < 45 Years,10 or fewer,1667
,,,≥ 45 and < 65 Years,10 or fewer,1299
,,,65 Years or more,10 or fewer,1797
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,6683
,,New Hampshire,Less than 15 Years,10 or fewer,808
,,,≥ 15 and < 25 Years,10 or fewer,802
,,,≥ 25 and < 45 Years,10 or fewer,1775
,,,≥ 45 and < 65 Years,10 or fewer,1939
,,,65 Years or more,10 or fewer,2971
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,8295
,,New Mexico,Less than 15 Years,10 or fewer,717
,,,≥ 15 and < 25 Years,10 or fewer,840
,,,≥ 25 and < 45 Years,10 or fewer,2460
,,,≥ 45 and < 65 Years,10 or fewer,2228
,,,65 Years or more,10 or fewer,2325
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,8570
,,South Dakota,Less than 15 Years,10 or fewer,1127
,,,≥ 15 and < 25 Years,10 or fewer,838
,,,≥ 25 and < 45 Years,10 or fewer,1679
,,,≥ 45 and < 65 Years,10 or fewer,1550
,,,65 Years or more,10 or fewer,1871
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,7065
,,Wyoming,Less than 15 Years,10 or fewer,729
,,,≥ 15 and < 25 Years,10 or fewer,702
,,,≥ 25 and < 45 Years,10 or fewer,1224
,,,≥ 45 and < 65 Years,10 or fewer,1093
,,,65 Years or more,10 or fewer,1287
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,5035
,,District of Columbia,Less than 15 Years,10 or fewer,192
,,,≥ 15 and < 25 Years,10 or fewer,254
,,,≥ 25 and < 45 Years,10 or fewer,1014
,,,≥ 45 and < 65 Years,10 or fewer,517
,,,65 Years or more,10 or fewer,305
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,2282
,,Puerto Rico,Less than 15 Years,10 or fewer,41
,,,≥ 15 and < 25 Years,10 or fewer,42
,,,≥ 25 and < 45 Years,10 or fewer,62
,,,≥ 45 and < 65 Years,10 or fewer,75
,,,65 Years or more,10 or fewer,144
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,364
,,Alaska,Less than 15 Years,10 or fewer,38
,,,≥ 15 and < 25 Years,10 or fewer,24
,,,≥ 25 and < 45 Years,10 or fewer,51
,,,≥ 45 and < 65 Years,10 or fewer,71
,,,65 Years or more,10 or fewer,88
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,272
,,Virgin Islands,Less than 15 Years,10 or fewer,10 or fewer
,,,≥ 15 and < 25 Years,10 or fewer,10 or fewer
,,,≥ 25 and < 45 Years,10 or fewer,14
,,,≥ 45 and < 65 Years,10 or fewer,18
,,,65 Years or more,10 or fewer,36
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,73
,,None of the above,Less than 15 Years,10 or fewer,8845
,,,≥ 15 and < 25 Years,10 or fewer,7671
,,,≥ 25 and < 45 Years,51,17397
,,,≥ 45 and < 65 Years,17,13386
,,,65 Years or more,10 or fewer,11871
,,,No value,10 or fewer,10 or fewer
,,,Total,83,59172
,,Total,Less than 15 Years,27,631977
,,,≥ 15 and < 25 Years,299,470122
,,,≥ 25 and < 45 Years,1696,1086630
,,,≥ 45 and < 65 Years,890,968178
,,,65 Years or more,274,1047342
,,,No value,10 or fewer,10 or fewer
,,,Total,3186,4204256
,Feb,Texas,Less than 15 Years,10 or fewer,65686
,,,≥ 15 and < 25 Years,28,37383
,,,≥ 25 and < 45 Years,59,79452
,,,≥ 45 and < 65 Years,21,68014
,,,65 Years or more,11,68048
,,,No value,10 or fewer,10 or fewer
,,,Total,121,318583
,,Florida,Less than 15 Years,10 or fewer,61778
,,,≥ 15 and < 25 Years,25,37454
,,,≥ 25 and < 45 Years,131,85633
,,,≥ 45 and < 65 Years,77,74009
,,,65 Years or more,21,83070
,,,No value,10 or fewer,10 or fewer
,,,Total,255,341944
,,Ohio,Less than 15 Years,10 or fewer,56587
,,,≥ 15 and < 25 Years,29,42567
,,,≥ 25 and < 45 Years,134,95854
,,,≥ 45 and < 65 Years,68,83277
,,,65 Years or more,23,88300
,,,No value,10 or fewer,10 or fewer
,,,Total,254,366585
,,Pennsylvania,Less than 15 Years,10 or fewer,28316
,,,≥ 15 and < 25 Years,18,23069
,,,≥ 25 and < 45 Years,79,55466
,,,≥ 45 and < 65 Years,51,51346
,,,65 Years or more,11,60427
,,,No value,10 or fewer,10 or fewer
,,,Total,159,218624
,,North Carolina,Less than 15 Years,10 or fewer,29212
,,,≥ 15 and < 25 Years,26,22270
,,,≥ 25 and < 45 Years,94,50553
,,,≥ 45 and < 65 Years,45,44864
,,,65 Years or more,12,48080
,,,No value,10 or fewer,10 or fewer
,,,Total,178,194979
,,New York,Less than 15 Years,10 or fewer,22273
,,,≥ 15 and < 25 Years,10 or fewer,20497
,,,≥ 25 and < 45 Years,80,48878
,,,≥ 45 and < 65 Years,56,43892
,,,65 Years or more,12,47534
,,,No value,10 or fewer,10 or fewer
,,,Total,152,183074
,,Virginia,Less than 15 Years,10 or fewer,28805
,,,≥ 15 and < 25 Years,10 or fewer,22063
,,,≥ 25 and < 45 Years,65,51720
,,,≥ 45 and < 65 Years,55,44396
,,,65 Years or more,19,47349
,,,No value,10 or fewer,10 or fewer
,,,Total,150,194335
,,Michigan,Less than 15 Years,10 or fewer,19143
,,,≥ 15 and < 25 Years,10 or fewer,14874
,,,≥ 25 and < 45 Years,48,34445
,,,≥ 45 and < 65 Years,32,32416
,,,65 Years or more,13,36987
,,,No value,10 or fewer,10 or fewer
,,,Total,97,137865
,,California,Less than 15 Years,10 or fewer,21300
,,,≥ 15 and < 25 Years,15,15591
,,,≥ 25 and < 45 Years,87,37501
,,,≥ 45 and < 65 Years,32,33138
,,,65 Years or more,18,33411
,,,No value,10 or fewer,10 or fewer
,,,Total,152,140941
,,Illinois,Less than 15 Years,10 or fewer,29199
,,,≥ 15 and < 25 Years,10 or fewer,18834
,,,≥ 25 and < 45 Years,42,39371
,,,≥ 45 and < 65 Years,34,36089
,,,65 Years or more,12,41897
,,,No value,10 or fewer,10 or fewer
,,,Total,97,165392
,,Georgia,Less than 15 Years,10 or fewer,31887
,,,≥ 15 and < 25 Years,10 or fewer,15950
,,,≥ 25 and < 45 Years,43,34896
,,,≥ 45 and < 65 Years,25,31200
,,,65 Years or more,15,27858
,,,No value,10 or fewer,10 or fewer
,,,Total,93,141791
,,South Carolina,Less than 15 Years,10 or fewer,19670
,,,≥ 15 and < 25 Years,12,14918
,,,≥ 25 and < 45 Years,52,33109
,,,≥ 45 and < 65 Years,43,30811
,,,65 Years or more,10 or fewer,30953
,,,No value,10 or fewer,10 or fewer
,,,Total,118,129461
,,New Jersey,Less than 15 Years,10 or fewer,19732
,,,≥ 15 and < 25 Years,10 or fewer,12819
,,,≥ 25 and < 45 Years,46,29167
,,,≥ 45 and < 65 Years,52,25733
,,,65 Years or more,15,26550
,,,No value,10 or fewer,10 or fewer
,,,Total,119,114001
,,Colorado,Less than 15 Years,10 or fewer,25553
,,,≥ 15 and < 25 Years,15,12417
,,,≥ 25 and < 45 Years,62,25517
,,,≥ 45 and < 65 Years,23,18378
,,,65 Years or more,10 or fewer,18755
,,,No value,10 or fewer,10 or fewer
,,,Total,105,100620
,,Connecticut,Less than 15 Years,10 or fewer,13430
,,,≥ 15 and < 25 Years,10 or fewer,9047
,,,≥ 25 and < 45 Years,26,20589
,,,≥ 45 and < 65 Years,20,20089
,,,65 Years or more,10 or fewer,21452
,,,No value,10 or fewer,10 or fewer
,,,Total,51,84607
,,Massachusetts,Less than 15 Years,10 or fewer,10718
,,,≥ 15 and < 25 Years,10 or fewer,8726
,,,≥ 25 and < 45 Years,44,20725
,,,≥ 45 and < 65 Years,12,17401
,,,65 Years or more,10 or fewer,19327
,,,No value,10 or fewer,10 or fewer
,,,Total,61,76897
,,Indiana,Less than 15 Years,10 or fewer,13951
,,,≥ 15 and < 25 Years,10 or fewer,10138
,,,≥ 25 and < 45 Years,61,23126
,,,≥ 45 and < 65 Years,22,20231
,,,65 Years or more,10 or fewer,20756
,,,No value,10 or fewer,10 or fewer
,,,Total,96,88202
,,Louisiana,Less than 15 Years,10 or fewer,11881
,,,≥ 15 and < 25 Years,10 or fewer,9462
,,,≥ 25 and < 45 Years,41,19709
,,,≥ 45 and < 65 Years,17,16420
,,,65 Years or more,10 or fewer,15896
,,,No value,10 or fewer,10 or fewer
,,,Total,67,73368
,,Mississippi,Less than 15 Years,10 or fewer,8987
,,,≥ 15 and < 25 Years,10 or fewer,7120
,,,≥ 25 and < 45 Years,11,15157
,,,≥ 45 and < 65 Years,12,14365
,,,65 Years or more,10 or fewer,14788
,,,No value,10 or fewer,10 or fewer
,,,Total,33,60417
,,Tennessee,Less than 15 Years,10 or fewer,7962
,,,≥ 15 and < 25 Years,10 or fewer,5236
,,,≥ 25 and < 45 Years,16,10601
,,,≥ 45 and < 65 Years,10 or fewer,10111
,,,65 Years or more,10 or fewer,10255
,,,No value,10 or fewer,10 or fewer
,,,Total,27,44165
,,Wisconsin,Less than 15 Years,10 or fewer,14539
,,,≥ 15 and < 25 Years,10 or fewer,8308
,,,≥ 25 and < 45 Years,11,17307
,,,≥ 45 and < 65 Years,10 or fewer,16425
,,,65 Years or more,10 or fewer,18044
,,,No value,10 or fewer,10 or fewer
,,,Total,19,74623
,,Minnesota,Less than 15 Years,10 or fewer,12593
,,,≥ 15 and < 25 Years,14,8636
,,,≥ 25 and < 45 Years,38,19146
,,,≥ 45 and < 65 Years,15,16129
,,,65 Years or more,10 or fewer,19242
,,,No value,10 or fewer,10 or fewer
,,,Total,71,75746
,,Kentucky,Less than 15 Years,10 or fewer,14055
,,,≥ 15 and < 25 Years,10 or fewer,7411
,,,≥ 25 and < 45 Years,34,15176
,,,≥ 45 and < 65 Years,11,14834
,,,65 Years or more,10 or fewer,16291
,,,No value,10 or fewer,10 or fewer
,,,Total,49,67767
,,Maryland,Less than 15 Years,10 or fewer,8523
,,,≥ 15 and < 25 Years,10 or fewer,7177
,,,≥ 25 and < 45 Years,32,16927
,,,≥ 45 and < 65 Years,18,14975
,,,65 Years or more,10 or fewer,15723
,,,No value,10 or fewer,10 or fewer
,,,Total,65,63328
,,Oregon,Less than 15 Years,10 or fewer,6929
,,,≥ 15 and < 25 Years,10 or fewer,4942
,,,≥ 25 and < 45 Years,52,11164
,,,≥ 45 and < 65 Years,12,9740
,,,65 Years or more,10 or fewer,11189
,,,No value,10 or fewer,10 or fewer
,,,Total,71,43964
,,Iowa,Less than 15 Years,10 or fewer,6822
,,,≥ 15 and < 25 Years,10 or fewer,3927
,,,≥ 25 and < 45 Years,10 or fewer,8496
,,,≥ 45 and < 65 Years,10 or fewer,7671
,,,65 Years or more,10 or fewer,8939
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,35855
,,Oklahoma,Less than 15 Years,10 or fewer,10062
,,,≥ 15 and < 25 Years,10 or fewer,4644
,,,≥ 25 and < 45 Years,13,10343
,,,≥ 45 and < 65 Years,10 or fewer,9008
,,,65 Years or more,10 or fewer,8943
,,,No value,10 or fewer,10 or fewer
,,,Total,34,43000
,,West Virginia,Less than 15 Years,10 or fewer,4999
,,,≥ 15 and < 25 Years,10 or fewer,3999
,,,≥ 25 and < 45 Years,10 or fewer,8362
,,,≥ 45 and < 65 Years,10 or fewer,8797
,,,65 Years or more,10 or fewer,9791
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,35948
,,Arizona,Less than 15 Years,10 or fewer,4324
,,,≥ 15 and < 25 Years,10 or fewer,3182
,,,≥ 25 and < 45 Years,11,7644
,,,≥ 45 and < 65 Years,10 or fewer,7289
,,,65 Years or more,10 or fewer,9092
,,,No value,10 or fewer,10 or fewer
,,,Total,27,31531
,,Arkansas,Less than 15 Years,10 or fewer,10558
,,,≥ 15 and < 25 Years,10 or fewer,4307
,,,≥ 25 and < 45 Years,10 or fewer,8068
,,,≥ 45 and < 65 Years,10 or fewer,6977
,,,65 Years or more,10 or fewer,7027
,,,No value,10 or fewer,10 or fewer
,,,Total,20,36937
,,Washington,Less than 15 Years,10 or fewer,4156
,,,≥ 15 and < 25 Years,10 or fewer,3306
,,,≥ 25 and < 45 Years,33,8545
,,,≥ 45 and < 65 Years,10 or fewer,7295
,,,65 Years or more,10 or fewer,8870
,,,No value,10 or fewer,10 or fewer
,,,Total,47,32172
,,Idaho,Less than 15 Years,10 or fewer,4048
,,,≥ 15 and < 25 Years,10 or fewer,3291
,,,≥ 25 and < 45 Years,13,6879
,,,≥ 45 and < 65 Years,10 or fewer,6031
,,,65 Years or more,10 or fewer,7549
,,,No value,10 or fewer,10 or fewer
,,,Total,21,27798
,,Kansas,Less than 15 Years,10 or fewer,2807
,,,≥ 15 and < 25 Years,10 or fewer,2872
,,,≥ 25 and < 45 Years,10 or fewer,6538
,,,≥ 45 and < 65 Years,10 or fewer,5648
,,,65 Years or more,10 or fewer,6707
,,,No value,10 or fewer,10 or fewer
,,,Total,14,24572
,,Hawaii,Less than 15 Years,10 or fewer,4115
,,,≥ 15 and < 25 Years,10 or fewer,2198
,,,≥ 25 and < 45 Years,10 or fewer,5195
,,,≥ 45 and < 65 Years,10 or fewer,5580
,,,65 Years or more,10 or fewer,6735
,,,No value,10 or fewer,10 or fewer
,,,Total,12,23823
,,Missouri,Less than 15 Years,10 or fewer,2059
,,,≥ 15 and < 25 Years,10 or fewer,2802
,,,≥ 25 and < 45 Years,12,6395
,,,≥ 45 and < 65 Years,10 or fewer,6162
,,,65 Years or more,10 or fewer,7335
,,,No value,10 or fewer,10 or fewer
,,,Total,23,24753
,,Nebraska,Less than 15 Years,10 or fewer,2866
,,,≥ 15 and < 25 Years,10 or fewer,2826
,,,≥ 25 and < 45 Years,10 or fewer,5969
,,,≥ 45 and < 65 Years,10 or fewer,5063
,,,65 Years or more,10 or fewer,5407
