,"FULTON, GA",122986,0.211%,1.3%
,"PIMA, AZ",93235,0.335%,2.4%
,"ADA, ID",86130,0.398%,1.2%
,"POLK, FL",80012,0.391%,2.8%
,"ARAPAHOE, CO",94809,0.252%,1.1%
,"SAN FRANCISCO, CA",45388,0.139%,1.8%
,"POLK, IA",82133,0.328%,1.9%
,"VOLUSIA, FL",48974,0.347%,3.4%
,"JOHNSON, KS",37061,0.127%,1.8%
,"DEKALB, GA",82883,0.245%,1.6%
,"DUPAGE, IL",42511,0.43%,1.9%
,"LAKE, IL",51589,0.3%,1.5%
,"LAKE, FL",51472,0.35%,2.9%
,"PULASKI, AR",67004,0.343%,1.5%
,"SEMINOLE, FL",55518,0.241%,2%
,"SACRAMENTO, CA",55406,0.067%,1.3%
,"OSCEOLA, FL",68266,0.346%,2.2%
,"KANE, IL",54379,0.272%,2.7%
,"GWINNETT, GA",96579,0.29%,1.7%
,"LARIMER, CO",46803,0.226%,0.932%
,"LAKE, IN",42742,0.213%,1.9%
,"ALLEN, IN",60243,0.297%,1.4%
,"PALM BEACH, FL",33076,0.638%,3.3%
,"WINNEBAGO, IL",49881,0.335%,1.4%
,"JEFFERSON, CO",55873,0.286%,0.927%
,"ADAMS, CO",73053,0.255%,1.4%
,"NEW LONDON, CT",42457,0.33%,1.4%
,"SAN MATEO, CA",57396,0.301%,1.2%
,"WELD, CO",58403,0.243%,1.4%
,"MONTEREY, CA",59271,0.275%,2.6%
,"PINELLAS, FL",22910,0.109%,3.2%
,"LINN, IA",47189,0.25%,1.1%
,"KERN, CA",67942,0.222%,3.8%
,"BOULDER, CO",38168,0.22%,0.762%
,"CANYON, ID",51940,0.439%,2.4%
,"DOUGLAS, CO",50141,0.313%,0.594%
,"ALACHUA, FL",40636,0.33%,1.7%
,"PASCO, FL",27002,0.163%,3.6%
,"NEW CASTLE, DE",82083,0.378%,1.5%
,"HALL, GA",42084,0.221%,2%
,"CHAMPAIGN, IL",39610,0.169%,1.2%
,"WILL, IL",27383,0.57%,2.5%
,"PEORIA, IL",38110,0.215%,1.4%
,"SHAWNEE, KS",33374,0.342%,1.4%
,"MARION, FL",38605,0.547%,3.2%
,"MCHENRY, IL",27301,0.3%,1.1%
,"SUSSEX, DE",30350,0.369%,2.6%
,"SAINT LUCIE, FL",17632,-,2.3%
,"SAN JOAQUIN, CA",27609,0.098%,2.3%
,"MOBILE, AL",13805,0.13%,3.5%
,"CHEROKEE, GA",37590,0.282%,1.3%
,"SAINT JOHNS, FL",34458,0.511%,1.7%
,"JOHNSON, IA",30368,0.247%,0.85%
,"VANDERBURGH, IN",26435,0.17%,1.7%
,"MCLEAN, IL",28125,0.284%,1.4%
,"HAMILTON, IN",28509,-,0.901%
,"KENT, DE",29178,0.452%,2.2%
,"COLLIER, FL",31149,0.459%,2%
,"PAULDING, GA",28999,0.234%,1.6%
,"MIDDLESEX, CT",21540,0.288%,1.1%
,"SONOMA, CA",33738,0.142%,4.1%
,"TAZEWELL, IL",25296,0.277%,1.3%
,"BREVARD, FL",30941,0.414%,2.8%
,"BALDWIN, AL",15872,0.183%,2.1%
,"INDIAN RIVER, FL",14654,0.191%,2.3%
,"ROCK ISLAND, IL",23552,0.361%,2.7%
,"DOUGLAS, GA",24644,0.284%,2%
,"CLAY, FL",30075,0.502%,2.6%
,"CLARK, IN",23183,0.41%,2.6%
,"LITCHFIELD, CT",16263,0.486%,2%
,"SCOTT, IA",22036,0.608%,2.3%
,"SAINT CLAIR, IL",11198,-,2.1%
,"SANGAMON, IL",18119,0.375%,2.2%
,"BLACK HAWK, IA",19428,0.335%,2.7%
,"WYANDOTTE, KS",16530,0.109%,2.4%
,"LOWNDES, GA",19411,0.335%,1.4%
,"MARTIN, FL",9997,-,1.6%
,"ST JOSEPH, IN",14004,0.229%,3.2%
,"LA SALLE, IL",16195,0.228%,2.5%
,"HAWAII, HI",16505,0.412%,3.3%
,"TWIN FALLS, ID",17026,0.341%,1.4%
,"KENDALL, IL",16651,0.39%,1.7%
,"SOLANO, CA",18050,0.183%,3%
,"FLAGLER, FL",11227,0.383%,3.1%
,"TOLLAND, CT",15866,0.284%,1.4%
,"MADISON, IN",17592,0.153%,1.9%
,"WOODBURY, IA",20321,0.305%,3.2%
,"TULARE, CA",26404,0.356%,4.7%
,"NASSAU, FL",13390,0.426%,2.7%
,"HUMBOLDT, CA",16632,0.138%,1.3%
,"JOHNSON, IN",16377,-,1.3%
,"SUMTER, FL",5723,0.419%,3.5%
,"SANTA CRUZ, CA",13421,0.693%,3.5%
,"WINDHAM, CT",14138,0.41%,1.8%
,"CLAYTON, GA",27609,0.293%,2.2%
,"MADISON, IL",7589,-,2.3%
,"BARTHOLOMEW, IN",14983,-,2%
,"VERMILION, IL",15595,0.269%,1.6%
,"SALINE, AR",14719,0.448%,1.9%
,"MADERA, CA",20828,0.235%,2%
,"PUEBLO, CO",13199,0.591%,3.3%
,"HENRY, GA",27765,0.27%,2.1%
,"SEBASTIAN, AR",15068,0.551%,4%
,"FORSYTH, GA",25909,0.216%,1.1%
,"CRAIGHEAD, AR",15764,0.438%,2.7%
,"PORTER, IN",7018,0.242%,1.8%
,"MARIN, CA",16665,0.09%,2.8%
,"KAUAI, HI",11296,0.177%,0.788%
,"MACON, IL",9674,0.331%,2.6%
,"FAULKNER, AR",14517,0.558%,2.3%
,"FLOYD, IN",10390,0.491%,2.9%
,"BARROW, GA",14119,0.276%,2.3%
,"STANISLAUS, CA",17526,0.308%,4.7%
,"PINAL, AZ",13734,-,1.7%
,"JACKSON, GA",14618,0.356%,1.7%
,"DUBUQUE, IA",10885,0.395%,1.9%
,"BANNOCK, ID",7691,0.299%,2.2%
,"MESA, CO",12162,0.288%,1.9%
,"HIGHLANDS, FL",5857,0.393%,4.4%
,"TROUP, GA",11264,0.231%,1.9%
,"WASHINGTON, AR",28956,0.452%,2.1%
,"MERCED, CA",22196,0.32%,3.9%
,"WHITFIELD, GA",9246,0.552%,6%
,"HOUSTON, AL",4867,-,2.7%
,"WARRICK, IN",11061,0.262%,1.2%
,"LONOKE, AR",10752,0.484%,1.9%
,"HOWARD, IN",11263,-,1.8%
,"DALLAS, IA",13365,0.419%,1%
,"BARTOW, GA",10325,0.31%,2.7%
,"HANCOCK, IN",10149,-,1.1%
,"PLACER, CA",5602,-,0.857%
,"WAYNE, IN",10495,0.181%,1.9%
,"BOONE, IL",9612,0.26%,1.3%
,"KNOX, IL",8642,0.312%,2.2%
,"BENTON, AR",27619,0.605%,2.1%
,"CRAWFORD, AR",9488,0.411%,3.4%
,"HERNANDO, FL",5392,-,4%
,"YOLO, CA",8953,-,2.7%
,"SANTA BARBARA, CA",9648,0.176%,2.4%
,"BROOMFIELD, CO",8828,0.261%,0.816%
,"SPALDING, GA",7036,0.384%,2.7%
,"GORDON, GA",7303,0.397%,5.5%
,"HABERSHAM, GA",8685,0.173%,2.4%
,"CITRUS, FL",6130,0.75%,4.1%
,"MUSCATINE, IA",8612,0.337%,2.3%
,"EL DORADO, CA",3642,-,1%
,"LEAVENWORTH, KS",3317,-,2.2%
,"CHARLOTTE, FL",8084,0.594%,2.7%
,"NOBLE, IN",8419,0.309%,1.3%
,"VENTURA, CA",3797,-,0.448%
,"KNOX, IN",7352,0.163%,1.8%
,"ELKHART, IN",7683,0.417%,3.3%
,"WOODFORD, IL",7438,0.202%,1.2%
,"FLOYD, GA",4773,0.419%,4.6%
,"HENRY, IL",6392,0.391%,1.9%
,"CLARKE, GA",5333,0.375%,3.9%
,"RICHMOND, GA",6808,0.294%,6.4%
,"KOSCIUSKO, IN",7421,0.323%,2.1%
,"JEFFERSON, AR",9159,0.459%,2.7%
,"WEBSTER, IA",7052,0.298%,2%
,"MENDOCINO, CA",8051,-,2.4%
,"HUNTINGTON, IN",7158,0.224%,1.2%
,"OGLE, IL",6272,0.255%,1.3%
,"GIBSON, IN",6709,0.179%,1.8%
,"CARROLL, GA",9450,0.476%,2.7%
,"CRITTENDEN, AR",5616,0.392%,3.6%
,"SARASOTA, FL",4041,0.693%,3.2%
,"KINGS, CA",10047,0.309%,3.6%
,"WARREN, IA",7227,0.581%,1.6%
,"DOUGLAS, KS",1915,-,3.1%
,"HARRISON, IN",5264,0.551%,3%
,"MARSHALL, IA",6511,0.384%,2.8%
,"WHITLEY, IN",6449,0.217%,0.837%
,"MARSHALL, IN",5916,0.287%,3.8%
,"LIVINGSTON, IL",5857,0.273%,1.6%
,"CATOOSA, GA",5016,0.578%,3.3%
,"MANATEE, FL",2582,-,2.5%
,"EFFINGHAM, IL",5082,-,1.6%
,"WALKER, GA",6593,0.683%,3.3%
,"ELMORE, ID",7026,0.313%,1.1%
,"CLINTON, IL",5174,-,1.5%
,"DEKALB, IL",4032,0.645%,2.6%
,"BUREAU, IL",5111,0.352%,3.2%
,"DEARBORN, IN",6637,0.482%,1.6%
,"WALTON, GA",10089,0.486%,2.4%
,"HENDRICKS, IN",4625,-,1.5%
,"WABASH, IN",5672,0.353%,1.6%
,"WHITE, AR",5825,0.944%,2.7%
,"WHITE, GA",4671,-,1.9%
,"LUMPKIN, GA",4396,-,1.2%
,"BLAINE, ID",4190,-,0.859%
,"COLUMBIA, GA",6595,0.212%,4.9%
,"COLUMBIA, FL",6407,0.64%,3.4%
,"COWETA, GA",8004,0.6%,2.5%
,"NAPA, CA",6255,0.176%,5.1%
,"COLES, IL",4455,-,2%
,"MURRAY, GA",4060,0.369%,6.5%
,"FAYETTE, GA",7764,0.348%,2.6%
,"PAYETTE, ID",4754,0.358%,2.3%
,"STEPHENS, GA",5450,0.312%,2.7%
,"COFFEE, AL",5457,-,2.4%
,"LEVY, FL",4972,0.664%,2.8%
,"YAVAPAI, AZ",776,-,-
,"CAMDEN, GA",5904,0.508%,2.3%
,"GEARY, KS",4216,-,3.9%
,"PUTNAM, FL",6624,0.574%,3.9%
,"MAUI, HI",4617,0.693%,2.5%
,"GREENE, AR",3916,0.306%,3.2%
,"DAWSON, GA",5355,0.205%,1.4%
,"NEWTON, GA",8735,0.515%,3.2%
,"RILEY, KS",1487,0.74%,2.2%
,"STEUBEN, IN",3476,0.547%,2%
,"LYON, KS",3625,0.441%,1.7%
,"JEROME, ID",4818,0.311%,1.4%
,"CLEBURNE, AR",3021,0.397%,2.6%
,"GARLAND, AR",4660,0.858%,3.3%
,"BARTON, KS",4621,-,2.9%
,"POTTAWATTAMIE, IA",1646,-,4.3%
,"POSEY, IN",3913,-,1.3%
,"MACOUPIN, IL",2748,-,2.2%
,"ROUTT, CO",3453,0.376%,0.666%
,"ESCAMBIA, FL",10439,0.709%,3.5%
,"DALE, AL",1947,-,2%
,"HOT SPRING, AR",3191,-,3.2%
,"FULTON, IL",2652,0.49%,2.9%
,"WAPELLO, IA",5233,0.497%,4.8%
,"BENTON, IA",4297,0.372%,1.7%
,"ROCKDALE, GA",6452,0.31%,2.7%
,"LAGRANGE, IN",4129,0.388%,1.4%
,"FAYETTE, IN",4211,-,2.4%
,"STORY, IA",4257,0.634%,2.1%
,"LEON, FL",4618,0.26%,3.6%
,"CLINTON, IA",3999,0.85%,3.5%
,"TELLER, CO",2519,0.635%,1.2%
,"SIOUX, IA",4602,0.304%,0.63%
,"DELAWARE, IN",2342,-,1.6%
,"FRANKLIN, GA",3906,-,3.6%
,"HENDRY, FL",4729,0.465%,3.3%
,"DES MOINES, IA",4918,0.468%,3.8%
,"COCHISE, AZ",2701,1.6%,2.9%
,"BUENA VISTA, IA",4864,-,2.2%
,"POLK, GA",3249,0.616%,3.2%
,"MAHASKA, IA",3483,0.431%,3%
,"JEFFERSON, IN",2797,0.465%,4.2%
,"CLARK, AR",2857,0.42%,2.7%
,"MONTGOMERY, IL",2473,-,2.5%
,"POPE, AR",3445,0.929%,3.7%
,"BREMER, IA",3289,0.547%,1.9%
,"BANKS, GA",3340,-,2.2%
,"WASHINGTON, IA",3608,0.388%,1.4%
,"CHRISTIAN, IL",2256,-,2.2%
,"LATAH, ID",2653,-,2.7%
,"HART, GA",2636,-,3.1%
,"SAN BENITO, CA",3549,0.789%,3.4%
,"POINSETT, AR",3175,0.441%,2.6%
,"WASHINGTON, IN",2246,0.89%,4.3%
,"ARKANSAS, AR",3313,0.453%,3%
,"DOUGLAS, IL",3174,0.441%,0.977%
,"MORGAN, IN",2375,-,1.1%
,"JONES, IA",3330,-,1.7%
,"MISSISSIPPI, AR",2277,0.659%,4.1%
,"SEDGWICK, KS",832,-,2.5%
,"PIATT, IL",2961,-,1.1%
,"JASPER, IA",2926,0.752%,2.1%
,"SHASTA, CA",1778,-,3.3%
,"RICHLAND, IL",2922,-,2.8%
,"BUTTS, GA",3382,-,2.5%
,"POWESHIEK, IA",2505,0.479%,2.2%
,"FRANKLIN, KS",1829,-,3.6%
,"OUACHITA, AR",2742,-,3.4%
,"TUSCALOOSA, AL",3325,0.421%,4.7%
,"GENEVA, AL",1612,-,2.1%
,"SUWANNEE, FL",3745,0.454%,3%
,"SAN LUIS OBISPO, CA",2561,1.1%,2.7%
,"WARREN, IL",3160,-,1.5%
,"HARDEE, FL",2503,0.439%,5.7%
,"CEDAR, IA",3009,-,1.1%
,"OSAGE, KS",2616,-,1.5%
,"MIAMI, KS",1365,-,3.4%
,"RIPLEY, IN",3387,0.443%,2.4%
,"LEE, IA",3352,0.597%,3.4%
,"BRADFORD, FL",3385,0.384%,3.2%
,"BUTTE, CA",767,-,2.6%
,"PLYMOUTH, IA",2608,-,1.8%
,"OKALOOSA, FL",6101,0.852%,3.7%
,"BAKER, FL",3629,0.413%,4.5%
,"TAMA, IA",2808,-,2.1%
,"SHELBY, IL",2101,-,2.3%
,"SANTA ROSA, FL",7553,0.675%,3.3%
,"OCONEE, GA",3008,-,2.1%
,"DAVIESS, IN",2127,-,2.3%
,"SCOTT, IN",2035,0.639%,4.7%
,"GEM, ID",2173,0.552%,1.9%
,"MIAMI, IN",2686,-,2.8%
,"JACKSON, IN",1657,-,2.5%
,"STEPHENSON, IL",1899,1%,2.6%
,"JEFFERSON, KS",2076,-,1.2%
,"BOND, IL",1827,-,3.1%
,"GREENE, GA",1516,-,6.3%
,"GRANT, IN",1856,-,1.8%
,"MONROE, FL",1161,-,4.1%
,"ELBERT, CO",2713,-,1.2%
,"OBRIEN, IA",2918,-,0.685%
,"MINIDOKA, ID",2239,0.625%,3.9%
,"JENNINGS, IN",1836,-,4%
,"GRUNDY, IL",2104,0.665%,1.6%
,"FAYETTE, IA",2219,-,1.8%
,"VALLEY, ID",1976,-,1.2%
,"BERRIEN, GA",2486,-,2.2%
,"LAKE, CA",2247,-,2.5%
,"RABUN, GA",2101,-,2.8%
,"IOWA, IA",2471,-,1.5%
,"FRANKLIN, IN",2823,-,1.9%
,"IMPERIAL, CA",362,-,3.6%
,"LA PORTE, IN",922,-,3.8%
,"GOODING, ID",2273,0.704%,1.6%
,"MARSHALL, IL",2249,-,1.7%
,"BAY, FL",3665,1.5%,4%
,"IROQUOIS, IL",2128,-,2.4%
,"LEE, IL",1554,1.2%,2.2%
,"BUCHANAN, IA",1922,0.572%,2.4%
,"UNION, AR",2009,0.697%,4.1%
,"FREMONT, CO",1861,1.2%,2.8%
,"ALLAMAKEE, IA",2381,-,0.672%
,"WHITESIDE, IL",1730,1.6%,3.2%
,"MUSCOGEE, GA",3495,0.544%,3.7%
,"WINNESHIEK, IA",1888,-,0.953%
,"GRANT, AR",2337,-,2.4%
,"SHELBY, IN",1486,-,2.8%
,"HENRY, IN",1755,-,2.3%
,"WILLIAMSON, IL",195,-,-
,"SPENCER, IN",2054,0.633%,1.9%
,"MERCER, IL",1986,0.655%,2%
,"ETOWAH, AL",1574,-,6.9%
,"CERRO GORDO, IA",1746,1.4%,3.7%
,"KANKAKEE, IL",1135,1.2%,4%
,"CASSIA, ID",1760,-,3.5%
,"DEL NORTE, CA",2385,-,1.5%
,"LOGAN, IL",1966,-,2.5%
,"INDEPENDENCE, AR",2126,1%,4%
,"POTTAWATOMIE, KS",1292,-,1.6%
,"LAWRENCE, IL",1398,-,3.2%
,"FAYETTE, IL",1363,-,2.1%
,"WELLS, IN",2101,-,2%
,"MARION, AL",1799,-,3.4%
,"MASSAC, IL",1236,-,2%
,"MOFFAT, CO",2348,-,1.6%
,"COCONINO, AZ",341,-,-
,"OWYHEE, ID",2177,0.551%,3.2%
,"MARION, IA",2016,0.942%,2.8%
,"BIBB, GA",2295,-,5.1%
,"BOONE, IN",1534,-,1.1%
,"MADISON, GA",1825,1%,3.6%
,"DUBOIS, IN",1339,0.896%,3.1%
,"CHATTOOGA, GA",1292,0.929%,5%
,"HOUSTON, GA",2548,-,4.3%
,"PICKENS, GA",2530,-,2.3%
,"CRAWFORD, IL",1054,-,3.4%
,"JACKSON, IL",179,-,-
,"BINGHAM, ID",1212,-,2.2%
,"MILLER, AR",2101,1.6%,4.7%
,"JACKSON, KS",1536,-,1.8%
,"FORD, IL",1686,-,1.8%
,"GRUNDY, IA",1937,-,1.5%
,"DECATUR, IN",2299,-,2.4%
,"UNION, GA",841,-,2.5%
,"CLAYTON, IA",1336,-,1.3%
,"MORGAN, CO",1911,-,3.2%
,"GILCHRIST, FL",2146,0.792%,3.5%
,"PIKE, IN",1525,-,1.6%
,"JO DAVIESS, IL",1062,-,3.1%
,"ESCAMBIA, AL",2055,-,2.9%
,"JACKSON, FL",763,-,4.2%
,"MERIWETHER, GA",1207,-,2.6%
,"BUTLER, IA",1713,-,3%
,"HENRY, IA",1882,-,2.6%
,"OKEECHOBEE, FL",1434,-,3.5%
,"BONNEVILLE, ID",1562,-,1.2%
,"MORGAN, IL",1365,0.806%,1.6%
,"CONWAY, AR",1735,1.2%,2.9%
,"NEVADA, CA",714,-,-
,"CHATHAM, GA",1019,-,1.9%
,"DREW, AR",1379,-,3.3%
,"LYON, IA",1968,-,0.711%
,"HUMBOLDT, IA",1730,-,0.867%
,"MOULTRIE, IL",1383,-,1.7%
,"DIXIE, FL",1436,-,3.7%
,"CROSS, AR",1637,-,4.6%
,"JOHNSON, AR",1715,0.875%,4.7%
,"ADAMS, IN",1551,-,1.4%
,"DELAWARE, IA",1146,-,2.1%
,"MCDONOUGH, IL",1366,0.805%,1.9%
,"HARALSON, GA",2246,-,2.4%
,"WASHINGTON, ID",1133,-,2.2%
,"JACKSON, IA",1306,-,2.9%
,"CHOCTAW, AL",1282,-,5.6%
,"RANDOLPH, IN",1306,-,2.3%
,"HENRY, AL",464,-,2.4%
,"GARFIELD, CO",1667,-,2.2%
,"MASON, IL",1301,-,2.4%
,"COOK, GA",1331,-,2.4%
,"VAN BUREN, AR",1029,1.1%,2.7%
,"KEOKUK, IA",1587,-,1.6%
,"LANIER, GA",1573,-,2.1%
,"LOUISA, IA",1751,-,3.2%
,"LOGAN, AR",1418,-,4.5%
,"LASSEN, CA",849,-,2.6%
,"PUTNAM, GA",873,-,6.2%
,"PIKE, GA",1459,-,3%
,"CALHOUN, AL",461,-,3.7%
,"LAMAR, GA",1230,-,3.3%
,"JEFFERSON, IA",1017,1.1%,3.5%
,"WRIGHT, IA",1381,-,3.2%
,"JASPER, IL",1280,-,3.1%
,"JEFFERSON, AL",692,-,1.6%
,"GILMER, GA",1447,-,2.6%
,"JASPER, IN",622,-,1.9%
,"SANTA CRUZ, AZ",1243,-,2.8%
,"BROOKS, GA",1119,-,1.1%
,"KODIAK ISLAND, AK",1830,-,1%
,"MADISON, IA",1539,-,1.6%
,"UNION, FL",1763,-,2.4%
,"SAINT FRANCIS, AR",846,-,4.4%
,"CLAY, IL",841,-,2.7%
,"DADE, GA",1274,-,2%
,"MOHAVE, AZ",294,-,-
,"STARKE, IN",1034,-,3%
,"FANNIN, GA",911,-,2.5%
,"DEKALB, IN",958,-,1.9%
,"BARBOUR, AL",391,-,3.1%
,"LAWRENCE, AR",1124,-,3.7%
,"EAGLE, CO",1124,-,2%
,"FRANKLIN, AR",1477,-,4.3%
,"SISKIYOU, CA",1088,-,6.2%
,"ANDERSON, KS",1172,-,2.2%
,"UNION, IN",1311,-,1.3%
,"CASS, IN",1175,-,1.9%
,"ALLEN, KS",622,-,3.9%
,"CALHOUN, IA",1152,-,2.5%
,"CHAMBERS, AL",381,-,3.4%
,"PERRY, AR",1153,-,3.5%
,"WHITE, IL",777,-,3.5%
,"BOONE, IA",1337,-,3%
,"ASHLEY, AR",1049,1.1%,3.9%
,"SAC, IA",1136,-,2.4%
,"PITKIN, CO",760,-,-
,"COLUMBIA, AR",1568,0.702%,4.3%
,"FRANKLIN, IL",82,-,-
,"GLYNN, GA",1453,1.4%,2.7%
,"LAMAR, AL",894,-,2%
,"BROWN, IN",667,-,-
,"TOWNS, GA",516,-,-
,"HARRIS, GA",951,-,2.3%
,"SALINE, IL",394,-,-
,"YUBA, CA",1147,-,4.7%
,"EDGAR, IL",906,-,3.3%
,"ELBERT, GA",1047,-,5.6%
,"POCAHONTAS, IA",1234,-,2.4%
,"CRAWFORD, IN",797,-,3.6%
,"THOMAS, KS",1381,-,3.8%
,"PHILLIPS, AR",900,-,4.9%
,"OTERO, CO",1118,-,3.3%
,"WABASH, IL",843,-,2.5%
,"CLARKE, AL",237,-,5.1%
,"PICKENS, AL",777,-,4.4%
,"CHEROKEE, IA",901,-,2.1%
,"LOGAN, CO",834,-,2.9%
,"MONTROSE, CO",899,-,1.9%
,"PRAIRIE, AR",1012,-,3%
,"ATCHISON, KS",289,-,5.2%
,"APPANOOSE, IA",1071,-,5.8%
,"MONROE, IN",304,-,-
,"DELTA, CO",788,-,1.8%
,"JERSEY, IL",603,-,-
,"UNION, IL",452,-,2.7%
,"CALAVERAS, CA",485,-,2.3%
,"CUMBERLAND, IL",872,-,2.1%
,"MONROE, AR",868,-,2.5%
,"PERRY, IN",927,-,2.7%
,"RANDOLPH, AR",924,-,4.9%
,"JACKSON, AR",881,-,3%
,"RANDOLPH, IL",130,-,-
,"SHARP, AR",786,-,3.6%
,"MORGAN, GA",1063,-,3.6%
,"WASHINGTON, AL",420,-,2.9%
,"MARION, IL",469,-,-
,"YUMA, AZ",182,-,-
,"CLAY, AR",1047,-,3.2%
,"SUTTER, CA",725,-,2.9%
,"MONROE, AL",340,-,-
,"STARK, IL",1053,-,1.7%
,"LEE, AL",644,-,2.8%
,"HARDIN, IA",984,1.2%,2.4%
,"FULTON, IN",547,-,3.5%
,"BOISE, ID",667,-,-
,"HAMILTON, IA",967,-,2.1%
,"SUMTER, AL",1001,-,6.4%
,"PUTNAM, IL",869,-,3.9%
,"GRAND, CO",684,-,-
,"YELL, AR",988,-,4.1%
,"HEMPSTEAD, AR",1157,1%,4.2%
,"TUOLUMNE, CA",748,-,3.3%
,"CARROLL, IL",639,-,3.3%
,"CHEROKEE, AL",269,-,5.9%
,"DECATUR, IA",1074,-,4.7%
,"WALTON, FL",1280,0.859%,4.4%
,"JACKSON, AL",589,-,-
,"NEVADA, AR",818,-,4.4%
,"UPSON, GA",838,-,3.1%
,"PARK, CO",752,-,-
,"TIPPECANOE, IN",402,-,-
,"WABAUNSEE, KS",728,-,-
,"HAMILTON, FL",1048,-,4.3%
,"CHICKASAW, IA",846,-,2.2%
,"MADISON, FL",820,-,3.9%
,"BEAR LAKE, ID",1031,-,1.1%
,"COFFEY, KS",432,-,2.5%
,"JOHNSON, IL",358,-,-
,"NEMAHA, KS",402,-,-
,"AMADOR, CA",339,-,-
,"HENDERSON, IL",904,-,4.8%
,"LAS ANIMAS, CO",604,-,4.6%
,"GILA, AZ",163,-,-
,"DONIPHAN, KS",547,-,3.5%
,"PAGE, IA",165,-,-
,"MENARD, IL",816,-,2.5%
,"MADISON, AL",458,-,-
,"ANCHORAGE, AK",322,-,-
,"MONONA, IA",502,-,-
,"HANCOCK, IL",1035,-,2.4%
,"GUTHRIE, IA",827,-,2.2%
,"CLARKE, IA",934,-,2.7%
,"BROWN, KS",292,-,3.8%
,"OGLETHORPE, GA",623,-,2.1%
,"BAXTER, AR",1122,1.1%,3.1%
,"LA PLATA, CO",990,-,2.7%
,"RANDOLPH, AL",289,-,-
,"TIPTON, IN",785,-,1.5%
,"MARIPOSA, CA",707,-,1.6%
,"POWER, ID",620,-,2.3%
,"LINN, KS",291,-,-
,"DICKINSON, KS",496,-,2.2%
,"ADAMS, ID",543,-,-
,"DOUGHERTY, GA",1045,-,6.2%
,"SCOTT, AR",795,-,3.9%
,"SUMMIT, CO",803,-,-
,"LINCOLN, ID",796,-,2.5%
,"PLUMAS, CA",352,-,-
,"BRADLEY, AR",829,1.4%,5.1%
,"MILLS, IA",339,-,-
,"FOUNTAIN, IN",537,-,-
,"HEARD, GA",735,-,2.7%
,"CASS, IL",678,-,2.2%
,"CHAFFEE, CO",672,-,1.9%
,"NAVAJO, AZ",127,-,-
,"DESOTO, FL",1525,0.918%,4.4%
,"DESHA, AR",748,-,3.5%
,"LINCOLN, AR",715,-,3.9%
,"COVINGTON, AL",414,-,4.3%
,"POLK, AR",789,-,3%
,"PROWERS, CO",739,-,6%
,"HOLMES, FL",444,-,3.4%
,"WAYNE, IL",277,-,-
,"CRAWFORD, KS",140,-,-
,"EDWARDS, IL",514,-,3.7%
,"LUCAS, IA",703,-,3%
,"BOONE, AR",1408,0.994%,3.3%
,"FLOYD, IA",652,-,3.5%
,"PERRY, IL",43,-,-
,"CLEVELAND, AR",978,-,3.2%
,"MARSHALL, KS",293,-,-
,"SALINE, KS",168,-,7.7%
,"CHARLTON, GA",694,-,3.5%
,"ALEXANDER, IL",438,-,2.7%
,"BALDWIN, GA",526,-,8.2%
,"CLARK, IL",545,-,3.3%
,"DICKINSON, IA",592,-,-
,"HOWARD, IA",514,-,3.1%
,"RUSH, IN",488,-,2.9%
,"TIFT, GA",665,-,6%
,"DALLAS, AR",582,-,4.5%
,"SWITZERLAND, IN",685,-,3.9%
