,,,≥ 15 and < 25 Years,10 or fewer,9155,9162
,,,≥ 25 and < 45 Years,24,18248,18272
,,,≥ 45 and < 65 Years,10 or fewer,16588,16592
,,,65 Years or more,10 or fewer,15023,15023
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,35,75591,75626
,,Connecticut,Less than 15 Years,10 or fewer,14506,14506
,,,≥ 15 and < 25 Years,10 or fewer,8322,8332
,,,≥ 25 and < 45 Years,28,16778,16806
,,,≥ 45 and < 65 Years,12,15999,16011
,,,65 Years or more,10 or fewer,13888,13892
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,54,69494,69548
,,Colorado,Less than 15 Years,10 or fewer,23321,23321
,,,≥ 15 and < 25 Years,10 or fewer,9478,9478
,,,≥ 25 and < 45 Years,10 or fewer,17722,17731
,,,≥ 45 and < 65 Years,10 or fewer,12394,12395
,,,65 Years or more,10 or fewer,8713,8713
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,71629,71639
,,Indiana,Less than 15 Years,10 or fewer,10608,10608
,,,≥ 15 and < 25 Years,16,8211,8227
,,,≥ 25 and < 45 Years,60,17806,17866
,,,≥ 45 and < 65 Years,16,15328,15344
,,,65 Years or more,10 or fewer,12300,12305
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,97,64253,64350
,,Kentucky,Less than 15 Years,10 or fewer,13112,13112
,,,≥ 15 and < 25 Years,21,7024,7045
,,,≥ 25 and < 45 Years,87,14981,15068
,,,≥ 45 and < 65 Years,27,14125,14152
,,,65 Years or more,10 or fewer,13780,13782
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,137,63022,63159
,,Louisiana,Less than 15 Years,10 or fewer,9198,9199
,,,≥ 15 and < 25 Years,10 or fewer,7365,7375
,,,≥ 25 and < 45 Years,38,17054,17092
,,,≥ 45 and < 65 Years,10 or fewer,14291,14300
,,,65 Years or more,10 or fewer,11449,11451
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,60,59357,59417
,,Minnesota,Less than 15 Years,10 or fewer,10377,10377
,,,≥ 15 and < 25 Years,10 or fewer,7466,7475
,,,≥ 25 and < 45 Years,12,15529,15541
,,,≥ 45 and < 65 Years,10 or fewer,13195,13198
,,,65 Years or more,10 or fewer,12150,12152
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,26,58718,58744
,,Massachusetts,Less than 15 Years,10 or fewer,7192,7192
,,,≥ 15 and < 25 Years,12,5814,5826
,,,≥ 25 and < 45 Years,46,12201,12247
,,,≥ 45 and < 65 Years,21,11358,11379
,,,65 Years or more,10 or fewer,11867,11870
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,82,48433,48515
,,Mississippi,Less than 15 Years,10 or fewer,10060,10060
,,,≥ 15 and < 25 Years,10 or fewer,6298,6299
,,,≥ 25 and < 45 Years,10 or fewer,12995,13001
,,,≥ 45 and < 65 Years,10 or fewer,11945,11950
,,,65 Years or more,10 or fewer,8730,8731
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,13,50028,50041
,,South Carolina,Less than 15 Years,10 or fewer,8646,8647
,,,≥ 15 and < 25 Years,10 or fewer,6300,6304
,,,≥ 25 and < 45 Years,30,13542,13572
,,,≥ 45 and < 65 Years,12,12625,12637
,,,65 Years or more,10 or fewer,10246,10247
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,48,51360,51408
,,Oregon,Less than 15 Years,10 or fewer,7579,7579
,,,≥ 15 and < 25 Years,10 or fewer,4765,4767
,,,≥ 25 and < 45 Years,16,10065,10081
,,,≥ 45 and < 65 Years,10 or fewer,9589,9594
,,,65 Years or more,10 or fewer,9126,9127
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,24,41124,41148
,,Maryland,Less than 15 Years,10 or fewer,5270,5271
,,,≥ 15 and < 25 Years,10 or fewer,4131,4140
,,,≥ 25 and < 45 Years,33,9230,9263
,,,≥ 45 and < 65 Years,63,8571,8634
,,,65 Years or more,10 or fewer,6736,6743
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,113,33939,34052
,,Tennessee,Less than 15 Years,10 or fewer,7143,7143
,,,≥ 15 and < 25 Years,10 or fewer,4546,4548
,,,≥ 25 and < 45 Years,10 or fewer,9757,9764
,,,≥ 45 and < 65 Years,10 or fewer,8779,8782
,,,65 Years or more,10 or fewer,7294,7297
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,15,37519,37534
,,Iowa,Less than 15 Years,10 or fewer,7567,7567
,,,≥ 15 and < 25 Years,10 or fewer,4336,4341
,,,≥ 25 and < 45 Years,10 or fewer,8724,8734
,,,≥ 45 and < 65 Years,10 or fewer,7261,7265
,,,65 Years or more,10 or fewer,6984,6985
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,20,34872,34892
,,New Jersey,Less than 15 Years,10 or fewer,2071,2071
,,,≥ 15 and < 25 Years,10 or fewer,1758,1762
,,,≥ 25 and < 45 Years,49,3805,3854
,,,≥ 45 and < 65 Years,21,3327,3348
,,,65 Years or more,10 or fewer,2409,2409
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,74,13370,13444
,,Arkansas,Less than 15 Years,10 or fewer,6554,6554
,,,≥ 15 and < 25 Years,10 or fewer,3584,3588
,,,≥ 25 and < 45 Years,19,7029,7048
,,,≥ 45 and < 65 Years,10 or fewer,6104,6108
,,,65 Years or more,10 or fewer,5458,5459
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,28,28730,28758
,,Arizona,Less than 15 Years,10 or fewer,6047,6047
,,,≥ 15 and < 25 Years,10 or fewer,3198,3199
,,,≥ 25 and < 45 Years,10 or fewer,7088,7092
,,,≥ 45 and < 65 Years,10 or fewer,6696,6702
,,,65 Years or more,10 or fewer,7737,7738
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,12,30766,30778
,,Washington,Less than 15 Years,10 or fewer,4498,4498
,,,≥ 15 and < 25 Years,10 or fewer,3288,3289
,,,≥ 25 and < 45 Years,10 or fewer,7117,7123
,,,≥ 45 and < 65 Years,10 or fewer,6233,6236
,,,65 Years or more,10 or fewer,6237,6239
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,12,27373,27385
,,Oklahoma,Less than 15 Years,10 or fewer,4471,4471
,,,≥ 15 and < 25 Years,10 or fewer,1426,1426
,,,≥ 25 and < 45 Years,10 or fewer,2994,2999
,,,≥ 45 and < 65 Years,10 or fewer,2684,2686
,,,65 Years or more,10 or fewer,2827,2829
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,14402,14411
,,Hawaii,Less than 15 Years,10 or fewer,4189,4189
,,,≥ 15 and < 25 Years,10 or fewer,2556,2556
,,,≥ 25 and < 45 Years,10 or fewer,5889,5891
,,,≥ 45 and < 65 Years,10 or fewer,5932,5934
,,,65 Years or more,10 or fewer,5599,5603
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,24165,24173
,,West Virginia,Less than 15 Years,10 or fewer,3122,3122
,,,≥ 15 and < 25 Years,10 or fewer,2683,2684
,,,≥ 25 and < 45 Years,10 or fewer,5588,5594
,,,≥ 45 and < 65 Years,10 or fewer,5286,5286
,,,65 Years or more,10 or fewer,4273,4273
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,20952,20959
,,Rhode Island,Less than 15 Years,10 or fewer,4595,4596
,,,≥ 15 and < 25 Years,10 or fewer,2446,2452
,,,≥ 25 and < 45 Years,14,4735,4749
,,,≥ 45 and < 65 Years,10 or fewer,4941,4951
,,,65 Years or more,10 or fewer,4680,4680
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,31,21397,21428
,,Nevada,Less than 15 Years,10 or fewer,4805,4805
,,,≥ 15 and < 25 Years,10 or fewer,2388,2390
,,,≥ 25 and < 45 Years,10 or fewer,5022,5025
,,,≥ 45 and < 65 Years,10 or fewer,4923,4928
,,,65 Years or more,10 or fewer,3082,3083
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,11,20220,20231
,,Missouri,Less than 15 Years,10 or fewer,1527,1527
,,,≥ 15 and < 25 Years,10 or fewer,2070,2070
,,,≥ 25 and < 45 Years,10 or fewer,4996,5001
,,,≥ 45 and < 65 Years,10 or fewer,4571,4574
,,,65 Years or more,10 or fewer,4745,4745
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,17909,17917
,,Maine,Less than 15 Years,10 or fewer,1761,1761
,,,≥ 15 and < 25 Years,10 or fewer,1443,1443
,,,≥ 25 and < 45 Years,10 or fewer,3393,3399
,,,≥ 45 and < 65 Years,10 or fewer,3688,3692
,,,65 Years or more,10 or fewer,4044,4044
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,14329,14339
,,Nebraska,Less than 15 Years,10 or fewer,1249,1249
,,,≥ 15 and < 25 Years,10 or fewer,1298,1298
,,,≥ 25 and < 45 Years,10 or fewer,2779,2780
,,,≥ 45 and < 65 Years,10 or fewer,2159,2160
,,,65 Years or more,10 or fewer,1659,1659
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,9144,9146
,,Kansas,Less than 15 Years,10 or fewer,1961,1961
,,,≥ 15 and < 25 Years,10 or fewer,1524,1524
,,,≥ 25 and < 45 Years,10 or fewer,3318,3319
,,,≥ 45 and < 65 Years,10 or fewer,3288,3289
,,,65 Years or more,10 or fewer,3297,3297
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,13388,13390
,,Delaware,Less than 15 Years,10 or fewer,4902,4902
,,,≥ 15 and < 25 Years,10 or fewer,1471,1471
,,,≥ 25 and < 45 Years,10 or fewer,2471,2476
,,,≥ 45 and < 65 Years,10 or fewer,2330,2331
,,,65 Years or more,10 or fewer,2157,2157
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,13332,13338
,,Idaho,Less than 15 Years,10 or fewer,2614,2614
,,,≥ 15 and < 25 Years,10 or fewer,1594,1595
,,,≥ 25 and < 45 Years,10 or fewer,3339,3340
,,,≥ 45 and < 65 Years,10 or fewer,2959,2964
,,,65 Years or more,10 or fewer,3247,3248
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,13753,13761
,,North Dakota,Less than 15 Years,10 or fewer,1700,1700
,,,≥ 15 and < 25 Years,10 or fewer,1439,1439
,,,≥ 25 and < 45 Years,10 or fewer,3056,3057
,,,≥ 45 and < 65 Years,10 or fewer,2316,2316
,,,65 Years or more,10 or fewer,2111,2111
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,10622,10623
,,New Mexico,Less than 15 Years,10 or fewer,1622,1622
,,,≥ 15 and < 25 Years,10 or fewer,1354,1356
,,,≥ 25 and < 45 Years,10 or fewer,3235,3238
,,,≥ 45 and < 65 Years,10 or fewer,2447,2449
,,,65 Years or more,10 or fewer,2283,2283
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,10941,10948
,,South Dakota,Less than 15 Years,10 or fewer,1336,1336
,,,≥ 15 and < 25 Years,10 or fewer,762,762
,,,≥ 25 and < 45 Years,10 or fewer,1522,1522
,,,≥ 45 and < 65 Years,10 or fewer,1440,1440
,,,65 Years or more,10 or fewer,1452,1452
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,6512,6512
,,New Hampshire,Less than 15 Years,10 or fewer,458,458
,,,≥ 15 and < 25 Years,10 or fewer,491,491
,,,≥ 25 and < 45 Years,10 or fewer,849,851
,,,≥ 45 and < 65 Years,10 or fewer,1034,1035
,,,65 Years or more,10 or fewer,1121,1122
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,3953,3957
,,Utah,Less than 15 Years,10 or fewer,261,261
,,,≥ 15 and < 25 Years,10 or fewer,742,742
,,,≥ 25 and < 45 Years,10 or fewer,1768,1768
,,,≥ 45 and < 65 Years,10 or fewer,1409,1409
,,,65 Years or more,10 or fewer,932,932
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,5112,5112
,,Montana,Less than 15 Years,10 or fewer,769,769
,,,≥ 15 and < 25 Years,10 or fewer,677,677
,,,≥ 25 and < 45 Years,10 or fewer,1124,1124
,,,≥ 45 and < 65 Years,10 or fewer,805,805
,,,65 Years or more,10 or fewer,773,773
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,4148,4148
,,Alabama,Less than 15 Years,10 or fewer,599,599
,,,≥ 15 and < 25 Years,10 or fewer,429,429
,,,≥ 25 and < 45 Years,10 or fewer,1127,1127
,,,≥ 45 and < 65 Years,10 or fewer,931,931
,,,65 Years or more,10 or fewer,539,539
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,3625,3625
,,Wyoming,Less than 15 Years,10 or fewer,623,623
,,,≥ 15 and < 25 Years,10 or fewer,521,521
,,,≥ 25 and < 45 Years,10 or fewer,1009,1009
,,,≥ 45 and < 65 Years,10 or fewer,856,857
,,,65 Years or more,10 or fewer,795,795
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,3804,3805
,,Vermont,Less than 15 Years,10 or fewer,138,138
,,,≥ 15 and < 25 Years,10 or fewer,167,167
,,,≥ 25 and < 45 Years,10 or fewer,300,300
,,,≥ 45 and < 65 Years,10 or fewer,345,345
,,,65 Years or more,10 or fewer,392,392
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,1342,1342
,,District of Columbia,Less than 15 Years,10 or fewer,65,65
,,,≥ 15 and < 25 Years,10 or fewer,158,158
,,,≥ 25 and < 45 Years,10 or fewer,285,285
,,,≥ 45 and < 65 Years,10 or fewer,150,150
,,,65 Years or more,10 or fewer,80,80
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,738,738
,,Puerto Rico,Less than 15 Years,10 or fewer,54,54
,,,≥ 15 and < 25 Years,10 or fewer,25,25
,,,≥ 25 and < 45 Years,10 or fewer,67,67
,,,≥ 45 and < 65 Years,10 or fewer,95,95
,,,65 Years or more,10 or fewer,109,109
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,350,350
,,Alaska,Less than 15 Years,10 or fewer,28,28
,,,≥ 15 and < 25 Years,10 or fewer,33,33
,,,≥ 25 and < 45 Years,10 or fewer,63,63
,,,≥ 45 and < 65 Years,10 or fewer,66,66
,,,65 Years or more,10 or fewer,45,45
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,235,235
,,Virgin Islands,Less than 15 Years,10 or fewer,10 or fewer,10 or fewer
,,,≥ 15 and < 25 Years,10 or fewer,10 or fewer,10 or fewer
,,,≥ 25 and < 45 Years,10 or fewer,10 or fewer,10 or fewer
,,,≥ 45 and < 65 Years,10 or fewer,17,17
,,,65 Years or more,10 or fewer,19,19
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,50,50
,,None of the above,Less than 15 Years,10 or fewer,4659,4659
,,,≥ 15 and < 25 Years,10 or fewer,4491,4493
,,,≥ 25 and < 45 Years,24,9021,9045
,,,≥ 45 and < 65 Years,10 or fewer,7364,7369
,,,65 Years or more,10 or fewer,6203,6206
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,34,31739,31773
,,Total,Less than 15 Years,10 or fewer,491874,491884
,,,≥ 15 and < 25 Years,291,309271,309562
,,,≥ 25 and < 45 Years,1396,648811,650207
,,,≥ 45 and < 65 Years,568,581496,582064
,,,65 Years or more,126,500570,500696
,,,No value,10 or fewer,24,24
,,,Total,2391,2532046,2534437
,Feb,Ohio,Less than 15 Years,10 or fewer,45145,45146
,,,≥ 15 and < 25 Years,46,32282,32328
,,,≥ 25 and < 45 Years,325,70440,70765
,,,≥ 45 and < 65 Years,106,60234,60340
,,,65 Years or more,12,47190,47202
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,490,255295,255785
,,Texas,Less than 15 Years,10 or fewer,35749,35749
,,,≥ 15 and < 25 Years,10 or fewer,15724,15728
,,,≥ 25 and < 45 Years,13,30593,30606
,,,≥ 45 and < 65 Years,10 or fewer,28076,28083
,,,65 Years or more,10 or fewer,20215,20221
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,30,130357,130387
,,Pennsylvania,Less than 15 Years,10 or fewer,19476,19476
,,,≥ 15 and < 25 Years,17,14665,14682
,,,≥ 25 and < 45 Years,118,30570,30688
,,,≥ 45 and < 65 Years,35,28367,28402
,,,65 Years or more,10 or fewer,25504,25509
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,175,118584,118759
,,Virginia,Less than 15 Years,10 or fewer,24645,24645
,,,≥ 15 and < 25 Years,11,16610,16621
,,,≥ 25 and < 45 Years,51,37364,37415
,,,≥ 45 and < 65 Years,26,32531,32557
,,,65 Years or more,10 or fewer,28086,28093
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,95,139242,139337
,,North Carolina,Less than 15 Years,10 or fewer,22725,22725
,,,≥ 15 and < 25 Years,16,15943,15959
,,,≥ 25 and < 45 Years,79,33745,33824
,,,≥ 45 and < 65 Years,28,29367,29395
,,,65 Years or more,10 or fewer,24874,24880
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,129,126655,126784
,,Florida,Less than 15 Years,10 or fewer,29569,29569
,,,≥ 15 and < 25 Years,10 or fewer,12747,12754
,,,≥ 25 and < 45 Years,28,25335,25363
,,,≥ 45 and < 65 Years,11,23574,23585
,,,65 Years or more,10 or fewer,17119,17120
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,47,108348,108395
,,New York,Less than 15 Years,10 or fewer,17012,17012
,,,≥ 15 and < 25 Years,12,11666,11678
,,,≥ 25 and < 45 Years,41,24657,24698
,,,≥ 45 and < 65 Years,10 or fewer,22944,22952
,,,65 Years or more,10 or fewer,20658,20660
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,63,96938,97001
,,Michigan,Less than 15 Years,10 or fewer,17408,17408
,,,≥ 15 and < 25 Years,15,11986,12001
,,,≥ 25 and < 45 Years,131,23935,24066
,,,≥ 45 and < 65 Years,48,20967,21015
,,,65 Years or more,15,17139,17154
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,209,91435,91644
,,Georgia,Less than 15 Years,10 or fewer,32593,32595
,,,≥ 15 and < 25 Years,10 or fewer,10285,10290
,,,≥ 25 and < 45 Years,29,19042,19071
,,,≥ 45 and < 65 Years,14,16704,16718
,,,65 Years or more,10 or fewer,10446,10451
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,55,89070,89125
,,Illinois,Less than 15 Years,10 or fewer,17308,17308
,,,≥ 15 and < 25 Years,10 or fewer,9308,9312
,,,≥ 25 and < 45 Years,32,17951,17983
,,,≥ 45 and < 65 Years,20,16223,16243
,,,65 Years or more,10 or fewer,15152,15158
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,62,75942,76004
,,California,Less than 15 Years,10 or fewer,9912,9912
,,,≥ 15 and < 25 Years,10 or fewer,7668,7670
,,,≥ 25 and < 45 Years,10 or fewer,16305,16310
,,,≥ 45 and < 65 Years,10 or fewer,15152,15158
,,,65 Years or more,10 or fewer,12804,12806
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,15,61841,61856
,,Wisconsin,Less than 15 Years,10 or fewer,14278,14279
,,,≥ 15 and < 25 Years,10 or fewer,7841,7844
,,,≥ 25 and < 45 Years,26,16048,16074
,,,≥ 45 and < 65 Years,10 or fewer,14397,14404
,,,65 Years or more,10 or fewer,12898,12899
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,38,65462,65500
,,Connecticut,Less than 15 Years,10 or fewer,14355,14356
,,,≥ 15 and < 25 Years,10 or fewer,8034,8038
,,,≥ 25 and < 45 Years,42,15387,15429
,,,≥ 45 and < 65 Years,29,14683,14712
,,,65 Years or more,10 or fewer,12255,12257
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,78,64715,64793
,,Colorado,Less than 15 Years,10 or fewer,22416,22417
,,,≥ 15 and < 25 Years,10 or fewer,8424,8424
,,,≥ 25 and < 45 Years,10 or fewer,15430,15433
,,,≥ 45 and < 65 Years,10 or fewer,10583,10586
,,,65 Years or more,10 or fewer,7304,7304
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,64159,64166
,,Indiana,Less than 15 Years,10 or fewer,10430,10430
,,,≥ 15 and < 25 Years,17,7284,7301
,,,≥ 25 and < 45 Years,58,15937,15995
,,,≥ 45 and < 65 Years,13,13922,13935
,,,65 Years or more,10 or fewer,10946,10950
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,92,58519,58611
,,Kentucky,Less than 15 Years,10 or fewer,12613,12613
,,,≥ 15 and < 25 Years,25,6580,6605
,,,≥ 25 and < 45 Years,114,13474,13588
,,,≥ 45 and < 65 Years,21,13151,13172
,,,65 Years or more,10 or fewer,11838,11839
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,161,57656,57817
,,Louisiana,Less than 15 Years,10 or fewer,8089,8090
,,,≥ 15 and < 25 Years,10 or fewer,6918,6920
,,,≥ 25 and < 45 Years,36,15242,15278
,,,≥ 45 and < 65 Years,14,12807,12821
,,,65 Years or more,10 or fewer,9641,9642
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,54,52697,52751
,,Minnesota,Less than 15 Years,10 or fewer,9421,9422
,,,≥ 15 and < 25 Years,10 or fewer,6524,6532
,,,≥ 25 and < 45 Years,16,13853,13869
,,,≥ 45 and < 65 Years,10 or fewer,11754,11761
,,,65 Years or more,10 or fewer,10558,10560
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,35,52112,52147
,,Massachusetts,Less than 15 Years,10 or fewer,7595,7595
,,,≥ 15 and < 25 Years,12,5586,5598
,,,≥ 25 and < 45 Years,38,11238,11276
,,,≥ 45 and < 65 Years,18,10293,10311
,,,65 Years or more,10 or fewer,10787,10788
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,69,45499,45568
,,Mississippi,Less than 15 Years,10 or fewer,10693,10694
,,,≥ 15 and < 25 Years,10 or fewer,6562,6563
,,,≥ 25 and < 45 Years,10 or fewer,12879,12881
,,,≥ 45 and < 65 Years,10 or fewer,11717,11720
,,,65 Years or more,10 or fewer,9433,9439
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,13,51284,51297
,,South Carolina,Less than 15 Years,10 or fewer,9046,9046
,,,≥ 15 and < 25 Years,12,6054,6066
,,,≥ 25 and < 45 Years,23,12581,12604
,,,≥ 45 and < 65 Years,13,11755,11768
,,,65 Years or more,10 or fewer,9852,9854
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,50,49288,49338
,,Oregon,Less than 15 Years,10 or fewer,6680,6680
,,,≥ 15 and < 25 Years,10 or fewer,4115,4115
,,,≥ 25 and < 45 Years,15,8668,8683
,,,≥ 45 and < 65 Years,10 or fewer,7922,7928
,,,65 Years or more,10 or fewer,7674,7678
,,,No value,10 or fewer,10 or fewer,10 or fewer
