,,Louisiana,Less than 1,-,74.4%,207
,,,≥ 1 and < 5,3.1%,56.5%,359
,,,≥ 5 and < 18,-,20%,484
,,,≥ 18 and < 50,-,16.6%,693
,,,≥ 50 and < 65,-,28.4%,289
,,,65 or more,-,38.2%,408
,,,No value,-,-,10 or fewer
,,,Total,1%,33.1%,2440
,,Rhode Island,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,10 or fewer
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,14
,,,No value,-,-,10 or fewer
,,,Total,-,48.8%,43
,,Indiana,Less than 1,9.6%,69.3%,114
,,,≥ 1 and < 5,-,47.8%,268
,,,≥ 5 and < 18,-,33%,339
,,,≥ 18 and < 50,-,29.6%,820
,,,≥ 50 and < 65,-,41%,334
,,,65 or more,1.8%,53.5%,600
,,,No value,-,-,10 or fewer
,,,Total,1.4%,41.2%,2475
,,Texas,Less than 1,2.9%,59.8%,483
,,,≥ 1 and < 5,1.5%,48.7%,1098
,,,≥ 5 and < 18,-,36.3%,1351
,,,≥ 18 and < 50,-,33.2%,2186
,,,≥ 50 and < 65,-,44.3%,878
,,,65 or more,-,51.1%,1640
,,,No value,-,-,10 or fewer
,,,Total,0.72%,42.8%,7636
,,Oregon,Less than 1,-,19.7%,76
,,,≥ 1 and < 5,-,25.2%,143
,,,≥ 5 and < 18,-,23.2%,203
,,,≥ 18 and < 50,-,22.4%,353
,,,≥ 50 and < 65,-,36.2%,138
,,,65 or more,-,33.2%,232
,,,No value,-,-,10 or fewer
,,,Total,1.3%,26.6%,1145
,,Missouri,Less than 1,-,63.2%,19
,,,≥ 1 and < 5,-,79.2%,48
,,,≥ 5 and < 18,-,43.3%,60
,,,≥ 18 and < 50,-,50.9%,216
,,,≥ 50 and < 65,-,52.9%,102
,,,65 or more,-,60%,210
,,,No value,-,-,10 or fewer
,,,Total,2.4%,55.9%,655
,,Puerto Rico,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,10 or fewer
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,South Carolina,Less than 1,-,65.9%,185
,,,≥ 1 and < 5,-,60.7%,450
,,,≥ 5 and < 18,-,52.5%,606
,,,≥ 18 and < 50,-,48.7%,1065
,,,≥ 50 and < 65,-,50.6%,439
,,,65 or more,-,57.3%,758
,,,No value,-,-,10 or fewer
,,,Total,0.856%,53.9%,3503
,,North Carolina,Less than 1,-,56.9%,267
,,,≥ 1 and < 5,-,48.8%,566
,,,≥ 5 and < 18,-,35.7%,843
,,,≥ 18 and < 50,-,34.6%,1328
,,,≥ 50 and < 65,-,48.6%,590
,,,65 or more,-,51.8%,1039
,,,No value,-,-,10 or fewer
,,,Total,0.669%,43.4%,4633
,,Georgia,Less than 1,-,40.7%,376
,,,≥ 1 and < 5,-,35.6%,795
,,,≥ 5 and < 18,-,33%,1053
,,,≥ 18 and < 50,-,51.4%,925
,,,≥ 50 and < 65,-,53.8%,364
,,,65 or more,-,60.1%,544
,,,No value,-,-,10 or fewer
,,,Total,0.715%,43.9%,4057
,,Arizona,Less than 1,-,35.1%,37
,,,≥ 1 and < 5,-,40.2%,97
,,,≥ 5 and < 18,-,44.3%,115
,,,≥ 18 and < 50,-,50.6%,271
,,,≥ 50 and < 65,-,63.4%,112
,,,65 or more,-,68.3%,227
,,,No value,-,-,10 or fewer
,,,Total,1.4%,54.2%,859
,,California,Less than 1,-,34.6%,280
,,,≥ 1 and < 5,-,36.4%,525
,,,≥ 5 and < 18,-,26.5%,569
,,,≥ 18 and < 50,-,25.6%,1206
,,,≥ 50 and < 65,-,38.6%,487
,,,65 or more,-,48.7%,873
,,,No value,-,-,10 or fewer
,,,Total,0.736%,34.5%,3940
,,Tennessee,Less than 1,-,65.1%,86
,,,≥ 1 and < 5,-,36.5%,178
,,,≥ 5 and < 18,-,29.6%,260
,,,≥ 18 and < 50,-,36.6%,284
,,,≥ 50 and < 65,-,41.9%,160
,,,65 or more,-,48.4%,244
,,,No value,-,-,10 or fewer
,,,Total,1.1%,40.2%,1212
,,Washington,Less than 1,-,28.1%,57
,,,≥ 1 and < 5,-,21.4%,84
,,,≥ 5 and < 18,-,24.3%,136
,,,≥ 18 and < 50,-,23.6%,208
,,,≥ 50 and < 65,-,43.2%,81
,,,65 or more,-,42.5%,146
,,,No value,-,-,10 or fewer
,,,Total,-,29.9%,712
,,Alabama,Less than 1,-,86.7%,15
,,,≥ 1 and < 5,-,60.5%,38
,,,≥ 5 and < 18,-,53.6%,56
,,,≥ 18 and < 50,-,43.4%,166
,,,≥ 50 and < 65,-,58.3%,72
,,,65 or more,-,57.5%,127
,,,No value,-,-,10 or fewer
,,,Total,-,53.4%,474
,,Utah,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,61.2%,49
,,,≥ 50 and < 65,-,-,12
,,,65 or more,-,72.7%,22
,,,No value,-,-,10 or fewer
,,,Total,-,60.9%,92
,,Michigan,Less than 1,5%,51.4%,218
,,,≥ 1 and < 5,3.2%,45.7%,470
,,,≥ 5 and < 18,-,28.8%,671
,,,≥ 18 and < 50,-,29%,1292
,,,≥ 50 and < 65,-,42%,531
,,,65 or more,1.7%,50.1%,968
,,,No value,-,-,10 or fewer
,,,Total,1.4%,38.6%,4150
,,Mississippi,Less than 1,-,56.6%,106
,,,≥ 1 and < 5,-,42.7%,267
,,,≥ 5 and < 18,-,24.5%,274
,,,≥ 18 and < 50,-,19.1%,535
,,,≥ 50 and < 65,-,23.1%,199
,,,65 or more,-,28.8%,406
,,,No value,-,-,10 or fewer
,,,Total,-,28.3%,1787
,,Virginia,Less than 1,-,53.7%,227
,,,≥ 1 and < 5,-,37.8%,548
,,,≥ 5 and < 18,-,29.2%,1037
,,,≥ 18 and < 50,-,23.2%,1787
,,,≥ 50 and < 65,-,34.7%,697
,,,65 or more,-,42.3%,1140
,,,No value,-,-,10 or fewer
,,,Total,0.313%,32.6%,5436
,,Massachusetts,Less than 1,-,43.7%,87
,,,≥ 1 and < 5,-,43.5%,237
,,,≥ 5 and < 18,-,35.7%,409
,,,≥ 18 and < 50,-,29.2%,653
,,,≥ 50 and < 65,-,40.1%,237
,,,65 or more,-,40.5%,477
,,,No value,-,-,10 or fewer
,,,Total,0.571%,36.5%,2100
,,Armed Forces Pacific,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,10 or fewer
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,New Mexico,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,14
,,,≥ 5 and < 18,-,-,24
,,,≥ 18 and < 50,-,-,97
,,,≥ 50 and < 65,-,-,26
,,,65 or more,-,41.7%,48
,,,No value,-,-,10 or fewer
,,,Total,-,16.4%,213
,,District of Columbia,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,28.9%,38
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,38.4%,73
,,Maine,Less than 1,-,52%,25
,,,≥ 1 and < 5,-,-,43
,,,≥ 5 and < 18,-,17.9%,84
,,,≥ 18 and < 50,-,23.7%,114
,,,≥ 50 and < 65,-,19.4%,72
,,,65 or more,-,19.5%,133
,,,No value,-,-,10 or fewer
,,,Total,-,22.1%,471
,,New Hampshire,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,22
,,,≥ 5 and < 18,-,-,17
,,,≥ 18 and < 50,-,-,40
,,,≥ 50 and < 65,-,-,28
,,,65 or more,-,42.6%,61
,,,No value,-,-,10 or fewer
,,,Total,-,33.3%,174
,,Hawaii,Less than 1,-,46.4%,56
,,,≥ 1 and < 5,-,27.7%,130
,,,≥ 5 and < 18,-,10.7%,112
,,,≥ 18 and < 50,-,8.4%,202
,,,≥ 50 and < 65,-,14.4%,90
,,,65 or more,-,19.5%,190
,,,No value,-,-,10 or fewer
,,,Total,-,18.1%,780
,,Kansas,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,39.4%,33
,,,≥ 5 and < 18,-,20.5%,88
,,,≥ 18 and < 50,-,29.2%,202
,,,≥ 50 and < 65,-,44.4%,90
,,,65 or more,-,43.5%,170
,,,No value,-,-,10 or fewer
,,,Total,-,35.1%,593
,,None of the above,Less than 1,1.9%,28%,719
,,,≥ 1 and < 5,0.995%,21%,2010
,,,≥ 5 and < 18,-,15.8%,3210
,,,≥ 18 and < 50,0.242%,19.5%,5366
,,,≥ 50 and < 65,-,27.5%,1944
,,,65 or more,0.913%,33.3%,3178
,,,No value,-,-,10 or fewer
,,,Total,0.548%,23%,16427
,,Total,Less than 1,3.9%,53.9%,6521
,,,≥ 1 and < 5,2.1%,46.2%,15082
,,,≥ 5 and < 18,0.365%,37%,20832
,,,≥ 18 and < 50,0.387%,37.8%,33852
,,,≥ 50 and < 65,0.771%,46.4%,13364
,,,65 or more,1.1%,53.3%,24457
,,,No value,-,-,10 or fewer
,,,Total,1%,44%,114108
,Mar 31 – Apr 6,Armed Forces America,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,10 or fewer
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,Arkansas,Less than 1,-,78.9%,114
,,,≥ 1 and < 5,-,69%,232
,,,≥ 5 and < 18,-,61.9%,236
,,,≥ 18 and < 50,-,44.8%,239
,,,≥ 50 and < 65,-,52.7%,93
,,,65 or more,-,56%,193
,,,No value,-,-,10 or fewer
,,,Total,1.4%,59.6%,1107
,,Delaware,Less than 1,-,78.8%,66
,,,≥ 1 and < 5,-,79.5%,132
,,,≥ 5 and < 18,-,64%,125
,,,≥ 18 and < 50,-,54.5%,123
,,,≥ 50 and < 65,-,59.7%,72
,,,65 or more,-,65.7%,102
,,,No value,-,-,10 or fewer
,,,Total,1.8%,66.8%,620
,,Wyoming,Less than 1,-,-,11
,,,≥ 1 and < 5,-,65.4%,26
,,,≥ 5 and < 18,-,-,12
,,,≥ 18 and < 50,-,61.5%,39
,,,≥ 50 and < 65,-,75%,24
,,,65 or more,-,95.2%,21
,,,No value,-,-,10 or fewer
,,,Total,-,72.2%,133
,,Montana,Less than 1,-,65.2%,23
,,,≥ 1 and < 5,-,58.3%,36
,,,≥ 5 and < 18,-,-,24
,,,≥ 18 and < 50,-,26.5%,68
,,,≥ 50 and < 65,-,61.9%,21
,,,65 or more,-,61.2%,49
,,,No value,-,-,10 or fewer
,,,Total,-,46.6%,221
,,Kentucky,Less than 1,-,60%,175
,,,≥ 1 and < 5,-,56.5%,324
,,,≥ 5 and < 18,-,48.7%,273
,,,≥ 18 and < 50,-,44%,489
,,,≥ 50 and < 65,-,43%,256
,,,65 or more,-,53.3%,531
,,,No value,-,-,10 or fewer
,,,Total,0.879%,50.2%,2048
,,Illinois,Less than 1,5.6%,70.7%,287
,,,≥ 1 and < 5,3.2%,64%,753
,,,≥ 5 and < 18,-,55.6%,904
,,,≥ 18 and < 50,-,55.7%,1466
,,,≥ 50 and < 65,-,59.1%,572
,,,65 or more,-,63.7%,1139
,,,No value,-,-,10 or fewer
,,,Total,1.4%,59.9%,5121
,,West Virginia,Less than 1,-,81%,42
,,,≥ 1 and < 5,-,76.7%,103
,,,≥ 5 and < 18,-,69.8%,126
,,,≥ 18 and < 50,-,65.2%,264
,,,≥ 50 and < 65,-,72.7%,128
,,,65 or more,-,72.6%,285
,,,No value,-,-,10 or fewer
,,,Total,1.4%,71%,948
,,Iowa,Less than 1,15.2%,65.7%,99
,,,≥ 1 and < 5,-,63.9%,194
,,,≥ 5 and < 18,-,59.8%,174
,,,≥ 18 and < 50,-,55.7%,244
,,,≥ 50 and < 65,-,72%,118
,,,65 or more,-,73.8%,225
,,,No value,-,-,10 or fewer
,,,Total,3.2%,64.5%,1054
,,Wisconsin,Less than 1,-,59.6%,166
,,,≥ 1 and < 5,-,46.8%,376
,,,≥ 5 and < 18,-,40.9%,379
,,,≥ 18 and < 50,-,55.1%,684
,,,≥ 50 and < 65,-,65%,240
,,,65 or more,2.7%,68.8%,443
,,,No value,-,-,10 or fewer
,,,Total,1.4%,55.4%,2288
,,South Dakota,Less than 1,-,57.9%,19
,,,≥ 1 and < 5,-,48.5%,33
,,,≥ 5 and < 18,-,46.9%,32
,,,≥ 18 and < 50,-,52.2%,67
,,,≥ 50 and < 65,-,70.4%,27
,,,65 or more,-,86%,50
,,,No value,-,-,10 or fewer
,,,Total,-,61%,228
,,Virgin Islands,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,10 or fewer
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,Colorado,Less than 1,5.4%,46.9%,277
,,,≥ 1 and < 5,3.2%,36.7%,566
,,,≥ 5 and < 18,-,25.1%,590
,,,≥ 18 and < 50,-,38.4%,740
,,,≥ 50 and < 65,-,55.9%,236
,,,65 or more,-,64.2%,385
,,,No value,-,-,10 or fewer
,,,Total,1.9%,41.1%,2795
,,North Dakota,Less than 1,-,68.2%,22
,,,≥ 1 and < 5,-,59.1%,44
,,,≥ 5 and < 18,-,55%,60
,,,≥ 18 and < 50,-,42.6%,108
,,,≥ 50 and < 65,-,52.1%,48
,,,65 or more,-,66.7%,84
,,,No value,-,-,10 or fewer
,,,Total,3.6%,54.9%,366
,,Minnesota,Less than 1,-,66.7%,114
,,,≥ 1 and < 5,4.6%,65.7%,327
,,,≥ 5 and < 18,-,55.9%,410
,,,≥ 18 and < 50,-,54.7%,733
,,,≥ 50 and < 65,-,55.9%,261
,,,65 or more,-,64.8%,460
,,,No value,-,-,10 or fewer
,,,Total,2.1%,59.2%,2305
,,Pennsylvania,Less than 1,-,60.1%,253
,,,≥ 1 and < 5,-,60.8%,586
,,,≥ 5 and < 18,-,58.1%,801
,,,≥ 18 and < 50,-,54.2%,1753
,,,≥ 50 and < 65,-,63%,752
,,,65 or more,1.1%,64.6%,1530
,,,No value,-,-,10 or fewer
,,,Total,0.846%,59.7%,5675
,,Oklahoma,Less than 1,-,60.5%,114
,,,≥ 1 and < 5,-,55.4%,213
,,,≥ 5 and < 18,-,33%,227
,,,≥ 18 and < 50,-,30.5%,334
,,,≥ 50 and < 65,-,41.8%,184
,,,65 or more,-,49.5%,281
,,,No value,-,-,10 or fewer
,,,Total,1.5%,42.9%,1353
,,Nevada,Less than 1,-,44.2%,43
,,,≥ 1 and < 5,-,46.8%,77
,,,≥ 5 and < 18,-,28.2%,78
,,,≥ 18 and < 50,-,54.1%,122
,,,≥ 50 and < 65,-,75.9%,58
,,,65 or more,-,67%,109
,,,No value,-,-,10 or fewer
,,,Total,-,53.4%,487
,,Maryland,Less than 1,-,74.1%,81
,,,≥ 1 and < 5,-,67.2%,201
,,,≥ 5 and < 18,-,45.1%,224
,,,≥ 18 and < 50,-,50.2%,596
,,,≥ 50 and < 65,-,55.7%,253
,,,65 or more,-,60.1%,429
,,,No value,-,-,10 or fewer
,,,Total,-,55.7%,1784
,,Nebraska,Less than 1,-,72.7%,33
,,,≥ 1 and < 5,-,59.2%,71
,,,≥ 5 and < 18,-,45.2%,62
,,,≥ 18 and < 50,-,44.1%,177
,,,≥ 50 and < 65,-,66.2%,74
,,,65 or more,-,57.5%,134
,,,No value,-,-,10 or fewer
,,,Total,2.5%,54.1%,551
,,Idaho,Less than 1,-,76.7%,43
,,,≥ 1 and < 5,-,47.5%,80
,,,≥ 5 and < 18,-,18.6%,97
,,,≥ 18 and < 50,-,28.6%,147
,,,≥ 50 and < 65,-,45.5%,55
,,,65 or more,-,50.7%,152
,,,No value,-,-,10 or fewer
,,,Total,2.8%,40.6%,574
,,Connecticut,Less than 1,-,50%,112
,,,≥ 1 and < 5,-,42.4%,264
,,,≥ 5 and < 18,-,35.9%,460
,,,≥ 18 and < 50,-,51.8%,656
,,,≥ 50 and < 65,-,60.9%,274
,,,65 or more,-,68.5%,496
,,,No value,-,-,10 or fewer
,,,Total,-,52.2%,2262
,,Alaska,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,10 or fewer
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,New York,Less than 1,-,58.5%,193
,,,≥ 1 and < 5,-,52.2%,487
,,,≥ 5 and < 18,-,45.5%,677
,,,≥ 18 and < 50,-,52.9%,1571
,,,≥ 50 and < 65,-,64.8%,657
,,,65 or more,1.2%,67.6%,1450
,,,No value,-,-,10 or fewer
,,,Total,0.794%,57.8%,5035
,,Vermont,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,20
,,,≥ 5 and < 18,-,-,22
,,,≥ 18 and < 50,-,60%,60
,,,≥ 50 and < 65,-,62.5%,24
,,,65 or more,-,68.2%,44
,,,No value,-,-,10 or fewer
,,,Total,-,57.9%,178
,,Florida,Less than 1,3.2%,63.1%,466
,,,≥ 1 and < 5,1.8%,49.9%,1382
,,,≥ 5 and < 18,-,46.1%,2034
,,,≥ 18 and < 50,-,47.3%,2867
,,,≥ 50 and < 65,-,59.7%,1160
,,,65 or more,0.932%,61.9%,2147
,,,No value,-,-,10 or fewer
,,,Total,0.845%,52.7%,10056
,,Louisiana,Less than 1,-,73.8%,164
,,,≥ 1 and < 5,-,56.4%,351
,,,≥ 5 and < 18,-,24.4%,315
,,,≥ 18 and < 50,-,17%,757
,,,≥ 50 and < 65,-,26.6%,256
,,,65 or more,-,43.7%,355
,,,No value,-,-,10 or fewer
,,,Total,-,34%,2198
,,Rhode Island,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,12
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,64.7%,17
,,,No value,-,-,10 or fewer
,,,Total,-,53.7%,41
,,Indiana,Less than 1,-,61.3%,106
,,,≥ 1 and < 5,-,51.6%,273
,,,≥ 5 and < 18,-,30.1%,336
,,,≥ 18 and < 50,-,32.5%,744
,,,≥ 50 and < 65,-,43.3%,300
,,,65 or more,2.1%,49%,565
,,,No value,-,-,10 or fewer
,,,Total,1.7%,41.1%,2324
,,Texas,Less than 1,2.2%,58.8%,536
,,,≥ 1 and < 5,-,51.3%,1067
,,,≥ 5 and < 18,-,39.7%,1452
,,,≥ 18 and < 50,-,33.2%,2333
,,,≥ 50 and < 65,-,41.2%,871
,,,65 or more,-,51.6%,1752
,,,No value,-,-,10 or fewer
,,,Total,0.574%,43.4%,8011
,,Oregon,Less than 1,-,19.4%,67
,,,≥ 1 and < 5,-,19.8%,121
,,,≥ 5 and < 18,-,15.8%,202
,,,≥ 18 and < 50,-,18.2%,340
,,,≥ 50 and < 65,-,27.9%,104
,,,65 or more,-,43.5%,239
,,,No value,-,-,10 or fewer
,,,Total,1.2%,24.6%,1073
,,Missouri,Less than 1,-,78.6%,14
,,,≥ 1 and < 5,-,69.7%,33
,,,≥ 5 and < 18,-,68.3%,41
,,,≥ 18 and < 50,-,42.7%,192
,,,≥ 50 and < 65,-,50.5%,101
,,,65 or more,-,61.8%,186
,,,No value,-,-,10 or fewer
,,,Total,-,54.7%,567
,,Puerto Rico,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,10 or fewer
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,South Carolina,Less than 1,-,62.5%,168
,,,≥ 1 and < 5,-,62.2%,376
,,,≥ 5 and < 18,-,52.9%,442
,,,≥ 18 and < 50,-,50.7%,1108
,,,≥ 50 and < 65,-,55.9%,476
,,,65 or more,-,57.3%,691
,,,No value,-,-,10 or fewer
,,,Total,0.705%,55.1%,3261
,,North Carolina,Less than 1,5.1%,59.7%,236
,,,≥ 1 and < 5,-,53.3%,568
,,,≥ 5 and < 18,-,37.5%,635
,,,≥ 18 and < 50,-,38.3%,1443
,,,≥ 50 and < 65,-,45.7%,645
,,,65 or more,-,50.5%,1092
,,,No value,-,-,10 or fewer
,,,Total,0.649%,45.1%,4619
,,Georgia,Less than 1,-,40.7%,356
,,,≥ 1 and < 5,-,39.5%,730
,,,≥ 5 and < 18,-,33.5%,645
,,,≥ 18 and < 50,-,46.3%,969
,,,≥ 50 and < 65,-,53.7%,352
,,,65 or more,-,58.4%,630
,,,No value,-,-,10 or fewer
,,,Total,0.923%,44.9%,3682
,,Arizona,Less than 1,-,45.2%,31
,,,≥ 1 and < 5,-,44%,100
,,,≥ 5 and < 18,-,46.6%,116
,,,≥ 18 and < 50,-,52.3%,264
,,,≥ 50 and < 65,-,63.1%,122
,,,65 or more,-,68.4%,231
,,,No value,-,-,10 or fewer
,,,Total,1.5%,56.1%,864
,,California,Less than 1,-,36.2%,246
,,,≥ 1 and < 5,-,34.8%,468
,,,≥ 5 and < 18,-,27.1%,539
,,,≥ 18 and < 50,-,27.3%,1258
,,,≥ 50 and < 65,-,37.4%,468
,,,65 or more,-,51.3%,883
,,,No value,-,-,10 or fewer
,,,Total,0.596%,35.4%,3862
,,Tennessee,Less than 1,-,58.1%,93
,,,≥ 1 and < 5,-,43.3%,178
,,,≥ 5 and < 18,-,27.9%,312
,,,≥ 18 and < 50,-,30.7%,361
,,,≥ 50 and < 65,-,39.7%,156
,,,65 or more,-,43%,270
,,,No value,-,-,10 or fewer
,,,Total,0.949%,37%,1370
,,Washington,Less than 1,-,31.3%,48
,,,≥ 1 and < 5,-,33.3%,99
,,,≥ 5 and < 18,-,29.8%,104
,,,≥ 18 and < 50,-,23.6%,212
,,,≥ 50 and < 65,-,38%,71
,,,65 or more,-,45.7%,162
,,,No value,-,-,10 or fewer
,,,Total,-,33%,696
,,Alabama,Less than 1,-,76.5%,17
,,,≥ 1 and < 5,-,77.8%,36
,,,≥ 5 and < 18,-,52.8%,53
,,,≥ 18 and < 50,-,39.6%,154
,,,≥ 50 and < 65,-,52%,75
,,,65 or more,-,64.7%,119
,,,No value,-,-,10 or fewer
,,,Total,-,54.2%,454
,,Utah,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,61.4%,44
,,,≥ 50 and < 65,-,-,13
,,,65 or more,-,80.8%,26
,,,No value,-,-,10 or fewer
,,,Total,-,66%,94
,,Michigan,Less than 1,-,48.3%,203
,,,≥ 1 and < 5,2.6%,43.8%,416
,,,≥ 5 and < 18,-,26.2%,550
,,,≥ 18 and < 50,-,30.6%,1289
,,,≥ 50 and < 65,-,42.3%,574
,,,65 or more,1.2%,52.4%,919
,,,No value,-,-,10 or fewer
,,,Total,1%,39.1%,3951
,,Mississippi,Less than 1,-,57.5%,120
,,,≥ 1 and < 5,-,44.5%,256
,,,≥ 5 and < 18,-,18.7%,289
,,,≥ 18 and < 50,-,15.6%,578
,,,≥ 50 and < 65,-,23.9%,234
,,,65 or more,-,27.3%,355
,,,No value,-,-,10 or fewer
,,,Total,-,26.2%,1832
,,Virginia,Less than 1,-,49.3%,217
,,,≥ 1 and < 5,-,40.5%,582
,,,≥ 5 and < 18,-,27.9%,738
,,,≥ 18 and < 50,-,23.5%,1777
,,,≥ 50 and < 65,-,31.5%,704
,,,65 or more,-,43.8%,1200
,,,No value,-,-,10 or fewer
,,,Total,0.402%,32.8%,5218
,,Massachusetts,Less than 1,-,45.4%,97
,,,≥ 1 and < 5,-,39.6%,245
,,,≥ 5 and < 18,-,36.5%,381
,,,≥ 18 and < 50,-,28.6%,740
,,,≥ 50 and < 65,-,37.9%,253
,,,65 or more,-,34.4%,497
,,,No value,-,-,10 or fewer
,,,Total,-,34.3%,2213
,,Armed Forces Pacific,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,10 or fewer
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,New Mexico,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,13
,,,≥ 5 and < 18,-,-,28
,,,≥ 18 and < 50,-,-,65
,,,≥ 50 and < 65,-,-,31
,,,65 or more,-,20.3%,59
,,,No value,-,-,10 or fewer
,,,Total,-,21.4%,201
,,District of Columbia,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,48.6%,35
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,43.3%,60
,,Maine,Less than 1,-,53.3%,30
,,,≥ 1 and < 5,-,32.1%,53
,,,≥ 5 and < 18,-,16.5%,91
,,,≥ 18 and < 50,-,22.2%,108
,,,≥ 50 and < 65,-,-,64
,,,65 or more,-,23.4%,154
,,,No value,-,-,10 or fewer
,,,Total,-,23.6%,500
,,New Hampshire,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,19
,,,≥ 5 and < 18,-,-,22
,,,≥ 18 and < 50,-,28.6%,49
,,,≥ 50 and < 65,-,-,21
,,,65 or more,-,37.9%,58
,,,No value,-,-,10 or fewer
,,,Total,-,34.1%,176
,,Hawaii,Less than 1,-,46.8%,47
,,,≥ 1 and < 5,-,28.4%,116
,,,≥ 5 and < 18,-,13%,146
,,,≥ 18 and < 50,-,7%,201
,,,≥ 50 and < 65,-,13.3%,83
,,,65 or more,-,25.7%,171
,,,No value,-,-,10 or fewer
,,,Total,-,18.7%,764
,,Kansas,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,38.5%,52
,,,≥ 5 and < 18,-,12.1%,99
,,,≥ 18 and < 50,-,29.4%,201
,,,≥ 50 and < 65,-,39%,59
,,,65 or more,-,47.6%,143
,,,No value,-,-,10 or fewer
,,,Total,-,33%,563
,,None of the above,Less than 1,-,30.2%,630
,,,≥ 1 and < 5,1.1%,22.9%,1686
,,,≥ 5 and < 18,-,15.9%,2417
,,,≥ 18 and < 50,-,19%,5088
,,,≥ 50 and < 65,-,26.9%,1961
,,,65 or more,0.812%,34.7%,3325
,,,No value,-,-,10 or fewer
,,,Total,0.51%,23.9%,15107
,,Total,Less than 1,3.4%,54.6%,6211
,,,≥ 1 and < 5,1.8%,47.4%,14380
,,,≥ 5 and < 18,0.4%,36.7%,17999
