,,,≥ 50 and < 65,-,33.3%,60
,,,65 or more,-,39%,141
,,,No value,-,-,10 or fewer
,,,Total,-,31.7%,464
,,None of the above,Less than 1,-,25.6%,524
,,,≥ 1 and < 5,-,21.2%,1370
,,,≥ 5 and < 18,-,15%,2450
,,,≥ 18 and < 50,-,17.4%,4262
,,,≥ 50 and < 65,-,24.5%,1509
,,,65 or more,-,31.6%,2830
,,,No value,-,-,10 or fewer
,,,Total,0.131%,21.6%,12945
,,Total,Less than 1,2.9%,49.5%,4942
,,,≥ 1 and < 5,2.1%,43.7%,12516
,,,≥ 5 and < 18,0.246%,36.4%,19070
,,,≥ 18 and < 50,0.165%,35.6%,28474
,,,≥ 50 and < 65,0.296%,42.1%,10822
,,,65 or more,0.156%,48.4%,21097
,,,No value,-,-,10 or fewer
,,,Total,0.582%,41%,96921
,Sep 22 – Sep 28,Armed Forces America,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,10 or fewer
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,Arkansas,Less than 1,-,76.7%,73
,,,≥ 1 and < 5,-,70.6%,214
,,,≥ 5 and < 18,-,74.8%,274
,,,≥ 18 and < 50,-,50.9%,214
,,,≥ 50 and < 65,-,65.5%,110
,,,65 or more,-,59.8%,179
,,,No value,-,-,10 or fewer
,,,Total,-,65.8%,1064
,,Delaware,Less than 1,-,85%,40
,,,≥ 1 and < 5,-,74.1%,85
,,,≥ 5 and < 18,-,62.7%,110
,,,≥ 18 and < 50,-,52.7%,112
,,,≥ 50 and < 65,-,57.9%,38
,,,65 or more,-,62.6%,107
,,,No value,-,-,10 or fewer
,,,Total,-,63.8%,492
,,Wyoming,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,64.3%,28
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,82.4%,17
,,,No value,-,-,10 or fewer
,,,Total,-,69.2%,65
,,Montana,Less than 1,-,-,11
,,,≥ 1 and < 5,-,-,17
,,,≥ 5 and < 18,-,-,16
,,,≥ 18 and < 50,-,45%,40
,,,≥ 50 and < 65,-,-,13
,,,65 or more,-,65.9%,41
,,,No value,-,-,10 or fewer
,,,Total,-,51.4%,138
,,Kentucky,Less than 1,-,48.5%,101
,,,≥ 1 and < 5,-,39.5%,210
,,,≥ 5 and < 18,-,41.4%,396
,,,≥ 18 and < 50,-,41.7%,367
,,,≥ 50 and < 65,-,50.5%,192
,,,65 or more,-,50.4%,409
,,,No value,-,-,10 or fewer
,,,Total,-,44.9%,1675
,,Illinois,Less than 1,-,63.1%,179
,,,≥ 1 and < 5,-,61.8%,421
,,,≥ 5 and < 18,-,50.8%,693
,,,≥ 18 and < 50,-,53.2%,966
,,,≥ 50 and < 65,-,59%,398
,,,65 or more,-,60.3%,857
,,,No value,-,-,10 or fewer
,,,Total,0.512%,56.7%,3514
,,West Virginia,Less than 1,-,76.5%,34
,,,≥ 1 and < 5,-,73.6%,91
,,,≥ 5 and < 18,-,74.6%,142
,,,≥ 18 and < 50,-,68.2%,277
,,,≥ 50 and < 65,-,72.1%,147
,,,65 or more,-,71.9%,317
,,,No value,-,-,10 or fewer
,,,Total,-,71.6%,1008
,,Iowa,Less than 1,-,70.5%,61
,,,≥ 1 and < 5,-,52.8%,106
,,,≥ 5 and < 18,-,43.4%,136
,,,≥ 18 and < 50,-,59%,217
,,,≥ 50 and < 65,-,57.6%,92
,,,65 or more,-,66.1%,224
,,,No value,-,-,10 or fewer
,,,Total,-,58.3%,836
,,Wisconsin,Less than 1,-,53%,132
,,,≥ 1 and < 5,-,46.1%,295
,,,≥ 5 and < 18,-,43.6%,365
,,,≥ 18 and < 50,-,47.1%,497
,,,≥ 50 and < 65,-,49%,202
,,,65 or more,-,59.4%,313
,,,No value,-,-,10 or fewer
,,,Total,-,49%,1804
,,South Dakota,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,16
,,,≥ 5 and < 18,-,-,17
,,,≥ 18 and < 50,-,51.4%,37
,,,≥ 50 and < 65,-,72.7%,22
,,,65 or more,-,73.3%,45
,,,No value,-,-,10 or fewer
,,,Total,-,61.6%,146
,,Virgin Islands,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,10 or fewer
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,Colorado,Less than 1,-,26.3%,179
,,,≥ 1 and < 5,-,23.1%,415
,,,≥ 5 and < 18,-,20.2%,655
,,,≥ 18 and < 50,-,35.2%,611
,,,≥ 50 and < 65,-,53.3%,169
,,,65 or more,-,63.6%,327
,,,No value,-,-,10 or fewer
,,,Total,-,33.4%,2356
,,North Dakota,Less than 1,-,-,13
,,,≥ 1 and < 5,-,61.3%,31
,,,≥ 5 and < 18,-,45.7%,46
,,,≥ 18 and < 50,-,36.7%,79
,,,≥ 50 and < 65,-,51.6%,31
,,,65 or more,-,47.1%,87
,,,No value,-,-,10 or fewer
,,,Total,-,46%,287
,,Minnesota,Less than 1,-,55.8%,86
,,,≥ 1 and < 5,-,50.5%,204
,,,≥ 5 and < 18,-,44.2%,312
,,,≥ 18 and < 50,-,45.6%,467
,,,≥ 50 and < 65,-,49.2%,183
,,,65 or more,-,53%,417
,,,No value,-,-,10 or fewer
,,,Total,-,48.7%,1669
,,Pennsylvania,Less than 1,-,61.9%,210
,,,≥ 1 and < 5,-,55.3%,523
,,,≥ 5 and < 18,-,48.1%,723
,,,≥ 18 and < 50,-,44.8%,1335
,,,≥ 50 and < 65,-,49.7%,604
,,,65 or more,-,60.2%,1251
,,,No value,-,-,10 or fewer
,,,Total,0.301%,52%,4646
,,Oklahoma,Less than 1,-,44.9%,78
,,,≥ 1 and < 5,-,42.7%,199
,,,≥ 5 and < 18,-,24.7%,304
,,,≥ 18 and < 50,-,23.1%,324
,,,≥ 50 and < 65,-,38.3%,133
,,,65 or more,-,45.3%,243
,,,No value,-,-,10 or fewer
,,,Total,-,33.6%,1281
,,Nevada,Less than 1,-,-,17
,,,≥ 1 and < 5,-,43.8%,64
,,,≥ 5 and < 18,-,42.2%,64
,,,≥ 18 and < 50,-,46.2%,106
,,,≥ 50 and < 65,-,44.4%,36
,,,65 or more,-,73.2%,71
,,,No value,-,-,10 or fewer
,,,Total,-,50%,358
,,Maryland,Less than 1,-,69.9%,83
,,,≥ 1 and < 5,-,64.3%,168
,,,≥ 5 and < 18,-,54%,202
,,,≥ 18 and < 50,-,54.4%,428
,,,≥ 50 and < 65,-,53.2%,171
,,,65 or more,-,61%,367
,,,No value,-,-,10 or fewer
,,,Total,0.916%,58%,1419
,,Nebraska,Less than 1,-,63%,27
,,,≥ 1 and < 5,-,46.5%,43
,,,≥ 5 and < 18,-,34.8%,69
,,,≥ 18 and < 50,-,38.6%,140
,,,≥ 50 and < 65,-,50%,52
,,,65 or more,-,54.5%,110
,,,No value,-,-,10 or fewer
,,,Total,-,45.6%,441
,,Idaho,Less than 1,-,-,26
,,,≥ 1 and < 5,-,39.2%,51
,,,≥ 5 and < 18,-,28.2%,85
,,,≥ 18 and < 50,-,22.7%,163
,,,≥ 50 and < 65,-,39.2%,51
,,,65 or more,-,45.7%,127
,,,No value,-,-,10 or fewer
,,,Total,-,33.4%,503
,,Connecticut,Less than 1,-,41.1%,95
,,,≥ 1 and < 5,-,31.7%,243
,,,≥ 5 and < 18,-,27.4%,336
,,,≥ 18 and < 50,-,34.5%,473
,,,≥ 50 and < 65,-,41.5%,188
,,,65 or more,-,46.7%,435
,,,No value,-,-,10 or fewer
,,,Total,-,36.8%,1770
,,Alaska,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,10 or fewer
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,12
,,New York,Less than 1,-,47.7%,174
,,,≥ 1 and < 5,-,48.4%,463
,,,≥ 5 and < 18,-,45.7%,661
,,,≥ 18 and < 50,-,48.7%,1303
,,,≥ 50 and < 65,-,53%,536
,,,65 or more,-,60%,1177
,,,No value,-,-,10 or fewer
,,,Total,0.44%,51.8%,4314
,,Vermont,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,13
,,,≥ 5 and < 18,-,-,21
,,,≥ 18 and < 50,-,40.4%,52
,,,≥ 50 and < 65,-,51.7%,29
,,,65 or more,-,51.9%,52
,,,No value,-,-,10 or fewer
,,,Total,-,44.6%,175
,,Florida,Less than 1,13.8%,61.2%,456
,,,≥ 1 and < 5,8.3%,53.6%,1525
,,,≥ 5 and < 18,1.9%,46.9%,2127
,,,≥ 18 and < 50,0.534%,51.4%,2433
,,,≥ 50 and < 65,1.7%,57.4%,1007
,,,65 or more,0.67%,62.4%,1939
,,,No value,-,-,10 or fewer
,,,Total,2.9%,54.1%,9487
,,Louisiana,Less than 1,-,73.4%,124
,,,≥ 1 and < 5,-,51.9%,262
,,,≥ 5 and < 18,-,24%,438
,,,≥ 18 and < 50,-,15.9%,616
,,,≥ 50 and < 65,-,22.2%,212
,,,65 or more,-,36.3%,333
,,,No value,-,-,10 or fewer
,,,Total,0.605%,30.1%,1985
,,Rhode Island,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,12
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,14
,,,No value,-,-,10 or fewer
,,,Total,-,50%,38
,,Indiana,Less than 1,-,55.2%,67
,,,≥ 1 and < 5,-,47.9%,217
,,,≥ 5 and < 18,-,30.6%,464
,,,≥ 18 and < 50,-,29.6%,574
,,,≥ 50 and < 65,-,40%,235
,,,65 or more,-,45.6%,485
,,,No value,-,-,10 or fewer
,,,Total,-,37.6%,2042
,,Texas,Less than 1,7.2%,58%,483
,,,≥ 1 and < 5,5%,52.5%,1250
,,,≥ 5 and < 18,0.997%,40.1%,1605
,,,≥ 18 and < 50,-,38.9%,2215
,,,≥ 50 and < 65,-,47.5%,832
,,,65 or more,-,53.5%,1440
,,,No value,-,-,10 or fewer
,,,Total,1.6%,46.1%,7825
,,Oregon,Less than 1,-,21.3%,61
,,,≥ 1 and < 5,-,29.3%,99
,,,≥ 5 and < 18,-,22.6%,124
,,,≥ 18 and < 50,-,31.3%,233
,,,≥ 50 and < 65,-,49.4%,81
,,,65 or more,-,43.9%,205
,,,No value,-,-,10 or fewer
,,,Total,-,34%,803
,,Missouri,Less than 1,-,-,14
,,,≥ 1 and < 5,-,70.4%,27
,,,≥ 5 and < 18,-,46.9%,32
,,,≥ 18 and < 50,-,38.2%,123
,,,≥ 50 and < 65,-,53.8%,78
,,,65 or more,-,50%,168
,,,No value,-,-,10 or fewer
,,,Total,-,48.9%,442
,,Puerto Rico,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,10 or fewer
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,South Carolina,Less than 1,-,54.2%,120
,,,≥ 1 and < 5,3.7%,59%,407
,,,≥ 5 and < 18,-,50.6%,658
,,,≥ 18 and < 50,-,45.3%,974
,,,≥ 50 and < 65,-,43.1%,355
,,,65 or more,-,44.3%,603
,,,No value,-,-,10 or fewer
,,,Total,0.898%,48.1%,3117
,,North Carolina,Less than 1,-,61.9%,189
,,,≥ 1 and < 5,-,46.7%,531
,,,≥ 5 and < 18,-,44.2%,769
,,,≥ 18 and < 50,-,42.4%,1252
,,,≥ 50 and < 65,-,46.5%,482
,,,65 or more,-,52%,996
,,,No value,-,-,10 or fewer
,,,Total,-,46.9%,4219
,,Georgia,Less than 1,6.5%,37%,292
,,,≥ 1 and < 5,5.7%,35.4%,689
,,,≥ 5 and < 18,-,38.7%,896
,,,≥ 18 and < 50,-,49.7%,796
,,,≥ 50 and < 65,-,55.4%,298
,,,65 or more,-,58%,459
,,,No value,-,-,10 or fewer
,,,Total,2%,44.5%,3430
,,Arizona,Less than 1,-,-,21
,,,≥ 1 and < 5,-,35.2%,54
,,,≥ 5 and < 18,-,43.4%,106
,,,≥ 18 and < 50,-,45.2%,177
,,,≥ 50 and < 65,-,60%,75
,,,65 or more,-,65.8%,161
,,,No value,-,-,10 or fewer
,,,Total,-,50.7%,594
,,California,Less than 1,-,33.1%,154
,,,≥ 1 and < 5,-,35%,309
,,,≥ 5 and < 18,-,24.8%,420
,,,≥ 18 and < 50,-,23%,866
,,,≥ 50 and < 65,-,35.8%,366
,,,65 or more,-,43.6%,729
,,,No value,-,-,10 or fewer
,,,Total,-,32%,2844
,,Tennessee,Less than 1,-,71.2%,66
,,,≥ 1 and < 5,-,38.5%,161
,,,≥ 5 and < 18,-,35%,351
,,,≥ 18 and < 50,-,34.4%,276
,,,≥ 50 and < 65,-,40.4%,141
,,,65 or more,-,47.4%,209
,,,No value,-,-,10 or fewer
,,,Total,-,40.1%,1204
,,Washington,Less than 1,-,48.3%,29
,,,≥ 1 and < 5,-,26.3%,57
,,,≥ 5 and < 18,-,29.6%,81
,,,≥ 18 and < 50,-,25.1%,183
,,,≥ 50 and < 65,-,34.7%,72
,,,65 or more,-,43%,186
,,,No value,-,-,10 or fewer
,,,Total,-,33.6%,608
,,Alabama,Less than 1,-,89.5%,19
,,,≥ 1 and < 5,-,65.9%,44
,,,≥ 5 and < 18,-,59.2%,76
,,,≥ 18 and < 50,-,56.8%,125
,,,≥ 50 and < 65,-,67.3%,52
,,,65 or more,-,65%,120
,,,No value,-,-,10 or fewer
,,,Total,-,63.1%,436
,,Utah,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,74.3%,35
,,,≥ 50 and < 65,-,68.2%,22
,,,65 or more,-,87.5%,16
,,,No value,-,-,10 or fewer
,,,Total,-,73.4%,79
,,Michigan,Less than 1,-,38.3%,149
,,,≥ 1 and < 5,-,30.1%,359
,,,≥ 5 and < 18,-,20.5%,516
,,,≥ 18 and < 50,-,20.7%,1115
,,,≥ 50 and < 65,-,28.9%,484
,,,65 or more,-,39.3%,931
,,,No value,-,-,10 or fewer
,,,Total,0.366%,28.4%,3554
,,Mississippi,Less than 1,-,59.6%,99
,,,≥ 1 and < 5,-,41.5%,246
,,,≥ 5 and < 18,-,20.7%,368
,,,≥ 18 and < 50,-,13.6%,619
,,,≥ 50 and < 65,-,16.6%,241
,,,65 or more,-,21.8%,390
,,,No value,-,-,10 or fewer
,,,Total,0.662%,22.7%,1963
,,Virginia,Less than 1,-,61.2%,165
,,,≥ 1 and < 5,-,48.5%,538
,,,≥ 5 and < 18,-,27.6%,946
,,,≥ 18 and < 50,-,19.8%,1498
,,,≥ 50 and < 65,-,29.6%,567
,,,65 or more,-,39.9%,959
,,,No value,-,-,10 or fewer
,,,Total,0.407%,31.5%,4673
,,Massachusetts,Less than 1,-,24.5%,106
,,,≥ 1 and < 5,-,27.1%,258
,,,≥ 5 and < 18,-,24.6%,341
,,,≥ 18 and < 50,-,30.3%,512
,,,≥ 50 and < 65,-,27.1%,203
,,,65 or more,-,33.5%,457
,,,No value,-,-,10 or fewer
,,,Total,-,28.9%,1877
,,Armed Forces Pacific,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,10 or fewer
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,New Mexico,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,11
,,,≥ 5 and < 18,-,-,23
,,,≥ 18 and < 50,-,-,47
,,,≥ 50 and < 65,-,-,17
,,,65 or more,-,-,48
,,,No value,-,-,10 or fewer
,,,Total,-,15.6%,147
,,District of Columbia,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,12
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,58.6%,29
,,Maine,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,32
,,,≥ 5 and < 18,-,-,50
,,,≥ 18 and < 50,-,18.9%,122
,,,≥ 50 and < 65,-,-,57
,,,65 or more,-,15.4%,130
,,,No value,-,-,10 or fewer
,,,Total,-,18%,401
,,New Hampshire,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,16
,,,≥ 5 and < 18,-,-,18
,,,≥ 18 and < 50,-,32.6%,43
,,,≥ 50 and < 65,-,-,16
,,,65 or more,-,31.5%,54
,,,No value,-,-,10 or fewer
,,,Total,-,27.2%,147
,,Hawaii,Less than 1,-,50%,36
,,,≥ 1 and < 5,-,25%,64
,,,≥ 5 and < 18,-,11.3%,106
,,,≥ 18 and < 50,-,-,140
,,,≥ 50 and < 65,-,-,56
,,,65 or more,-,11%,145
,,,No value,-,-,10 or fewer
,,,Total,2.4%,13.2%,547
,,Kansas,Less than 1,-,-,19
,,,≥ 1 and < 5,-,27.3%,44
,,,≥ 5 and < 18,-,20.2%,84
,,,≥ 18 and < 50,-,23.8%,130
,,,≥ 50 and < 65,-,22.7%,66
,,,65 or more,-,41.3%,126
,,,No value,-,-,10 or fewer
,,,Total,-,28.8%,469
,,None of the above,Less than 1,-,21.6%,518
,,,≥ 1 and < 5,-,20.4%,1384
,,,≥ 5 and < 18,-,14.4%,2278
,,,≥ 18 and < 50,-,17.2%,4117
,,,≥ 50 and < 65,-,23.8%,1478
,,,65 or more,-,31%,2751
,,,No value,-,-,10 or fewer
,,,Total,0.176%,21.1%,12526
,,Total,Less than 1,4.2%,49.8%,4838
,,,≥ 1 and < 5,2.7%,44.2%,12468
,,,≥ 5 and < 18,0.475%,35.8%,18521
,,,≥ 18 and < 50,0.127%,35.3%,27489
,,,≥ 50 and < 65,0.275%,42.4%,10911
,,,65 or more,0.169%,49%,21239
,,,No value,-,-,10 or fewer
,,,Total,0.762%,41.2%,95466
,Sep 29 – Oct 5,Armed Forces America,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,10 or fewer
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,Arkansas,Less than 1,-,79.2%,96
,,,≥ 1 and < 5,-,81.4%,172
,,,≥ 5 and < 18,-,70.1%,294
,,,≥ 18 and < 50,-,44.8%,230
,,,≥ 50 and < 65,-,59.5%,84
,,,65 or more,-,62.2%,148
,,,No value,-,-,10 or fewer
,,,Total,1.2%,65.1%,1024
,,Delaware,Less than 1,-,73.8%,42
,,,≥ 1 and < 5,-,66.7%,105
,,,≥ 5 and < 18,-,65.3%,124
,,,≥ 18 and < 50,-,60%,105
,,,≥ 50 and < 65,-,44.6%,56
,,,65 or more,-,69%,71
,,,No value,-,-,10 or fewer
,,,Total,-,63.4%,503
,,Wyoming,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,14
,,,≥ 18 and < 50,-,60%,20
,,,≥ 50 and < 65,-,-,14
,,,65 or more,-,83.9%,31
,,,No value,-,-,10 or fewer
,,,Total,-,70.8%,89
,,Montana,Less than 1,-,-,17
,,,≥ 1 and < 5,-,-,16
,,,≥ 5 and < 18,-,-,16
,,,≥ 18 and < 50,-,35.1%,37
,,,≥ 50 and < 65,-,-,14
,,,65 or more,-,55.9%,34
,,,No value,-,-,10 or fewer
,,,Total,-,46.3%,134
,,Kentucky,Less than 1,-,47.4%,114
,,,≥ 1 and < 5,-,53.7%,255
,,,≥ 5 and < 18,-,49.4%,340
,,,≥ 18 and < 50,-,43.1%,392
,,,≥ 50 and < 65,-,53.4%,161
,,,65 or more,-,52.5%,375
,,,No value,-,-,10 or fewer
,,,Total,0.977%,49.5%,1637
,,Illinois,Less than 1,-,66%,147
,,,≥ 1 and < 5,-,64.1%,457
,,,≥ 5 and < 18,-,52%,762
,,,≥ 18 and < 50,-,50.9%,950
,,,≥ 50 and < 65,-,53%,413
,,,65 or more,-,61.4%,922
,,,No value,-,-,10 or fewer
,,,Total,0.52%,56.3%,3651
,,West Virginia,Less than 1,-,76.7%,30
,,,≥ 1 and < 5,-,70.8%,89
,,,≥ 5 and < 18,-,71%,183
,,,≥ 18 and < 50,-,62.1%,227
,,,≥ 50 and < 65,-,61.3%,142
,,,65 or more,-,67%,282
,,,No value,-,-,10 or fewer
,,,Total,-,66.4%,953
,,Iowa,Less than 1,-,68.6%,51
,,,≥ 1 and < 5,-,56.6%,129
,,,≥ 5 and < 18,-,62.8%,180
,,,≥ 18 and < 50,-,59.4%,202
,,,≥ 50 and < 65,-,69.3%,88
,,,65 or more,-,65.6%,192
,,,No value,-,-,10 or fewer
,,,Total,-,62.7%,842
,,Wisconsin,Less than 1,-,42.5%,120
,,,≥ 1 and < 5,-,42.1%,247
,,,≥ 5 and < 18,-,43.4%,355
,,,≥ 18 and < 50,-,46.2%,524
,,,≥ 50 and < 65,-,50.9%,167
,,,65 or more,-,63.5%,342
,,,No value,-,-,10 or fewer
,,,Total,-,48.6%,1755
,,South Dakota,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,12
,,,≥ 5 and < 18,-,45.8%,24
,,,≥ 18 and < 50,-,48.6%,37
,,,≥ 50 and < 65,-,77.8%,18
,,,65 or more,-,63.6%,33
,,,No value,-,-,10 or fewer
,,,Total,-,55.8%,129
,,Virgin Islands,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,10 or fewer
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,Colorado,Less than 1,-,30.5%,190
,,,≥ 1 and < 5,-,25.4%,421
,,,≥ 5 and < 18,-,22.1%,607
,,,≥ 18 and < 50,-,38.1%,585
,,,≥ 50 and < 65,-,47.7%,195
,,,65 or more,-,57.4%,249
,,,No value,-,-,10 or fewer
,,,Total,-,33.7%,2247
,,North Dakota,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,39.3%,28
,,,≥ 5 and < 18,-,50%,54
,,,≥ 18 and < 50,-,43.2%,81
,,,≥ 50 and < 65,-,57.1%,28
,,,65 or more,-,47.1%,85
,,,No value,-,-,10 or fewer
,,,Total,-,46.7%,285
,,Minnesota,Less than 1,-,56.5%,62
,,,≥ 1 and < 5,-,47.3%,165
,,,≥ 5 and < 18,-,40%,315
,,,≥ 18 and < 50,-,42%,502
,,,≥ 50 and < 65,-,45.3%,179
,,,65 or more,-,59.7%,325
,,,No value,-,-,10 or fewer
,,,Total,-,46.8%,1548
,,Pennsylvania,Less than 1,-,61.9%,189
,,,≥ 1 and < 5,-,53.5%,486
,,,≥ 5 and < 18,-,50.4%,686
,,,≥ 18 and < 50,-,46%,1362
,,,≥ 50 and < 65,-,56.1%,572
,,,65 or more,-,57.8%,1178
,,,No value,-,-,10 or fewer
,,,Total,0.537%,52.6%,4473
,,Oklahoma,Less than 1,-,40.9%,88
,,,≥ 1 and < 5,-,43.6%,202
,,,≥ 5 and < 18,-,20.3%,325
,,,≥ 18 and < 50,-,22%,378
,,,≥ 50 and < 65,-,35.9%,145
,,,65 or more,-,41.2%,260
,,,No value,-,-,10 or fewer
,,,Total,-,30.9%,1398
,,Nevada,Less than 1,-,-,16
,,,≥ 1 and < 5,-,45.2%,42
,,,≥ 5 and < 18,-,33.3%,60
,,,≥ 18 and < 50,-,53%,100
,,,≥ 50 and < 65,-,59%,39
,,,65 or more,-,55.3%,76
,,,No value,-,-,10 or fewer
,,,Total,-,49.5%,333
,,Maryland,Less than 1,-,71%,69
,,,≥ 1 and < 5,-,65.6%,154
,,,≥ 5 and < 18,-,54.1%,229
,,,≥ 18 and < 50,-,49.3%,402
,,,≥ 50 and < 65,-,55.7%,183
,,,65 or more,-,58.6%,353
,,,No value,-,-,10 or fewer
,,,Total,-,56.2%,1390
,,Nebraska,Less than 1,-,-,21
,,,≥ 1 and < 5,-,45%,40
,,,≥ 5 and < 18,-,-,51
,,,≥ 18 and < 50,-,38.9%,131
,,,≥ 50 and < 65,-,50%,60
,,,65 or more,-,51.4%,105
,,,No value,-,-,10 or fewer
,,,Total,-,41.7%,408
,,Idaho,Less than 1,-,-,19
,,,≥ 1 and < 5,-,40%,40
,,,≥ 5 and < 18,-,19%,63
,,,≥ 18 and < 50,-,25.4%,122
,,,≥ 50 and < 65,-,29.2%,48
,,,65 or more,-,46.6%,131
,,,No value,-,-,10 or fewer
,,,Total,-,33.8%,423
,,Connecticut,Less than 1,-,39%,77
,,,≥ 1 and < 5,-,28.2%,266
,,,≥ 5 and < 18,-,32.7%,343
,,,≥ 18 and < 50,-,35%,460
,,,≥ 50 and < 65,-,42.3%,208
,,,65 or more,-,55.8%,453
,,,No value,-,-,10 or fewer
,,,Total,0.664%,39.8%,1807
,,Alaska,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,10 or fewer
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,New York,Less than 1,6.7%,56.7%,164
,,,≥ 1 and < 5,-,49.1%,424
,,,≥ 5 and < 18,-,49%,612
,,,≥ 18 and < 50,-,49.6%,1293
,,,≥ 50 and < 65,-,54.2%,491
,,,65 or more,-,62.6%,1111
,,,No value,-,-,10 or fewer
,,,Total,0.684%,53.8%,4095
,,Vermont,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,21
,,,≥ 5 and < 18,-,45.8%,24
,,,≥ 18 and < 50,-,38%,71
,,,≥ 50 and < 65,-,60%,20
,,,65 or more,-,69.4%,49
,,,No value,-,-,10 or fewer
,,,Total,-,51.1%,190
,,Florida,Less than 1,14.6%,66.4%,506
,,,≥ 1 and < 5,10.6%,54.2%,1418
,,,≥ 5 and < 18,1.8%,48.3%,1958
,,,≥ 18 and < 50,1.1%,52.5%,2550
,,,≥ 50 and < 65,1.6%,56.5%,996
,,,65 or more,1.8%,59.9%,1900
,,,No value,-,-,10 or fewer
,,,Total,3.6%,54.6%,9328
,,Louisiana,Less than 1,-,70.9%,127
,,,≥ 1 and < 5,-,51.6%,318
,,,≥ 5 and < 18,-,27.9%,516
,,,≥ 18 and < 50,-,19.8%,648
,,,≥ 50 and < 65,-,21.4%,196
,,,65 or more,-,38.3%,313
,,,No value,-,-,10 or fewer
,,,Total,0.661%,32.5%,2118
