"Notes","State of Residence","State of Residence Code","Infant Birth Weight 12","Infant Birth Weight 12 Code",Births
,"Washington","53","2000 - 2499 grams","05",3766
,"Washington","53","2500 - 2999 grams","06",13846
,"Washington","53","3000 - 3499 grams","07",30726
,"Washington","53","3500 - 3999 grams","08",23111
,"Washington","53","4000 - 4499 grams","09",6407
,"Washington","53","4500 - 4999 grams","10",954
,"Washington","53","5000 - 8165 grams","11",103
,"Washington","53","Unknown or Not Stated","12",152
,"West Virginia","54","499 grams or less","01",12
,"West Virginia","54","500 - 999 grams","02",86
,"West Virginia","54","1000 - 1499 grams","03",152
,"West Virginia","54","1500 - 1999 grams","04",311
,"West Virginia","54","2000 - 2499 grams","05",1067
,"West Virginia","54","2500 - 2999 grams","06",3417
,"West Virginia","54","3000 - 3499 grams","07",6314
,"West Virginia","54","3500 - 3999 grams","08",4111
,"West Virginia","54","4000 - 4499 grams","09",983
,"West Virginia","54","4500 - 4999 grams","10",125
,"West Virginia","54","5000 - 8165 grams","11",17
,"West Virginia","54","Unknown or Not Stated","12",11
,"Wisconsin","55","499 grams or less","01",63
,"Wisconsin","55","500 - 999 grams","02",274
,"Wisconsin","55","1000 - 1499 grams","03",391
,"Wisconsin","55","1500 - 1999 grams","04",924
,"Wisconsin","55","2000 - 2499 grams","05",3033
,"Wisconsin","55","2500 - 2999 grams","06",10459
,"Wisconsin","55","3000 - 3499 grams","07",22611
,"Wisconsin","55","3500 - 3999 grams","08",16855
,"Wisconsin","55","4000 - 4499 grams","09",4413
,"Wisconsin","55","4500 - 4999 grams","10",624
,"Wisconsin","55","5000 - 8165 grams","11",62
,"Wisconsin","55","Unknown or Not Stated","12",45
,"Wyoming","56","499 grams or less","01",Suppressed
,"Wyoming","56","500 - 999 grams","02",16
,"Wyoming","56","1000 - 1499 grams","03",41
,"Wyoming","56","1500 - 1999 grams","04",113
,"Wyoming","56","2000 - 2499 grams","05",366
,"Wyoming","56","2500 - 2999 grams","06",1381
,"Wyoming","56","3000 - 3499 grams","07",2488
,"Wyoming","56","3500 - 3999 grams","08",1308
,"Wyoming","56","4000 - 4499 grams","09",237
,"Wyoming","56","4500 - 4999 grams","10",25
,"Wyoming","56","5000 - 8165 grams","11",Suppressed
,"Wyoming","56","Unknown or Not Stated","12",Suppressed
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"Year: 2023"
"Group By: State of Residence; Infant Birth Weight 12"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 16, 2026 2:28:56 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 16, 2026 2:28:56 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
