"Notes","State of Residence","State of Residence Code","Infant Birth Weight 12","Infant Birth Weight 12 Code",Births
,"Arkansas","05","Unknown or Not Stated","12",27
,"California","06","499 grams or less","01",418
,"California","06","500 - 999 grams","02",1623
,"California","06","1000 - 1499 grams","03",2551
,"California","06","1500 - 1999 grams","04",6125
,"California","06","2000 - 2499 grams","05",20397
,"California","06","2500 - 2999 grams","06",80867
,"California","06","3000 - 3499 grams","07",165604
,"California","06","3500 - 3999 grams","08",109950
,"California","06","4000 - 4499 grams","09",27346
,"California","06","4500 - 4999 grams","10",3626
,"California","06","5000 - 8165 grams","11",502
,"California","06","Unknown or Not Stated","12",95
,"Colorado","08","499 grams or less","01",61
,"Colorado","08","500 - 999 grams","02",241
,"Colorado","08","1000 - 1499 grams","03",410
,"Colorado","08","1500 - 1999 grams","04",1112
,"Colorado","08","2000 - 2499 grams","05",4322
,"Colorado","08","2500 - 2999 grams","06",14481
,"Colorado","08","3000 - 3499 grams","07",25483
,"Colorado","08","3500 - 3999 grams","08",13315
,"Colorado","08","4000 - 4499 grams","09",2431
,"Colorado","08","4500 - 4999 grams","10",277
,"Colorado","08","5000 - 8165 grams","11",23
,"Colorado","08","Unknown or Not Stated","12",227
,"Connecticut","09","499 grams or less","01",35
,"Connecticut","09","500 - 999 grams","02",170
,"Connecticut","09","1000 - 1499 grams","03",235
,"Connecticut","09","1500 - 1999 grams","04",594
,"Connecticut","09","2000 - 2499 grams","05",1792
,"Connecticut","09","2500 - 2999 grams","06",6431
,"Connecticut","09","3000 - 3499 grams","07",13478
,"Connecticut","09","3500 - 3999 grams","08",9746
,"Connecticut","09","4000 - 4499 grams","09",2471
,"Connecticut","09","4500 - 4999 grams","10",335
,"Connecticut","09","5000 - 8165 grams","11",37
,"Connecticut","09","Unknown or Not Stated","12",Suppressed
,"Delaware","10","499 grams or less","01",21
,"Delaware","10","500 - 999 grams","02",81
,"Delaware","10","1000 - 1499 grams","03",86
,"Delaware","10","1500 - 1999 grams","04",200
,"Delaware","10","2000 - 2499 grams","05",588
,"Delaware","10","2500 - 2999 grams","06",2158
,"Delaware","10","3000 - 3499 grams","07",4163
,"Delaware","10","3500 - 3999 grams","08",2802
,"Delaware","10","4000 - 4499 grams","09",615
,"Delaware","10","4500 - 4999 grams","10",80
,"Delaware","10","5000 - 8165 grams","11",15
,"Delaware","10","Unknown or Not Stated","12",Suppressed
,"District of Columbia","11","499 grams or less","01",12
,"District of Columbia","11","500 - 999 grams","02",58
,"District of Columbia","11","1000 - 1499 grams","03",68
,"District of Columbia","11","1500 - 1999 grams","04",173
,"District of Columbia","11","2000 - 2499 grams","05",484
,"District of Columbia","11","2500 - 2999 grams","06",1751
,"District of Columbia","11","3000 - 3499 grams","07",3047
,"District of Columbia","11","3500 - 3999 grams","08",1962
,"District of Columbia","11","4000 - 4499 grams","09",470
,"District of Columbia","11","4500 - 4999 grams","10",43
,"District of Columbia","11","5000 - 8165 grams","11",Suppressed
,"District of Columbia","11","Unknown or Not Stated","12",Suppressed
,"Florida","12","499 grams or less","01",331
,"Florida","12","500 - 999 grams","02",1362
,"Florida","12","1000 - 1499 grams","03",1837
,"Florida","12","1500 - 1999 grams","04",3885
,"Florida","12","2000 - 2499 grams","05",12939
,"Florida","12","2500 - 2999 grams","06",45098
,"Florida","12","3000 - 3499 grams","07",88042
,"Florida","12","3500 - 3999 grams","08",56015
,"Florida","12","4000 - 4499 grams","09",12976
,"Florida","12","4500 - 4999 grams","10",1698
,"Florida","12","5000 - 8165 grams","11",167
,"Florida","12","Unknown or Not Stated","12",83
,"Georgia","13","499 grams or less","01",256
,"Georgia","13","500 - 999 grams","02",871
,"Georgia","13","1000 - 1499 grams","03",1149
,"Georgia","13","1500 - 1999 grams","04",2488
,"Georgia","13","2000 - 2499 grams","05",8557
,"Georgia","13","2500 - 2999 grams","06",27324
,"Georgia","13","3000 - 3499 grams","07",49029
,"Georgia","13","3500 - 3999 grams","08",28868
,"Georgia","13","4000 - 4499 grams","09",6575
,"Georgia","13","4500 - 4999 grams","10",857
,"Georgia","13","5000 - 8165 grams","11",93
,"Georgia","13","Unknown or Not Stated","12",63
,"Hawaii","15","499 grams or less","01",26
,"Hawaii","15","500 - 999 grams","02",66
,"Hawaii","15","1000 - 1499 grams","03",123
,"Hawaii","15","1500 - 1999 grams","04",222
,"Hawaii","15","2000 - 2499 grams","05",878
,"Hawaii","15","2500 - 2999 grams","06",3449
,"Hawaii","15","3000 - 3499 grams","07",6059
,"Hawaii","15","3500 - 3999 grams","08",3693
,"Hawaii","15","4000 - 4499 grams","09",871
,"Hawaii","15","4500 - 4999 grams","10",128
,"Hawaii","15","5000 - 8165 grams","11",12
,"Hawaii","15","Unknown or Not Stated","12",Suppressed
,"Idaho","16","499 grams or less","01",23
,"Idaho","16","500 - 999 grams","02",83
,"Idaho","16","1000 - 1499 grams","03",134
,"Idaho","16","1500 - 1999 grams","04",290
,"Idaho","16","2000 - 2499 grams","05",1047
,"Idaho","16","2500 - 2999 grams","06",4029
,"Idaho","16","3000 - 3499 grams","07",8805
,"Idaho","16","3500 - 3999 grams","08",6192
,"Idaho","16","4000 - 4499 grams","09",1536
,"Idaho","16","4500 - 4999 grams","10",215
,"Idaho","16","5000 - 8165 grams","11",18
,"Idaho","16","Unknown or Not Stated","12",19
,"Illinois","17","499 grams or less","01",190
,"Illinois","17","500 - 999 grams","02",623
,"Illinois","17","1000 - 1499 grams","03",933
,"Illinois","17","1500 - 1999 grams","04",2167
,"Illinois","17","2000 - 2499 grams","05",7185
,"Illinois","17","2500 - 2999 grams","06",25110
,"Illinois","17","3000 - 3499 grams","07",49822
,"Illinois","17","3500 - 3999 grams","08",33069
,"Illinois","17","4000 - 4499 grams","09",8045
,"Illinois","17","4500 - 4999 grams","10",1027
,"Illinois","17","5000 - 8165 grams","11",115
,"Illinois","17","Unknown or Not Stated","12",64
,"Indiana","18","499 grams or less","01",109
,"Indiana","18","500 - 999 grams","02",401
,"Indiana","18","1000 - 1499 grams","03",560
,"Indiana","18","1500 - 1999 grams","04",1376
,"Indiana","18","2000 - 2499 grams","05",4491
,"Indiana","18","2500 - 2999 grams","06",15145
,"Indiana","18","3000 - 3499 grams","07",30836
,"Indiana","18","3500 - 3999 grams","08",20770
,"Indiana","18","4000 - 4499 grams","09",5157
,"Indiana","18","4500 - 4999 grams","10",670
,"Indiana","18","5000 - 8165 grams","11",83
,"Indiana","18","Unknown or Not Stated","12",51
,"Iowa","19","499 grams or less","01",39
,"Iowa","19","500 - 999 grams","02",148
,"Iowa","19","1000 - 1499 grams","03",236
,"Iowa","19","1500 - 1999 grams","04",497
,"Iowa","19","2000 - 2499 grams","05",1701
,"Iowa","19","2500 - 2999 grams","06",6230
,"Iowa","19","3000 - 3499 grams","07",13869
,"Iowa","19","3500 - 3999 grams","08",10553
,"Iowa","19","4000 - 4499 grams","09",2802
,"Iowa","19","4500 - 4999 grams","10",382
,"Iowa","19","5000 - 8165 grams","11",37
,"Iowa","19","Unknown or Not Stated","12",12
,"Kansas","20","499 grams or less","01",35
,"Kansas","20","500 - 999 grams","02",144
,"Kansas","20","1000 - 1499 grams","03",202
,"Kansas","20","1500 - 1999 grams","04",525
,"Kansas","20","2000 - 2499 grams","05",1786
,"Kansas","20","2500 - 2999 grams","06",6278
,"Kansas","20","3000 - 3499 grams","07",13138
,"Kansas","20","3500 - 3999 grams","08",9504
,"Kansas","20","4000 - 4499 grams","09",2428
,"Kansas","20","4500 - 4999 grams","10",304
,"Kansas","20","5000 - 8165 grams","11",38
,"Kansas","20","Unknown or Not Stated","12",19
,"Kentucky","21","499 grams or less","01",60
,"Kentucky","21","500 - 999 grams","02",253
,"Kentucky","21","1000 - 1499 grams","03",424
,"Kentucky","21","1500 - 1999 grams","04",908
,"Kentucky","21","2000 - 2499 grams","05",2998
,"Kentucky","21","2500 - 2999 grams","06",10145
,"Kentucky","21","3000 - 3499 grams","07",19971
,"Kentucky","21","3500 - 3999 grams","08",13709
,"Kentucky","21","4000 - 4499 grams","09",3352
,"Kentucky","21","4500 - 4999 grams","10",414
,"Kentucky","21","5000 - 8165 grams","11",51
,"Kentucky","21","Unknown or Not Stated","12",30
,"Louisiana","22","499 grams or less","01",101
,"Louisiana","22","500 - 999 grams","02",361
,"Louisiana","22","1000 - 1499 grams","03",534
,"Louisiana","22","1500 - 1999 grams","04",1248
,"Louisiana","22","2000 - 2499 grams","05",4234
,"Louisiana","22","2500 - 2999 grams","06",12970
,"Louisiana","22","3000 - 3499 grams","07",22403
,"Louisiana","22","3500 - 3999 grams","08",11925
,"Louisiana","22","4000 - 4499 grams","09",2346
,"Louisiana","22","4500 - 4999 grams","10",305
,"Louisiana","22","5000 - 8165 grams","11",27
,"Louisiana","22","Unknown or Not Stated","12",25
,"Maine","23","499 grams or less","01",19
,"Maine","23","500 - 999 grams","02",39
,"Maine","23","1000 - 1499 grams","03",92
,"Maine","23","1500 - 1999 grams","04",177
,"Maine","23","2000 - 2499 grams","05",662
,"Maine","23","2500 - 2999 grams","06",1977
,"Maine","23","3000 - 3499 grams","07",4439
,"Maine","23","3500 - 3999 grams","08",3528
,"Maine","23","4000 - 4499 grams","09",995
,"Maine","23","4500 - 4999 grams","10",138
,"Maine","23","5000 - 8165 grams","11",20
,"Maine","23","Unknown or Not Stated","12",Suppressed
,"Maryland","24","499 grams or less","01",111
,"Maryland","24","500 - 999 grams","02",401
,"Maryland","24","1000 - 1499 grams","03",513
,"Maryland","24","1500 - 1999 grams","04",1194
,"Maryland","24","2000 - 2499 grams","05",3761
,"Maryland","24","2500 - 2999 grams","06",13181
,"Maryland","24","3000 - 3499 grams","07",26217
,"Maryland","24","3500 - 3999 grams","08",17867
,"Maryland","24","4000 - 4499 grams","09",4765
,"Maryland","24","4500 - 4999 grams","10",655
,"Maryland","24","5000 - 8165 grams","11",89
,"Maryland","24","Unknown or Not Stated","12",28
,"Massachusetts","25","499 grams or less","01",48
,"Massachusetts","25","500 - 999 grams","02",261
,"Massachusetts","25","1000 - 1499 grams","03",420
,"Massachusetts","25","1500 - 1999 grams","04",1080
,"Massachusetts","25","2000 - 2499 grams","05",3537
,"Massachusetts","25","2500 - 2999 grams","06",12519
,"Massachusetts","25","3000 - 3499 grams","07",26357
,"Massachusetts","25","3500 - 3999 grams","08",18722
,"Massachusetts","25","4000 - 4499 grams","09",4713
,"Massachusetts","25","4500 - 4999 grams","10",602
,"Massachusetts","25","5000 - 8165 grams","11",62
,"Massachusetts","25","Unknown or Not Stated","12",263
,"Michigan","26","499 grams or less","01",174
,"Michigan","26","500 - 999 grams","02",513
,"Michigan","26","1000 - 1499 grams","03",794
,"Michigan","26","1500 - 1999 grams","04",1771
,"Michigan","26","2000 - 2499 grams","05",6123
,"Michigan","26","2500 - 2999 grams","06",19634
,"Michigan","26","3000 - 3499 grams","07",38418
,"Michigan","26","3500 - 3999 grams","08",26705
,"Michigan","26","4000 - 4499 grams","09",7071
,"Michigan","26","4500 - 4999 grams","10",960
,"Michigan","26","5000 - 8165 grams","11",102
,"Michigan","26","Unknown or Not Stated","12",56
,"Minnesota","27","499 grams or less","01",78
,"Minnesota","27","500 - 999 grams","02",241
,"Minnesota","27","1000 - 1499 grams","03",409
,"Minnesota","27","1500 - 1999 grams","04",967
,"Minnesota","27","2000 - 2499 grams","05",2923
,"Minnesota","27","2500 - 2999 grams","06",10483
,"Minnesota","27","3000 - 3499 grams","07",24118
,"Minnesota","27","3500 - 3999 grams","08",18684
,"Minnesota","27","4000 - 4499 grams","09",5162
,"Minnesota","27","4500 - 4999 grams","10",777
,"Minnesota","27","5000 - 8165 grams","11",74
,"Minnesota","27","Unknown or Not Stated","12",99
,"Mississippi","28","499 grams or less","01",64
,"Mississippi","28","500 - 999 grams","02",307
,"Mississippi","28","1000 - 1499 grams","03",370
,"Mississippi","28","1500 - 1999 grams","04",824
,"Mississippi","28","2000 - 2499 grams","05",2835
,"Mississippi","28","2500 - 2999 grams","06",8005
,"Mississippi","28","3000 - 3499 grams","07",13454
,"Mississippi","28","3500 - 3999 grams","08",7135
,"Mississippi","28","4000 - 4499 grams","09",1427
,"Mississippi","28","4500 - 4999 grams","10",214
,"Mississippi","28","5000 - 8165 grams","11",20
,"Mississippi","28","Unknown or Not Stated","12",20
,"Missouri","29","499 grams or less","01",100
,"Missouri","29","500 - 999 grams","02",350
,"Missouri","29","1000 - 1499 grams","03",541
,"Missouri","29","1500 - 1999 grams","04",1253
,"Missouri","29","2000 - 2499 grams","05",4041
,"Missouri","29","2500 - 2999 grams","06",13246
,"Missouri","29","3000 - 3499 grams","07",26302
,"Missouri","29","3500 - 3999 grams","08",17991
,"Missouri","29","4000 - 4499 grams","09",4514
,"Missouri","29","4500 - 4999 grams","10",554
,"Missouri","29","5000 - 8165 grams","11",59
,"Missouri","29","Unknown or Not Stated","12",34
,"Montana","30","499 grams or less","01",Suppressed
,"Montana","30","500 - 999 grams","02",36
,"Montana","30","1000 - 1499 grams","03",66
,"Montana","30","1500 - 1999 grams","04",140
,"Montana","30","2000 - 2499 grams","05",597
,"Montana","30","2500 - 2999 grams","06",2129
,"Montana","30","3000 - 3499 grams","07",4539
,"Montana","30","3500 - 3999 grams","08",2905
,"Montana","30","4000 - 4499 grams","09",660
,"Montana","30","4500 - 4999 grams","10",73
,"Montana","30","5000 - 8165 grams","11",Suppressed
,"Montana","30","Unknown or Not Stated","12",13
,"Nebraska","31","499 grams or less","01",37
,"Nebraska","31","500 - 999 grams","02",106
,"Nebraska","31","1000 - 1499 grams","03",161
,"Nebraska","31","1500 - 1999 grams","04",381
,"Nebraska","31","2000 - 2499 grams","05",1233
,"Nebraska","31","2500 - 2999 grams","06",4312
,"Nebraska","31","3000 - 3499 grams","07",9441
,"Nebraska","31","3500 - 3999 grams","08",6798
,"Nebraska","31","4000 - 4499 grams","09",1631
,"Nebraska","31","4500 - 4999 grams","10",216
,"Nebraska","31","5000 - 8165 grams","11",22
,"Nebraska","31","Unknown or Not Stated","12",Suppressed
,"Nevada","32","499 grams or less","01",37
,"Nevada","32","500 - 999 grams","02",175
,"Nevada","32","1000 - 1499 grams","03",226
,"Nevada","32","1500 - 1999 grams","04",580
,"Nevada","32","2000 - 2499 grams","05",2054
,"Nevada","32","2500 - 2999 grams","06",7238
,"Nevada","32","3000 - 3499 grams","07",13499
,"Nevada","32","3500 - 3999 grams","08",7608
,"Nevada","32","4000 - 4499 grams","09",1559
,"Nevada","32","4500 - 4999 grams","10",197
,"Nevada","32","5000 - 8165 grams","11",17
,"Nevada","32","Unknown or Not Stated","12",Suppressed
,"New Hampshire","33","499 grams or less","01",Suppressed
,"New Hampshire","33","500 - 999 grams","02",40
,"New Hampshire","33","1000 - 1499 grams","03",63
,"New Hampshire","33","1500 - 1999 grams","04",153
,"New Hampshire","33","2000 - 2499 grams","05",551
,"New Hampshire","33","2500 - 2999 grams","06",1967
,"New Hampshire","33","3000 - 3499 grams","07",4461
,"New Hampshire","33","3500 - 3999 grams","08",3631
,"New Hampshire","33","4000 - 4499 grams","09",1024
,"New Hampshire","33","4500 - 4999 grams","10",155
,"New Hampshire","33","5000 - 8165 grams","11",16
,"New Hampshire","33","Unknown or Not Stated","12",10
,"New Jersey","34","499 grams or less","01",92
,"New Jersey","34","500 - 999 grams","02",484
,"New Jersey","34","1000 - 1499 grams","03",657
,"New Jersey","34","1500 - 1999 grams","04",1544
,"New Jersey","34","2000 - 2499 grams","05",5204
,"New Jersey","34","2500 - 2999 grams","06",20345
,"New Jersey","34","3000 - 3499 grams","07",40596
,"New Jersey","34","3500 - 3999 grams","08",26751
,"New Jersey","34","4000 - 4499 grams","09",6369
,"New Jersey","34","4500 - 4999 grams","10",746
,"New Jersey","34","5000 - 8165 grams","11",79
,"New Jersey","34","Unknown or Not Stated","12",26
,"New Mexico","35","499 grams or less","01",28
,"New Mexico","35","500 - 999 grams","02",90
,"New Mexico","35","1000 - 1499 grams","03",157
,"New Mexico","35","1500 - 1999 grams","04",391
,"New Mexico","35","2000 - 2499 grams","05",1467
,"New Mexico","35","2500 - 2999 grams","06",5097
,"New Mexico","35","3000 - 3499 grams","07",8904
,"New Mexico","35","3500 - 3999 grams","08",4486
,"New Mexico","35","4000 - 4499 grams","09",883
,"New Mexico","35","4500 - 4999 grams","10",93
,"New Mexico","35","5000 - 8165 grams","11",12
,"New Mexico","35","Unknown or Not Stated","12",Suppressed
,"New York","36","499 grams or less","01",199
,"New York","36","500 - 999 grams","02",972
,"New York","36","1000 - 1499 grams","03",1501
,"New York","36","1500 - 1999 grams","04",3418
,"New York","36","2000 - 2499 grams","05",11645
,"New York","36","2500 - 2999 grams","06",41744
,"New York","36","3000 - 3499 grams","07",81490
,"New York","36","3500 - 3999 grams","08",52318
,"New York","36","4000 - 4499 grams","09",12387
,"New York","36","4500 - 4999 grams","10",1511
,"New York","36","5000 - 8165 grams","11",156
,"New York","36","Unknown or Not Stated","12",433
,"North Carolina","37","499 grams or less","01",224
,"North Carolina","37","500 - 999 grams","02",713
,"North Carolina","37","1000 - 1499 grams","03",976
,"North Carolina","37","1500 - 1999 grams","04",2258
,"North Carolina","37","2000 - 2499 grams","05",7286
,"North Carolina","37","2500 - 2999 grams","06",23970
,"North Carolina","37","3000 - 3499 grams","07",46285
,"North Carolina","37","3500 - 3999 grams","08",30914
,"North Carolina","37","4000 - 4499 grams","09",7765
,"North Carolina","37","4500 - 4999 grams","10",1019
,"North Carolina","37","5000 - 8165 grams","11",77
,"North Carolina","37","Unknown or Not Stated","12",75
,"North Dakota","38","499 grams or less","01",Suppressed
,"North Dakota","38","500 - 999 grams","02",28
,"North Dakota","38","1000 - 1499 grams","03",53
,"North Dakota","38","1500 - 1999 grams","04",154
,"North Dakota","38","2000 - 2499 grams","05",440
,"North Dakota","38","2500 - 2999 grams","06",1574
,"North Dakota","38","3000 - 3499 grams","07",3672
,"North Dakota","38","3500 - 3999 grams","08",2733
,"North Dakota","38","4000 - 4499 grams","09",783
,"North Dakota","38","4500 - 4999 grams","10",110
,"North Dakota","38","5000 - 8165 grams","11",10
,"North Dakota","38","Unknown or Not Stated","12",Suppressed
,"Ohio","39","499 grams or less","01",208
,"Ohio","39","500 - 999 grams","02",659
,"Ohio","39","1000 - 1499 grams","03",988
,"Ohio","39","1500 - 1999 grams","04",2198
,"Ohio","39","2000 - 2499 grams","05",7098
,"Ohio","39","2500 - 2999 grams","06",25112
,"Ohio","39","3000 - 3499 grams","07",48879
,"Ohio","39","3500 - 3999 grams","08",33289
,"Ohio","39","4000 - 4499 grams","09",8482
,"Ohio","39","4500 - 4999 grams","10",1067
,"Ohio","39","5000 - 8165 grams","11",119
,"Ohio","39","Unknown or Not Stated","12",132
,"Oklahoma","40","499 grams or less","01",64
,"Oklahoma","40","500 - 999 grams","02",225
,"Oklahoma","40","1000 - 1499 grams","03",408
,"Oklahoma","40","1500 - 1999 grams","04",826
,"Oklahoma","40","2000 - 2499 grams","05",2562
,"Oklahoma","40","2500 - 2999 grams","06",9742
,"Oklahoma","40","3000 - 3499 grams","07",18953
,"Oklahoma","40","3500 - 3999 grams","08",12243
,"Oklahoma","40","4000 - 4499 grams","09",2826
,"Oklahoma","40","4500 - 4999 grams","10",372
,"Oklahoma","40","5000 - 8165 grams","11",42
,"Oklahoma","40","Unknown or Not Stated","12",69
,"Oregon","41","499 grams or less","01",37
,"Oregon","41","500 - 999 grams","02",117
,"Oregon","41","1000 - 1499 grams","03",207
,"Oregon","41","1500 - 1999 grams","04",560
,"Oregon","41","2000 - 2499 grams","05",1864
,"Oregon","41","2500 - 2999 grams","06",6657
,"Oregon","41","3000 - 3499 grams","07",14793
,"Oregon","41","3500 - 3999 grams","08",11456
,"Oregon","41","4000 - 4499 grams","09",3300
,"Oregon","41","4500 - 4999 grams","10",435
,"Oregon","41","5000 - 8165 grams","11",42
,"Oregon","41","Unknown or Not Stated","12",25
,"Pennsylvania","42","499 grams or less","01",201
,"Pennsylvania","42","500 - 999 grams","02",644
,"Pennsylvania","42","1000 - 1499 grams","03",932
,"Pennsylvania","42","1500 - 1999 grams","04",2127
,"Pennsylvania","42","2000 - 2499 grams","05",7129
,"Pennsylvania","42","2500 - 2999 grams","06",24605
,"Pennsylvania","42","3000 - 3499 grams","07",49992
,"Pennsylvania","42","3500 - 3999 grams","08",34375
,"Pennsylvania","42","4000 - 4499 grams","09",8764
,"Pennsylvania","42","4500 - 4999 grams","10",1198
,"Pennsylvania","42","5000 - 8165 grams","11",141
,"Pennsylvania","42","Unknown or Not Stated","12",144
,"Rhode Island","44","499 grams or less","01",14
,"Rhode Island","44","500 - 999 grams","02",57
,"Rhode Island","44","1000 - 1499 grams","03",82
,"Rhode Island","44","1500 - 1999 grams","04",156
,"Rhode Island","44","2000 - 2499 grams","05",505
,"Rhode Island","44","2500 - 2999 grams","06",1792
,"Rhode Island","44","3000 - 3499 grams","07",3954
,"Rhode Island","44","3500 - 3999 grams","08",2826
,"Rhode Island","44","4000 - 4499 grams","09",761
,"Rhode Island","44","4500 - 4999 grams","10",106
,"Rhode Island","44","5000 - 8165 grams","11",Suppressed
,"Rhode Island","44","Unknown or Not Stated","12",Suppressed
,"South Carolina","45","499 grams or less","01",104
,"South Carolina","45","500 - 999 grams","02",384
,"South Carolina","45","1000 - 1499 grams","03",546
,"South Carolina","45","1500 - 1999 grams","04",1080
,"South Carolina","45","2000 - 2499 grams","05",3661
,"South Carolina","45","2500 - 2999 grams","06",11961
,"South Carolina","45","3000 - 3499 grams","07",22185
,"South Carolina","45","3500 - 3999 grams","08",14045
,"South Carolina","45","4000 - 4499 grams","09",3336
,"South Carolina","45","4500 - 4999 grams","10",447
,"South Carolina","45","5000 - 8165 grams","11",49
,"South Carolina","45","Unknown or Not Stated","12",22
,"South Dakota","46","499 grams or less","01",14
,"South Dakota","46","500 - 999 grams","02",33
,"South Dakota","46","1000 - 1499 grams","03",64
,"South Dakota","46","1500 - 1999 grams","04",147
,"South Dakota","46","2000 - 2499 grams","05",534
,"South Dakota","46","2500 - 2999 grams","06",1973
,"South Dakota","46","3000 - 3499 grams","07",4372
,"South Dakota","46","3500 - 3999 grams","08",3156
,"South Dakota","46","4000 - 4499 grams","09",780
,"South Dakota","46","4500 - 4999 grams","10",101
,"South Dakota","46","5000 - 8165 grams","11",18
,"South Dakota","46","Unknown or Not Stated","12",Suppressed
,"Tennessee","47","499 grams or less","01",101
,"Tennessee","47","500 - 999 grams","02",463
,"Tennessee","47","1000 - 1499 grams","03",617
,"Tennessee","47","1500 - 1999 grams","04",1441
,"Tennessee","47","2000 - 2499 grams","05",4745
,"Tennessee","47","2500 - 2999 grams","06",16113
,"Tennessee","47","3000 - 3499 grams","07",31963
,"Tennessee","47","3500 - 3999 grams","08",20966
,"Tennessee","47","4000 - 4499 grams","09",5097
,"Tennessee","47","4500 - 4999 grams","10",661
,"Tennessee","47","5000 - 8165 grams","11",62
,"Tennessee","47","Unknown or Not Stated","12",36
,"Texas","48","499 grams or less","01",554
,"Texas","48","500 - 999 grams","02",1998
,"Texas","48","1000 - 1499 grams","03",3091
,"Texas","48","1500 - 1999 grams","04",6728
,"Texas","48","2000 - 2499 grams","05",21671
,"Texas","48","2500 - 2999 grams","06",80679
,"Texas","48","3000 - 3499 grams","07",156347
,"Texas","48","3500 - 3999 grams","08",94450
,"Texas","48","4000 - 4499 grams","09",20885
,"Texas","48","4500 - 4999 grams","10",2682
,"Texas","48","5000 - 8165 grams","11",327
,"Texas","48","Unknown or Not Stated","12",329
,"Utah","49","499 grams or less","01",58
,"Utah","49","500 - 999 grams","02",182
,"Utah","49","1000 - 1499 grams","03",274
,"Utah","49","1500 - 1999 grams","04",605
,"Utah","49","2000 - 2499 grams","05",2361
,"Utah","49","2500 - 2999 grams","06",9015
,"Utah","49","3000 - 3499 grams","07",18746
,"Utah","49","3500 - 3999 grams","08",11613
,"Utah","49","4000 - 4499 grams","09",2603
,"Utah","49","4500 - 4999 grams","10",270
,"Utah","49","5000 - 8165 grams","11",21
,"Utah","49","Unknown or Not Stated","12",20
,"Vermont","50","499 grams or less","01",Suppressed
,"Vermont","50","500 - 999 grams","02",16
,"Vermont","50","1000 - 1499 grams","03",47
,"Vermont","50","1500 - 1999 grams","04",75
,"Vermont","50","2000 - 2499 grams","05",263
,"Vermont","50","2500 - 2999 grams","06",872
,"Vermont","50","3000 - 3499 grams","07",1879
,"Vermont","50","3500 - 3999 grams","08",1610
,"Vermont","50","4000 - 4499 grams","09",466
,"Vermont","50","4500 - 4999 grams","10",70
,"Vermont","50","5000 - 8165 grams","11",11
,"Vermont","50","Unknown or Not Stated","12",Suppressed
,"Virginia","51","499 grams or less","01",148
,"Virginia","51","500 - 999 grams","02",507
,"Virginia","51","1000 - 1499 grams","03",706
,"Virginia","51","1500 - 1999 grams","04",1595
,"Virginia","51","2000 - 2499 grams","05",5108
,"Virginia","51","2500 - 2999 grams","06",17889
,"Virginia","51","3000 - 3499 grams","07",36655
,"Virginia","51","3500 - 3999 grams","08",25367
,"Virginia","51","4000 - 4499 grams","09",6644
,"Virginia","51","4500 - 4999 grams","10",857
,"Virginia","51","5000 - 8165 grams","11",96
,"Virginia","51","Unknown or Not Stated","12",58
,"Washington","53","499 grams or less","01",55
,"Washington","53","500 - 999 grams","02",314
,"Washington","53","1000 - 1499 grams","03",495
,"Washington","53","1500 - 1999 grams","04",1076
