"Notes","State of Residence","State of Residence Code","Infant Birth Weight 12","Infant Birth Weight 12 Code",Births
,"District of Columbia","11","1500 - 1999 grams","04",170
,"District of Columbia","11","2000 - 2499 grams","05",508
,"District of Columbia","11","2500 - 2999 grams","06",1599
,"District of Columbia","11","3000 - 3499 grams","07",2891
,"District of Columbia","11","3500 - 3999 grams","08",1848
,"District of Columbia","11","4000 - 4499 grams","09",389
,"District of Columbia","11","4500 - 4999 grams","10",46
,"District of Columbia","11","5000 - 8165 grams","11",Suppressed
,"District of Columbia","11","Unknown or Not Stated","12",Suppressed
,"Florida","12","499 grams or less","01",351
,"Florida","12","500 - 999 grams","02",1370
,"Florida","12","1000 - 1499 grams","03",1737
,"Florida","12","1500 - 1999 grams","04",3894
,"Florida","12","2000 - 2499 grams","05",12870
,"Florida","12","2500 - 2999 grams","06",45002
,"Florida","12","3000 - 3499 grams","07",88549
,"Florida","12","3500 - 3999 grams","08",55700
,"Florida","12","4000 - 4499 grams","09",12724
,"Florida","12","4500 - 4999 grams","10",1704
,"Florida","12","5000 - 8165 grams","11",198
,"Florida","12","Unknown or Not Stated","12",290
,"Georgia","13","499 grams or less","01",210
,"Georgia","13","500 - 999 grams","02",802
,"Georgia","13","1000 - 1499 grams","03",1158
,"Georgia","13","1500 - 1999 grams","04",2480
,"Georgia","13","2000 - 2499 grams","05",8322
,"Georgia","13","2500 - 2999 grams","06",27935
,"Georgia","13","3000 - 3499 grams","07",48806
,"Georgia","13","3500 - 3999 grams","08",29158
,"Georgia","13","4000 - 4499 grams","09",6643
,"Georgia","13","4500 - 4999 grams","10",764
,"Georgia","13","5000 - 8165 grams","11",89
,"Georgia","13","Unknown or Not Stated","12",70
,"Hawaii","15","499 grams or less","01",16
,"Hawaii","15","500 - 999 grams","02",58
,"Hawaii","15","1000 - 1499 grams","03",109
,"Hawaii","15","1500 - 1999 grams","04",237
,"Hawaii","15","2000 - 2499 grams","05",921
,"Hawaii","15","2500 - 2999 grams","06",3288
,"Hawaii","15","3000 - 3499 grams","07",5897
,"Hawaii","15","3500 - 3999 grams","08",3459
,"Hawaii","15","4000 - 4499 grams","09",825
,"Hawaii","15","4500 - 4999 grams","10",95
,"Hawaii","15","5000 - 8165 grams","11",Suppressed
,"Hawaii","15","Unknown or Not Stated","12",Suppressed
,"Idaho","16","499 grams or less","01",25
,"Idaho","16","500 - 999 grams","02",88
,"Idaho","16","1000 - 1499 grams","03",127
,"Idaho","16","1500 - 1999 grams","04",298
,"Idaho","16","2000 - 2499 grams","05",1105
,"Idaho","16","2500 - 2999 grams","06",4121
,"Idaho","16","3000 - 3499 grams","07",9258
,"Idaho","16","3500 - 3999 grams","08",6349
,"Idaho","16","4000 - 4499 grams","09",1628
,"Idaho","16","4500 - 4999 grams","10",243
,"Idaho","16","5000 - 8165 grams","11",16
,"Idaho","16","Unknown or Not Stated","12",18
,"Illinois","17","499 grams or less","01",170
,"Illinois","17","500 - 999 grams","02",647
,"Illinois","17","1000 - 1499 grams","03",869
,"Illinois","17","1500 - 1999 grams","04",2057
,"Illinois","17","2000 - 2499 grams","05",7035
,"Illinois","17","2500 - 2999 grams","06",24620
,"Illinois","17","3000 - 3499 grams","07",48867
,"Illinois","17","3500 - 3999 grams","08",32426
,"Illinois","17","4000 - 4499 grams","09",7896
,"Illinois","17","4500 - 4999 grams","10",991
,"Illinois","17","5000 - 8165 grams","11",98
,"Illinois","17","Unknown or Not Stated","12",55
,"Indiana","18","499 grams or less","01",103
,"Indiana","18","500 - 999 grams","02",384
,"Indiana","18","1000 - 1499 grams","03",584
,"Indiana","18","1500 - 1999 grams","04",1359
,"Indiana","18","2000 - 2499 grams","05",4395
,"Indiana","18","2500 - 2999 grams","06",15037
,"Indiana","18","3000 - 3499 grams","07",31181
,"Indiana","18","3500 - 3999 grams","08",21205
,"Indiana","18","4000 - 4499 grams","09",5201
,"Indiana","18","4500 - 4999 grams","10",671
,"Indiana","18","5000 - 8165 grams","11",90
,"Indiana","18","Unknown or Not Stated","12",47
,"Iowa","19","499 grams or less","01",43
,"Iowa","19","500 - 999 grams","02",149
,"Iowa","19","1000 - 1499 grams","03",237
,"Iowa","19","1500 - 1999 grams","04",495
,"Iowa","19","2000 - 2499 grams","05",1733
,"Iowa","19","2500 - 2999 grams","06",6115
,"Iowa","19","3000 - 3499 grams","07",13799
,"Iowa","19","3500 - 3999 grams","08",10458
,"Iowa","19","4000 - 4499 grams","09",2941
,"Iowa","19","4500 - 4999 grams","10",408
,"Iowa","19","5000 - 8165 grams","11",40
,"Iowa","19","Unknown or Not Stated","12",18
,"Kansas","20","499 grams or less","01",41
,"Kansas","20","500 - 999 grams","02",132
,"Kansas","20","1000 - 1499 grams","03",218
,"Kansas","20","1500 - 1999 grams","04",490
,"Kansas","20","2000 - 2499 grams","05",1773
,"Kansas","20","2500 - 2999 grams","06",6286
,"Kansas","20","3000 - 3499 grams","07",13005
,"Kansas","20","3500 - 3999 grams","08",9271
,"Kansas","20","4000 - 4499 grams","09",2397
,"Kansas","20","4500 - 4999 grams","10",326
,"Kansas","20","5000 - 8165 grams","11",28
,"Kansas","20","Unknown or Not Stated","12",17
,"Kentucky","21","499 grams or less","01",62
,"Kentucky","21","500 - 999 grams","02",270
,"Kentucky","21","1000 - 1499 grams","03",374
,"Kentucky","21","1500 - 1999 grams","04",923
,"Kentucky","21","2000 - 2499 grams","05",3011
,"Kentucky","21","2500 - 2999 grams","06",10246
,"Kentucky","21","3000 - 3499 grams","07",20317
,"Kentucky","21","3500 - 3999 grams","08",13738
,"Kentucky","21","4000 - 4499 grams","09",3493
,"Kentucky","21","4500 - 4999 grams","10",419
,"Kentucky","21","5000 - 8165 grams","11",49
,"Kentucky","21","Unknown or Not Stated","12",11
,"Louisiana","22","499 grams or less","01",127
,"Louisiana","22","500 - 999 grams","02",351
,"Louisiana","22","1000 - 1499 grams","03",499
,"Louisiana","22","1500 - 1999 grams","04",1227
,"Louisiana","22","2000 - 2499 grams","05",3990
,"Louisiana","22","2500 - 2999 grams","06",12372
,"Louisiana","22","3000 - 3499 grams","07",20867
,"Louisiana","22","3500 - 3999 grams","08",11248
,"Louisiana","22","4000 - 4499 grams","09",2272
,"Louisiana","22","4500 - 4999 grams","10",268
,"Louisiana","22","5000 - 8165 grams","11",45
,"Louisiana","22","Unknown or Not Stated","12",39
,"Maine","23","499 grams or less","01",Suppressed
,"Maine","23","500 - 999 grams","02",41
,"Maine","23","1000 - 1499 grams","03",72
,"Maine","23","1500 - 1999 grams","04",168
,"Maine","23","2000 - 2499 grams","05",585
,"Maine","23","2500 - 2999 grams","06",1998
,"Maine","23","3000 - 3499 grams","07",4316
,"Maine","23","3500 - 3999 grams","08",3323
,"Maine","23","4000 - 4499 grams","09",940
,"Maine","23","4500 - 4999 grams","10",126
,"Maine","23","5000 - 8165 grams","11",16
,"Maine","23","Unknown or Not Stated","12",Suppressed
,"Maryland","24","499 grams or less","01",94
,"Maryland","24","500 - 999 grams","02",332
,"Maryland","24","1000 - 1499 grams","03",543
,"Maryland","24","1500 - 1999 grams","04",1157
,"Maryland","24","2000 - 2499 grams","05",3744
,"Maryland","24","2500 - 2999 grams","06",13053
,"Maryland","24","3000 - 3499 grams","07",25102
,"Maryland","24","3500 - 3999 grams","08",16925
,"Maryland","24","4000 - 4499 grams","09",4230
,"Maryland","24","4500 - 4999 grams","10",538
,"Maryland","24","5000 - 8165 grams","11",52
,"Maryland","24","Unknown or Not Stated","12",27
,"Massachusetts","25","499 grams or less","01",68
,"Massachusetts","25","500 - 999 grams","02",222
,"Massachusetts","25","1000 - 1499 grams","03",401
,"Massachusetts","25","1500 - 1999 grams","04",1044
,"Massachusetts","25","2000 - 2499 grams","05",3426
,"Massachusetts","25","2500 - 2999 grams","06",12680
,"Massachusetts","25","3000 - 3499 grams","07",26574
,"Massachusetts","25","3500 - 3999 grams","08",18312
,"Massachusetts","25","4000 - 4499 grams","09",4496
,"Massachusetts","25","4500 - 4999 grams","10",602
,"Massachusetts","25","5000 - 8165 grams","11",66
,"Massachusetts","25","Unknown or Not Stated","12",293
,"Michigan","26","499 grams or less","01",184
,"Michigan","26","500 - 999 grams","02",462
,"Michigan","26","1000 - 1499 grams","03",742
,"Michigan","26","1500 - 1999 grams","04",1724
,"Michigan","26","2000 - 2499 grams","05",5839
,"Michigan","26","2500 - 2999 grams","06",18866
,"Michigan","26","3000 - 3499 grams","07",37349
,"Michigan","26","3500 - 3999 grams","08",26313
,"Michigan","26","4000 - 4499 grams","09",6875
,"Michigan","26","4500 - 4999 grams","10",1009
,"Michigan","26","5000 - 8165 grams","11",109
,"Michigan","26","Unknown or Not Stated","12",53
,"Minnesota","27","499 grams or less","01",92
,"Minnesota","27","500 - 999 grams","02",245
,"Minnesota","27","1000 - 1499 grams","03",365
,"Minnesota","27","1500 - 1999 grams","04",941
,"Minnesota","27","2000 - 2499 grams","05",2989
,"Minnesota","27","2500 - 2999 grams","06",10296
,"Minnesota","27","3000 - 3499 grams","07",23510
,"Minnesota","27","3500 - 3999 grams","08",17818
,"Minnesota","27","4000 - 4499 grams","09",4987
,"Minnesota","27","4500 - 4999 grams","10",728
,"Minnesota","27","5000 - 8165 grams","11",70
,"Minnesota","27","Unknown or Not Stated","12",69
,"Mississippi","28","499 grams or less","01",74
,"Mississippi","28","500 - 999 grams","02",271
,"Mississippi","28","1000 - 1499 grams","03",353
,"Mississippi","28","1500 - 1999 grams","04",826
,"Mississippi","28","2000 - 2499 grams","05",2725
,"Mississippi","28","2500 - 2999 grams","06",7848
,"Mississippi","28","3000 - 3499 grams","07",12757
,"Mississippi","28","3500 - 3999 grams","08",6992
,"Mississippi","28","4000 - 4499 grams","09",1416
,"Mississippi","28","4500 - 4999 grams","10",177
,"Mississippi","28","5000 - 8165 grams","11",17
,"Mississippi","28","Unknown or Not Stated","12",17
,"Missouri","29","499 grams or less","01",93
,"Missouri","29","500 - 999 grams","02",307
,"Missouri","29","1000 - 1499 grams","03",497
,"Missouri","29","1500 - 1999 grams","04",1190
,"Missouri","29","2000 - 2499 grams","05",3892
,"Missouri","29","2500 - 2999 grams","06",13079
,"Missouri","29","3000 - 3499 grams","07",26210
,"Missouri","29","3500 - 3999 grams","08",17643
,"Missouri","29","4000 - 4499 grams","09",4439
,"Missouri","29","4500 - 4999 grams","10",553
,"Missouri","29","5000 - 8165 grams","11",57
,"Missouri","29","Unknown or Not Stated","12",38
,"Montana","30","499 grams or less","01",14
,"Montana","30","500 - 999 grams","02",35
,"Montana","30","1000 - 1499 grams","03",51
,"Montana","30","1500 - 1999 grams","04",159
,"Montana","30","2000 - 2499 grams","05",606
,"Montana","30","2500 - 2999 grams","06",2067
,"Montana","30","3000 - 3499 grams","07",4525
,"Montana","30","3500 - 3999 grams","08",3058
,"Montana","30","4000 - 4499 grams","09",697
,"Montana","30","4500 - 4999 grams","10",100
,"Montana","30","5000 - 8165 grams","11",14
,"Montana","30","Unknown or Not Stated","12",Suppressed
,"Nebraska","31","499 grams or less","01",28
,"Nebraska","31","500 - 999 grams","02",113
,"Nebraska","31","1000 - 1499 grams","03",163
,"Nebraska","31","1500 - 1999 grams","04",390
,"Nebraska","31","2000 - 2499 grams","05",1291
,"Nebraska","31","2500 - 2999 grams","06",4600
,"Nebraska","31","3000 - 3499 grams","07",9764
,"Nebraska","31","3500 - 3999 grams","08",6618
,"Nebraska","31","4000 - 4499 grams","09",1564
,"Nebraska","31","4500 - 4999 grams","10",223
,"Nebraska","31","5000 - 8165 grams","11",19
,"Nebraska","31","Unknown or Not Stated","12",12
,"Nevada","32","499 grams or less","01",46
,"Nevada","32","500 - 999 grams","02",168
,"Nevada","32","1000 - 1499 grams","03",230
,"Nevada","32","1500 - 1999 grams","04",557
,"Nevada","32","2000 - 2499 grams","05",2143
,"Nevada","32","2500 - 2999 grams","06",7121
,"Nevada","32","3000 - 3499 grams","07",12866
,"Nevada","32","3500 - 3999 grams","08",7534
,"Nevada","32","4000 - 4499 grams","09",1512
,"Nevada","32","4500 - 4999 grams","10",185
,"Nevada","32","5000 - 8165 grams","11",16
,"Nevada","32","Unknown or Not Stated","12",Suppressed
,"New Hampshire","33","499 grams or less","01",Suppressed
,"New Hampshire","33","500 - 999 grams","02",38
,"New Hampshire","33","1000 - 1499 grams","03",53
,"New Hampshire","33","1500 - 1999 grams","04",141
,"New Hampshire","33","2000 - 2499 grams","05",541
,"New Hampshire","33","2500 - 2999 grams","06",1834
,"New Hampshire","33","3000 - 3499 grams","07",4321
,"New Hampshire","33","3500 - 3999 grams","08",3611
,"New Hampshire","33","4000 - 4499 grams","09",1049
,"New Hampshire","33","4500 - 4999 grams","10",136
,"New Hampshire","33","5000 - 8165 grams","11",19
,"New Hampshire","33","Unknown or Not Stated","12",19
,"New Jersey","34","499 grams or less","01",97
,"New Jersey","34","500 - 999 grams","02",425
,"New Jersey","34","1000 - 1499 grams","03",672
,"New Jersey","34","1500 - 1999 grams","04",1540
,"New Jersey","34","2000 - 2499 grams","05",5197
,"New Jersey","34","2500 - 2999 grams","06",19719
,"New Jersey","34","3000 - 3499 grams","07",40106
,"New Jersey","34","3500 - 3999 grams","08",26437
,"New Jersey","34","4000 - 4499 grams","09",6343
,"New Jersey","34","4500 - 4999 grams","10",756
,"New Jersey","34","5000 - 8165 grams","11",61
,"New Jersey","34","Unknown or Not Stated","12",19
,"New Mexico","35","499 grams or less","01",25
,"New Mexico","35","500 - 999 grams","02",77
,"New Mexico","35","1000 - 1499 grams","03",169
,"New Mexico","35","1500 - 1999 grams","04",352
,"New Mexico","35","2000 - 2499 grams","05",1347
,"New Mexico","35","2500 - 2999 grams","06",5130
,"New Mexico","35","3000 - 3499 grams","07",8801
,"New Mexico","35","3500 - 3999 grams","08",4427
,"New Mexico","35","4000 - 4499 grams","09",868
,"New Mexico","35","4500 - 4999 grams","10",102
,"New Mexico","35","5000 - 8165 grams","11",19
,"New Mexico","35","Unknown or Not Stated","12",11
,"New York","36","499 grams or less","01",182
,"New York","36","500 - 999 grams","02",917
,"New York","36","1000 - 1499 grams","03",1426
,"New York","36","1500 - 1999 grams","04",3316
,"New York","36","2000 - 2499 grams","05",11421
,"New York","36","2500 - 2999 grams","06",41496
,"New York","36","3000 - 3499 grams","07",81378
,"New York","36","3500 - 3999 grams","08",51181
,"New York","36","4000 - 4499 grams","09",12106
,"New York","36","4500 - 4999 grams","10",1462
,"New York","36","5000 - 8165 grams","11",193
,"New York","36","Unknown or Not Stated","12",411
,"North Carolina","37","499 grams or less","01",177
,"North Carolina","37","500 - 999 grams","02",688
,"North Carolina","37","1000 - 1499 grams","03",934
,"North Carolina","37","1500 - 1999 grams","04",2172
,"North Carolina","37","2000 - 2499 grams","05",7374
,"North Carolina","37","2500 - 2999 grams","06",24146
,"North Carolina","37","3000 - 3499 grams","07",46930
,"North Carolina","37","3500 - 3999 grams","08",31396
,"North Carolina","37","4000 - 4499 grams","09",7825
,"North Carolina","37","4500 - 4999 grams","10",1046
,"North Carolina","37","5000 - 8165 grams","11",115
,"North Carolina","37","Unknown or Not Stated","12",53
,"North Dakota","38","499 grams or less","01",Suppressed
,"North Dakota","38","500 - 999 grams","02",34
,"North Dakota","38","1000 - 1499 grams","03",58
,"North Dakota","38","1500 - 1999 grams","04",136
,"North Dakota","38","2000 - 2499 grams","05",443
,"North Dakota","38","2500 - 2999 grams","06",1664
,"North Dakota","38","3000 - 3499 grams","07",3625
,"North Dakota","38","3500 - 3999 grams","08",2778
,"North Dakota","38","4000 - 4499 grams","09",765
,"North Dakota","38","4500 - 4999 grams","10",103
,"North Dakota","38","5000 - 8165 grams","11",11
,"North Dakota","38","Unknown or Not Stated","12",Suppressed
,"Ohio","39","499 grams or less","01",223
,"Ohio","39","500 - 999 grams","02",673
,"Ohio","39","1000 - 1499 grams","03",947
,"Ohio","39","1500 - 1999 grams","04",2161
,"Ohio","39","2000 - 2499 grams","05",7154
,"Ohio","39","2500 - 2999 grams","06",24617
,"Ohio","39","3000 - 3499 grams","07",48469
,"Ohio","39","3500 - 3999 grams","08",33060
,"Ohio","39","4000 - 4499 grams","09",8237
,"Ohio","39","4500 - 4999 grams","10",1046
,"Ohio","39","5000 - 8165 grams","11",106
,"Ohio","39","Unknown or Not Stated","12",102
,"Oklahoma","40","499 grams or less","01",78
,"Oklahoma","40","500 - 999 grams","02",217
,"Oklahoma","40","1000 - 1499 grams","03",352
,"Oklahoma","40","1500 - 1999 grams","04",724
,"Oklahoma","40","2000 - 2499 grams","05",2552
,"Oklahoma","40","2500 - 2999 grams","06",9601
,"Oklahoma","40","3000 - 3499 grams","07",18894
,"Oklahoma","40","3500 - 3999 grams","08",12048
,"Oklahoma","40","4000 - 4499 grams","09",3006
,"Oklahoma","40","4500 - 4999 grams","10",387
,"Oklahoma","40","5000 - 8165 grams","11",53
,"Oklahoma","40","Unknown or Not Stated","12",50
,"Oregon","41","499 grams or less","01",31
,"Oregon","41","500 - 999 grams","02",123
,"Oregon","41","1000 - 1499 grams","03",239
,"Oregon","41","1500 - 1999 grams","04",510
,"Oregon","41","2000 - 2499 grams","05",1843
,"Oregon","41","2500 - 2999 grams","06",6630
,"Oregon","41","3000 - 3499 grams","07",14786
,"Oregon","41","3500 - 3999 grams","08",11133
,"Oregon","41","4000 - 4499 grams","09",3099
,"Oregon","41","4500 - 4999 grams","10",501
,"Oregon","41","5000 - 8165 grams","11",53
,"Oregon","41","Unknown or Not Stated","12",15
,"Pennsylvania","42","499 grams or less","01",194
,"Pennsylvania","42","500 - 999 grams","02",604
,"Pennsylvania","42","1000 - 1499 grams","03",841
,"Pennsylvania","42","1500 - 1999 grams","04",2049
,"Pennsylvania","42","2000 - 2499 grams","05",6906
,"Pennsylvania","42","2500 - 2999 grams","06",23967
,"Pennsylvania","42","3000 - 3499 grams","07",48517
,"Pennsylvania","42","3500 - 3999 grams","08",34028
,"Pennsylvania","42","4000 - 4499 grams","09",8777
,"Pennsylvania","42","4500 - 4999 grams","10",1154
,"Pennsylvania","42","5000 - 8165 grams","11",122
,"Pennsylvania","42","Unknown or Not Stated","12",140
,"Rhode Island","44","499 grams or less","01",11
,"Rhode Island","44","500 - 999 grams","02",44
,"Rhode Island","44","1000 - 1499 grams","03",70
,"Rhode Island","44","1500 - 1999 grams","04",174
,"Rhode Island","44","2000 - 2499 grams","05",479
,"Rhode Island","44","2500 - 2999 grams","06",1834
,"Rhode Island","44","3000 - 3499 grams","07",3835
,"Rhode Island","44","3500 - 3999 grams","08",2705
,"Rhode Island","44","4000 - 4499 grams","09",719
,"Rhode Island","44","4500 - 4999 grams","10",121
,"Rhode Island","44","5000 - 8165 grams","11",14
,"Rhode Island","44","Unknown or Not Stated","12",Suppressed
,"South Carolina","45","499 grams or less","01",97
,"South Carolina","45","500 - 999 grams","02",343
,"South Carolina","45","1000 - 1499 grams","03",505
,"South Carolina","45","1500 - 1999 grams","04",1117
,"South Carolina","45","2000 - 2499 grams","05",3654
,"South Carolina","45","2500 - 2999 grams","06",11926
,"South Carolina","45","3000 - 3499 grams","07",22749
,"South Carolina","45","3500 - 3999 grams","08",14518
,"South Carolina","45","4000 - 4499 grams","09",3382
,"South Carolina","45","4500 - 4999 grams","10",411
,"South Carolina","45","5000 - 8165 grams","11",43
,"South Carolina","45","Unknown or Not Stated","12",23
,"South Dakota","46","499 grams or less","01",19
,"South Dakota","46","500 - 999 grams","02",46
,"South Dakota","46","1000 - 1499 grams","03",62
,"South Dakota","46","1500 - 1999 grams","04",189
,"South Dakota","46","2000 - 2499 grams","05",517
,"South Dakota","46","2500 - 2999 grams","06",2005
,"South Dakota","46","3000 - 3499 grams","07",4372
,"South Dakota","46","3500 - 3999 grams","08",3284
,"South Dakota","46","4000 - 4499 grams","09",832
,"South Dakota","46","4500 - 4999 grams","10",106
,"South Dakota","46","5000 - 8165 grams","11",13
,"South Dakota","46","Unknown or Not Stated","12",Suppressed
,"Tennessee","47","499 grams or less","01",129
,"Tennessee","47","500 - 999 grams","02",430
,"Tennessee","47","1000 - 1499 grams","03",610
,"Tennessee","47","1500 - 1999 grams","04",1414
,"Tennessee","47","2000 - 2499 grams","05",4757
,"Tennessee","47","2500 - 2999 grams","06",16340
,"Tennessee","47","3000 - 3499 grams","07",32074
,"Tennessee","47","3500 - 3999 grams","08",21875
,"Tennessee","47","4000 - 4499 grams","09",5348
,"Tennessee","47","4500 - 4999 grams","10",727
,"Tennessee","47","5000 - 8165 grams","11",93
,"Tennessee","47","Unknown or Not Stated","12",36
,"Texas","48","499 grams or less","01",552
,"Texas","48","500 - 999 grams","02",2004
,"Texas","48","1000 - 1499 grams","03",2852
,"Texas","48","1500 - 1999 grams","04",6351
,"Texas","48","2000 - 2499 grams","05",21608
,"Texas","48","2500 - 2999 grams","06",81730
,"Texas","48","3000 - 3499 grams","07",157606
,"Texas","48","3500 - 3999 grams","08",94178
,"Texas","48","4000 - 4499 grams","09",20787
,"Texas","48","4500 - 4999 grams","10",2598
,"Texas","48","5000 - 8165 grams","11",324
,"Texas","48","Unknown or Not Stated","12",238
,"Utah","49","499 grams or less","01",46
,"Utah","49","500 - 999 grams","02",182
,"Utah","49","1000 - 1499 grams","03",291
,"Utah","49","1500 - 1999 grams","04",636
,"Utah","49","2000 - 2499 grams","05",2225
,"Utah","49","2500 - 2999 grams","06",9349
,"Utah","49","3000 - 3499 grams","07",19140
,"Utah","49","3500 - 3999 grams","08",11929
,"Utah","49","4000 - 4499 grams","09",2523
,"Utah","49","4500 - 4999 grams","10",304
,"Utah","49","5000 - 8165 grams","11",28
,"Utah","49","Unknown or Not Stated","12",11
,"Vermont","50","499 grams or less","01",Suppressed
,"Vermont","50","500 - 999 grams","02",19
,"Vermont","50","1000 - 1499 grams","03",24
,"Vermont","50","1500 - 1999 grams","04",57
,"Vermont","50","2000 - 2499 grams","05",259
,"Vermont","50","2500 - 2999 grams","06",827
,"Vermont","50","3000 - 3499 grams","07",1820
,"Vermont","50","3500 - 3999 grams","08",1484
,"Vermont","50","4000 - 4499 grams","09",464
,"Vermont","50","4500 - 4999 grams","10",57
,"Vermont","50","5000 - 8165 grams","11",Suppressed
,"Vermont","50","Unknown or Not Stated","12",Suppressed
,"Virginia","51","499 grams or less","01",123
,"Virginia","51","500 - 999 grams","02",515
,"Virginia","51","1000 - 1499 grams","03",704
,"Virginia","51","1500 - 1999 grams","04",1561
,"Virginia","51","2000 - 2499 grams","05",5025
,"Virginia","51","2500 - 2999 grams","06",17723
,"Virginia","51","3000 - 3499 grams","07",35701
,"Virginia","51","3500 - 3999 grams","08",25070
,"Virginia","51","4000 - 4499 grams","09",6571
,"Virginia","51","4500 - 4999 grams","10",926
,"Virginia","51","5000 - 8165 grams","11",86
,"Virginia","51","Unknown or Not Stated","12",49
,"Washington","53","499 grams or less","01",76
,"Washington","53","500 - 999 grams","02",304
,"Washington","53","1000 - 1499 grams","03",468
,"Washington","53","1500 - 1999 grams","04",1117
