"Notes","State of Residence","State of Residence Code","Infant Birth Weight 12","Infant Birth Weight 12 Code",Births
,"Washington","53","2000 - 2499 grams","05",3640
,"Washington","53","2500 - 2999 grams","06",13951
,"Washington","53","3000 - 3499 grams","07",32266
,"Washington","53","3500 - 3999 grams","08",24773
,"Washington","53","4000 - 4499 grams","09",7163
,"Washington","53","4500 - 4999 grams","10",1065
,"Washington","53","5000 - 8165 grams","11",104
,"Washington","53","Unknown or Not Stated","12",117
,"West Virginia","54","499 grams or less","01",25
,"West Virginia","54","500 - 999 grams","02",95
,"West Virginia","54","1000 - 1499 grams","03",161
,"West Virginia","54","1500 - 1999 grams","04",364
,"West Virginia","54","2000 - 2499 grams","05",1127
,"West Virginia","54","2500 - 2999 grams","06",3701
,"West Virginia","54","3000 - 3499 grams","07",6875
,"West Virginia","54","3500 - 3999 grams","08",4504
,"West Virginia","54","4000 - 4499 grams","09",1101
,"West Virginia","54","4500 - 4999 grams","10",157
,"West Virginia","54","5000 - 8165 grams","11",18
,"West Virginia","54","Unknown or Not Stated","12",Suppressed
,"Wisconsin","55","499 grams or less","01",96
,"Wisconsin","55","500 - 999 grams","02",279
,"Wisconsin","55","1000 - 1499 grams","03",443
,"Wisconsin","55","1500 - 1999 grams","04",995
,"Wisconsin","55","2000 - 2499 grams","05",2975
,"Wisconsin","55","2500 - 2999 grams","06",10621
,"Wisconsin","55","3000 - 3499 grams","07",23765
,"Wisconsin","55","3500 - 3999 grams","08",18018
,"Wisconsin","55","4000 - 4499 grams","09",5196
,"Wisconsin","55","4500 - 4999 grams","10",726
,"Wisconsin","55","5000 - 8165 grams","11",90
,"Wisconsin","55","Unknown or Not Stated","12",66
,"Wyoming","56","499 grams or less","01",11
,"Wyoming","56","500 - 999 grams","02",29
,"Wyoming","56","1000 - 1499 grams","03",46
,"Wyoming","56","1500 - 1999 grams","04",118
,"Wyoming","56","2000 - 2499 grams","05",439
,"Wyoming","56","2500 - 2999 grams","06",1555
,"Wyoming","56","3000 - 3499 grams","07",2650
,"Wyoming","56","3500 - 3999 grams","08",1457
,"Wyoming","56","4000 - 4499 grams","09",224
,"Wyoming","56","4500 - 4999 grams","10",33
,"Wyoming","56","5000 - 8165 grams","11",Suppressed
,"Wyoming","56","Unknown or Not Stated","12",Suppressed
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"Year: 2019"
"Group By: State of Residence; Infant Birth Weight 12"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 15, 2026 8:50:29 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 15, 2026 8:50:29 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
